"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","FD","FF","I","A","DD","GS","FT","CV","DP","PP","GC"
"589","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,8,284,"mei","Provável",1.3,8.35,-0.41,2.15,"Grêmio",2,5,2,NA,14,7,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"590","Rafael Barbosa dos Santos","rafael-barbosa","Rafael Barbosa","https://s.glbimg.com/es/sde/f/2019/03/26/277c76b8820a7ddb5193448964e883e4_FORMATO.png",105396,8,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2019/03/28/2438d7ca6b16c454a1fc9ccb45ec389d_FORMATO.png",73974,8,277,"mei","Nulo",0,4.97,0,1.85,"Santos",3,10,4,NA,3,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,8,277,"ata","Nulo",0,4.56,0,0.3,"Santos",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,8,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2019/04/02/74a6e14ea8d6948485a09a674bb1bf31_FORMATO.png",38231,8,284,"ata","Dúvida",-1.2,8.11,-0.42,1.78,"Grêmio",NA,2,6,NA,14,4,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"595","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2018/05/21/735c0f10e782fe88dc4dde7e95494223_FORMATO.png",41929,8,284,"tec","Provável",6.15,11.68,0.99,4.1,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Leonardo da Silva Moura","leo-moura","Léo Moura","https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png",37701,8,284,"lat","Nulo",6.8,6.12,0.57,4.1,"Grêmio",NA,1,2,NA,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2019/03/28/1fb1aeab02e0006889fbd9ef7a4dd6e0_FORMATO.png",78248,8,277,"zag","Provável",0,6.26,0,3.25,"Santos",3,6,3,NA,8,8,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,8,277,"ata","Nulo",0,0.74,0,-3,"Santos",3,6,5,NA,4,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"599","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2019/04/29/066e54215a4994be68b64958a2b3d326_FORMATO.png",71844,8,354,"mei","Provável",2.5,10.31,-0.83,9.26,"Ceará",NA,2,7,3,19,5,NA,5,5,NA,1,NA,NA,1,NA,NA,NA,NA
"600","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,8,277,"zag","Nulo",0,7,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/03/30/2278e80f7f1079a8d5156292e3fe8bef_FORMATO.png",49673,8,284,"gol","Nulo",0,6.05,0,5,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA
"602","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/03/29/52188ffb1316a2e09ed8b05910c0ece5_FORMATO.png",82411,8,277,"mei","Nulo",0,6.83,0,1.25,"Santos",NA,2,3,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,8,276,"zag","Provável",10.2,7.86,1.94,3.06,"São Paulo",1,16,2,NA,12,9,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,8,277,"mei","Dúvida",8.2,12.65,1.17,4.66,"Santos",1,9,10,2,27,3,NA,6,5,1,1,NA,NA,2,NA,NA,NA,NA
"605","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,8,277,"gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,8,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,8,284,"zag","Contundido",0,5,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,8,284,"gol","Provável",5,5.97,0.51,4.07,"Grêmio",NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,9,6,NA,NA,NA,NA,NA
"609","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,8,277,"mei","Provável",4.8,6.32,0.58,2.83,"Santos",3,7,6,1,19,8,NA,5,5,2,NA,NA,NA,1,NA,NA,NA,NA
"610","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,8,284,"ata","Nulo",0,9.12,-0.13,2.72,"Grêmio",NA,8,10,1,10,4,NA,3,4,2,1,NA,NA,1,NA,NA,1,NA
"611","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,8,277,"ata","Provável",6.6,6.69,1.13,3.32,"Santos",1,5,5,NA,4,5,NA,3,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"612","Michel Ferreira dos Santos","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,8,284,"mei","Provável",0,4.84,0,1.47,"Grêmio",1,11,NA,NA,8,17,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"613","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,8,284,"mei","Provável",2.3,6.82,-0.53,4.14,"Grêmio",2,6,8,NA,9,8,NA,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"614","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,8,277,"lat","Provável",2.5,13.44,-1.06,8.18,"Santos",1,9,11,NA,11,11,4,7,5,1,1,NA,NA,NA,NA,NA,NA,NA
"615","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,8,284,"ata","Nulo",0,10.15,0,3,"Grêmio",NA,2,5,NA,11,1,NA,4,NA,1,1,NA,NA,1,NA,NA,NA,NA
"616","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/05/08/61da0aba54dc5264e04da63e8e98e78d_FORMATO.png",90569,8,266,"mei","Nulo",1.5,2.35,-0.12,0.4,"Fluminense",1,2,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,8,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,8,277,"zag","Suspenso",0.2,8.27,-1.59,4.02,"Santos",3,20,7,NA,19,17,4,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA
"619","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,8,284,"lat","Provável",5,6.06,1.04,2.77,"Grêmio",2,6,1,NA,15,6,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,8,284,"mei","Nulo",2,3.66,0.3,1.03,"Grêmio",NA,2,4,NA,7,4,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"621","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,8,277,"zag","Provável",0.4,3.93,-0.55,1.68,"Santos",NA,10,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/b6405232271be69ecc73ba373871e4f0_FORMATO.png",98517,8,277,"mei","Provável",7.4,11.5,0.95,4.21,"Santos",2,10,15,NA,15,15,NA,5,4,NA,1,NA,NA,1,NA,NA,NA,NA
"623","Antônio Josenildo Rodrigues de Oliveira","rodriguez","Rodriguez","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,8,284,"zag","Provável",10.2,5.22,1.72,8,"Grêmio",NA,1,1,NA,5,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"624","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2019/06/05/2daf01a9e1c0abfaadf9c988b8805f10_FORMATO.png",94138,8,284,"ata","Provável",1.1,2.68,0.29,0.78,"Grêmio",NA,6,2,1,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/03/28/0606c19cd9b070a14c8dcc9debd30211_FORMATO.png",95542,8,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,8,284,"ata","Dúvida",7.5,4.28,1.48,1.12,"Grêmio",1,2,NA,1,6,NA,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"627","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png",96966,8,315,"ata","Provável",3,3.71,0.68,1.52,"Chapecoense",NA,2,7,NA,8,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"628","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2019/03/28/c72bd8dd63cb920ddd6ebd16f7324c0e_FORMATO.png",94156,8,277,"mei","Provável",1.5,2.98,0.13,1.47,"Santos",3,17,8,1,21,7,NA,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"629","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2019/03/28/6be35caa2772b45524060927b8922ee1_FORMATO.png",100651,8,277,"ata","Nulo",0,14.95,0,10.73,"Santos",1,7,8,1,3,10,NA,6,7,1,2,NA,NA,NA,NA,NA,NA,NA
"630","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,8,284,"lat","Provável",0,6.36,0,3.92,"Grêmio",3,13,11,NA,13,14,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"631","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,8,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2019/03/28/aa5dd1708e186460f701dd3ce77f0824_FORMATO.png",100652,8,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,8,284,"mei","Nulo",0,3.9,0,0.76,"Grêmio",3,6,9,NA,14,7,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/05/28/8d48c0a56b2e5448d42d4e66649d976d_FORMATO.png",98832,8,284,"mei","Provável",12.2,10.33,2.59,5.7,"Grêmio",NA,3,6,1,11,7,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"635","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2019/03/28/769db50792d92f77ba296968a2aa8fd7_FORMATO.png",101708,8,277,"lat","Nulo",-0.5,7.84,-0.78,2.97,"Santos",NA,2,NA,1,12,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2018/12/19/3d13ae8aea5e4e960becd85ce4407e5a_FORMATO.jpeg",100741,8,284,"lat","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,8,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,8,284,"gol","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,8,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2018/09/14/448879bc85937305a08a7038f527e40a_FORMATO.png",100963,8,277,"ata","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2019/05/18/9c926f399fb16f3629089771a4b5a9b6_FORMATO.png",101484,8,293,"mei","Provável",-1.6,2.57,-0.92,0.2,"Athlético-PR",NA,5,3,NA,8,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"642","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2019/03/28/edbb8d73a2ffdb1f447c7bee5b45d91f_FORMATO.png",103445,8,277,"ata","Nulo",0,0.75,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,8,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Kaique Rocha Lima","kaique-rocha","Kaique Rocha","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,8,277,"zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,8,284,"zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2019/03/29/391192f2c104011047dcb18e6855dd72_FORMATO.png",37798,8,285,"ata","Provável",2.4,5.72,0.28,1.1,"Internacional",2,3,3,NA,NA,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,8,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2019/03/28/fafba6bc079831779d2a86df19ebb06e_FORMATO.png",104994,8,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2019/05/29/d5226fcbeb0c1ff9cb362cb31dddde84_FORMATO.png",62009,8,315,"mei","Provável",4.6,6.29,0.79,2.97,"Chapecoense",NA,3,3,NA,9,2,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"650","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/26/d902e9b106945142d1e4b989287abaa1_FORMATO.png",42499,8,285,"lat","Nulo",0,5.46,0,3.5,"Internacional",1,3,4,NA,6,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2019/03/28/9f6c9ff2c355a7189b842849d99b5a32_FORMATO.png",104580,8,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Bruno Henrique Marques Torres","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2019/03/01/996ce41379d22585409ba24981f56d01_FORMATO.png",105111,8,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,8,285,"mei","Dúvida",-0.1,8.46,-2.11,3.46,"Internacional",1,7,8,2,20,5,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"654","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2019/04/26/1fb896f3ea8d1a587b57fffd9f5e313d_FORMATO.png",62023,8,285,"mei","Provável",0,6.69,0,0.86,"Internacional",NA,NA,4,NA,20,1,NA,3,4,2,1,NA,NA,NA,NA,NA,1,NA
"655","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2019/04/01/4d73be1fc34c320f86e3f2b7c0c6029c_FORMATO.png",38913,8,276,"mei","Nulo",0,5.81,0,-0.3,"São Paulo",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,8,285,"lat","Provável",6.1,3.65,-0.12,5.17,"Internacional",NA,5,2,NA,7,8,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"657","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,8,285,"mei","Nulo",0,5.23,0,2.8,"Internacional",NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png",50301,8,276,"mei","Contundido",-0.5,7.38,-0.75,1.45,"São Paulo",NA,14,8,1,10,3,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"659","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png",50324,8,276,"mei","Provável",0.9,11.29,-0.39,3.82,"São Paulo",NA,9,7,1,12,13,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA
"660","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,8,285,"ata","Nulo",0,6,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,8,285,"gol","Provável",-1,10.55,-1.57,5.56,"Internacional",NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA
"662","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2019/04/26/ff9a95bc3d5696feb8d8d55b5b47f12b_FORMATO.png",69051,8,285,"gol","Nulo",0,7,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2019/04/01/0024f435e5e19a93ff9b8b2d9efe929a_FORMATO.png",52618,8,276,"zag","Provável",5.6,3.54,0.87,0.63,"São Paulo",2,4,1,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,8,285,"ata","Nulo",0,14.5,0,6.33,"Internacional",1,7,11,3,10,4,NA,5,5,4,NA,NA,NA,1,NA,NA,NA,NA
"665","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2019/04/01/92b08d76fca5665f16a0fee09fbc07d2_FORMATO.png",63058,8,276,"mei","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2019/04/25/e02841571923b2b0da6813c6575fe687_FORMATO.png",72362,8,285,"mei","Provável",0.3,8.25,-0.39,4.14,"Internacional",NA,8,4,NA,9,19,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,8,285,"ata","Nulo",0,7.2,0,2.2,"Internacional",NA,2,1,NA,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,8,276,"gol","Provável",5.5,9.22,0.13,4.06,"São Paulo",NA,NA,2,NA,5,NA,4,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA
