"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","RB","A","DD","GS","SG","CV","FT","GC","PP","DP"
"614","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2016/06/28/729e1834df2c58e399827dd968c022a1_FORMATO.jpeg",95662,16,"SAO","zag","Nulo",8,5.17,3.17,8,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"615","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,16,"FLA","ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,16,"FLA","lat","Provável",0,5.71,0,6.47,"Flamengo",NA,3,1,NA,1,NA,NA,6,4,2,NA,NA,1,NA,NA,NA,NA,NA
"617","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2018/05/26/b4b029a37fb26e03a4d839bdb8602416_FORMATO.png",95660,16,"SAO","mei","Nulo",5.6,3.1,1.7,2,"São Paulo",NA,4,NA,1,8,NA,NA,11,7,1,NA,NA,NA,1,NA,NA,NA,NA
"618","Judivan Flor da Silva","judivan","Judivan ","https://s.glbimg.com/es/sde/f/2018/03/30/c14127206b6ba0991e38bc6d98f405c4_FORMATO.png",89190,16,"AME","ata","Nulo",0,2.9,-0.32,2.14,"América-MG",NA,9,6,4,6,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"619","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2018/04/24/40342104df0af7d7d4501ca775f4197b_FORMATO.png",98569,16,"PAR","mei","Provável",0.2,4.49,-0.14,2.33,"Paraná",1,10,3,8,11,NA,2,31,16,3,NA,NA,NA,NA,NA,NA,NA,NA
"620","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,16,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,16,"COR","mei","Provável",5.3,3.7,0.55,1.64,"Corinthians",1,13,6,10,22,NA,2,41,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"622","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,16,"CHA","mei","Nulo",0,0.9,0,-3,"Chapecoense",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Juan Matheus Alano Nascimento","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/04/09/42d654e6fb1c2336662be0dad04a9df7_FORMATO.png",98595,16,"INT","mei","Nulo",0,1.83,0,1.02,"Internacional",NA,5,1,2,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,16,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2018/05/17/52ed968cab083a8fa9f33af080a80bf4_FORMATO.png",95798,16,"BOT","mei","Nulo",0,4.17,0,1.7,"Botafogo",2,5,NA,2,10,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,16,"ATL","zag","Provável",0.4,3.22,-0.45,1.75,"Atlético-MG",NA,3,NA,NA,NA,NA,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"627","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,16,"PAL","ata","Nulo",6.4,3.38,1.03,1.9,"Palmeiras",NA,1,2,NA,7,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/17/946ccfbab53e22cbe1e2e81dadb5034e_FORMATO.png",98765,16,"ATL","mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Marcelo Nicolás Benítez","marcelo-benitez","Marcelo Benítez","https://s.glbimg.com/es/sde/f/2018/07/07/e9fe9dcb5968a3169c73bb4550fc9fdb_FORMATO.png",98711,16,"VIT","lat","Nulo",0,4,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Derlan de Oliveira Bento","derlan","Derlan","https://s.glbimg.com/es/sde/f/2018/07/31/24afd410e27731384e1a8a4db2986220_FORMATO.png",98945,16,"GRE","zag","Nulo",0,1.52,-0.48,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Marcelo dos Santos Rosa","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/05/08/38e74b2d891b77e8bf5e2528f09608c3_FORMATO.png",98874,16,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Riuler de Oliveira Faustino","riuler","Riuler","https://s.glbimg.com/es/sde/f/2018/05/08/d02df5afc866bff4bd57ec2a89b945d3_FORMATO.png",99021,16,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,16,"GRE","mei","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,16,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Alexsander Jhonatta de Oliveira Andrade","alexsander","Alexsander","https://s.glbimg.com/es/sde/f/2018/05/08/0c6b57f472519b0ccc3970a86ae1b337_FORMATO.png",99411,16,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,16,"BOT","zag","Provável",3.2,10.71,-0.88,3.44,"Botafogo",1,13,2,3,13,2,3,27,24,NA,NA,NA,3,NA,NA,1,NA,NA
"637","Felipe Souza Moreno Sampaio","felipe","Felipe","https://s.glbimg.com/es/sde/f/2018/01/21/2bee05842c9d96fbbae04d80edc9f2fb_FORMATO.png",99425,16,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,16,"VIT","mei","Contundido",0,1.12,0,0.36,"Vitória",3,10,1,1,5,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Éder Gabriel Militão","eder-militao","Éder Militão","https://s.glbimg.com/es/sde/f/2018/05/26/55b9b31e2b6cbe2d373028526b8399f3_FORMATO.png",99424,16,"SAO","lat","Provável",0,13.26,0,6.35,"São Paulo",5,19,2,8,14,1,NA,26,29,1,NA,NA,5,NA,NA,NA,NA,NA
"640","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,16,"BOT","gol","Provável",-3.3,0.76,-1.22,1.73,"Botafogo",NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,3,1,NA,NA,NA,NA,NA
"641","Rafael Santiago Gonçalves","rafael-grampola","Rafael Grampola","https://s.glbimg.com/es/sde/f/2018/08/02/cd538946a9fb6711e44baf4de32943e4_FORMATO.png",95803,16,"PAR","ata","Dúvida",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Daniel dos Santos Oliveira","daniel","Daniel ","https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png",99461,16,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Jonathan Silva Vieira","jonathan","Jonathan",NA,102597,16,"BOT","lat","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_FORMATO.png",95820,16,"COR","zag","Dúvida",0,1.74,-0.83,1.83,"Corinthians",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"645","Robert Ayrton Piris Da Motta","piris","Piris","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,16,"FLA","mei","Nulo",0,7,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Caique da Silva Maria","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/05/26/79586d097d6ab61e5e4c7d92fe0616b0_FORMATO.png",95831,16,"SAO","ata","Nulo",0,1.15,0,2,"São Paulo",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/07/25/6b15b755bc411ce7d63c908bc84f2fae_FORMATO.png",99574,16,"AME","ata","Nulo",0,4.13,0,2.03,"América-MG",1,4,1,4,2,NA,1,9,4,1,NA,NA,NA,NA,1,NA,NA,NA
"648","Bruno Cosendey Lobo Pinto","bruno-cosendey","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2018/04/09/5a3395e38948c1618677cceb1cd1b9cb_FORMATO.png",99615,16,"VAS","mei","Nulo",0,4.32,0,3.05,"Vasco",NA,7,2,2,3,1,NA,14,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"649","Felipe Gustavo Domingos","felipe","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,16,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Linik Eduardo Santos","linik","Linik","https://s.glbimg.com/es/sde/f/2018/03/21/1b2fe22656db0d2209b8e7ef2717f9a7_FORMATO.png",99545,16,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2018/05/24/53ffed7a90ef04e11377eb7816360dc4_FORMATO.png",95843,16,"SPO","lat","Provável",5.8,10.59,0.64,4.75,"Sport",4,31,6,4,27,NA,2,36,45,NA,NA,NA,3,NA,NA,NA,NA,NA
"652","João Carlos Cardoso Santo","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2018/04/13/26a4ba714efafcc43303d908b1da4aac_FORMATO.png",99583,16,"FLU","ata","Nulo",0,0.75,0,0.15,"Fluminense",1,11,2,2,7,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Paulo Vitor Fernandes Pereira","paulo-vitor","Paulo Vitor","https://s.glbimg.com/es/sde/f/2018/04/09/aae5ceec7321ea147a67840e2e4b6603_FORMATO.png",99588,16,"VAS","ata","Nulo",-0.8,2.17,-0.13,-0.97,"Vasco",NA,5,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Hugo da Conceição Borges Alves","hugo-borges","Hugo Borges","https://s.glbimg.com/es/sde/f/2018/07/12/a2915e07f8614150b5d3d4343a9bb658_FORMATO.png",95875,16,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Patrick William Sá de Oliveira","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png",99595,16,"CEA","zag","Nulo",0,1.8,0,1.4,"Ceará",NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Ítalo Barbosa de Andrade","italo","Ítalo","https://s.glbimg.com/es/sde/f/2018/05/08/edabbe9d6fece85f1567311af9ca93e1_FORMATO.png",95958,16,"BAH","ata","Nulo",0,0.75,0,-2.9,"Bahia",NA,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"657","Walter Bou","walter-bou","Walter Bou","https://s.glbimg.com/es/sde/f/2018/07/16/a374e78aa31747574d81d4787b38531c_FORMATO.png",95853,16,"VIT","ata","Nulo",0,4.85,0,-0.35,"Vitória",1,3,2,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Ruan Renato Bonifácio Augusto","ruan-renato","Ruan Renato","https://s.glbimg.com/es/sde/f/2018/06/16/cb9b1283653cdfca8e999187da879268_FORMATO.png",96047,16,"VIT","zag","Provável",-1.5,2.07,-1.24,2.15,"Vitória",1,4,NA,NA,NA,NA,NA,9,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"659","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,16,"VIT","mei","Contundido",0,2.08,0,1.6,"Vitória",NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,16,"SAN","ata","Provável",5.8,12.35,0.07,5.57,"Santos",1,16,6,7,26,5,1,38,7,3,NA,NA,NA,NA,1,NA,NA,NA
"661","Jean Carlos de Brito","jean","Jean","https://s.glbimg.com/es/sde/f/2018/07/05/bffb1664849744b4d0766f95b9bbff78_FORMATO.png",99584,16,"SPO","lat","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Mauricio Caprini Pinto","caprini","Caprini","https://s.glbimg.com/es/sde/f/2018/05/18/974cf193c41e59553e84f947ddaab668_FORMATO.png",96049,16,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Cassiano Silva dos Santos","cassiano","Cassiano","https://s.glbimg.com/es/sde/f/2018/03/21/3cae94aec96c4ad0739c8e679527507a_FORMATO.png",96411,16,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Charles Rigon Matos","charles","Charles","https://s.glbimg.com/es/sde/f/2018/04/09/5b69cf49021eaeb9e4ade25dc2614887_FORMATO.png",96342,16,"INT","mei","Contundido",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,16,"SAN","ata","Contundido",0.5,7.4,-0.07,2.13,"Santos",1,16,1,7,19,NA,8,23,11,3,NA,NA,NA,NA,1,NA,NA,NA
"666","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/21/b3da5e7d34e88ee1ac405e3ada92c40f_FORMATO.png",96340,16,"GRE","mei","Nulo",0,2.34,0,1.37,"Grêmio",NA,6,3,4,6,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,16,"BAH","zag","Nulo",-1.1,2,-0.89,-0.45,"Bahia",1,3,NA,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2018/04/08/c1cd28e8c43b4edcf47c77241aa2efe3_FORMATO.png",96468,16,"INT","gol","Nulo",0,0.75,0,-1.5,"Internacional",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"669","Ezequiel Gonzalo Esperon","esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,16,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png",78415,16,"FLA","ata","Nulo",17.1,9.76,4.21,5.05,"Flamengo",NA,1,1,5,NA,1,1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"671","Gabriel Pires de Oliveira","gabriel-pires","Gabriel Pires","https://s.glbimg.com/es/sde/f/2018/03/21/13a5b6a7ba6b442bdc5769461ae475be_FORMATO.png",96559,16,"PAR","mei","Nulo",0,4,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Jadson Ailton Oliveira Da Silva Vale","jadson","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,16,"GRE","ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Mário Rogério Reis Micale ","rogerio-micale","Rogério Micale","https://s.glbimg.com/es/sde/f/2018/03/21/b716462900fb6d306d797525d21c94c2_FORMATO.png",70526,16,"PAR","tec","Provável",2.06,6.78,-0.12,3.22,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/26/296a38c8ac390de71ddde187e3176f6b_FORMATO.png",99789,16,"SAO","ata","Nulo",0,2.24,0,0.97,"São Paulo",NA,1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,16,"FLA","ata","Provável",0,15,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,16,"VIT","mei","Nulo",0,3.45,0,0.27,"Vitória",1,7,2,NA,3,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2018/05/26/ece529eb07a4a4f35a5fadb0f0bb7d4a_FORMATO.png",97520,16,"SAO","mei","Nulo",0.5,2.94,0.02,1.3,"São Paulo",1,3,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,16,"COR","zag","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2018/04/09/b65f0d2879435e36c4e5348eedb9f8b7_FORMATO.png",99881,16,"VAS","zag","Provável",1,3.75,-1.27,1.21,"Vasco",5,11,NA,NA,6,NA,2,11,11,NA,NA,NA,2,NA,NA,NA,NA,NA
"680","Renan Augusto Lodi dos Santos","renan-lodi","Renan Lodi","https://s.glbimg.com/es/sde/f/2018/03/01/4eaa6c2a6e5a7da6c4f98c27ddd89b48_FORMATO.png",96591,16,"ATL","lat","Provável",5.9,2.57,1.39,0.89,"Atlético-PR",1,6,3,5,8,NA,1,8,5,NA,NA,NA,1,1,NA,1,NA,NA
"681","Pablo Silva de Lara","pablo-pardal","Pablo Pardal","https://s.glbimg.com/es/sde/f/2017/02/14/f9c5c6dfb4f99f29774612985f6e6464_FORMATO.png",96633,16,"SPO","mei","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Emerson Aparecido Leite de Souza Junior","emerson","Emerson","https://s.glbimg.com/es/sde/f/2018/05/02/e6ac5064048c2847351bacf000cd76bd_FORMATO.png",96870,16,"ATL","lat","Nulo",0,4.51,0,3.52,"Atlético-MG",1,7,NA,NA,7,NA,NA,8,9,NA,NA,NA,1,NA,NA,NA,NA,NA
"683","Rodrigo Figueiredo de Carvalho","rodrigo-figueiredo","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,16,"COR","mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,16,"FLA","lat","Nulo",4.5,13.27,0.45,6.55,"Flamengo",2,16,3,2,15,NA,1,56,40,2,NA,NA,9,NA,NA,NA,NA,NA
"685","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,16,"CEA","ata","Contundido",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Leonardo da Silva Simas","leonardo-simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2018/05/08/9f9fa35de662c141a4b23af95f99f022_FORMATO.png",99832,16,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,16,"FLA","mei","Dúvida",0,3.66,0,1.44,"Flamengo",1,6,NA,1,NA,NA,1,7,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"688","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/06/26/eb77544d357fee2145df2f9d52c619d1_FORMATO.png",70784,16,"SAO","ata","Provável",8.6,8.46,1.94,5.13,"São Paulo",1,2,1,2,6,NA,2,6,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"689","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2018/05/23/5475c0938368ee4b155ff28fbba435d6_FORMATO.png",96966,16,"SAN","ata","Nulo",-0.5,2.55,0.19,0.65,"Santos",1,2,NA,NA,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"690","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,16,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,16,"VIT","ata","Contundido",0,8.58,0,3.25,"Vitória",4,24,9,6,20,NA,NA,26,20,1,NA,NA,NA,NA,1,NA,NA,NA
"692","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,16,"INT","lat","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,16,"CEA","lat","Contundido",0,5.49,0,2.26,"Ceará",1,5,NA,NA,8,NA,NA,14,7,NA,NA,NA,2,NA,NA,NA,NA,NA
