"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","FT","SG","G","I","GC","CV","DD","GS","DP","PP"
"640","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,37,"SAO","zag","Provável",5.5,9.94,0.62,4.08,"São Paulo",6,29,5,26,38,37,2,11,NA,9,NA,5,NA,NA,NA,NA,NA,NA
"641","André Soares Jardine","andre-jardine","André Jardine","https://s.glbimg.com/es/sde/f/2018/11/12/193a1e51aca505ae0456c00be8c3902e_FORMATO.png",88898,37,"SAO","tec","Provável",3.65,11.03,0.44,3.24,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,37,"CHA","mei","Nulo",0,1.16,0,1.03,"Chapecoense",2,8,NA,9,10,14,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"643","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,37,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,37,"PAR","ata","Nulo",0,2.86,-0.02,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,37,"BOT","zag","Provável",2.3,10.78,-0.16,3.45,"Botafogo",4,29,3,29,72,52,NA,13,1,10,2,5,1,NA,NA,NA,NA,NA
"646","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,37,"BOT","gol","Nulo",0,2.17,0,2.69,"Botafogo",1,NA,NA,4,8,NA,NA,NA,NA,4,NA,NA,NA,NA,23,24,1,NA
"647","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,37,"VIT","mei","Nulo",0,1.53,0,0.78,"Vitória",NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,37,"VIT","mei","Contundido",0,0.82,0,0.62,"Vitória",6,28,4,17,48,24,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,37,"VIT","mei","Nulo",0,4.17,0,-0.03,"Vitória",3,14,2,9,11,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,37,"FLA","ata","Nulo",0,4.23,0,2.02,"Flamengo",3,13,7,23,11,14,1,8,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"651","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,37,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,37,"FLU","mei","Nulo",0,3.39,0,1.83,"Fluminense",4,17,2,10,10,25,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,37,"SPO","mei","Nulo",0,4.28,0,1.03,"Sport",1,16,6,9,28,13,NA,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"654","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,37,"CHA","lat","Provável",7.5,7.91,0.45,3.73,"Chapecoense",9,45,1,55,56,57,1,4,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"655","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,37,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",1,11,4,14,16,3,NA,7,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"656","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,37,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,37,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,37,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,37,"SAN","mei","Provável",0,1.92,0,-2.4,"Santos",3,13,NA,1,13,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,37,"BOT","mei","Provável",2.5,4.86,0.08,2.35,"Botafogo",7,30,12,47,47,23,1,20,2,NA,3,10,NA,NA,NA,NA,NA,NA
"661","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,37,"BOT","lat","Provável",11.4,9.45,0.98,4.17,"Botafogo",2,48,7,28,59,58,2,6,NA,7,NA,NA,NA,1,NA,NA,NA,NA
"662","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,37,"CRU","ata","Nulo",0.3,3.26,0.16,1.12,"Cruzeiro",1,14,5,22,31,6,1,6,NA,NA,1,13,NA,NA,NA,NA,NA,NA
"663","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/09/11/1392e2ab47f6dfd6c05fb4ef7252b611_FORMATO.png",90303,37,"AME","mei","Nulo",0,3.56,0,1.23,"América-MG",NA,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,37,"SAN","ata","Nulo",0,9.28,0,1.81,"Santos",6,50,7,44,39,21,3,18,1,NA,1,4,1,NA,NA,NA,NA,NA
"665","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,37,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,37,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",NA,NA,NA,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,8,17,1,NA
"667","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,37,"INT","zag","Nulo",0,2.13,0,0.65,"Internacional",NA,2,NA,NA,10,4,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"668","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,37,"CHA","zag","Provável",6.6,5.87,0.86,2.92,"Chapecoense",NA,4,NA,8,7,4,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"669","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,37,"VIT","ata","Provável",3.7,7.1,0.09,4.04,"Vitória",3,19,9,98,60,29,NA,18,3,NA,3,NA,NA,NA,NA,NA,NA,NA
"670","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,37,"SPO","lat","Nulo",0,3.12,0,4.45,"Sport",NA,1,NA,1,3,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"671","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,37,"SAO","gol","Provável",3.2,5.86,1.12,1.88,"São Paulo",1,NA,NA,2,7,NA,NA,NA,NA,4,NA,NA,NA,1,7,8,NA,NA
"672","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,37,"BAH","mei","Nulo",0,2.74,0,1.35,"Bahia",2,23,2,17,17,22,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"673","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,37,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,37,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,37,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,37,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,37,"PAR","ata","Nulo",0,2.1,0,0.48,"Paraná",1,7,5,6,4,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"678","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,37,"FLU","ata","Provável",0.2,5.19,-0.22,3.76,"Fluminense",2,26,5,47,54,23,6,18,1,NA,1,7,NA,NA,NA,NA,NA,NA
"679","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,37,"VIT","gol","Nulo",0,3.85,0,3.28,"Vitória",1,NA,NA,4,11,NA,NA,NA,NA,7,NA,NA,NA,NA,30,28,NA,NA
"680","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/10/10/412c785ccc5fdb367b6c19c1bb05a4bc_FORMATO.png",91156,37,"PAR","zag","Provável",2.9,3.48,0.18,1.6,"Paraná",2,13,1,7,31,20,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"681","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,37,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",4,20,10,4,25,51,4,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"682","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,37,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,37,"GRE","ata","Nulo",0,3.67,0,2.42,"Grêmio",1,8,2,20,20,18,NA,5,1,NA,2,4,NA,NA,NA,NA,NA,NA
"684","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,37,"FLA","mei","Nulo",0,4.27,0,2.26,"Flamengo",NA,4,2,1,10,2,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"685","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,37,"VIT","zag","Nulo",6,4.85,1.18,3.42,"Vitória",2,8,NA,1,7,8,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"686","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,37,"BOT","mei","Suspenso",1.4,9.23,0.11,4.39,"Botafogo",3,26,24,42,82,22,6,29,1,NA,3,2,NA,NA,NA,NA,NA,NA
"687","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,37,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,37,"ATL","ata","Nulo",2.5,8.36,-0.32,3.63,"Atlético-PR",1,14,8,16,10,13,1,5,NA,NA,2,6,NA,NA,NA,NA,NA,NA
"689","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,37,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,37,"BAH","lat","Nulo",0,4.13,0,3.91,"Bahia",NA,5,3,4,10,8,NA,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA
"691","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,37,"PAR","lat","Provável",4,3.38,0.76,1.62,"Paraná",7,24,1,9,51,38,NA,10,NA,2,NA,4,NA,NA,NA,NA,NA,NA
"692","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,37,"BOT","mei","Contundido",0,3.54,0,3.43,"Botafogo",4,33,NA,19,19,34,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"693"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,37,"BOT","mei","Nulo",0,1.38,0,-0.03,"Botafogo",NA,5,1,3,8,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"694","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,37,"SPO","zag","Provável",8,4.2,1.4,3.63,"Sport",1,6,NA,6,9,6,NA,5,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"695","Wesley Natã Wachholz","wesley-nata","Wesley Natã","https://s.glbimg.com/es/sde/f/2017/05/12/fce48bd03ed5fc3766df076094758576_FORMATO.png",91743,37,"CHA","ata","Nulo",0,1.5,0,-0.1,"Chapecoense",NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,37,"FLU","lat","Nulo",0,3.58,0,1.09,"Fluminense",5,14,1,5,43,17,NA,4,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"697","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,37,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,37,"ATL","zag","Provável",0.4,3.58,-0.64,2.62,"Atlético-PR",5,21,2,7,27,15,NA,3,NA,7,1,1,NA,NA,NA,NA,NA,NA
"699","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,37,"ATL","ata","Nulo",0,2.29,0,1.03,"Atlético-MG",NA,NA,1,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,37,"ATL","gol","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,37,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,37,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,37,"ATL","lat","Provável",-1.4,2.73,-1.22,3.64,"Atlético-PR",NA,15,1,11,20,8,1,1,NA,3,NA,1,NA,NA,NA,NA,NA,NA
"704","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,37,"BAH","zag","Nulo",0,2.88,0,2.13,"Bahia",2,8,NA,6,18,7,1,2,1,2,NA,1,NA,NA,NA,NA,NA,NA
"705","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,37,"CEA","ata","Provável",0.8,4.69,-0.1,2.21,"Ceará",4,51,19,21,34,11,2,24,1,NA,4,9,NA,NA,NA,NA,NA,1
"706","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,37,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,1,NA
"707","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,37,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,37,"BOT","ata","Nulo",0,0.78,0,0.21,"Botafogo",2,30,7,12,13,5,NA,9,NA,NA,1,NA,NA,2,NA,NA,NA,NA
"709","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,37,"COR","tec","Provável",3.05,10.38,0.08,3.29,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,37,"VAS","mei","Nulo",2.2,2.66,0.14,2.52,"Vasco",1,15,NA,23,30,26,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,37,"INT","ata","Provável",5.4,6.36,0.81,1.3,"Internacional",7,18,5,17,27,9,NA,7,NA,NA,3,5,NA,NA,NA,NA,NA,NA
"712","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,37,"INT","tec","Provável",6.85,12.89,0.6,4.69,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,37,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,37,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,37,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,37,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,37,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,37,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",NA,5,NA,3,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,37,"VIT","zag","Provável",6.3,3.97,2.06,2.43,"Vitória",4,26,5,12,25,15,NA,7,NA,8,1,2,2,NA,NA,NA,NA,NA
"720","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,37,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
