"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","I","PE","RB","CA","SG","G","DD","GS","CV","FT","GC","PP","DP"
"600","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,7,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Warley Armentano dos Santos","warley","Warley","https://s.glbimg.com/es/sde/f/2018/03/21/7705907f8c2e165833f499e7143111f5_FORMATO.png",102294,7,"PAR","mei","Nulo",0,1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Luan Silva dos Santos","luan","Luan","https://s.glbimg.com/es/sde/f/2018/04/13/062b30b6bd6dbb2d2494ef74b7fb3956_FORMATO.png",102295,7,"VIT","mei","Nulo",0,1.23,0,-0.8,"Vitória",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,7,"CRU","ata","Contundido",0,16,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png",102299,7,"SPO","ata","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2018/05/18/6662c91f614ec4441d31795cdaf98573_FORMATO.png",42234,7,"COR","gol","Nulo",0,10.84,0,4.28,"Corinthians",NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,6,3,NA,NA,NA,NA,NA
"606","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,7,"SAN","ata","Provável",1.3,9.62,0.44,2.83,"Santos",NA,12,2,2,9,NA,20,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"607","Daniel dos Santos Oliveira","daniel","Daniel ","https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png",99461,7,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,7,"VAS","zag","Provável",0,5.36,0,1.82,"Vasco",NA,6,2,2,4,NA,8,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"609","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/26/ce8b4f124e60b80744560d4b9ab857a7_FORMATO.png",42499,7,"SAO","lat","Nulo",0,4,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,7,"GRE","mei","Provável",0.8,8.9,-0.46,5.57,"Grêmio",NA,9,1,3,7,NA,14,14,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"611","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,7,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Vinicius José Paixão de Oliveira Junior","vinicius-junior","Vinicius Junior","https://s.glbimg.com/es/sde/f/2018/05/04/55d0a5b2076c985057d4359c79ba8b9d_FORMATO.png",99535,7,"FLA","ata","Provável",7.8,16.71,0.54,7.73,"Flamengo",3,5,5,4,14,1,22,3,2,NA,4,NA,NA,NA,NA,NA,NA,NA
"613","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,7,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,7,"PAL","lat","Provável",4.8,12.4,-0.79,6.6,"Palmeiras",1,15,NA,NA,6,NA,31,22,2,3,1,NA,NA,NA,1,NA,NA,NA
"615","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,7,"ATL","lat","Provável",3.5,5.78,-0.21,2.45,"Atlético-MG",NA,7,NA,2,9,1,15,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"616","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,7,"VIT","mei","Contundido",0,4.99,0,2.5,"Vitória",NA,6,1,2,3,NA,6,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png",102302,7,"PAL","ata","Nulo",-0.8,1.31,-0.69,-0.8,"Palmeiras",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Fernando José Freitas Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/04/09/dab1baeafdaf344282d56ce47e40e7d5_FORMATO.png",100598,7,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,7,"CRU","mei","Provável",2.7,9.94,-0.62,0.85,"Cruzeiro",NA,2,4,2,3,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Linik Eduardo Santos","linik","Linik","https://s.glbimg.com/es/sde/f/2018/03/21/1b2fe22656db0d2209b8e7ef2717f9a7_FORMATO.png",99545,7,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Ronaldo dos Santos Ramos Filho","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/07/85248a66a7554e40dbdd397512117052_FORMATO.png",102336,7,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,7,"CRU","zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/18/8984886683eccd4622a73ad1250c2a4d_FORMATO.png",99574,7,"FLU","ata","Dúvida",4.4,5.19,0.71,3.42,"Fluminense",1,2,1,4,1,NA,4,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"624","Marcelo de Souza dos Santos Júnior","marcelo","Marcelo",NA,102342,7,"CRU","ata","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2018/05/24/9044ae83ee33699eea7c94bb59f6da14_FORMATO.png",38279,7,"CHA","ata","Provável",2.5,10.02,0.36,2.62,"Chapecoense",NA,10,NA,9,9,4,10,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"626","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,7,"COR","ata","Dúvida",-0.3,5.06,-0.93,1.37,"Corinthians",NA,10,NA,4,1,3,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"627","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png",100652,7,"SAN","ata","Nulo",1.2,2.36,0.28,0.35,"Santos",NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Leonardo Xavier da Silva","leo-xavier","Léo Xavier","https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png",102553,7,"VIT","zag","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Lucas Ribeiro De Oliveira","macula","Macula",NA,102384,7,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,7,"FLA","zag","Provável",0,5.87,0,-3,"Flamengo",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"631","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,7,"CHA","mei","Provável",2.5,3.13,0.13,1.42,"Chapecoense",NA,4,NA,1,6,NA,11,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Luis David da Conceição Martins","luis-david","Luis David",NA,102413,7,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Fernando dos Santos Pedro","fernando","Fernando","https://s.glbimg.com/es/sde/f/2017/11/07/d081ce975ed7d292f4afc59f1469d857_FORMATO.png",100695,7,"PAL","ata","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Paulo Vitor Fernandes Pereira","paulo-vitor","Paulo Vitor","https://s.glbimg.com/es/sde/f/2018/04/09/aae5ceec7321ea147a67840e2e4b6603_FORMATO.png",99588,7,"VAS","ata","Nulo",-1.3,2.68,-1.32,-1.3,"Vasco",NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,7,"COR","mei","Provável",3.5,7.42,0.44,1.65,"Corinthians",1,3,1,1,1,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Jonathan Silva Vieira","jonathan","Jonathan",NA,102597,7,"BOT","lat","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Fernando Leal Fonseca","fernando-leal","Fernando Leal","https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_FORMATO.png",38350,7,"AME","gol","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,7,"FLU","gol","Provável",4.5,3.76,-0.37,2,"Fluminense",NA,NA,NA,NA,1,NA,5,NA,1,2,NA,7,7,NA,NA,NA,NA,NA
"639","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,7,"SPO","zag","Provável",0.2,3.73,0.08,0.78,"Sport",NA,4,NA,NA,4,NA,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"640","Nathan Otávio Ribeiro","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/05/02/b1fe0e90c222778404cd655409251c2b_FORMATO.png",102607,7,"FLU","zag","Dúvida",-1.5,2.56,-1.05,0.85,"Fluminense",NA,3,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_FORMATO.png",100712,7,"COR","gol","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","João Carlos Cardoso Santo","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2018/04/13/26a4ba714efafcc43303d908b1da4aac_FORMATO.png",99583,7,"FLU","ata","Nulo",0,0.73,0,-1.15,"Fluminense",NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Yago Rafael Valadares Darub","yago-darub","Yago Darub",NA,102686,7,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2018/05/08/0f86aca3ef3d3207a6f1fa03c4f08be7_FORMATO.png",102609,7,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Patrick William Sá de Oliveira","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png",99595,7,"CEA","zag","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_FORMATO.png",49674,7,"VAS","lat","Dúvida",0.3,3.8,-1.2,0.3,"Vasco",NA,1,NA,NA,2,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Matheus Gabriel Guedes Caetano","matheus-guedes","Matheus Guedes","https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png",100746,7,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes",NA,100741,7,"GRE","lat","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique",NA,100742,7,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Guilherme Bissoli Campos ","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2018/05/26/c094407a6eca508c2129825e605a75fc_FORMATO.png",100762,7,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Gabriel Davi Gomes Sara","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/01/16/ccf0276a8586c1c4e98526ab057436db_FORMATO.jpeg",100763,7,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2018/05/26/53cb13d54ae383a1062af4ad66e81009_FORMATO.png",100761,7,"SAO","lat","Dúvida",0.7,4.92,-0.64,3.1,"São Paulo",NA,4,NA,1,6,NA,6,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"653","Ruan Tressoldi Netto","ruan","Ruan",NA,100842,7,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/04/18/3aa32aba35593f61c8aaae97221cac73_FORMATO.png",50301,7,"SAO","mei","Provável",6.6,10.64,1.01,4.47,"São Paulo",3,6,2,3,13,5,20,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"655","Emerson Barbosa Rodrigues Dos Santos","emerson-barbosa","Emerson Barbosa","https://s.glbimg.com/es/sde/f/2018/03/21/412270f069daea4bf712a92e52a6a14e_FORMATO.png",100800,7,"SAN","lat","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,7,"ATL","mei","Provável",5.9,7.4,0.99,4.18,"Atlético-MG",NA,10,NA,NA,10,NA,13,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Rafael Ramos de Lima","rafael-lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2018/05/07/6123b7312aae05bb91758e6299354a5e_FORMATO.png",50361,7,"AME","zag","Nulo",0,6.8,0,1.97,"América-MG",NA,1,NA,2,1,NA,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"658","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,7,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Ericson da Silva","ericson","Ericson",NA,100839,7,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2018/05/23/f6726899a3c95e7810082228bb34b94e_FORMATO.png",50317,7,"SAN","zag","Provável",-0.3,8.51,-0.43,1.88,"Santos",NA,3,NA,1,2,NA,8,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"661","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,7,"CRU","zag","Provável",4.7,8.58,-0.13,5.48,"Cruzeiro",NA,5,NA,1,1,1,3,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"662","Matheus Ferreira de Sousa","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2018/04/12/1a8922ffc1c19237faf02beed71c102d_FORMATO.png",100985,7,"SPO","mei","Nulo",0,3.27,0,0.7,"Sport",NA,1,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,7,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Alan de Souza Guimarães","alanzinho","Alanzinho","https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png",100845,7,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2018/05/17/d77174c23bf61556c34f3ce05ac4c396_FORMATO.png",101073,7,"BOT","zag","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/05/26/26b64322c996fe0f87c76923b389b7b2_FORMATO.png",50324,7,"SAO","mei","Suspenso",0.5,8.5,-0.74,3.43,"São Paulo",NA,13,1,5,6,NA,12,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Murillo Barbosa Lopes","murillo-lopes","Murillo Lopes","https://s.glbimg.com/es/sde/f/2018/03/21/e2ec7f5249ed4e20ba954475be6bdd08_FORMATO.png",101199,7,"PAR","gol","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2017/12/02/1506a1501f5670d8841c320d2456e45d_FORMATO.png",100846,7,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,7,"CHA","lat","Nulo",0,5.82,0,5,"Chapecoense",1,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,7,"GRE","lat","Contundido",0,2.98,0,0.5,"Grêmio",NA,3,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,7,"ATL","mei","Provável",-0.9,7.24,-1.16,1.9,"Atlético-PR",NA,7,1,6,11,NA,17,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,7,"AME","mei","Nulo",0,2.52,0,-0.03,"América-MG",NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,7,"GRE","gol","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo",NA,100844,7,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,7,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Carlos Eduardo Marques","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2018/03/21/f5eb1f78647571d7e58db6a03eb7b42f_FORMATO.png",50369,7,"PAR","mei","Nulo",0,4.01,-1.09,1.2,"Paraná",NA,NA,NA,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,7,"CHA","mei","Dúvida",5.6,4.94,0.59,2.88,"Chapecoense",NA,5,1,3,8,NA,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2017/12/02/fefa8b7d5270b00509e86279efdf2c9f_FORMATO.png",100847,7,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_FORMATO.png",50402,7,"BAH","ata","Nulo",0,4.53,0,0.7,"Bahia",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Jorge Ambrosio Mendonça","mendonca","Mendonça",NA,101480,7,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Ademir da Silva Santos Junior","ademir","Ademir","https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png",101314,7,"AME","ata","Nulo",-2.5,0.91,-1.09,-2.5,"América-MG",NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Leonardo de Oliveira Clemente","leo-itaperuna","Léo Itaperuna","https://s.glbimg.com/es/sde/f/2018/04/24/2546f47c74fd6c2b37f7bb23986281f6_FORMATO.png",50808,7,"PAR","ata","Nulo",3,3.79,0.63,1.74,"Paraná",1,5,NA,2,5,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
