"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","SG","I","DD","GS","CV","GC","DP","PP"
"630","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,25,"PAR","ata","Nulo",0,3.1,-0.9,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,25,"VIT","mei","Contundido",0,1.57,0,0.97,"Vitória",NA,NA,NA,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"632","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,25,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,25,"VIT","mei","Suspenso",-2.4,0.78,-0.23,0.21,"Vitória",NA,6,23,4,3,9,NA,NA,35,17,NA,NA,NA,NA,NA,NA,NA,NA
"634","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,25,"BOT","mei","Provável",1.7,3.78,-0.13,3.88,"Botafogo",2,4,22,NA,2,15,NA,NA,13,31,NA,NA,NA,NA,NA,NA,NA,NA
"635","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,25,"VIT","mei","Provável",0.7,3.74,0.24,-0.41,"Vitória",NA,3,12,2,2,6,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"636","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,25,"FLU","mei","Contundido",2.9,3.33,-0.13,1.99,"Fluminense",NA,3,13,2,3,8,NA,NA,8,20,NA,NA,NA,NA,NA,NA,NA,NA
"637","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,25,"SPO","mei","Nulo",-0.8,4.4,-0.44,1.81,"Sport",NA,NA,9,6,5,9,NA,NA,24,11,NA,1,NA,NA,NA,NA,NA,NA
"638","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,25,"CHA","lat","Provável",-1.2,6.05,-0.24,3.24,"Chapecoense",NA,4,27,NA,4,32,NA,NA,39,35,4,NA,NA,NA,NA,NA,NA,NA
"639","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,25,"CRU","ata","Provável",-1.7,2.87,-0.56,0.42,"Cruzeiro",NA,1,5,2,1,16,NA,NA,16,4,NA,8,NA,NA,NA,NA,NA,NA
"640","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,25,"SAN","ata","Dúvida",-1.3,8.6,-0.91,1.58,"Santos",1,4,28,4,12,23,1,1,21,12,NA,3,NA,NA,NA,1,NA,NA
"641","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,25,"BOT","lat","Provável",4.4,8,0.55,3.81,"Botafogo",NA,2,33,4,3,23,NA,NA,33,41,4,NA,NA,NA,1,NA,NA,NA
"642","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/09/11/1392e2ab47f6dfd6c05fb4ef7252b611_FORMATO.png",90303,25,"AME","mei","Nulo",0,3.56,0,1.23,"América-MG",NA,NA,NA,NA,NA,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"643","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,25,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,25,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",NA,1,11,4,7,14,NA,1,16,3,NA,3,NA,NA,NA,NA,NA,NA
"645","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,25,"BOT","mei","Provável",2.5,4.4,0.19,1.98,"Botafogo",1,5,18,7,15,28,1,1,28,15,NA,8,NA,NA,NA,NA,NA,NA
"646","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,25,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"647","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,25,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",NA,NA,NA,NA,NA,3,NA,NA,2,NA,2,NA,8,17,NA,NA,1,NA
"648","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,25,"CHA","zag","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,25,"INT","zag","Provável",0,2.49,0,0.8,"Internacional",NA,NA,1,NA,2,NA,NA,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA
"650","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,25,"SAN","mei","Nulo",0,2.41,0,-3.7,"Santos",NA,1,4,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"651","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,25,"SAO","gol","Nulo",0,5.73,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"652","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,25,"VIT","ata","Nulo",1.3,5.38,0.68,2.36,"Vitória",NA,1,10,5,5,34,3,1,27,9,NA,NA,NA,NA,NA,NA,NA,NA
"653","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,25,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,25,"BAH","mei","Nulo",0,3.88,0,2.26,"Bahia",NA,2,8,1,2,10,NA,NA,7,17,NA,1,NA,NA,NA,NA,NA,NA
"655","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,25,"SPO","lat","Nulo",0,3.86,0,7.7,"Sport",NA,NA,1,NA,NA,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
"656","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,25,"VIT","gol","Provável",-1,4.84,-1.78,6.28,"Vitória",NA,NA,NA,NA,NA,3,NA,NA,4,NA,6,NA,25,15,NA,NA,NA,NA
"657","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,25,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",4,4,20,10,5,4,3,NA,25,51,NA,1,NA,NA,NA,NA,NA,NA
"658","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,25,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,25,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/09/04/066878121bb8ec7d92bfe8b8489262de_FORMATO.png",91156,25,"PAR","zag","Nulo",0,3.06,0,1.55,"Paraná",NA,2,9,1,2,3,NA,NA,11,11,1,NA,NA,NA,NA,NA,NA,NA
"661","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,25,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,25,"GRE","ata","Nulo",3,3.68,0.54,2.98,"Grêmio",NA,1,6,1,2,14,1,2,17,16,NA,2,NA,NA,NA,NA,NA,NA
"663","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,25,"PAR","ata","Nulo",0,3.18,0,1.48,"Paraná",NA,1,6,5,2,6,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"664","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,25,"FLA","mei","Dúvida",0,4.45,0,2.78,"Flamengo",NA,NA,2,2,NA,1,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"665","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,25,"BOT","mei","Provável",0.3,9.09,-0.14,4.32,"Botafogo",3,1,16,15,18,32,1,2,52,20,NA,1,NA,NA,NA,NA,NA,NA
"666","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,25,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,25,"SAO","zag","Provável",3.9,9.37,0.44,3.31,"São Paulo",1,5,24,2,8,16,NA,NA,22,22,5,3,NA,NA,NA,NA,NA,NA
"668","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,25,"VIT","zag","Nulo",0,4.84,0,4.6,"Vitória",NA,1,7,NA,NA,1,NA,NA,7,7,3,NA,NA,NA,NA,NA,NA,NA
"669","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,25,"ATL","ata","Dúvida",0,7.63,0,2.97,"Atlético-PR",NA,NA,3,2,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"670","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,25,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,25,"FLU","lat","Nulo",-4.6,3.38,-1.32,1.34,"Fluminense",NA,4,13,1,4,4,NA,NA,40,16,2,1,NA,NA,NA,NA,NA,NA
"672","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,25,"FLU","ata","Provável",9.6,4.84,0.46,2.92,"Fluminense",2,NA,7,1,4,14,1,NA,21,12,NA,1,NA,NA,NA,NA,NA,NA
"673","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,25,"BAH","lat","Nulo",0,4.01,0,4.4,"Bahia",NA,NA,1,NA,NA,2,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA
"674","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,25,"SPO","zag","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,25,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,25,"PAR","lat","Contundido",-4.7,2.3,-0.91,2.19,"Paraná",NA,4,18,1,9,5,NA,NA,35,27,2,2,NA,NA,NA,NA,NA,NA
"677","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,25,"ATL","ata","Nulo",0,2.62,0,1.5,"Atlético-MG",NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,25,"ATL","lat","Dúvida",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,25,"BOT","mei","Nulo",0,1.56,0,0.04,"Botafogo",NA,NA,4,1,NA,3,NA,NA,8,2,NA,2,NA,NA,NA,NA,NA,NA
"680","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,25,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,25,"AME","mei","Nulo",0,9.58,0,4.38,"América-MG",NA,NA,4,1,7,12,NA,1,16,14,NA,NA,NA,NA,NA,NA,NA,NA
"682","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,25,"ATL","zag","Dúvida",0,3.71,0,2.67,"Atlético-PR",NA,5,20,2,3,7,NA,1,22,14,6,1,NA,NA,NA,NA,NA,NA
"683","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,25,"COR","tec","Provável",2.67,10.36,0.42,3.54,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,25,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,25,"CEA","ata","Provável",4,4.44,0.64,1.18,"Ceará",NA,3,28,8,15,13,NA,1,19,8,NA,5,NA,NA,NA,NA,NA,NA
"686","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,25,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,25,"BAH","zag","Nulo",0,3.2,0,2.75,"Bahia",1,1,6,NA,2,5,1,NA,12,6,2,1,NA,NA,NA,NA,NA,NA
"688","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,25,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,25,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,25,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",NA,NA,5,NA,NA,3,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA
"691","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,25,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",NA,1,1,NA,NA,1,NA,NA,3,NA,NA,NA,8,10,NA,NA,1,NA
"692","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,25,"GRE","mei","Nulo",3.2,2.4,0.43,0.57,"Grêmio",NA,1,3,NA,1,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"693","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,25,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,25,"BOT","ata","Nulo",0.8,0.98,-0.11,0.32,"Botafogo",NA,2,26,7,9,11,NA,1,13,5,NA,NA,NA,NA,2,NA,NA,NA
"695","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,25,"INT","tec","Provável",1.41,12.05,-0.68,5.18,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,25,"COR","mei","Provável",2.4,3.71,-0.15,1.91,"Corinthians",1,4,23,3,6,11,NA,NA,24,23,NA,NA,NA,NA,NA,NA,NA,NA
"697","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/06/05/3f7d7431cd8ea25054bb708fd59fdaaf_FORMATO.png",92496,25,"VAS","mei","Contundido",2.2,2.63,-0.38,3.43,"Vasco",NA,1,10,NA,3,18,NA,NA,18,19,NA,NA,NA,NA,NA,NA,NA,NA
"698","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/05/04/df072b66382b41b7f73cd8db00006b61_FORMATO.png",98517,25,"FLA","mei","Nulo",0,1.05,0,-0.08,"Flamengo",NA,1,10,1,NA,6,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"699","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,25,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,25,"PAL","ata","Provável",0,4.53,0,3.4,"Palmeiras",2,3,11,8,4,15,NA,4,16,4,NA,2,NA,NA,NA,NA,NA,NA
"701","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,25,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,25,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,25,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,25,"PAR","lat","Nulo",0,1.85,0,0.77,"Paraná",NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"705","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,25,"COR","mei","Provável",2.4,5.23,0.45,1.67,"Corinthians",1,NA,8,4,7,20,1,1,27,9,NA,2,NA,NA,NA,NA,NA,NA
"706","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,25,"ATL","gol","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,25,"SAN","zag","Dúvida",0,8.17,0,1.98,"Santos",NA,2,13,3,1,8,NA,NA,14,15,3,1,NA,NA,1,NA,NA,NA
"708","Patrick de Carvalho Brey","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/01/5df01eaeeaf7a0d6c2326886a6199cbe_FORMATO.png",93482,25,"CRU","lat","Nulo",0,1.37,0,0,"Cruzeiro",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Adenilson Aparecido dos Santos Junior","adenilson","Adenilson","https://s.glbimg.com/es/sde/f/2018/09/05/fec9455e8e403751254fdc2da09ffe2b_FORMATO.png",93677,25,"SPO","mei","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
