"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","DP","DS","FC","FD","FF","FS","G","GS","PI","SG","A","I","FT","PP","CV","GC"
"613","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/11/20/9b79dad8501053b0a57fe5ff580c9d84_FORMATO.png",107112,26,262,"ata","Nulo",0,1.83,0,1.13,7,"Flamengo",1,NA,NA,1,7,1,1,8,1,NA,6,NA,NA,2,NA,NA,NA,NA
"614","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,26,262,"mei","Nulo",0,2.12,0,1.9,2,"Flamengo",NA,NA,NA,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"615","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,26,356,"zag","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,26,294,"mei","Nulo",0,1.75,0,0.73,3,"Coritiba",NA,NA,NA,3,NA,NA,NA,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"617","Matheus Bueno Batista","matheus-bueno","Matheus Bueno","https://s.glbimg.com/es/sde/f/2020/03/03/a159f5ccd62c81f4ada32db91977a6be_FORMATO.png",101832,26,294,"mei","Nulo",0,2.17,0,1.24,18,"Coritiba",1,NA,NA,23,15,3,3,16,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
"618","Wisney Junio Dias Carvalho","wisney","Wisney","https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png",107374,26,266,"lat","Nulo",0,2.64,0,2.45,2,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"619","Higor Gabriel Fernandes Alves","higor","Higor","https://s.glbimg.com/es/sde/f/2020/09/28/d5b189fb235bef5c9a534ba19078842e_FORMATO.png",107371,26,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,26,284,"ata","Nulo",0,5.37,0,2.48,19,"284",NA,NA,NA,11,12,8,15,11,2,NA,50,NA,1,2,NA,NA,NA,NA
"621","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,26,294,"mei","Nulo",-0.5,0.8,-0.29,-0.04,16,"Coritiba",3,NA,NA,14,17,1,5,7,NA,NA,33,NA,NA,1,NA,NA,1,NA
"622","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,26,267,"gol","Nulo",0,0.76,0,-2.2,2,"267",NA,2,NA,NA,NA,NA,NA,NA,NA,5,24,NA,NA,NA,NA,NA,NA,NA
"623","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2020/08/28/603f9c40a4384779d4bf795d27336987_FORMATO.png",104500,26,280,"ata","Nulo",0,5.07,0,2.12,11,"280",1,NA,NA,9,5,1,NA,12,1,NA,14,NA,1,NA,NA,NA,NA,NA
"624","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,26,267,"lat","Nulo",0,3.86,0,3.06,8,"267",3,NA,NA,8,8,1,2,14,NA,NA,33,3,1,NA,NA,NA,NA,NA
"625","Arthur Henrique Bittencourt","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/01/25/5f0f0047f511d254fd9d18a7ef986daa_FORMATO.png",101173,26,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Igor Morais Carvalho","igor","Igor","https://s.glbimg.com/es/sde/f/2020/09/29/76f776e501b44c536be796644b94eb72_FORMATO.png",105887,26,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,26,267,"lat","Provável",0,4.31,0,2.82,13,"267",3,NA,NA,25,14,3,2,14,NA,NA,71,3,1,1,NA,NA,NA,NA
"628","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png",105612,26,266,"mei","Nulo",0,1.78,0,0.4,3,"266",NA,NA,NA,1,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"629","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,26,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","João Victor Vaz Lopes Pinto","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/09/30/3709478ac932eba7f079543c8389eafb_FORMATO.png",110235,26,263,"ata","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2020/02/28/b712535c02755e644522c63bcfa813af_FORMATO.png",104634,26,265,"lat","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","",109618,26,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,26,290,"mei","Nulo",0,2.26,0,1.04,7,"290",2,NA,NA,14,10,NA,2,4,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"634","Wesley Júnior da Silva Araújo","wesley","Wesley ","https://s.glbimg.com/es/sde/f/2020/09/30/5911c3e28dfb5530484694fb16c8fe5a_FORMATO.png",107517,26,263,"zag","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,26,284,"zag","Nulo",0,0.77,0,0,2,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,26,292,"mei","Nulo",-0.5,3.22,0.26,1.51,21,"292",3,NA,NA,30,21,6,2,31,NA,NA,50,NA,NA,2,NA,NA,NA,NA
"637","Elivelton Guedes Alves da Silva","elivelton","Elivelton ","https://s.glbimg.com/es/sde/f/2020/09/30/3afdcde41a6b5186c650158eb6ddb9d2_FORMATO.png",107515,26,263,"lat","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,26,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/12/14/090143e69449bf205b8538d02b7a7981_FORMATO.png",99119,26,277,"ata","Provável",1,3.05,-0.33,1.67,20,"Santos",3,NA,NA,22,29,5,4,34,1,NA,61,NA,1,2,NA,NA,NA,NA
"640","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,26,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Diego Churín Puyo","churin","Churín","https://s.glbimg.com/es/sde/f/2020/10/26/a511db6b41f5552de55575d62a217d3c_FORMATO.png",98289,26,284,"ata","Dúvida",2.8,9.07,0.24,3.17,7,"284",NA,NA,NA,6,9,NA,4,8,1,NA,20,NA,1,1,1,NA,NA,NA
"642","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2020/10/01/9e64684a0ef33c9f748f305214999641_FORMATO.png",78497,26,373,"lat","Nulo",0,2.63,0,1.28,7,"373",1,NA,NA,3,1,NA,NA,1,NA,NA,15,2,NA,1,NA,NA,NA,NA
"643","Chrigor Flores Moraes","chrigor","Chrigor","https://s.glbimg.com/es/sde/f/2020/08/28/123262c1e7129d7e89de9867393d1cc5_FORMATO.png",101398,26,280,"ata","Nulo",0,1.58,0,0.3,3,"280",NA,NA,NA,2,3,NA,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"644","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,26,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","João Victor da Silva Oliveira","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2020/10/26/74ad0d23d97711ec775e160e95618bf5_FORMATO.png",110258,26,293,"lat","Nulo",0,1.07,0,1.03,3,"293",NA,NA,NA,3,2,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"646","Leonardo de Matos Cruz","leo-matos","Léo Matos","https://s.glbimg.com/es/sde/f/2020/11/05/c691cbfaec7f0b947c51a8cf861340a1_FORMATO.png",37866,26,267,"lat","Provável",10.9,7.14,2.5,2.6,7,"267",4,NA,NA,11,16,2,3,6,1,NA,71,2,1,1,NA,NA,NA,NA
"647","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,26,267,"mei","Provável",9,5.4,1.58,1.83,16,"267",NA,NA,NA,15,14,1,7,16,1,NA,66,NA,1,NA,NA,NA,NA,NA
"648","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,26,267,"mei","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Gabriel Baralhas dos Santos","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2020/10/20/d1b6cda28d3190a8ba17446d082ac2ab_FORMATO.png",99440,26,373,"mei","Nulo",0,4.6,0,4.9,1,"373",NA,NA,NA,5,1,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"650","Eriélton Carlos Pacheco","pachequinho","Pachequinho","https://s.glbimg.com/es/sde/f/2020/10/28/dab7e2df0dd4d31fce690cdbe53c003b_FORMATO.png",93153,26,294,"tec","Provável",1.6,7.36,-1.16,3.33,2,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Ângelo Gabriel Borges Damaceno","angelo","Ângelo","https://s.glbimg.com/es/sde/f/2020/10/27/cdac724fefd8631ee759121d235c0362_FORMATO.png",110415,26,277,"ata","Nulo",0,0.81,0,0.2,3,"Santos",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"652","Marcelo José de Lima Filho","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2020/11/17/c38f3a49ed42bc3774b07f733769277b_FORMATO.jpeg",107238,26,275,"ata","Nulo",0,1.36,0,2.7,1,"275",NA,NA,NA,1,1,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"653","Brayan Diogo Ijorski Kruger","brayan","Brayan","https://s.glbimg.com/es/sde/f/2020/10/22/e9923abcd8ad10bf88a809bf02bbd405_FORMATO.png",110416,26,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Glauber Ramos da Silva","glauber-ramos","Glauber Ramos","https://s.glbimg.com/es/sde/f/2020/08/21/ef5dbd585acdc16883bc521435428889_FORMATO.png",109638,26,290,"tec","Provável",3.54,5.81,-0.06,4.95,4,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,26,277,"tec","Provável",3.78,11.16,0.33,3.57,26,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Gustavo Adolfo Torres Grueso","gustavo-torres","Gustavo Torres","https://s.glbimg.com/es/sde/f/2020/11/27/ace62345e6a036076f14fdccadcaf5c0_FORMATO.png",101413,26,267,"ata","Nulo",3,4.94,0.83,1.44,7,"267",1,NA,NA,8,11,2,5,3,NA,NA,28,NA,1,1,NA,NA,NA,NA
"657","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,26,277,"mei","Nulo",0,1.02,0,1.44,7,"Santos",1,NA,NA,4,4,1,2,1,1,NA,12,NA,NA,NA,NA,NA,NA,NA
"658","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,26,293,"zag","Provável",3,5.9,0.61,2.1,7,"293",2,NA,NA,6,6,NA,3,2,NA,NA,27,3,NA,NA,NA,NA,NA,NA
"659","Denilson Rodrigues Roldão","denilson","Denilson","https://s.glbimg.com/es/sde/f/2020/10/04/0e3d68c778426e447bda7cfe1987508c_FORMATO.png",104025,26,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Daniel Cabral de Oliveira","daniel-cabral","Daniel Cabral","https://s.glbimg.com/es/sde/f/2020/10/26/bdf760a76845c8c7297360206a79edc1_FORMATO.png",110465,26,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,26,277,"zag","Nulo",4.1,2.79,0.72,2.16,8,"Santos",1,NA,NA,10,5,1,NA,6,NA,NA,24,2,NA,NA,NA,NA,NA,NA
"662","Luis Francisco Grando","chico","Chico","https://s.glbimg.com/es/sde/f/2020/10/29/ad8a8e68f1dce70d212df37ec08ea32a_FORMATO.png",50446,26,290,"zag","Nulo",0,2.8,0,-1.35,2,"290",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"663","Cristiano Pereira de Oliveira ","cristiano","Cristiano","https://s.glbimg.com/es/sde/f/2020/10/28/5a938ee3441b2001445e97d9f027ad70_FORMATO.png",102145,26,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Reinaldo Nascimento Satorno","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png",104420,26,293,"ata","Nulo",-0.1,2.01,-0.13,0.8,6,"293",NA,NA,NA,6,9,NA,2,8,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"665","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,26,277,"mei","Nulo",0,2.49,0,3.9,1,"Santos",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"666","Wesley Hudson da Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/11/18/c584984893d30e750f7f99ec6d38df17_FORMATO.png",110631,26,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,26,294,"lat","Provável",1.3,4.75,0.24,3,15,"Coritiba",1,NA,NA,29,8,1,2,8,NA,NA,73,4,NA,1,1,NA,NA,NA
"668","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2020/11/18/ca2aeafe986346def55b188fb4e765b1_FORMATO.png",81898,26,294,"ata","Nulo",0,3.19,0,0.47,3,"Coritiba",NA,NA,NA,3,1,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"669","Vinícius Rayan Pereira dos Santos","rayan","Rayan","https://s.glbimg.com/es/sde/f/2020/11/04/ec2f7a7f5a8c8b3cb8176140d78b31ca_FORMATO.png",106880,26,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Samuel Conceição Toscas","samuel-toscas","Samuel Toscas","https://s.glbimg.com/es/sde/f/2020/11/18/1163b4f1970ede4aecf64d87d2bb2d4f_FORMATO.png",110630,26,282,"lat","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Abel Fernando Moreira Ferreira","abel-ferreira","Abel Ferreira","https://s.glbimg.com/es/sde/f/2020/11/03/183844106bb1f78efb7a628315b4b01a_FORMATO.png",110506,26,275,"tec","Provável",1.37,12.33,-1.32,4.85,7,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Benjamín Kuscevic Jaramillo","kuscevic","Kuscevic","https://s.glbimg.com/es/sde/f/2020/11/05/474301b42de21f3723694c3a39533818_FORMATO.png",98619,26,275,"zag","Nulo",0,7.26,0,6,2,"275",NA,NA,NA,3,2,1,NA,2,NA,NA,2,1,NA,NA,1,NA,NA,NA
"673","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,26,263,"zag","Nulo",0,1.1,0,0.38,5,"263",NA,NA,NA,3,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"674","Leonardo Siqueira de Paiva Bezerra","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2020/10/29/58bd0e0b96262b9f0d74c0126f321e00_FORMATO.png",108424,26,373,"gol","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Roberson de Arruda Alves","roberson","Roberson","https://s.glbimg.com/es/sde/f/2020/11/19/a5b8dd2097e33dc8b83c68a99a5ec143_FORMATO.png",68835,26,373,"ata","Provável",0,5.71,0,5.9,2,"373",NA,NA,NA,2,2,NA,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA
"676","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,26,284,"ata","Nulo",0,0.91,0,0.7,2,"284",NA,NA,NA,2,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"677","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,26,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Maurício Magalhães Prado","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2020/11/05/764235c95a2022213c0c091c00cbb5e0_FORMATO.png",105647,26,285,"mei","Nulo",0,6.72,0,4.13,4,"285",NA,NA,NA,2,2,1,NA,5,1,NA,12,NA,1,NA,NA,NA,NA,NA
"679","Talison Ruan da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2020/11/18/4a4704afaded7aeb0ad7245025a2f2ae_FORMATO.png",104415,26,282,"lat","Nulo",0,3.18,0,5.1,1,"282",NA,NA,NA,6,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"680","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,26,263,"mei","Nulo",0,1,0,1,1,"263",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Thiago Fernandes Rodrigues","thiago-fernandes","Thiago Fernandes","https://s.glbimg.com/es/sde/f/2020/11/20/66c1200dc3dc38310c832f78a4b99752_FORMATO.png",104282,26,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Eduardo Jesús Vargas Rojas","vargas","Vargas","https://s.glbimg.com/es/sde/f/2020/11/09/cb8b9463d4eb0ae15c7d51da96d5d3ac_FORMATO.png",69102,26,282,"ata","Provável",0,9.86,0,4.5,3,"282",1,NA,NA,2,1,NA,4,4,1,NA,17,NA,1,5,NA,NA,NA,NA
"683","Gabriel Martins Rodrigues","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2020/07/19/37d941ad25a0ec00d5342f5f5f70df7f_FORMATO.png",106322,26,290,"lat","Nulo",0,2.23,0,2.9,3,"290",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"684","Gustavo Silva de Oliveira","gustavo-oliveira","Gustavo Oliveira","https://s.glbimg.com/es/sde/f/2020/11/18/a1a93309a09e937585036cb85c3ee276_FORMATO.png",110633,26,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,26,262,"lat","Nulo",0,1.25,0,-0.1,3,"Flamengo",NA,NA,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"686","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,26,263,"mei","Nulo",0,2.94,0,1.36,5,"263",NA,NA,NA,3,6,1,3,10,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"687","Jemerson de Jesus Nascimento","jemerson","Jemerson","https://s.glbimg.com/es/sde/f/2020/11/06/e198e31fd420c974a4af352bc0fd0a4d_FORMATO.png",84263,26,264,"zag","Dúvida",0,7,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2020/11/17/b1766906a83be062261db4d6584d9d49_FORMATO.png",68834,26,373,"mei","Nulo",0,4.1,0,0.1,2,"373",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"689","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,26,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2020/07/11/d7b3953a6bffe509daca41ab80ac36ae_FORMATO.png",95494,26,293,"zag","Nulo",0,5.19,0,1.71,8,"293",1,NA,NA,10,4,1,2,2,NA,NA,11,2,NA,NA,NA,NA,NA,1
"691","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,26,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,26,264,"zag","Dúvida",0,4.7,0,2.2,6,"264",NA,NA,NA,5,5,1,NA,1,NA,NA,10,3,NA,NA,NA,NA,1,NA
"693","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2020/07/20/7b0e0156fc1cd2d84d7b0e0e46ddd001_FORMATO.png",106000,26,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
