"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FS","FT","PI","A","CA","FD","FF","G","DD","DP","GS","I","SG","PP","CV","GC"
"536","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,5,293,"ata","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,5,267,"mei","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png",104086,5,285,"zag","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,5,275,"mei","Provável",13.1,5.31,3.15,3.58,4,"Palmeiras",8,8,1,1,20,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"540","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,5,292,"lat","Provável",4.1,7.29,0.65,2.32,5,"Sport",12,11,6,NA,55,1,NA,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA
"541","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,5,285,"lat","Nulo",0,4,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/03/09/859fa63ec948e919f0ec5bddb51d2bb6_FORMATO.png",105899,5,277,"mei","Nulo",0,1.14,0,0.9,1,"Santos",1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,5,292,"mei","Nulo",0.3,2.47,-0.65,0.3,2,"Sport",2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2019/06/24/cbda8f092e0daeeced8c17ddd80151b5_FORMATO.png",69345,5,262,"lat","Dúvida",0,10,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,5,277,"zag","Nulo",0,2.48,0,3.15,2,"Santos",2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"546","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,5,263,"zag","Provável",-0.3,5.65,-0.48,1.85,4,"Botafogo",4,3,3,NA,12,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"547","Thiago Larghi","thiago-larghi","Thiago Larghi","https://s.glbimg.com/es/sde/f/2020/08/27/17e8c29c60c70fd4e3d96cdbedf3e7a6_FORMATO.png",101957,5,290,"tec","Nulo",0,4.65,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Alan de Souza Guimarães","alan-guimaraes","Alan Guimarães","https://s.glbimg.com/es/sde/f/2020/02/28/f305e78913bc1c2c317dd5bb78283f17_FORMATO.png",100845,5,275,"mei","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,5,292,"mei","Nulo",0.8,3.84,-0.07,1,5,"Sport",12,9,1,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,5,276,"mei","Contundido",4,13.99,0.3,5.85,4,"São Paulo",13,6,12,NA,48,NA,NA,1,5,1,NA,NA,NA,2,NA,NA,NA,NA
"551","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,5,292,"zag","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,5,292,"lat","Contundido",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,5,292,"mei","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,5,290,"lat","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,5,275,"ata","Nulo",0,2.68,0,1.3,1,"Palmeiras",1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,5,276,"lat","Suspenso",6.3,14.92,0.56,7.58,4,"São Paulo",12,7,8,NA,44,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA
"557","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,5,277,"mei","Provável",0.5,5.41,-0.33,0.96,5,"Santos",7,4,10,NA,47,NA,NA,2,2,NA,NA,NA,NA,1,NA,1,NA,NA
"558","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2019/03/26/c82451e325c04a87780194f586a25229_FORMATO.png",103261,5,276,"zag","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,5,275,"mei","Provável",2.5,5.21,0.03,3.68,4,"Palmeiras",8,2,11,NA,29,1,1,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA
"560","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,5,354,"zag","Nulo",0,1,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,5,275,"ata","Nulo",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Chrigor Flores Moraes","chrigor","Chrigor","https://s.glbimg.com/es/sde/f/2020/08/19/4898d3ee9478590eab8ab5d7832b0cf8_FORMATO.png",101398,5,280,"ata","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/08/20/647949d36ebae12053e632bfe95815d5_FORMATO.png",99119,5,277,"ata","Dúvida",3.1,2.97,0.74,3.2,2,"Santos",3,2,2,NA,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,5,292,"ata","Suspenso",0.9,0.81,0.06,-2.2,3,"Sport",1,1,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA
"565","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,5,275,"ata","Contundido",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,5,292,"tec","Provável",0,5.45,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,5,275,"lat","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,5,285,"mei","Nulo",-0.1,2.1,-0.66,1.53,3,"Internacional",2,4,1,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,5,294,"lat","Nulo",1.9,2.67,0.47,0.83,3,"Coritiba",8,6,NA,NA,12,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"570","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,5,284,"ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,5,285,"mei","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,5,267,"zag","Contundido",0,3.51,0,2.4,2,"Vasco",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"573","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,5,267,"gol","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,5,292,"mei","Nulo",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,5,275,"mei","Nulo",-6.1,4.42,-1.95,0.57,4,"Palmeiras",9,1,4,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"576","Gabriel Martins Rodrigues","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2020/07/19/37d941ad25a0ec00d5342f5f5f70df7f_FORMATO.png",106322,5,290,"lat","Nulo",0,1.48,0,0,1,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/07/16/6f52df78da4ceb768cd3573de68fcd6f_FORMATO.png",41327,5,275,"tec","Provável",2.4,10.29,-0.37,3.17,4,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Matheus Mendes Werneck de Oliveira","matheus-mendes","Matheus Mendes","https://s.glbimg.com/es/sde/f/2020/07/26/8d5a296a603bf74ea67e6170054de734_FORMATO.png",104383,5,282,"gol","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/03/09/71bcf1e425e67e81c290c3dd92ade61c_FORMATO.png",70916,5,275,"lat","Nulo",2.8,8.19,-0.76,4.97,3,"Palmeiras",9,3,3,NA,15,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"580","Walisson Oliveira da Silva","walisson-pequeno","Walisson Pequeno","https://s.glbimg.com/es/sde/f/2020/08/26/8f968c585db3af26f26703f9fdfcefa7_FORMATO.jpeg",101696,5,290,"mei","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,5,275,"gol","Nulo",0,3.06,0,-3.1,1,"Palmeiras",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"582","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,5,293,"mei","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,5,290,"lat","Nulo",5.5,2.15,1.41,2.75,2,"Goiás",3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"584","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,5,275,"zag","Nulo",0,5.49,0,0.7,1,"Palmeiras",1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Kawan Gabriel da Silva","kawan","Kawan","https://s.glbimg.com/es/sde/f/2019/09/08/a8fc75a1bedde47f33857a4a2b460b64_FORMATO.png",106219,5,293,"mei","Nulo",0,0.72,0,-2.6,1,"Athlético-PR",NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,5,292,"lat","Provável",5,10.28,0.87,3.7,5,"Sport",16,3,12,NA,40,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2020/01/21/3e0e71a35bbe2b295b386c4161ad312c_FORMATO.png",101585,5,293,"mei","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,5,276,"mei","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2020/02/27/d5b995944c7d11fd5c7b2acaca3fa3f8_FORMATO.png",86842,5,292,"ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,5,275,"mei","Provável",-1.9,4.26,-0.98,-0.1,4,"Palmeiras",4,4,6,NA,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,5,276,"mei","Provável",-0.3,1.28,0.01,-0.58,4,"São Paulo",2,7,NA,NA,11,NA,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"592","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,5,276,"ata","Nulo",0,4,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,5,275,"zag","Provável",3.3,5.84,0.11,2.87,4,"Palmeiras",8,2,3,NA,16,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"594","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,5,275,"lat","Contundido",-0.4,8.07,-1.21,2.35,4,"Palmeiras",9,7,4,NA,39,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"595","Jan Carlos Hurtado Anchico","hurtado","Hurtado","https://s.glbimg.com/es/sde/f/2020/08/10/4caa9bb8cdb68baacc574baef760d095_FORMATO.png",105301,5,280,"ata","Nulo",0,3,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2014/11/17/b0ed905da88cdd7b18ee7f21af74f2e2_FORMATO.jpeg",84674,5,280,"mei","Nulo",3.1,3.2,0.98,0.25,2,"Bragantino",1,1,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,5,290,"mei","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,5,292,"gol","Nulo",0,6,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,5,275,"lat","Provável",0.1,5.3,-1.7,0.1,1,"Palmeiras",1,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg",72389,5,290,"ata","Nulo",1.3,3.25,0.13,0.85,2,"Goiás",NA,2,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,5,276,"ata","Contundido",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,5,267,"ata","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,5,292,"zag","Provável",-0.2,4.97,0,1.7,5,"Sport",4,7,5,NA,29,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"604","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,5,275,"mei","Nulo",0,9.92,0,4,3,"Palmeiras",5,7,11,NA,8,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,5,292,"ata","Nulo",0,7,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,5,356,"mei","Nulo",0,2.07,0,1.9,1,"Fortaleza",2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,5,292,"zag","Suspenso",0.2,2.7,0.31,-0.2,5,"Sport",5,9,4,1,13,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,5,290,"ata","Nulo",0,0.75,0,-1.07,3,"Goiás",1,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"609","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2020/08/11/93a36fa67c35580ef4e99cac7a12dff1_FORMATO.png",103088,5,285,"zag","Nulo",0,4,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,5,292,"gol","Provável",6.1,4.09,1.46,1.36,5,"Sport",1,NA,1,NA,47,NA,NA,NA,NA,NA,6,NA,7,NA,NA,NA,NA,NA
"611","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,5,290,"mei","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Márcio Antônio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/08/26/52db5bc01e919c1a6c0171614f6052b0_FORMATO.jpeg",95332,5,290,"ata","Nulo",0,2.66,0,-0.9,1,"Goiás",NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Elias Lira Nogueira Júnior ","elias-lira","Elias Lira","https://s.glbimg.com/es/sde/f/2020/07/20/8d3ed365f45f18bd46f6f1219bc5b1c5_FORMATO.png",99034,5,292,"lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
