"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","G","GS","CV","I","DD","DP","FT","GC","PP"
"570","Derick Fernando da Silva","derick","Derick ","https://s.glbimg.com/es/sde/f/2020/09/08/24438480d9271c4a4a3cf8954098d02b_FORMATO.png",109830,20,277,"zag","Nulo",0,0.77,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,20,265,"mei","Nulo",0,0.78,0,-0.7,3,"265",1,NA,3,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/11/03/51e9f9ba46d806d46d4d256d45ac95e6_FORMATO.png",101727,20,262,"lat","Provável",0,2.77,0,2.77,6,"Flamengo",1,6,2,1,2,18,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,20,290,"mei","Nulo",0,6,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,20,280,"lat","Provável",1.5,0.96,-0.47,0.06,12,"280",1,11,9,1,1,53,1,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA
"575","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,20,294,"mei","Nulo",-0.1,2.84,-0.26,0.31,7,"Coritiba",1,7,7,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,20,267,"ata","Nulo",0,2.69,0,2.02,8,"267",1,5,6,3,7,23,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"577","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,20,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,20,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2020/07/21/89095e06a56aa2963d7afa7929bcbd02_FORMATO.png",100065,20,262,"ata","Nulo",1.1,3.51,0,1.81,11,"Flamengo",1,3,2,NA,NA,15,NA,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"580","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,20,265,"lat","Nulo",0,0.78,0,-2.8,1,"265",1,1,3,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,20,294,"ata","Provável",5.7,6.05,0.9,2.13,11,"Coritiba",1,16,14,5,11,38,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"582","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2020/11/03/5017d907e4b43c79caf908b5d32626b2_FORMATO.png",37281,20,265,"tec","Provável",4.92,7.36,0.42,2.94,8,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Carlos Enrique Rentería Olaya","renteria","Rentería","https://s.glbimg.com/es/sde/f/2020/09/03/4ae8e1b8d3d89d5ea0410c49475f3c68_FORMATO.png",95356,20,263,"mei","Nulo",0,5.31,0,0.96,8,"263",1,10,8,1,4,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,20,277,"ata","Nulo",0,0.93,0,0.94,8,"Santos",1,1,10,1,8,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"585","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,20,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Marcelo Alves Santos","marcelo-alves","Marcelo Alves","https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png",104050,20,267,"zag","Nulo",0,1.67,0,1.25,4,"267",NA,4,6,NA,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/11/03/e415b179b0e3eb537290404e84501353_FORMATO.png",102067,20,264,"mei","Suspenso",-3.7,0.79,-0.85,2.17,4,"264",2,11,9,1,1,13,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Mariano Ferreira Filho","mariano","Mariano","https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png",38877,20,282,"lat","Nulo",0,7.98,0,2.64,7,"282",1,18,8,NA,5,72,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,20,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,20,276,"ata","Nulo",0,2.95,0,0.33,3,"276",NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Helber Ítalo dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png",109395,20,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Túlio Galindo Bandeira de Melo","tulio","Túlio","https://s.glbimg.com/es/sde/f/2020/08/03/7db9b8bf5d4227af9e3c54b92119537c_FORMATO.png",109566,20,292,"gol","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Sávio Moreira de Oliveira","savio","Sávio","https://s.glbimg.com/es/sde/f/2020/09/02/d3593dad92d54a666c9472d1db672cf0_FORMATO.png",109463,20,282,"ata","Nulo",0,0.99,0,1,6,"282",NA,2,2,2,5,22,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"594","André Trindade da Costa Neto","andre","André","https://s.glbimg.com/es/sde/f/2020/08/11/8470af121134d1416824bede8711b287_FORMATO.png",107498,20,266,"mei","Nulo",0,0.78,0,-2.15,2,"266",2,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/09/24/f3ee6a9a8f1a2edeccd5d3f9d5cc70cd_FORMATO.png",104660,20,290,"ata","Provável",4.4,5.45,0.63,4.76,13,"290",2,17,23,7,29,46,NA,2,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"596","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,20,294,"lat","Nulo",0,2.68,0,2.26,11,"Coritiba",NA,20,16,2,10,44,3,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"597","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,20,285,"ata","Nulo",7.4,3.39,1.38,2.4,6,"285",1,NA,7,1,1,5,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA
"598","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2020/08/31/fb5f96034ec98cf83f561f397865ca64_FORMATO.png",104994,20,277,"zag","Nulo",0,1.68,0,0.86,5,"Santos",NA,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Calebe Gonçalves Ferreira da Silva","calebe","Calebe","https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png",109461,20,282,"mei","Nulo",0,0.94,0,0.8,1,"282",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Leandro Miguel Fernández","leandro-fernandez","Leandro Fernández","https://s.glbimg.com/es/sde/f/2020/09/04/82a78869a31f588ee0291f918d0ad936_FORMATO.png",93303,20,285,"ata","Nulo",0,6.16,0,2.16,3,"285",1,NA,4,5,3,21,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA
"601","Ruan de Oliveira Ferreira","ruan","Ruan","https://s.glbimg.com/es/sde/f/2020/08/18/46767ddb19cde394d78839a4e9182e63_FORMATO.png",104153,20,264,"mei","Contundido",0,1.22,0,0.77,4,"264",NA,3,2,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Pedro Henrique Nunes Silva","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png",107541,20,292,"zag","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/09/18/d91238c5e040d15b0c5835c7ca195014_FORMATO.png",109573,20,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,20,276,"zag","Provável",0.4,3.13,0.08,2.45,13,"276",2,24,27,4,9,59,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Aldemir dos Santos Ferreira","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/5e28328bd5d542110444e7c5562c21fe_FORMATO.png",101290,20,284,"ata","Nulo",1.6,4.78,-0.2,3.5,7,"284",NA,5,7,4,5,11,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"606","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2020/08/31/7dffc611b801a4acf1b89b964333decb_FORMATO.png",103724,20,277,"mei","Nulo",0,1.67,0,0.6,1,"Santos",NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,20,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,20,262,"mei","Nulo",0,1.53,0,-0.2,1,"Flamengo",NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,20,262,"lat","Nulo",0,4.17,0,3.55,2,"Flamengo",1,4,6,1,7,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,20,294,"mei","Provável",4.4,3.14,0.81,0.92,13,"Coritiba",3,24,26,3,15,41,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Luiz Henrique André Rosa da Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/08/11/4a5576c976d8d907bed2a36ae3e556bb_FORMATO.png",109282,20,266,"ata","Nulo",1.6,2.72,-0.92,2.26,13,"266",NA,14,7,8,3,28,NA,1,2,1,NA,NA,3,NA,NA,NA,NA,NA
"612","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,20,266,"mei","Nulo",0,12.76,0,5.48,15,"266",2,13,7,14,28,168,NA,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA
"613","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,20,356,"zag","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/03/29/c45004f6a309f5dfe660c3becb1ad077_FORMATO.png",103295,20,265,"mei","Nulo",0,4.89,0,-0.65,2,"265",NA,NA,1,NA,2,8,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"615","Renan Victor da Silva","renan","Renan","https://s.glbimg.com/es/sde/f/2020/09/15/5345f1ee7a9264d591c66046094e68b7_FORMATO.png",109963,20,275,"lat","Provável",0,0.78,0,-1.1,1,"275",NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,20,356,"gol","Provável",3.3,4.2,1.01,2.01,17,"356",NA,2,NA,NA,4,199,6,NA,NA,NA,14,NA,NA,12,NA,NA,NA,NA
"617","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/10/13/ab56e0f62becb4789a793cc57049dda2_FORMATO.png",107112,20,294,"ata","Nulo",-2,1.48,-0.53,1.38,5,"Coritiba",1,1,7,1,6,6,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA
"618","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,20,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,20,263,"mei","Provável",3.4,3.78,0.47,2.1,2,"263",NA,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,20,262,"lat","Dúvida",0.8,5.2,-0.03,2.86,7,"Flamengo",1,18,5,1,3,58,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","João Victor Gomes da Silva","gomes","Gomes","https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png",107109,20,262,"mei","Nulo",0,1.94,0,5.2,1,"Flamengo",1,6,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"622","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,20,277,"mei","Nulo",0.7,2.44,-0.02,0.81,9,"Santos",1,9,8,2,6,16,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Geilson Cerqueira Almeida","geilson","Geilson","https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png",107882,20,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,20,356,"ata","Nulo",0,7.43,-0.32,3.03,16,"356",NA,5,16,5,15,29,NA,1,4,4,NA,NA,4,NA,NA,1,NA,NA
"625","Igor Marques Paciência Cardoso","igor-formiga","Igor Formiga","https://s.glbimg.com/es/sde/f/2020/09/15/7f27f40ad90d38e340989d3076982f60_FORMATO.png",106708,20,264,"lat","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Wellington Soares da Silva","wellington-rato","Wellington Rato","https://s.glbimg.com/es/sde/f/2020/10/05/b190d450eb26fdf91906a41bc3070d11_FORMATO.png",82766,20,373,"mei","Nulo",0.2,1.84,-0.47,1.33,3,"373",NA,1,2,1,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"627","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,20,265,"gol","Nulo",0,0.76,0,-1.23,4,"265",NA,NA,NA,NA,1,34,NA,NA,NA,NA,9,NA,NA,4,NA,NA,NA,NA
"628","Matheus Sousa Pereira","pereira","Pereira","https://s.glbimg.com/es/sde/f/2020/02/10/6a970fe37a565238c406bd0a9656c76f_FORMATO.png",97711,20,373,"zag","Nulo",0,3,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,20,356,"tec","Provável",3.13,7.56,0.51,3.16,18,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Gustavo Mantuan","gustavo-mantuan","Gustavo Mantuan","https://s.glbimg.com/es/sde/f/2020/10/06/5747ef4308b1b0b58fbf4534b72b3b56_FORMATO.png",110270,20,264,"mei","Contundido",0,2.9,0,1.7,3,"264",NA,4,4,1,4,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Ronald Eugenio de Carvalho","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/09/12/1bacb8a07309ad193ebc313bce31a3eb_FORMATO.png",109860,20,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,20,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/06/bd22b8cca9aaf538fce989b1b3646fa5_FORMATO.png",97898,20,282,"lat","Nulo",0,2.85,0,1.5,5,"282",NA,2,1,1,2,17,1,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA
"634","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2020/11/03/422904527509f3bcd955f00086a0883a_FORMATO.png",38311,20,292,"mei","Nulo",0,3.86,-0.15,0.53,3,"292",NA,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Carlos Eugenio Júnior Tavares dos Santos","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2020/10/20/52ca25b2dc8915b966246b8cfe792e77_FORMATO.png",89343,20,292,"lat","Provável",9.5,5.7,1.41,4.45,4,"292",NA,4,2,2,7,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Leonardo Ferreira Gonçalves","leo-ferreira","Léo Ferreira","https://s.glbimg.com/es/sde/f/2020/09/16/af972d3c671cad3d18f6cfdebf06700c_FORMATO.png",107760,20,285,"ata","Nulo",0,1.45,0,1.5,1,"285",NA,NA,1,3,1,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"637","Cauê Vinicius dos Santos","caue","Cauê","https://s.glbimg.com/es/sde/f/2020/09/15/07d411e831c63fa81f7f5ce687416942_FORMATO.png",104664,20,264,"ata","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/10/09/a19dcb4146524e5dd0aae98743c0b8f3_FORMATO.png",38315,20,293,"mei","Nulo",0,5,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,20,282,"ata","Nulo",11.9,7.95,2.3,3.76,16,"282",2,6,14,16,15,107,NA,4,5,3,NA,NA,7,NA,NA,3,NA,NA
"640","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,20,282,"mei","Nulo",0,11.54,0,3.87,12,"282",1,14,20,9,15,67,NA,2,7,2,NA,NA,2,NA,NA,1,NA,NA
"641","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,20,294,"ata","Nulo",0,6.01,0,-0.4,2,"Coritiba",NA,NA,3,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Saulo Rodrigues da Silva","saulo-mineiro","Saulo Mineiro","https://s.glbimg.com/es/sde/f/2020/09/24/6ceba057ce17022449326aff9d66b9c0_FORMATO.png",98274,20,354,"ata","Nulo",2.5,2.82,0.43,1.4,2,"354",NA,2,5,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"643","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,20,282,"lat","Provável",8.8,14.72,0.84,5.19,17,"282",1,44,18,6,20,130,7,1,2,1,NA,NA,NA,NA,NA,1,NA,NA
"644","Benjamín Kuscevic Jaramillo","kuscevic","Kuscevic","https://s.glbimg.com/es/sde/f/2020/11/05/474301b42de21f3723694c3a39533818_FORMATO.png",98619,20,275,"zag","Nulo",0,6,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,20,263,"mei","Nulo",1.3,2.61,-0.01,1.1,2,"263",NA,2,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,20,262,"zag","Dúvida",-3.3,4.69,-0.2,1.7,11,"Flamengo",2,13,10,3,5,32,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"647","Jemerson de Jesus Nascimento","jemerson","Jemerson","https://s.glbimg.com/es/sde/f/2020/11/06/e198e31fd420c974a4af352bc0fd0a4d_FORMATO.png",84263,20,264,"zag","Nulo",0,7,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,20,264,"zag","Provável",-0.6,4.96,-0.97,3.28,4,"264",NA,4,4,NA,1,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2020/08/12/413605a6cf625e33f90ce5b7af595cf0_FORMATO.png",105807,20,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,20,262,"ata","Nulo",0,7.12,0,2.12,14,"Flamengo",2,14,17,11,9,66,NA,1,8,1,NA,NA,2,NA,NA,NA,NA,NA
