"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","A","FD","FT","G","I","SG","DD","GS","CV","DP","GC","PP"
"532","Pedro Henrique Nunes Silva","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png",107541,8,292,"zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,8,280,"mei","Contundido",0,3,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,8,290,"lat","Nulo",0,2.15,0,2.75,2,"Goiás",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"535","Helber Ítalo dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png",109395,8,292,"mei","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,8,280,"zag","Provável",0,6.88,-0.4,2.57,8,"Bragantino",1,15,8,2,6,22,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"537","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,8,280,"ata","Provável",0.8,11.9,-0.05,2.75,8,"Bragantino",1,7,8,10,21,75,1,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"538","Túlio Galindo Bandeira de Melo","tulio","Túlio","https://s.glbimg.com/es/sde/f/2020/08/03/7db9b8bf5d4227af9e3c54b92119537c_FORMATO.png",109566,8,292,"gol","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,8,293,"mei","Nulo",-0.6,0.77,-0.23,-0.6,1,"Athlético-PR",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"540","Sávio Moreira de Oliveira","savio","Sávio","https://s.glbimg.com/es/sde/f/2020/09/02/d3593dad92d54a666c9472d1db672cf0_FORMATO.png",109463,8,282,"ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,8,280,"mei","Provável",-0.2,4.53,-1.03,0.96,7,"Bragantino",3,7,13,6,7,35,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,8,280,"zag","Nulo",0,0.93,0,-0.4,4,"Bragantino",1,8,5,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"543","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,8,280,"ata","Dúvida",4.5,10.59,-0.43,6.35,6,"Bragantino",NA,4,4,6,8,18,NA,3,1,3,3,NA,NA,NA,NA,NA,NA,NA
"544","Calebe Gonçalves Ferreira da Silva","calebe","Calebe","https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png",109461,8,282,"mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,8,285,"ata","Contundido",0,2.16,0,-0.2,1,"Internacional",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,8,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/08/18/139142ea0c43614330d8cd1d618bcb9c_FORMATO.png",107112,8,262,"ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,8,280,"gol","Provável",-5.2,0.77,0.01,-1.29,8,"Bragantino",NA,NA,NA,NA,2,53,NA,NA,NA,NA,NA,NA,5,13,NA,NA,NA,NA
"549","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,8,294,"mei","Nulo",0,0.93,0,-1.43,4,"Coritiba",1,3,5,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"550","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,8,280,"mei","Nulo",-0.7,1.58,-0.33,0.6,7,"Bragantino",1,7,5,1,3,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Robson José Brilhante Martins","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/07/28/24d96e13fa7243a3ebaa5bf8a94bcdfd_FORMATO.png",97461,8,280,"ata","Nulo",0,2.47,0,1.98,4,"Bragantino",NA,3,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,8,284,"mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,8,356,"zag","Nulo",0,2,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,8,284,"mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,8,280,"mei","Contundido",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Luiz Henrique André Rosa da Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/08/11/4a5576c976d8d907bed2a36ae3e556bb_FORMATO.png",109282,8,266,"ata","Nulo",3.6,1.98,0.61,1.15,6,"Fluminense",NA,6,3,4,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,8,290,"ata","Nulo",0,4.06,0,2,5,"Goiás",NA,8,5,2,5,15,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"558","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,8,280,"zag","Nulo",0,3.27,0,0.75,2,"Bragantino",1,4,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,8,284,"zag","Nulo",0,0.74,0,0,1,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2020/08/17/5ca1dfd17b9c403e5ff3ea06b70cda86_FORMATO.png",83438,8,267,"ata","Nulo",0,1.83,0,-0.54,5,"Vasco",1,1,2,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,8,292,"mei","Provável",1.4,2.61,0.07,1.03,6,"Sport",1,3,3,1,5,14,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,8,280,"ata","Provável",6.7,14.82,-0.17,6.91,7,"Bragantino",1,15,4,6,11,67,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"563","Domènec Torrent Font","domenec-torrent","Domènec Torrent","https://s.glbimg.com/es/sde/f/2020/09/01/2f3a4654c01178213b2bfc7e9537d7cb_FORMATO.png",109505,8,262,"tec","Provável",3.98,8.86,-0.08,3.65,8,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,8,280,"lat","Nulo",0,1.19,0,0.1,3,"Bragantino",NA,1,1,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,8,267,"mei","Nulo",0.3,4.32,-0.08,2.98,4,"Vasco",NA,5,2,2,2,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,8,280,"lat","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,8,277,"tec","Provável",5.65,10.82,0.63,4.16,8,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,8,263,"mei","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,8,292,"mei","Nulo",0,1.38,0,-0.4,1,"Sport",NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,8,292,"ata","Provável",8,7.28,1.26,3.95,8,"Sport",2,17,11,4,34,41,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"571","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,8,263,"zag","Nulo",0,0.77,-0.23,0,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,8,262,"lat","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,8,280,"mei","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,8,265,"gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Luiz Henrique Augustin ","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/03/1a216904bc60228576fbef1f7a6fece2_FORMATO.png",104526,8,294,"mei","Nulo",0,1.04,0,0.1,4,"Coritiba",NA,3,4,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Fabrício Oliveira de Souza","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png",104588,8,265,"gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/08/04/720702ddd405e876d9f10950de1c6ef2_FORMATO.png",109573,8,266,"mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,8,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,8,265,"lat","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,8,280,"mei","Nulo",0,2.8,0,0.72,4,"Bragantino",1,4,3,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,8,265,"mei","Nulo",2.5,1.47,0.36,2,2,"Bahia",NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Guilherme Henrique da Silva","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/09/02/95b82058b8c80dd2ef3baccf977d556d_FORMATO.png",109689,8,266,"lat","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2020/08/17/26653830802f187c2488014a12698d4a_FORMATO.png",105566,8,267,"lat","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,8,265,"ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2020/02/28/b712535c02755e644522c63bcfa813af_FORMATO.png",104634,8,265,"lat","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,8,267,"gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,8,265,"zag","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,8,267,"mei","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Christian Kendji Wagatsuma Ferreira","kazu","Kazu","https://s.glbimg.com/es/sde/f/2020/03/02/b1d4de6073f4457edbe7fd9443a4622d_FORMATO.png",107137,8,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,8,265,"mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,8,277,"mei","Nulo",0,0.76,0,0.1,2,"Santos",1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,8,265,"mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,8,265,"ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Nathan Santos de Araújo","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/07/21/ca5ff6fdadd7e67f5ba518c16e0269c5_FORMATO.png",107676,8,267,"lat","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,8,265,"ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,8,275,"mei","Nulo",-2.1,0.77,-0.23,-2.1,1,"Palmeiras",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,8,265,"ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,8,293,"mei","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/03/09/8defb65f5b887931107b7d0de0fccf4b_FORMATO.png",97520,8,276,"mei","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/07/13/6fdc286e70d5425d0b7fbbe41bd2a39c_FORMATO.png",102067,8,264,"mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,8,264,"gol","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Luiz Henrique dos Santos Júnior","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/08/26/a36452ab36ed955e5166cbca038523f9_FORMATO.png",106987,8,373,"lat","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,8,356,"mei","Nulo",4,2.64,0.57,2.95,2,"Fortaleza",NA,5,2,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,8,373,"ata","Provável",6.4,4.5,0.49,3.74,5,"Atlético-GO",1,5,4,3,5,14,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,8,276,"gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2020/09/01/423284c226644dd18bcf74444e71a668_FORMATO.png",38523,8,290,"lat","Nulo",0,8,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2020/01/21/3e0e71a35bbe2b295b386c4161ad312c_FORMATO.png",101585,8,293,"mei","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,8,284,"lat","Provável",0.2,7.73,-0.49,3.13,7,"Grêmio",1,14,16,3,11,92,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"609","Andrés Felipe Amaya Rivera","amaya","Amaya","https://s.glbimg.com/es/sde/f/2020/08/27/59cb0b98d374cdf0746d033b062e58a1_FORMATO.png",109656,8,285,"ata","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,8,282,"mei","Provável",1.1,4.96,-2.31,3.29,7,"Atlético-MG",NA,8,9,1,8,25,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
