"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","FT","G","I","PP","GC","CV","DD","DP","GS"
"573","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png",90587,19,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,19,292,"ata","Provável",2.3,6.19,0.11,2.33,13,"292",2,18,13,5,15,71,NA,NA,4,NA,2,5,NA,NA,NA,NA,NA,NA
"575","Rodrigo Gomes dos Santos","rodrigao","Rodrigão","https://s.glbimg.com/es/sde/f/2020/03/02/2b9219cf2dd42545e6b9924980aa8718_FORMATO.png",90651,19,354,"ata","Nulo",0,6,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2020/02/27/15b28caaa2392bbd4e619dee98680e8e_FORMATO.png",91203,19,373,"zag","Suspenso",-1.6,3.26,-0.25,0.92,17,"373",3,10,18,2,10,71,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,19,265,"gol","Nulo",0,3.77,0,7.9,2,"265",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4
"578","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,19,284,"zag","Provável",-1.2,1.27,-0.19,0.02,6,"284",2,1,3,2,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png",90846,19,354,"zag","Nulo",0,4.13,0,-0.3,1,"354",NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,19,280,"zag","Nulo",0,0.93,0,-0.4,4,"280",1,8,5,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"581","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,19,275,"ata","Provável",13,11.18,2.29,2.14,13,"275",2,18,26,10,20,57,NA,NA,8,NA,1,6,NA,NA,NA,NA,NA,NA
"582","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,19,292,"zag","Provável",3.9,3.75,0.04,0.92,17,"292",5,19,21,4,10,65,3,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA
"583","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,19,264,"ata","Nulo",0,4.77,0,5.07,3,"264",NA,2,3,4,4,9,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"584","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,19,290,"mei","Nulo",0,6,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,19,266,"zag","Provável",9.5,7.21,0.39,3.39,17,"266",2,29,13,3,26,74,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"586","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,19,356,"mei","Provável",2,5.01,-0.61,2.09,15,"356",4,38,23,3,26,67,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA
"587","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/10/28/bc1aa1e9e309d904fee8aa101a3494aa_FORMATO.png",91772,19,290,"zag","Provável",2.7,4.15,0.66,3.19,9,"290",NA,14,3,3,4,48,2,NA,3,NA,1,NA,NA,NA,1,NA,NA,NA
"588","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,19,263,"lat","Provável",5.4,3.74,0.73,1.51,13,"263",2,28,14,1,11,173,2,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"589","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,19,293,"zag","Provável",0.6,5.65,-0.52,2.7,3,"293",NA,4,2,1,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Sebastián Enrique Salazar Beltrán","salazar","Salazar","https://s.glbimg.com/es/sde/f/2020/10/01/d9e923eb01b5966eb5e072a26be58679_FORMATO.png",91415,19,290,"mei","Nulo",0,4,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,19,276,"gol","Contundido",0,1.1,0,-2,0,"276",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,19,276,"zag","Nulo",0,10.07,0,2.47,4,"276",1,1,2,NA,1,10,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,19,285,"zag","Nulo",0,2.32,0,0.9,2,"285",2,4,5,NA,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,19,294,"ata","Nulo",-0.6,6.01,-0.14,-0.4,2,"Coritiba",NA,NA,3,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,19,292,"tec","Provável",5.47,7.36,0.2,3.13,13,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/09/15/51596ac5f41f3ef6fbc80c02fc7ab63e_FORMATO.png",92273,19,266,"tec","Provável",4.41,9.88,0.28,3.61,19,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,19,280,"ata","Contundido",0,2.25,0,0.9,6,"280",NA,2,2,3,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,19,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,19,280,"ata","Suspenso",1.2,13.79,-1.48,5.32,17,"280",3,29,17,14,28,163,NA,1,10,NA,7,4,1,NA,NA,NA,NA,NA
"600","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,19,280,"mei","Provável",10.6,9.46,1.69,5.29,11,"280",NA,44,20,2,32,71,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
"601","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/09/25/673950963c89498fd335e11c04702a42_FORMATO.png",92696,19,293,"ata","Provável",0.9,6.43,-0.29,4.56,13,"293",2,9,24,14,22,46,NA,NA,11,NA,5,9,NA,NA,NA,NA,NA,NA
"602","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,19,263,"lat","Nulo",0,3.88,0,2.1,7,"263",2,12,3,NA,5,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,19,265,"zag","Provável",-2.3,7.55,-0.91,2.41,14,"265",1,22,3,4,4,50,2,NA,2,NA,1,1,NA,NA,1,NA,NA,NA
"604","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,19,277,"mei","Provável",16.5,6.84,2.86,2.15,14,"Santos",4,36,23,2,14,86,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
"605","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,19,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,19,267,"mei","Nulo",-0.8,8.8,-0.62,4.08,12,"267",3,34,12,6,29,117,NA,1,6,NA,1,2,NA,NA,NA,NA,NA,NA
"607","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,19,280,"mei","Nulo",0,3.7,0,2.85,16,"280",2,29,14,9,8,75,NA,1,5,2,1,2,NA,NA,NA,NA,NA,NA
"608","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,19,294,"mei","Nulo",0,3.1,0,0.38,6,"Coritiba",1,7,7,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,19,266,"ata","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,19,267,"mei","Provável",7.6,6.99,0.74,3.63,11,"267",3,44,27,2,26,54,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"611","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,19,293,"mei","Nulo",0,3.59,0,1.95,8,"293",NA,1,5,3,8,29,NA,NA,3,1,1,2,NA,NA,NA,NA,NA,NA
"612","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,19,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,19,280,"gol","Provável",-0.4,0.79,-0.38,-0.42,13,"280",NA,NA,NA,NA,2,104,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,17
"614","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,19,264,"mei","Nulo",0,5.32,0,2.19,9,"264",2,4,1,3,16,18,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"615","Wesley Pionteck Souza","wesley-pionteck","Wesley Pionteck","https://s.glbimg.com/es/sde/f/2020/08/07/70b200dbf6703aca6b5eee4008dbcad6_FORMATO.png",93376,19,280,"ata","Nulo",0,1.69,0,0.7,1,"280",NA,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,19,265,"mei","Provável",-1,2.89,-0.33,1.43,10,"265",3,22,20,2,10,33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Leandro Miguel Fernández","leandro-fernandez","Leandro Fernández","https://s.glbimg.com/es/sde/f/2020/09/04/82a78869a31f588ee0291f918d0ad936_FORMATO.png",93303,19,285,"ata","Dúvida",-2,6.16,-1.21,2.16,3,"285",1,NA,4,5,3,21,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA
"618","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,19,277,"mei","Provável",-2.9,7.04,-1.65,2.37,19,"Santos",2,47,20,5,25,82,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"619","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,19,277,"zag","Provável",0.9,7.39,0.27,2.09,12,"Santos",4,25,19,3,2,69,2,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA
"620","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,19,267,"ata","Provável",0.6,4.32,-0.2,1.63,10,"267",1,3,7,3,4,15,NA,NA,2,NA,2,5,NA,NA,NA,NA,NA,NA
"621","Marlon Rodrigues Freitas","marlon-freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2020/02/27/bc294007fa19cf27acd992a30e786eff_FORMATO.png",93790,19,373,"mei","Provável",-2,4.91,-0.86,1.66,15,"373",2,27,19,11,13,91,NA,NA,6,1,NA,NA,NA,NA,1,NA,NA,NA
"622","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,19,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,19,265,"mei","Dúvida",11.3,6.42,-0.08,3.15,13,"265",2,8,11,5,20,47,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,NA
"624","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,19,263,"ata","Provável",9.3,9.49,1.52,4.43,16,"263",4,22,40,9,41,72,NA,1,7,2,5,6,NA,NA,NA,NA,NA,NA
"625","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,19,275,"mei","Provável",11.7,9.97,2.63,4.29,11,"275",1,9,13,9,20,61,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA
"626","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,19,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,19,263,"lat","Nulo",0,6,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,19,267,"mei","Nulo",0,3.59,0,2.69,9,"267",NA,17,6,2,13,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Walisson Oliveira da Silva","walisson-pequeno","Walisson Pequeno","https://s.glbimg.com/es/sde/f/2020/08/26/8f968c585db3af26f26703f9fdfcefa7_FORMATO.jpeg",101696,19,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,19,262,"ata","Provável",5.9,6.17,-0.64,4.57,15,"Flamengo",1,4,16,8,14,31,NA,NA,12,NA,7,4,1,NA,NA,NA,NA,NA
"631","Edson Fernandes Botelho Júnior","edson-junior","Edson Júnior","https://s.glbimg.com/es/sde/f/2020/02/27/9d57e7ce2dd807fc1e2cd5ab58914a0d_FORMATO.png",93956,19,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Eduardo Germán Coudet","eduardo-coudet","Eduardo Coudet","https://s.glbimg.com/es/sde/f/2020/07/19/4514b24c3a8147be213e4e8d4297a97c_FORMATO.png",94853,19,285,"tec","Provável",0.61,12.28,-0.29,3.89,19,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Nicolas Vichiatto da Silva","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/02/27/7f5642f8b7524479c49deb8ff60b5bdb_FORMATO.png",95127,19,373,"lat","Nulo",0,7.02,0,3.07,16,"373",NA,28,18,8,8,169,4,2,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"634","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,19,354,"ata","Nulo",0,7,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,19,290,"lat","Nulo",0,5.37,0,1.83,9,"290",1,15,7,2,7,56,2,NA,NA,NA,1,1,NA,1,1,NA,NA,NA
"636","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,19,263,"mei","Nulo",0,2.09,0,0.6,12,"263",NA,5,5,1,3,11,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,19,292,"mei","Nulo",1.8,9.87,0.03,1.61,15,"292",1,6,10,14,16,39,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA
"638","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,19,354,"mei","Contundido",0,2.05,0,0.43,6,"354",3,7,8,3,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,19,265,"lat","Provável",1,7.39,-0.24,3.15,12,"265",1,32,15,4,15,123,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"640","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,19,284,"lat","Provável",12.3,10.88,1.5,4.91,14,"284",1,43,20,5,18,143,5,NA,3,1,1,1,NA,NA,NA,NA,NA,NA
"641","Wellissol Santos de Oliveira ","wellissol","Wellissol ","https://s.glbimg.com/es/sde/f/2020/03/03/30ce289f3d8f28f763b6b3ca32c3027a_FORMATO.png",94718,19,294,"ata","Nulo",0,1.1,0,-0.07,4,"Coritiba",2,3,5,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Lucas da Cruz Oliveira","oliveira","Oliveira","https://s.glbimg.com/es/sde/f/2020/02/27/12b3b5d05927082246dce985879c54cb_FORMATO.png",94514,19,373,"zag","Nulo",0,2.87,0,2.35,7,"373",1,5,8,NA,5,30,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"643","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,19,265,"mei","Provável",-0.4,5.71,-0.56,1.13,12,"265",5,33,38,5,8,58,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"644","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,19,285,"mei","Nulo",0,5.62,0,1.87,11,"285",1,23,17,2,12,25,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"645","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,19,276,"lat","Dúvida",0,6.69,0,2.65,11,"276",4,17,25,6,10,69,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,19,263,"zag","Provável",-2.2,6.14,-1.13,2.42,15,"263",4,24,12,6,10,47,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2020/07/11/d7b3953a6bffe509daca41ab80ac36ae_FORMATO.png",95494,19,293,"zag","Provável",-0.1,5.16,-0.43,1.6,5,"293",1,10,4,1,2,10,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"648","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,19,294,"mei","Provável",-2.7,1.76,-0.78,0.63,8,"Coritiba",5,12,20,4,8,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"649","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,19,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",1,1,3,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"650","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,19,265,"mei","Nulo",0.3,3.34,-0.47,2.19,10,"265",1,4,4,2,14,33,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"651","Carlos Enrique Rentería Olaya","renteria","Rentería","https://s.glbimg.com/es/sde/f/2020/09/03/4ae8e1b8d3d89d5ea0410c49475f3c68_FORMATO.png",95356,19,263,"mei","Contundido",0,5.31,0,0.96,8,"263",1,10,8,1,4,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,19,354,"mei","Provável",2.7,6.92,0.83,2.84,17,"354",4,47,34,5,13,76,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA
"653","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,19,280,"mei","Contundido",0,4.54,0,1,9,"280",3,8,13,7,7,37,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
