"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","GS","PI","SG","A","CV","DS","FC","FD","FF","FS","G","I","FT","DP","GC","PP"
"609","Denilson Rodrigues Roldão","denilson","Denilson","https://s.glbimg.com/es/sde/f/2020/10/04/0e3d68c778426e447bda7cfe1987508c_FORMATO.png",104025,34,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/12/14/090143e69449bf205b8538d02b7a7981_FORMATO.png",99119,34,277,"ata","Provável",-0.7,3.15,-2.23,1.99,26,"Santos",3,NA,NA,87,NA,2,NA,27,33,6,5,43,2,5,NA,NA,NA,NA
"611","Wellington Soares da Silva","wellington-rato","Wellington Rato","https://s.glbimg.com/es/sde/f/2020/10/05/b190d450eb26fdf91906a41bc3070d11_FORMATO.png",82766,34,373,"mei","Provável",2.5,3.23,0.3,2.64,14,"373",2,NA,NA,71,NA,2,NA,14,13,10,10,16,NA,1,1,NA,NA,NA
"612","Pedro Acácio Monteiro da Silva","pedro-acacio","Pedro Acácio","https://s.glbimg.com/es/sde/f/2020/11/13/69366e96b4b4ee5d80ac0100f82850bb_FORMATO.png",110603,34,275,"ata","Nulo",0,0.84,0,0.65,2,"275",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"613","Davi Machado dos Santos Araújo","davi-araujo","Davi Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png",109626,34,263,"ata","Nulo",0,1.08,0,0.88,9,"263",1,NA,NA,23,NA,NA,NA,6,8,2,1,14,NA,NA,NA,NA,NA,NA
"614","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2020/11/10/d68199419ff143b307ce4d3ea8cbbbaf_FORMATO.png",37333,34,373,"tec","Provável",2.33,9.26,-0.16,3.62,13,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,34,264,"gol","Nulo",0,6.52,0,7.17,3,"264",2,4,NA,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,34,276,"ata","Nulo",0,2.89,0,1.99,7,"276",NA,NA,NA,4,NA,1,NA,3,7,NA,1,2,1,NA,NA,NA,NA,NA
"617","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,34,285,"ata","Nulo",0,6.94,-0.43,2.36,21,"285",2,NA,NA,39,NA,1,NA,16,13,6,9,11,3,2,NA,NA,NA,NA
"618","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2020/02/28/b712535c02755e644522c63bcfa813af_FORMATO.png",104634,34,265,"lat","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,34,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Vanderlan Barbosa da Silva","vanderlan","Vanderlan","https://s.glbimg.com/es/sde/f/2020/11/13/824abafe2a62f60ca700c03cd4b85b95_FORMATO.png",107236,34,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,34,264,"mei","Nulo",-0.9,2.47,-0.31,0.63,14,"264",2,NA,NA,32,NA,NA,NA,19,22,2,2,2,NA,NA,1,NA,NA,NA
"622","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2020/11/13/a73bd740adb93a9d3545c96e7c4d4c97_FORMATO.png",102299,34,292,"ata","Nulo",0,2.75,0,1.1,12,"292",NA,NA,NA,10,NA,NA,NA,2,2,3,2,2,1,2,NA,NA,NA,NA
"623","Marino Hinestroza Angulo","marino","Marino","https://s.glbimg.com/es/sde/f/2020/11/11/7f4b5ee056975411b2a2ad4cf74693f2_FORMATO.png",110598,34,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Glauber Ramos da Silva","glauber-ramos","Glauber Ramos","https://s.glbimg.com/es/sde/f/2020/08/21/ef5dbd585acdc16883bc521435428889_FORMATO.png",109638,34,290,"tec","Provável",5.52,6.35,0.76,3.46,12,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Carlos Eduardo Barbosa da Silva","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/11/13/49a1d2e2ca5634f62915c578c786cac8_FORMATO.png",106965,34,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Dalberto Luan Belo","dalberto","Dalberto","https://s.glbimg.com/es/sde/f/2020/11/20/22165cdbf4a8d2ab347cd89ef88552b4_FORMATO.png",97995,34,292,"ata","Provável",0,3.53,0,1.97,10,"292",NA,NA,NA,43,NA,NA,NA,5,19,7,7,9,1,8,2,NA,NA,NA
"627","Jean Carlos Quiñónez Preciado","quinonez","Quiñonez","https://s.glbimg.com/es/sde/f/2020/11/11/ca052c606a273c2ab77e153f2cc17ae5_FORMATO.png",109324,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Victor Hugo Baptista Mafra","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/11/13/34baa7b12bdf6a2ef09299749bfeae30_FORMATO.png",109326,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,34,264,"zag","Contundido",0,6.45,0,2.83,10,"264",1,NA,NA,39,2,NA,1,10,15,6,2,4,2,NA,NA,NA,NA,NA
"630","Breno Henrique Vasconcelos Lopes","breno-lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2020/11/11/302a126478ca4f8021cea45f7b024205_FORMATO.png",93988,34,275,"ata","Nulo",0,3.16,0,1.01,9,"275",NA,NA,NA,24,NA,NA,NA,5,5,1,1,4,NA,2,2,NA,NA,NA
"631","Hugo Lorenzo Quintana Escobar","hugo-quintana","Hugo Quintana","https://s.glbimg.com/es/sde/f/2020/11/13/dfc0e142e8ca35446d4734d550689686_FORMATO.png",105947,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2020/11/17/9fdf11f57baeb28d97181c41f210d7a5_FORMATO.png",86770,34,356,"mei","Nulo",0,4.56,0,0.13,6,"356",1,NA,NA,25,NA,NA,NA,5,8,1,2,3,NA,NA,NA,NA,NA,NA
"633","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,34,264,"mei","Provável",2.9,5.17,-0.35,2.7,20,"264",5,NA,NA,100,NA,1,NA,66,30,1,3,23,NA,NA,1,NA,NA,NA
"634","Vanderson de Oliveira Campos","vanderson","Vanderson","https://s.glbimg.com/es/sde/f/2020/07/19/24a0d42c1091b86fce08bf917f0cb817_FORMATO.png",107750,34,284,"lat","Provável",0,2.38,0,3.7,3,"284",1,NA,NA,25,NA,NA,NA,7,5,NA,2,3,1,NA,NA,NA,NA,NA
"635","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,34,292,"tec","Provável",0,7.08,0,2.81,27,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Adriano Reis Nantes Junior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/11/13/bad72c6c05837e40c4d297eb099510c9_FORMATO.png",110604,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Érick Alexander Pluas Vera","pluas","Pluas","https://s.glbimg.com/es/sde/f/2020/11/13/94c2dc22284d7c8c2c9fbfa1e9959b2e_FORMATO.png",109323,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Paulo Mazoti Azevedo","paulo-mazoti","Paulo Mazoti","https://s.glbimg.com/es/sde/f/2020/11/12/99598f4bfbc2ddb8a6e4a7774fa54fca_FORMATO.png",110602,34,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","João Fernando Monteiro Siqueira","joao-fernando","João Fernando","https://s.glbimg.com/es/sde/f/2020/09/01/7263507a2ac5cfecff6f8e555a1932dc_FORMATO.png",104079,34,262,"gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Vinícius Balieiro Lourenço de Carvalho","vinicius-balieiro","Vinícius Balieiro","https://s.glbimg.com/es/sde/f/2020/12/14/c894d17e830d2643cde89f86ad4858f0_FORMATO.png",110605,34,277,"mei","Dúvida",-0.6,3.75,-0.08,2.02,6,"Santos",1,NA,NA,9,NA,1,NA,12,10,NA,NA,6,NA,NA,NA,NA,NA,NA
"641","Caio Vidal Rocha","caio","Caio","https://s.glbimg.com/es/sde/f/2020/07/20/e986424fc26888b6bd9ec0673a9a6b5d_FORMATO.png",107745,34,285,"ata","Nulo",0,3.61,-0.34,3.01,10,"285",3,NA,NA,36,NA,NA,NA,6,14,3,2,33,2,NA,1,NA,NA,NA
"642","Leandro Matheus dos Anjos Conceição de Oliveira","leandro","Leandro","https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg",107222,34,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Antonio Mikael Rodrigues Brito","mikael-doka","Mikael Doka","",110606,34,277,"lat","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,34,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,NA,NA,20,1,NA,NA,3,1,1,2,6,NA,1,NA,NA,NA,NA
"645","Andrés Felipe Amaya Rivera","amaya","Amaya","https://s.glbimg.com/es/sde/f/2020/08/27/59cb0b98d374cdf0746d033b062e58a1_FORMATO.png",109656,34,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,34,275,"mei","Nulo",0,2.28,0,1.35,14,"275",3,NA,NA,38,NA,NA,NA,23,12,1,7,10,NA,NA,NA,NA,NA,NA
"647","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,34,264,"mei","Nulo",3.1,6.39,0.06,2.47,20,"264",7,NA,NA,138,NA,1,NA,52,37,9,8,16,1,1,2,NA,NA,NA
"648","Gabriel Cordeiro Pirani","gabriel-pirani","Gabriel Pirani","https://s.glbimg.com/es/sde/f/2020/11/14/08353344752fbeb7692e9eb14bbd734d_FORMATO.png",110607,34,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Bruno Henrique Marques Torres","bruno-marques","Bruno Marques","https://s.glbimg.com/es/sde/f/2020/03/09/00d433696e95850a16f0592920caea21_FORMATO.png",105111,34,277,"ata","Nulo",2.7,4.66,0.42,3.52,10,"Santos",NA,NA,NA,10,NA,NA,NA,9,14,4,3,8,3,2,NA,NA,NA,NA
"650","Helderson Tavares Santos","helder","Helder","https://s.glbimg.com/es/sde/f/2020/11/17/cbb586aa88b4625db7eb4e394b179cb6_FORMATO.jpeg",107230,34,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Isaque Storoli Gavioli","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/11/18/cefca6722a542a9e72a0dc92197d4752_FORMATO.png",104413,34,282,"zag","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652"," João Paulo Silveira dos Santos","joao-paulo-silveira","João Paulo Silveira","https://s.glbimg.com/es/sde/f/2020/11/14/96c3922c9fd3203d80b8ec43ef6a23c0_FORMATO.png",107453,34,356,"zag","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Luiz Filipe dos Reis Silva","luiz-filipe","Luiz Filipe","https://s.glbimg.com/es/sde/f/2020/11/18/a895ebab07255b916c4b4d3a9cb185eb_FORMATO.png",110632,34,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,34,264,"mei","Provável",5.9,5.97,1,1.81,15,"264",2,NA,NA,46,NA,2,NA,20,15,2,5,14,NA,NA,NA,NA,NA,NA
"655","Mateus Oliveira Mendes","mateus","Mateus","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg",110624,34,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,34,293,"mei","Suspenso",2.1,2.98,0.07,1.82,24,"293",5,NA,NA,90,NA,1,NA,57,37,1,6,26,NA,NA,NA,NA,NA,NA
"657","Leandro Miguel Fernández","leandro-fernandez","Leandro Fernández","https://s.glbimg.com/es/sde/f/2020/09/04/82a78869a31f588ee0291f918d0ad936_FORMATO.png",93303,34,285,"ata","Nulo",0,5.78,0,1.25,9,"285",2,NA,NA,31,NA,1,NA,3,7,4,10,7,NA,5,NA,NA,NA,NA
"658","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2020/11/18/ca2aeafe986346def55b188fb4e765b1_FORMATO.png",81898,34,294,"ata","Nulo",-2,2.32,-0.87,-0.2,3,"Coritiba",1,NA,NA,11,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Hugo Gonçalves Ferreira Neto","hugo","Hugo","https://s.glbimg.com/es/sde/f/2020/09/01/92a0fea7045605b2258385813fe03b68_FORMATO.png",109668,34,263,"lat","Nulo",0,2.01,0,4.9,1,"263",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Sivaldo de Jesus Santos Junior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2020/11/18/fc9de62a0fce79ca40875ef8cd6b7d04_FORMATO.png",110626,34,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Guilherme Henrique da Silva","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/09/15/3a237516c85f8d22f8b1a2ae1e636a1a_FORMATO.png",109689,34,266,"lat","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,34,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","João Vitor Lopes da Silva","joao-lopes","João Lopes","https://s.glbimg.com/es/sde/f/2020/02/27/4012f0571b348cc8555fa38f0282b94b_FORMATO.png",105629,34,266,"gol","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Guilherme Santos da Silva","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/11/18/d5f12cbaf0d8e5ee09d052dfbdefeb22_FORMATO.png",104414,34,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Aldemir dos Santos Ferreira","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/5e28328bd5d542110444e7c5562c21fe_FORMATO.png",101290,34,284,"ata","Nulo",0.4,4.77,-0.32,2.81,16,"284",NA,NA,NA,36,NA,NA,NA,12,9,8,11,14,2,1,NA,NA,NA,NA
"666","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,34,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Roberson de Arruda Alves","roberson","Roberson","https://s.glbimg.com/es/sde/f/2020/11/19/a5b8dd2097e33dc8b83c68a99a5ec143_FORMATO.png",68835,34,373,"ata","Nulo",0,4.53,0,2.78,5,"373",NA,NA,NA,6,NA,NA,NA,3,3,NA,NA,4,1,NA,1,NA,NA,NA
"668","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,34,293,"mei","Nulo",0,3.76,0,2.21,11,"293",NA,NA,NA,38,NA,1,NA,4,9,3,5,12,1,2,1,NA,NA,NA
"669","Thiago Fernandes Rodrigues","thiago-fernandes","Thiago Fernandes","https://s.glbimg.com/es/sde/f/2020/11/20/66c1200dc3dc38310c832f78a4b99752_FORMATO.png",104282,34,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Wesley Hudson da Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/11/18/c584984893d30e750f7f99ec6d38df17_FORMATO.png",110631,34,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,34,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,34,264,"ata","Nulo",0,3.74,0,2.18,7,"264",1,NA,NA,16,NA,NA,NA,5,6,2,5,5,1,NA,NA,NA,NA,NA
"673","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,34,280,"tec","Provável",7.93,9.03,0.93,3.78,26,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,34,293,"zag","Provável",6.1,6.39,0.12,3.44,24,"293",1,NA,NA,102,10,NA,NA,39,16,1,4,18,NA,NA,NA,NA,NA,NA
"675","Sammuel Queiroz de Freitas","sammuel","Sammuel","https://s.glbimg.com/es/sde/f/2021/01/09/9acbc1d6ad7d752ede4c10240c12380a_FORMATO.png",109341,34,356,"lat","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,34,284,"lat","Suspenso",-2.7,6.2,-0.39,2.38,12,"284",3,NA,NA,103,3,2,NA,18,10,2,3,4,NA,NA,NA,NA,NA,NA
"677","Brayan Damián Lucumí Lucumí","brayan-lucumi","Brayan Lucumí ","https://s.glbimg.com/es/sde/f/2020/11/20/ba8f516874bee59c78902a6aa76ac76a_FORMATO.png",110635,34,294,"ata","Nulo",0,3.9,0,0.75,2,"Coritiba",NA,NA,NA,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"678","Gabriel Novaes Fernandes","gabriel-novaes","Gabriel Novaes","https://s.glbimg.com/es/sde/f/2020/11/20/60f9cb402b72de8476cb75904456b9be_FORMATO.png",109639,34,265,"ata","Nulo",0.8,3.1,0.02,1.36,10,"265",NA,NA,NA,10,NA,NA,NA,6,8,1,1,6,1,1,NA,NA,NA,NA
"679","Raul Gustavo Pereira Bicalho","raul-gustavo","Raul Gustavo","https://s.glbimg.com/es/sde/f/2020/09/07/6ef42a43a591123de1b0e724686af4fd_FORMATO.png",109389,34,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Samuel Conceição Toscas","samuel-toscas","Samuel Toscas","https://s.glbimg.com/es/sde/f/2020/11/18/1163b4f1970ede4aecf64d87d2bb2d4f_FORMATO.png",110630,34,282,"lat","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,34,264,"mei","Nulo",-0.3,5.32,-0.22,3.37,14,"264",2,NA,NA,29,NA,NA,NA,7,4,10,5,20,3,2,NA,NA,NA,NA
"682","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,34,284,"ata","Suspenso",6.6,10.6,0.08,4.26,20,"284",5,NA,NA,107,NA,2,1,14,22,7,17,18,9,2,NA,NA,NA,1
"683","Talison Ruan da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2020/11/18/4a4704afaded7aeb0ad7245025a2f2ae_FORMATO.png",104415,34,282,"lat","Nulo",0,3.18,0,5.1,1,"282",NA,NA,NA,4,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,34,277,"mei","Nulo",0,2.04,0,0.66,15,"Santos",2,NA,NA,25,NA,NA,NA,12,11,1,2,14,NA,NA,NA,NA,NA,NA
"685","Geilson Cerqueira Almeida","geilson","Geilson","https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png",107882,34,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Derick Fernando da Silva","derick","Derick ","https://s.glbimg.com/es/sde/f/2020/09/08/24438480d9271c4a4a3cf8954098d02b_FORMATO.png",109830,34,277,"zag","Nulo",0,0.77,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Ronald Eugenio de Carvalho","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/09/12/1bacb8a07309ad193ebc313bce31a3eb_FORMATO.png",109860,34,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2020/11/21/5b68f879cc5309f1cde0c8843b3ea453_FORMATO.png",105201,34,292,"ata","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,34,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
