"ID","rodata","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"7566","31","4/11/2021","21:00","Cuiaba","Chapecoense","4-3-3","4-5-1","J. de Amorim Campos","F. Paiva Endres","-","Arena Pantanal","0","0","MT","SC"
"7455","19","5/11/2021","21:31","Flamengo","Atletico-GO","4-4-2","4-2-3-1","Renato Gaúcho","E. de Souza Barroca","Flamengo"," Maracanã","2","0","RJ","GO"
"7576","30","6/11/2021","17:00","Corinthians","Fortaleza","4-2-3-1","3-4-1-2","S. Campos Junior","J. Vojvoda","Corinthians","Neo Química Arena","1","0","SP","CE"
"7577","30","6/11/2021","19:00","Internacional","Gremio","4-2-3-1","4-3-3","D. Aguirre Camblor","V. Carmo Mancini","Internacional","Estádio José Pinheiro Borda","1","0","RS","RS"
"7578","30","6/11/2021","21:00","Fluminense","Sport","4-2-2-2","4-1-4-1","M. de Oliveira","C. de Lucena","Fluminense"," Maracanã","1","0","RJ","PE"
"7579","30","7/11/2021","16:00","Bragantino","Athletico-PR","4-2-3-1","3-4-2-1","M. Nogueira Barbieri","A. Valentim do Carmo Neto","Athletico-PR","Nabizão","0","2","SP","PR"
"7580","30","7/11/2021","16:00","Atletico-MG","America-MG","4-2-3-1","4-3-3","A. Stival","M. dos Santos Gonçalves","Atletico-MG"," Mineirão","1","0","MG","MG"
"7581","30","7/11/2021","13:58","Santos","Palmeiras","5-4-1","4-2-3-1","F. Carille","A. Moreira Ferreira","Palmeiras","Estádio Urbano Caldeira","0","2","SP","SP"
"7582","30","7/11/2021","18:15","Bahia","Sao Paulo","4-1-4-1","3-5-2","A. Ferreira","R. Ceni","Bahia","Itaipava Arena Fonte Nova","1","0","BA","SP"
"7583","30","7/11/2021","20:31","Ceara","Cuiaba","4-2-3-1","4-4-2","T. Retzalff Nunes","J. de Amorim Campos","Ceara","Arena Castelão","1","0","CE","MT"
"7584","30","8/11/2021","11:06","Chapecoense","Flamengo","4-2-3-1","4-4-2","F. Paiva Endres","Renato Gaúcho","-","Arena Condá","2","2","SC","RJ"
"7567","31","9/11/2021","21:33","Gremio","Fluminense","4-2-3-1","4-4-2","V. Carmo Mancini","M. de Oliveira","Gremio","Arena do Grêmio","1","0","RS","RJ"
"7568","31","10/11/2021","18:31","Athletico-PR","Ceara","3-4-3","4-2-3-1","A. Valentim do Carmo Neto","T. Retzalff Nunes","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","CE"
"7569","31","10/11/2021","19:01","Atletico-MG","Corinthians","4-2-3-1","4-1-4-1","A. Stival","S. Campos Junior","Atletico-MG"," Mineirão","3","0","MG","SP"
"7570","31","10/11/2021","18:59","Santos","Bragantino","3-4-1-2","4-2-3-1","F. Carille","M. Nogueira Barbieri","Santos","Estádio Urbano Caldeira","2","0","SP","SP"
"7571","31","10/11/2021","20:29","Palmeiras","Atletico-GO","4-2-3-1","4-1-4-1","A. Moreira Ferreira","E. de Souza Barroca","Palmeiras","Allianz Parque","4","0","SP","GO"
"7572","31","10/11/2021","21:31","Fortaleza","Sao Paulo","3-4-1-2","3-1-4-2","J. Vojvoda","R. Ceni","-","Arena Castelão","1","1","CE","SP"
"7573","31","10/11/2021","21:31","Sport","America-MG","4-1-4-1","4-1-4-1","G. Florentín","M. dos Santos Gonçalves","America-MG","Arena de Pernambuco","2","3","PE","MG"
"7574","31","10/11/2021","21:30","Juventude","Internacional","4-4-2","4-2-3-1","J. Ribeiro Ventura","D. Aguirre Camblor","Juventude"," Alfredo Jaconi","2","1","RS","RS"
"7575","31","11/11/2021","19:01","Flamengo","Bahia","4-2-3-1","4-2-3-1","Renato Gaúcho","A. Ferreira","Flamengo"," Maracanã","3","0","RJ","BA"
"7586","32","13/11/2021","17:10","Atletico-GO","Santos","4-2-3-1","3-4-1-2","M. Ribeiro Cabo","F. Carille","-","Estádio Antônio Accioly","0","0","GO","SP"
"7587","32","13/11/2021","09:50","America-MG","Gremio","4-1-4-1","4-2-3-1","M. dos Santos Gonçalves","V. Carmo Mancini","America-MG","Estádio Raimundo Sampaio","3","1","MG","RS"
"7588","32","13/11/2021","18:58","Bragantino","Fortaleza","4-2-3-1","3-4-1-2","M. Nogueira Barbieri","J. Vojvoda","Bragantino","Nabizão","3","0","SP","CE"
"7589","32","13/11/2021","19:00","Internacional","Athletico-PR","4-2-3-1","3-4-3","D. Aguirre Camblor","A. Valentim do Carmo Neto","Internacional","Estádio José Pinheiro Borda","2","1","RS","PR"
"7590","32","13/11/2021","21:00","Corinthians","Cuiaba","4-5-1","4-2-3-1","S. Campos Junior","J. de Amorim Campos","Corinthians","Neo Química Arena","3","2","SP","MT"
"7591","32","14/11/2021","16:01","Sao Paulo","Flamengo","4-3-1-2","4-4-2","R. Ceni","Renato Gaúcho","Flamengo"," Morumbi","0","4","SP","RJ"
"7592","32","14/11/2021","18:15","Fluminense","Palmeiras","4-2-3-1","4-2-3-1","M. de Oliveira","A. Moreira Ferreira","Fluminense"," Maracanã","2","1","RJ","SP"
"7593","32","14/11/2021","19:01","Ceara","Sport","4-2-3-1","4-1-4-1","T. Retzalff Nunes","G. Florentín","Ceara","Arena Castelão","2","1","CE","PE"
"7594","32","14/11/2021","19:03","Chapecoense","Juventude","4-3-3","4-2-3-1","F. Paiva Endres","J. Ribeiro Ventura","Juventude","Arena Condá","0","2","SC","RS"
"7596","33","16/11/2021","16:00","Athletico-PR","Atletico-MG","3-5-2","4-2-2-2","A. Valentim do Carmo Neto","A. Stival","Atletico-MG","Estádio Joaquim Américo Guimarães","0","1","PR","MG"
"7597","33","16/11/2021","18:00","Gremio","Bragantino","4-2-3-1","4-2-3-1","V. Carmo Mancini","M. Nogueira Barbieri","Gremio","Arena do Grêmio","3","0","RS","SP"
"7598","33","17/11/2021","18:59","America-MG","Atletico-GO","4-1-4-1","4-2-3-1","M. dos Santos Gonçalves","M. Ribeiro Cabo","-","Estádio Raimundo Sampaio","0","0","MG","GO"
"7599","33","17/11/2021","18:59","Santos","Chapecoense","3-4-1-2","4-5-1","F. Carille","F. Paiva Endres","Santos","Estádio Urbano Caldeira","2","0","SP","SC"
"7600","33","17/11/2021","18:59","Cuiaba","Internacional","4-3-3","4-2-3-1","J. de Amorim Campos","D. Aguirre Camblor","Cuiaba","Arena Pantanal","1","0","MT","RS"
"7601","33","17/11/2021","20:00","Fortaleza","Ceara","3-4-1-2","4-2-3-1","J. Vojvoda","T. Retzalff Nunes","Ceara","Arena Castelão","0","4","CE","CE"
"7602","33","17/11/2021","20:29","Palmeiras","Sao Paulo","4-1-4-1","4-4-2","A. Moreira Ferreira","R. Ceni","Sao Paulo","Allianz Parque","0","2","SP","SP"
"7603","33","17/11/2021","20:31","Juventude","Fluminense","4-4-2","4-3-3","J. Ribeiro Ventura","M. de Oliveira","Juventude"," Alfredo Jaconi","1","0","RS","RJ"
"7604","33","17/11/2021","21:30","Flamengo","Corinthians","4-3-3","4-3-3","Renato Gaúcho","S. Campos Junior","Flamengo"," Maracanã","1","0","RJ","SP"
"7605","33","18/11/2021","20:59","Sport","Bahia","4-3-3","4-2-3-1","G. Florentín","A. Ferreira","Sport","Arena de Pernambuco","1","0","PE","BA"
"7547","34","20/11/2021","19:00","Atletico-MG","Juventude","4-2-3-1","5-4-1","A. Stival","J. Ribeiro Ventura","Atletico-MG"," Mineirão","2","0","MG","RS"
"7548","34","20/11/2021","19:02","Fortaleza","Palmeiras","3-4-1-2","4-1-4-1","J. Vojvoda","A. Moreira Ferreira","Fortaleza","Arena Castelão","1","0","CE","SP"
"7549","34","20/11/2021","19:00","Chapecoense","Gremio","4-5-1","4-2-3-1","F. Paiva Endres","V. Carmo Mancini","Gremio","Arena Condá","1","3","SC","RS"
"7550","34","20/11/2021","21:00","Atletico-GO","Ceara","4-2-3-1","4-2-3-1","M. Ribeiro Cabo","T. Retzalff Nunes","-","Estádio Antônio Accioly","1","1","GO","CE"
"7551","34","20/11/2021","21:30","Internacional","Flamengo","4-2-3-1","4-2-3-1","D. Aguirre Camblor","Renato Gaúcho","Flamengo","Estádio José Pinheiro Borda","1","2","RS","RJ"
"7552","34","21/11/2021","16:01","Corinthians","Santos","4-3-3","3-4-2-1","S. Campos Junior","F. Carille","Corinthians","Neo Química Arena","2","0","SP","SP"
"7553","34","21/11/2021","17:01","Fluminense","America-MG","4-3-3","4-1-4-1","M. de Oliveira","M. dos Santos Gonçalves","Fluminense"," Maracanã","2","0","RJ","MG"
"7554","34","21/11/2021","19:00","Bahia","Cuiaba","4-2-3-1","4-4-2","A. Ferreira","J. de Amorim Campos","-","Itaipava Arena Fonte Nova","0","0","BA","MT"
"7285","2","23/11/2021","21:01","Gremio","Flamengo","4-2-3-1","4-2-3-1","V. Carmo Mancini","Renato Gaúcho","-","Arena do Grêmio","2","2","RS","RJ"
"7585","30","23/11/2021","19:01","Atletico-GO","Juventude","4-2-3-1","4-4-2","M. Ribeiro Cabo","J. Ribeiro Ventura","-","Estádio Antônio Accioly","1","1","GO","RS"
"7606","35","23/11/2021","21:29","Palmeiras","Atletico-MG","3-4-3","4-2-2-2","J. M. Barreto Martins","A. Stival","-","Allianz Parque","2","2","SP","MG"
"7555","34","24/11/2021","21:31","Sao Paulo","Athletico-PR","4-4-2","3-4-3","R. Ceni","A. Valentim do Carmo Neto","-"," Morumbi","0","0","SP","PR"
"7607","35","24/11/2021","21:30","Fluminense","Internacional","4-3-3","4-2-3-1","M. de Oliveira","D. Aguirre Camblor","Fluminense"," Maracanã","1","0","RJ","RS"
"7608","35","25/11/2021","19:00","Santos","Fortaleza","3-4-3","3-4-1-2","F. Carille","J. Vojvoda","Santos","Estádio Urbano Caldeira","2","0","SP","CE"
"7609","35","25/11/2021","20:03","Ceara","Corinthians","4-2-3-1","4-2-3-1","T. Retzalff Nunes","S. Campos Junior","Ceara","Arena Castelão","2","1","CE","SP"
"7616","36","26/11/2021","19:00","Bahia","Gremio","4-2-3-1","4-2-3-1","A. Ferreira","V. Carmo Mancini","Bahia","Itaipava Arena Fonte Nova","3","1","BA","RS"
"7617","36","27/11/2021","19:29","Bragantino","America-MG","4-2-3-1","4-1-4-1","M. Nogueira Barbieri","M. dos Santos Gonçalves","-","Nabizão","1","1","SP","MG"
"7618","36","27/11/2021","21:30","Sao Paulo","Sport","4-4-2","4-3-3","R. Ceni","G. Florentín","Sao Paulo"," Morumbi","2","0","SP","PE"
"7619","36","28/11/2021","16:01","Corinthians","Athletico-PR","4-3-3","3-4-3","S. Campos Junior","A. Valentim do Carmo Neto","Corinthians","Neo Química Arena","1","0","SP","PR"
"7620","36","28/11/2021","16:01","Atletico-MG","Fluminense","4-2-2-2","4-3-3","A. Stival","M. de Oliveira","Atletico-MG"," Mineirão","2","1","MG","RJ"
"7621","36","28/11/2021","19:00","Internacional","Santos","4-2-3-1","3-4-3","D. Aguirre Camblor","F. Carille","-","Estádio José Pinheiro Borda","1","1","RS","SP"
"7610","35","29/11/2021","19:00","Atletico-GO","Bahia","4-2-3-1","4-2-3-1","M. Ribeiro Cabo","A. Ferreira","Atletico-GO","Estádio Antônio Accioly","2","1","GO","BA"
"7611","35","30/11/2021","19:03","Juventude","Bragantino","4-4-2","4-2-3-1","J. Ribeiro Ventura","M. Nogueira Barbieri","Juventude"," Alfredo Jaconi","1","0","RS","SP"
"7612","35","30/11/2021","21:01","America-MG","Chapecoense","4-2-3-1","4-3-3","M. dos Santos Gonçalves","F. Paiva Endres","America-MG","Estádio Raimundo Sampaio","3","0","MG","SC"
"7622","36","30/11/2021","20:00","Flamengo","Ceara","4-2-3-1","4-2-3-1","M. Souza","T. Retzalff Nunes","Flamengo"," Maracanã","2","1","RJ","CE"
"7623","36","30/11/2021","22:00","Cuiaba","Palmeiras","4-4-2","3-4-3","J. de Amorim Campos","J. M. Barreto Martins","Palmeiras","Arena Pantanal","1","3","MT","SP"
"7595","32","2/12/2021","18:00","Bahia","Atletico-MG","4-2-3-1","4-2-3-1","A. Ferreira","A. Stival","Atletico-MG","Itaipava Arena Fonte Nova","2","3","BA","MG"
"7613","35","2/12/2021","20:00","Gremio","Sao Paulo","4-2-3-1","4-5-1","V. Carmo Mancini","R. Ceni","Gremio","Arena do Grêmio","3","0","RS","SP"
"7614","35","3/12/2021","19:01","Athletico-PR","Cuiaba","3-4-2-1","4-1-4-1","A. Valentim do Carmo Neto","J. de Amorim Campos","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","MT"
"7615","35","3/12/2021","20:00","Sport","Flamengo","4-2-3-1","4-2-2-2","G. Florentín","M. Souza","-","Arena de Pernambuco","1","1","PE","RJ"
"7624","36","3/12/2021","20:00","Chapecoense","Atletico-GO","4-3-3","4-2-3-1","F. Paiva Endres","M. Ribeiro Cabo","Atletico-GO","Arena Condá","0","1","SC","GO"
"7625","36","3/12/2021","21:03","Fortaleza","Juventude","3-5-2","3-4-3","J. Vojvoda","E. Rodrigues de Ávila","Fortaleza","Arena Castelão","1","0","CE","RS"
"7626","37","5/12/2021","16:00","Bahia","Fluminense","4-2-3-1","4-3-3","A. Ferreira","M. de Oliveira","Bahia","Itaipava Arena Fonte Nova","2","0","BA","RJ"
"7627","37","5/12/2021","16:01","Corinthians","Gremio","4-1-4-1","4-2-3-1","S. Campos Junior","V. Carmo Mancini","-","Neo Química Arena","1","1","SP","RS"
"7628","37","5/12/2021","16:00","Atletico-MG","Bragantino","4-2-3-1","4-2-3-1","A. Stival","M. Nogueira Barbieri","Atletico-MG"," Mineirão","4","3","MG","SP"
"7629","37","5/12/2021","19:02","Ceara","America-MG","4-2-3-1","4-2-3-1","T. Retzalff Nunes","M. dos Santos Gonçalves","-","Arena Castelão","0","0","CE","MG"
"7630","37","6/12/2021","19:02","Sao Paulo","Juventude","4-3-3","4-4-2","R. Ceni","J. Ribeiro Ventura","Sao Paulo"," Morumbi","3","1","SP","RS"
"7631","37","6/12/2021","19:01","Athletico-PR","Palmeiras","3-4-2-1","3-4-3","A. Valentim do Carmo Neto","P. V. Rodrigues Gomes","-","Estádio Joaquim Américo Guimarães","0","0","PR","SP"
"7632","37","6/12/2021","19:59","Cuiaba","Fortaleza","4-4-1-1","3-4-1-2","J. de Amorim Campos","J. Vojvoda","Cuiaba","Arena Pantanal","1","0","MT","CE"
"7633","37","6/12/2021","19:59","Internacional","Atletico-GO","4-2-3-1","4-5-1","D. Aguirre Camblor","M. Ribeiro Cabo","Atletico-GO","Estádio José Pinheiro Borda","1","2","RS","GO"
"7634","37","6/12/2021","20:00","Flamengo","Santos","4-4-2","3-4-2-1","M. Souza","F. Carille","Santos"," Maracanã","0","1","RJ","SP"
"7635","37","6/12/2021","21:00","Chapecoense","Sport","4-4-2","4-2-3-1","F. Paiva Endres","G. Florentín","Sport","Arena Condá","0","1","SC","PE"
"7636","38","9/12/2021","21:33","Fortaleza","Bahia","3-4-1-2","4-2-3-1","J. Vojvoda","A. Ferreira","Fortaleza","Arena Castelão","2","1","CE","BA"
"7637","38","9/12/2021","21:33","Atletico-GO","Flamengo","4-3-3","3-4-2-1","M. Ribeiro Cabo","M. Souza","Atletico-GO","Estádio Antônio Accioly","2","0","GO","RJ"
"7638","38","9/12/2021","21:33","Palmeiras","Ceara","3-4-1-2","4-2-3-1","P. V. Rodrigues Gomes","T. Retzalff Nunes","Palmeiras","Arena Barueri","1","0","SP","CE"
"7639","38","9/12/2021","21:33","Fluminense","Chapecoense","4-2-3-1","5-3-2","M. de Oliveira","F. Paiva Endres","Fluminense"," Maracanã","3","0","RJ","SC"
"7640","38","9/12/2021","21:33","America-MG","Sao Paulo","4-2-3-1","3-4-1-2","M. dos Santos Gonçalves","R. Ceni","America-MG","Estádio Raimundo Sampaio","2","0","MG","SP"
"7641","38","9/12/2021","21:33","Bragantino","Internacional","4-2-3-1","3-4-2-1","M. Nogueira Barbieri","D. Aguirre Camblor","Bragantino","Nabizão","1","0","SP","RS"
"7642","38","9/12/2021","21:30","Sport","Athletico-PR","4-2-3-1","3-4-2-1","G. Florentín","J. Freitas","-","Arena de Pernambuco","1","1","PE","PR"
"7643","38","9/12/2021","21:33","Juventude","Corinthians","3-4-3","4-3-3","J. Ribeiro Ventura","S. Campos Junior","Juventude"," Alfredo Jaconi","1","0","RS","SP"
"7644","38","9/12/2021","21:33","Gremio","Atletico-MG","4-2-3-1","4-2-3-1","V. Carmo Mancini","A. Stival","Gremio","Arena do Grêmio","4","3","RS","MG"
"7645","38","9/12/2021","21:33","Santos","Cuiaba","3-4-2-1","4-4-2","F. Carille","J. de Amorim Campos","-","Estádio Urbano Caldeira","1","1","SP","MT"
"7646","1","9/4/2022","16:30","Fluminense","Santos","3-4-2-1","4-4-2","A. da Silva Braga","F. Bustos","-"," Maracanã","0","0","RJ","SP"
"7647","1","9/4/2022","19:00","Atletico-GO","Flamengo","4-2-3-1","3-2-4-1","U. Louzer Filho","P. Carvalho de Sousa","-","Estádio Antônio Accioly","1","1","GO","RJ"
"7648","1","9/4/2022","21:00","Palmeiras","Ceara","4-3-3","4-3-3","A. Moreira Ferreira","D. Silvestre Júnior","Ceara","Allianz Parque","2","3","SP","CE"
"7649","1","10/4/2022","11:01","Coritiba","Goias","4-2-3-1","4-4-2","G. Morínigo","G. Ramos da Silva","Coritiba"," Couto Pereira","3","0","PR","GO"
"7650","1","10/4/2022","16:00","Botafogo-RJ","Corinthians","4-3-3","4-3-3","R. Oliveira","V. de Oliveira Lopes Pereira","Corinthians","Estádio Nilton Santos","1","3","RJ","SP"
"7651","1","10/4/2022","16:00","Atletico-MG","Internacional","4-2-3-1","4-2-3-1","A. Mohamed Matijevich","A. Medina","Atletico-MG"," Mineirão","2","0","MG","RS"
"7652","1","10/4/2022","18:00","Fortaleza","Cuiaba","3-5-2","4-4-2","J. Vojvoda","L. de Oliveira Preto","Cuiaba","Arena Castelão","0","1","CE","MT"
"7653","1","10/4/2022","19:00","Avai","America-MG","4-3-3","4-1-4-1","E. de Souza Barroca","M. dos Santos Gonçalves","Avai","  Ressacada","1","0","SC","MG"
"7654","1","10/4/2022","19:00","Sao Paulo","Athletico-PR","4-1-3-2","4-2-3-1","R. Ceni","A. Valentim do Carmo Neto","Sao Paulo"," Morumbi","4","0","SP","PR"
"7655","1","11/4/2022","20:01","Juventude","Bragantino","4-2-3-1","4-2-3-1","E. Baptista","M. Nogueira Barbieri","-"," Alfredo Jaconi","2","2","RS","SP"
"7656","2","16/4/2022","16:30","Goias","Palmeiras","4-3-3","4-2-3-1","J. Ribeiro Ventura","A. Moreira Ferreira","-","Estádio da Serrinha","1","1","GO","SP"
"7657","2","16/4/2022","19:01","America-MG","Juventude","4-1-4-1","4-2-3-1","V. Carmo Mancini","E. Baptista","America-MG","Estádio Raimundo Sampaio","4","1","MG","RS"
"7658","2","16/4/2022","19:00","Corinthians","Avai","4-2-3-1","4-3-3","V. de Oliveira Lopes Pereira","E. de Souza Barroca","Corinthians","Neo Química Arena","3","0","SP","SC"
"7659","2","16/4/2022","20:59","Cuiaba","Fluminense","4-4-2","4-3-3","L. de Oliveira Preto","A. da Silva Braga","Fluminense","Arena Pantanal","0","1","MT","RJ"
"7660","2","17/4/2022","11:00","Santos","Coritiba","4-4-2","4-2-3-1","F. Bustos","G. Morínigo","Santos","Estádio Urbano Caldeira","2","1","SP","PR"
"7661","2","17/4/2022","16:00","Flamengo","Sao Paulo","3-4-2-1","4-1-4-1","P. Carvalho de Sousa","R. Ceni","Flamengo"," Maracanã","3","1","RJ","SP"
"7662","2","17/4/2022","17:59","Athletico-PR","Atletico-MG","4-2-3-1","4-4-2","F. Carille","A. Mohamed Matijevich","Atletico-MG","Estádio Joaquim Américo Guimarães","0","1","PR","MG"
"7663","2","17/4/2022","17:59","Internacional","Fortaleza","4-3-3","3-5-2","C. de Almeida","J. Vojvoda","Internacional","Estádio José Pinheiro Borda","2","1","RS","CE"
"7664","2","17/4/2022","18:00","Bragantino","Atletico-GO","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","U. Louzer Filho","Bragantino","Nabizão","4","0","SP","GO"
"7665","2","17/4/2022","19:01","Ceara","Botafogo-RJ","4-3-3","4-2-3-1","D. Silvestre Júnior","L. Castro","Botafogo-RJ","Arena Castelão","1","3","CE","RJ"
"7666","4","20/4/2022","19:30","Flamengo","Palmeiras","4-2-3-1","4-2-3-1","P. Carvalho de Sousa","A. Moreira Ferreira","-"," Maracanã","0","0","RJ","SP"
"7676","3","23/4/2022","16:30","Bragantino","Sao Paulo","4-4-2","4-3-3","M. Nogueira Barbieri","R. Ceni","-","Nabizão","1","1","SP","SP"
"7677","3","23/4/2022","16:30","Athletico-PR","Flamengo","4-2-3-1","3-4-2-1","F. Carille","P. Carvalho de Sousa","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","RJ"
"7678","3","23/4/2022","19:00","Palmeiras","Corinthians","4-2-3-1","4-3-3","A. Moreira Ferreira","V. de Oliveira Lopes Pereira","Palmeiras","Arena Barueri","3","0","SP","SP"
"7679","3","23/4/2022","19:00","Fluminense","Internacional","3-4-1-2","4-3-3","A. da Silva Braga","L. Venker de Menezes","Internacional"," Maracanã","0","1","RJ","RS"
"7680","3","23/4/2022","20:59","Atletico-MG","Coritiba","4-2-3-1","4-2-3-1","A. Mohamed Matijevich","G. Morínigo","-","Estádio Raimundo Sampaio","2","2","MG","PR"
"7681","3","24/4/2022","15:59","Santos","America-MG","4-4-2","4-1-4-1","F. Bustos","V. Carmo Mancini","Santos","Estádio Urbano Caldeira","3","0","SP","MG"
"7682","3","24/4/2022","17:59","Juventude","Cuiaba","4-2-3-1","4-4-2","E. Baptista","L. de Oliveira Preto","Cuiaba"," Alfredo Jaconi","0","1","RS","MT"
"7683","3","24/4/2022","18:30","Atletico-GO","Botafogo-RJ","4-2-3-1","4-2-3-1","U. Louzer Filho","L. Castro","-","Estádio Antônio Accioly","1","1","GO","RJ"
"7684","3","25/4/2022","20:00","Avai","Goias","4-3-3","4-3-3","E. de Souza Barroca","J. Ribeiro Ventura","Avai","  Ressacada","3","2","SC","GO"
"7667","4","30/4/2022","16:31","Ceara","Bragantino","4-3-3","4-2-3-1","D. Silvestre Júnior","M. Nogueira Barbieri","Bragantino","Arena Castelão","0","1","CE","SP"
"7668","4","30/4/2022","16:30","America-MG","Athletico-PR","4-1-4-1","5-3-2","V. Carmo Mancini","F. Carille","America-MG","Estádio Raimundo Sampaio","1","0","MG","PR"
"7669","4","30/4/2022","18:30","Goias","Atletico-MG","5-4-1","4-3-3","J. Ribeiro Ventura","A. Mohamed Matijevich","-","Estádio da Serrinha","2","2","GO","MG"
"7670","4","30/4/2022","19:00","Cuiaba","Atletico-GO","4-2-3-1","4-2-3-1","L. de Oliveira Preto","U. Louzer Filho","-","Arena Pantanal","1","1","MT","GO"
"7671","4","1/5/2022","11:01","Botafogo-RJ","Juventude","4-2-3-1","4-2-3-1","L. Castro","E. Baptista","-","Estádio Nilton Santos","1","1","RJ","RS"
"7672","4","1/5/2022","16:00","Corinthians","Fortaleza","4-3-3","3-4-1-2","V. de Oliveira Lopes Pereira","J. Vojvoda","Corinthians","Neo Química Arena","1","0","SP","CE"
"7673","4","1/5/2022","16:00","Coritiba","Fluminense","4-2-3-1","4-1-2-1-2","G. Morínigo","A. da Silva Braga","Coritiba"," Couto Pereira","3","2","PR","RJ"
"7674","4","1/5/2022","19:00","Internacional","Avai","4-3-3","4-3-3","L. Venker de Menezes","E. de Souza Barroca","-","Estádio José Pinheiro Borda","0","0","RS","SC"
"7675","4","2/5/2022","20:00","Sao Paulo","Santos","4-4-2","4-4-2","C. A. P. F. Hembert","F. Bustos","Sao Paulo"," Morumbi","2","1","SP","SP"
"7686","5","7/5/2022","16:30","Atletico-MG","America-MG","4-4-2","4-1-4-1","A. Mohamed Matijevich","V. Carmo Mancini","America-MG","Estádio Raimundo Sampaio","1","2","MG","MG"
"7687","5","7/5/2022","20:30","Athletico-PR","Ceara","4-2-3-1","4-2-3-1","W. O. de Carvalho","D. Silvestre Júnior","Athletico-PR","Estádio Joaquim Américo Guimarães","1","0","PR","CE"
"7688","5","8/5/2022","11:01","Flamengo","Botafogo-RJ","4-2-3-1","4-2-3-1","P. Carvalho de Sousa","L. Castro","Botafogo-RJ","Estádio Nacional de Brasília","0","1","RJ","RJ"
"7689","5","8/5/2022","16:00","Palmeiras","Fluminense","4-2-3-1","4-2-3-1","A. Moreira Ferreira","F. Diniz Silva","-","Allianz Parque","1","1","SP","RJ"
"7690","5","8/5/2022","16:00","Atletico-GO","Goias","4-2-3-1","5-4-1","U. Louzer Filho","J. Ribeiro Ventura","Goias","Estádio Antônio Accioly","0","1","GO","GO"
"7691","5","8/5/2022","18:00","Bragantino","Corinthians","4-2-3-1","4-2-3-1","C. Maldonado","V. de Oliveira Lopes Pereira","Corinthians","Nabizão","0","1","SP","SP"
"7692","5","8/5/2022","18:00","Santos","Cuiaba","4-2-3-1","4-2-3-1","F. Bustos","L. de Oliveira Preto","Santos","Estádio Urbano Caldeira","4","1","SP","MT"
"7693","5","8/5/2022","19:00","Juventude","Internacional","4-3-3","4-3-3","E. Baptista","L. Venker de Menezes","-"," Alfredo Jaconi","1","1","RS","RS"
"7694","5","8/5/2022","18:59","Fortaleza","Sao Paulo","3-4-1-2","4-1-4-1","J. Vojvoda","R. Ceni","-","Arena Castelão","1","1","CE","SP"
"7695","5","9/5/2022","20:01","Avai","Coritiba","4-3-3","4-2-3-1","E. de Souza Barroca","G. Morínigo","Avai","  Ressacada","2","1","SC","PR"
"7696","7","11/5/2022","20:30","Bragantino","Atletico-MG","4-2-3-1","4-2-3-1","M. Nogueira Barbieri","A. Mohamed Matijevich","-","Nabizão","1","1","SP","MG"
"7706","6","14/5/2022","16:30","Palmeiras","Bragantino","4-2-3-1","4-2-3-1","A. Moreira Ferreira","M. Nogueira Barbieri","Palmeiras","Allianz Parque","2","0","SP","SP"
"7707","6","14/5/2022","16:30","Ceara","Flamengo","4-2-3-1","4-2-3-1","D. Silvestre Júnior","P. Carvalho de Sousa","-","Arena Castelão","2","2","CE","RJ"
"7708","6","14/5/2022","19:01","Internacional","Corinthians","4-4-1-1","4-3-1-2","L. Venker de Menezes","V. de Oliveira Lopes Pereira","-","Estádio José Pinheiro Borda","2","2","RS","SP"
"7709","6","14/5/2022","18:59","Atletico-MG","Atletico-GO","4-2-3-1","4-2-3-1","A. Mohamed Matijevich","U. Louzer Filho","Atletico-MG","Estádio Raimundo Sampaio","2","0","MG","GO"
"7710","6","14/5/2022","21:01","Fluminense","Athletico-PR","4-1-2-1-2","4-3-3","F. Diniz Silva","L. Scolari","Fluminense","Estádio Municipal General Raulino de Oliveira","2","1","RJ","PR"
"7711","6","15/5/2022","16:00","Sao Paulo","Cuiaba","4-1-2-1-2","4-2-3-1","R. Ceni","L. Iubel","Sao Paulo"," Morumbi","2","1","SP","MT"
"7712","6","15/5/2022","17:30","Coritiba","America-MG","4-2-3-1","3-1-4-2","G. Morínigo","V. Carmo Mancini","Coritiba"," Couto Pereira","1","0","PR","MG"
"7713","6","15/5/2022","18:00","Botafogo-RJ","Fortaleza","4-2-3-1","3-4-1-2","L. Castro","J. Vojvoda","Botafogo-RJ","Estádio Nilton Santos","3","1","RJ","CE"
"7714","6","15/5/2022","18:00","Avai","Juventude","4-3-3","4-4-2","E. de Souza Barroca","E. Baptista","Juventude","  Ressacada","1","2","SC","RS"
"7715","6","15/5/2022","18:59","Goias","Santos","5-4-1","4-2-3-1","J. Ribeiro Ventura","F. Bustos","Goias","Estádio da Serrinha","1","0","GO","SP"
