"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","I","PE","RB","A","CA","G","SG","CV","DD","DP","GS","PP","GC","FT"
"621","Émerson Cris Hartkopp","emerson-cris","Emerson Cris","https://s.glbimg.com/es/sde/f/2017/09/19/5a8b5f6e674e12816893895424d8fbef_FORMATO.png",95830,15,315,"tec","Provável",4.33,10.01,0.4,4.41,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,15,282,"gol","Provável",-2.3,1.72,-0.58,1.85,"Atlético-MG",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,4,NA,5,NA,NA,NA
"623","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,15,285,"gol","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,15,285,"zag","Provável",4.5,5.2,0.68,3.81,"Internacional",9,1,NA,3,1,19,11,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA
"625","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,15,284,"lat","Nulo",0,5.41,0,2.7,"Grêmio",9,4,3,1,NA,18,7,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA
"626","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,15,282,"mei","Nulo",1.1,5.29,-0.93,3.37,"Atlético-MG",1,3,3,1,NA,8,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"627","Marcos Antonio Candido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2019/04/17/da657b0e54ff1131824ec12cb5ae13c2_FORMATO.png",93893,15,267,"mei","Provável",0,4.88,0,2.81,"Vasco",16,2,4,14,NA,27,14,NA,3,1,NA,NA,NA,NA,NA,NA,NA,1
"628","Ruan Vinícius Silva de Jesus","ruan","Ruan",NA,95860,15,315,"zag","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Hugo da Conceição Borges Alves","hugo-borges","Hugo Borges","https://s.glbimg.com/es/sde/f/2018/09/27/c26012bba743c6c3a958bb3650c5a7ed_FORMATO.png",95875,15,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,15,277,"mei","Provável",2.2,7.5,0.17,4.01,"Santos",9,10,9,15,7,30,13,2,5,3,NA,NA,NA,NA,NA,NA,NA,1
"631","Matheus Fernandes Siqueira","matheus-fernandes","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2019/01/14/6c44cb9987aece7b067a5e308a05a551_FORMATO.jpeg",94067,15,275,"mei","Nulo",2.1,4.27,0.02,2.05,"Palmeiras",1,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,15,284,"mei","Provável",0.7,3.64,-0.53,1.35,"Grêmio",12,3,3,9,3,14,16,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,15,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2019/03/28/c72bd8dd63cb920ddd6ebd16f7324c0e_FORMATO.png",94156,15,277,"mei","Provável",-0.3,3.15,-0.83,1.57,"Santos",31,4,9,13,NA,37,16,NA,4,1,NA,NA,NA,NA,NA,NA,NA,2
"635","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,15,285,"lat","Provável",6.9,7.91,1.03,4.18,"Internacional",9,NA,NA,3,NA,17,24,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA
"636","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2019/03/28/a3452277d99839a5fd7add732b5aa132_FORMATO.png",94297,15,354,"mei","Nulo",0,2.16,0,0.07,"Ceará",5,1,1,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Caíque Silva Sá","caique-sa","Caíque Sá","https://s.glbimg.com/es/sde/f/2019/03/26/6150eb32c87f7d53142963b02f21a967_FORMATO.png",87437,15,315,"lat","Nulo",0,3.03,0,-0.25,"Chapecoense",4,NA,NA,1,NA,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2019/06/05/2daf01a9e1c0abfaadf9c988b8805f10_FORMATO.png",94138,15,284,"ata","Contundido",0,2.41,0,0.67,"Grêmio",9,NA,4,3,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"639","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png",87393,15,263,"zag","Provável",-0.9,7.98,-0.66,3.06,"Botafogo",7,1,NA,9,1,21,19,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA
"640","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2019/08/16/26ad03bb240f5418adc75a10567c1e3b_FORMATO.png",87679,15,285,"ata","Provável",-2.3,4.35,-1.03,1.58,"Internacional",5,3,6,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/06/29/43b11555e62d7cd38934e44d0fccb5c9_FORMATO.png",87225,15,293,"zag","Provável",7.2,9.78,0.8,5.56,"Athlético-PR",2,2,2,9,NA,10,10,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"642","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,15,284,"zag","Nulo",0,12.38,0,3.08,"Grêmio",12,NA,NA,8,NA,4,7,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA
"643","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2019/04/25/b0af7a3c86be9b197bc4fe18084d69ca_FORMATO.png",87747,15,290,"mei","Provável",2.6,4.19,0.38,2.41,"Goiás",14,NA,2,8,1,13,17,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"644","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2019/02/04/9b1da38d8e388aadbecc486fc796afa1_FORMATO.jpeg",94068,15,267,"ata","Nulo",0,2.64,0,0.8,"Vasco",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png",87552,15,276,"mei","Nulo",0.5,5.32,0.02,2.57,"São Paulo",3,1,2,7,NA,9,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"646","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/01/14/ecfff46ca7c7e833694357f560f6c1c6_FORMATO.jpeg",87999,15,275,"mei","Nulo",0,3.78,0,1.73,"Palmeiras",5,5,4,4,NA,18,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"647","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,15,262,"mei","Provável",11.1,17.18,-1.01,12.11,"Flamengo",8,5,5,20,NA,29,9,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA
"648","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2019/06/05/9f3a5b8b8f548ddf62d596532896c337_FORMATO.png",94857,15,341,"mei","Provável",7.9,4.98,1.25,3.55,"CSA",9,5,6,23,1,23,6,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"649","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,15,266,"ata","Contundido",0,11.75,0,5.88,"Fluminense",6,6,8,7,3,9,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1
"650","Alessandro Vinícius Gonçalves da Silva","alessandro-vinicius","Alessandro Vinícius","https://s.glbimg.com/es/sde/f/2019/03/30/ffa3db77225e133627999054dd742e50_FORMATO.png",94495,15,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2019/02/04/f937d7652133bbfcf5c27e7aa470da43_FORMATO.jpeg",96055,15,267,"mei","Nulo",0,4.4,0,2.03,"Vasco",8,1,7,5,NA,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Lucas Fernandes da Silva","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/08/23/9551a9d9ca9245ef1e854e865d0e50bd_FORMATO.png",94931,15,276,"mei","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,15,284,"lat","Provável",0,6.68,0,3.49,"Grêmio",23,1,1,22,3,27,20,1,6,NA,4,NA,NA,NA,NA,NA,NA,NA
"654","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,15,315,"gol","Provável",5,14.07,1.51,3.39,"Chapecoense",NA,NA,NA,3,NA,12,NA,NA,NA,NA,3,NA,26,2,27,NA,NA,NA
"655","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/03/29/bb54c58fde4944da79ee5a0a033c3477_FORMATO.png",94975,15,265,"mei","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2019/03/26/d280c476822d11a21bba9408da199dba_FORMATO.png",97994,15,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2019/08/16/8e3c5ccebdf6654eccebf07bede22004_FORMATO.png",96340,15,354,"mei","Provável",2.7,3.82,-0.27,3.2,"Ceará",5,1,NA,5,NA,7,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,15,356,"ata","Provável",2.2,10.42,0.29,4.02,"Fortaleza",26,8,10,18,6,11,6,1,2,3,NA,NA,NA,NA,NA,NA,NA,1
"659","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2019/03/25/6756f079e2e35d2a22e59a73782daa41_FORMATO.png",73896,15,282,"ata","Nulo",1.2,11.66,0.57,2.54,"Atlético-MG",19,6,10,21,NA,19,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"660","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png",94980,15,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2019/04/01/e45da566464dfc86f2e866c3d5f0a9ff_FORMATO.png",73962,15,276,"lat","Nulo",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Erick Luis Conrado de Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png",98022,15,293,"mei","Nulo",0,1.02,0,0.62,"Athlético-PR",8,3,1,1,NA,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2019/04/26/69ee9fb82966a6aed84c07e074991f1a_FORMATO.png",98333,15,262,"gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Jaderson Flores dos Reis","jaderson","Jaderson","https://s.glbimg.com/es/sde/f/2019/03/30/832c92b15aa34fdde7be9738ca86c863_FORMATO.png",98224,15,293,"mei","Nulo",0,0.76,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2019/03/30/f24c484018a5a11e2b67e34f6aa5f99f_FORMATO.png",98057,15,293,"tec","Provável",5.19,10.37,0.58,3.89,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2019/04/26/f7f5e18054dd2e487e3f2851ce8e28b7_FORMATO.png",78445,15,262,"lat","Nulo",0,6.84,0,3.2,"Flamengo",4,1,1,4,NA,24,14,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"667","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,15,356,"zag","Provável",-0.8,2.68,-0.88,1.18,"Fortaleza",5,1,1,6,NA,21,9,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"668","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2019/03/30/eb38985677869fa7ca820f8ae7cfcfa1_FORMATO.png",98352,15,293,"mei","Provável",5,13.27,-0.88,5.21,"Athlético-PR",18,6,7,34,NA,29,12,1,1,2,NA,NA,NA,NA,NA,NA,NA,1
"669","Gabriel Farias de Lima","gabriel-lima","Gabriel Lima","https://s.glbimg.com/es/sde/f/2019/02/18/a93bba8cbc0b3d63a2713d51b3e80af1_FORMATO.png",98400,15,314,"ata","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2019/03/28/2438d7ca6b16c454a1fc9ccb45ec389d_FORMATO.png",73974,15,277,"mei","Nulo",2.2,4.54,0.3,1.69,"Santos",12,NA,1,8,NA,10,16,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2019/04/26/cfed24bcffd157785687c5223fdb1106_FORMATO.png",73992,15,262,"lat","Nulo",-2.4,2.24,-0.51,0.34,"Flamengo",8,NA,1,2,2,8,6,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"672","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,15,265,"tec","Provável",2.67,11.17,0.01,4.29,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Matheus Barbosa Teixeira","matheus-barbosa","Matheus Barbosa","https://s.glbimg.com/es/sde/f/2019/03/25/1566120db01ce074100b649a154a6290_FORMATO.png",74069,15,314,"mei","Nulo",0,3.8,0,1.67,"Avaí",8,1,2,3,1,16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/03/22/27fa5cdf4f485fac2794eb67548421f6_FORMATO.png",74061,15,263,"gol","Provável",11,9.63,0.6,4.41,"Botafogo",NA,NA,NA,2,NA,9,NA,NA,3,NA,5,NA,22,NA,13,NA,NA,NA
"675","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2019/03/28/baad423e3d4f7d7ca9067444675bd599_FORMATO.png",78475,15,354,"ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,15,283,"ata","Nulo",0,7.47,0,2.81,"Cruzeiro",6,6,2,8,2,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1
"677","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2019/02/04/4412c9f53c873f0f2ce2b2038d648bbf_FORMATO.jpeg",74074,15,267,"lat","Nulo",0,4.01,0,2.15,"Vasco",2,NA,2,NA,NA,6,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2019/06/04/82859093e0dc5964ab48dbe20839b60d_FORMATO.png",79702,15,275,"zag","Nulo",0.4,6.13,-0.12,2.16,"Palmeiras",7,NA,NA,2,NA,8,6,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA
"679","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2019/04/26/24196e5c70d2a4de33babf207cf06539_FORMATO.png",78478,15,262,"mei","Provável",4,13.96,-2.33,5.14,"Flamengo",20,3,7,7,NA,28,31,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"680","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2019/01/14/ea7db8fa2a3e153ecdfb733b6c70c6c7_FORMATO.jpeg",79887,15,275,"lat","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2019/03/29/67d058ae9f531a675de3f44a9bb2735b_FORMATO.png",74140,15,265,"mei","Provável",0.5,5.48,-0.94,2.58,"Bahia",3,2,2,16,1,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2019/07/01/1eecca318970c97227763ef6d9c7a67b_FORMATO.png",75295,15,285,"ata","Nulo",0,12.42,0,5.28,"Internacional",9,5,6,12,6,11,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1
"683","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,15,277,"ata","Dúvida",0.2,0.78,0,0.11,"Santos",13,1,3,10,6,14,6,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"684","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png",80664,15,264,"lat","Nulo",0,3.64,0,3,"Corinthians",5,NA,NA,4,NA,5,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"685","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/15/1734697a213fcd54106cf09b1ea78a95_FORMATO.png",80080,15,314,"ata","Provável",1.4,4.6,-1,1.48,"Avaí",18,2,5,16,5,12,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,1
"686","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,15,283,"mei","Dúvida",0,3.89,0,1.88,"Cruzeiro",6,1,2,10,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2019/07/08/d6e7cb486a2b10326ee24be81701aef1_FORMATO.png",74213,15,265,"mei","Nulo",5.2,4.44,0.77,2.35,"Bahia",2,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"688","Marcos de Paula Dutra","marcos","Marcos","https://s.glbimg.com/es/sde/f/2019/03/26/97c014749e1bd594e9dc76f33b45a278_FORMATO.png",78495,15,290,"gol","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png",80189,15,265,"zag","Provável",2,6.13,-0.07,2.95,"Bahia",4,1,2,5,NA,30,10,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"690","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2019/03/26/32f1ef47f09a17579130bc990308fe11_FORMATO.png",77500,15,290,"zag","Provável",0,2.95,0,1.27,"Goiás",9,NA,1,2,1,11,6,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA
"691","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2019/04/04/f6df9ba4f9ba25d9b872308e30c5baa9_FORMATO.png",78548,15,277,"mei","Nulo",0,8.38,0,2.48,"Santos",13,3,4,18,NA,20,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"692","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,15,277,"ata","Nulo",0,4.56,0,0.3,"Santos",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2019/03/28/893813a02cea9d96daf288036733d24e_FORMATO.png",78577,15,354,"mei","Provável",10.8,8.29,1.04,4.21,"Ceará",19,11,10,5,NA,36,23,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"694","Auremir Evangelista dos Santos","auremir","Auremir","https://s.glbimg.com/es/sde/f/2019/03/28/6abb09758933bfcad8f3734cd8fbe484_FORMATO.png",77570,15,354,"mei","Nulo",0,4.23,0,1.8,"Ceará",6,NA,NA,3,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Paulo Oliveira de Souza Junior","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2019/05/07/d675dad7ddcb13ca96fcc4065ac3b404_FORMATO.png",78512,15,314,"lat","Nulo",0,1.93,0,0.85,"Avaí",7,NA,2,4,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,15,341,"gol","Contundido",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,15,356,"mei","Provável",0.6,7.74,-1.03,2.94,"Fortaleza",6,5,7,14,1,14,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"698","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,15,267,"mei","Provável",4.7,10.19,0.79,3.09,"Vasco",8,3,6,29,NA,27,13,1,2,2,NA,NA,NA,NA,NA,1,NA,1
"699","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2019/03/29/ef148b9e6c0fb1706902616959184e5b_FORMATO.png",78584,15,265,"gol","Provável",1.5,13.58,-1.43,7.97,"Bahia",NA,NA,NA,5,NA,5,1,NA,NA,NA,7,NA,31,1,13,NA,NA,NA
"700","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,15,285,"ata","Nulo",0,6.16,0,1.47,"Internacional",2,1,2,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2019/04/16/d952f67089f2842da5bc84d3029f1a73_FORMATO.png",77774,15,263,"tec","Provável",0.78,8.11,-0.5,3.14,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
