"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name"
"355","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,1,284,"ata","Nulo",0,5,0,0,"Grêmio"
"356","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,1,284,"lat","Nulo",0,5,0,0,"Grêmio"
"357","Michel Ferreira dos Santos","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,1,284,"mei","Provável",0,6,0,0,"Grêmio"
"358","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,1,284,"ata","Nulo",0,1,0,0,"Grêmio"
"359","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,1,284,"mei","Nulo",0,5,0,0,"Grêmio"
"360","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2018/09/12/d6f04c6283e5b7fb8302f422d4f8a5fd_FORMATO.png",98832,1,284,"mei","Nulo",0,6,0,0,"Grêmio"
"361","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2018/12/19/3d13ae8aea5e4e960becd85ce4407e5a_FORMATO.jpeg",100741,1,284,"lat","Nulo",0,3,0,0,"Grêmio"
"362","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,1,341,"mei","Nulo",0,3,0,0,"CSA"
"363","Pedro Henrique Rosa","pedro-rosa","Pedro Rosa","https://s.glbimg.com/es/sde/f/2019/03/23/0f6289ea024f460da1833ec941b572be_FORMATO.png",79053,1,341,"lat","Nulo",0,2,0,0,"CSA"
"364","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,1,284,"ata","Provável",0,15,0,0,"Grêmio"
"365","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,1,284,"gol","Nulo",0,2,0,0,"Grêmio"
"366","Patrick Fabiano Alves Nóbrega Luz","patrick-fabiano","Patrick Fabiano","https://s.glbimg.com/es/sde/f/2019/03/23/5009c08e2e14b3fc4e2a17576710e6cd_FORMATO.png",80275,1,341,"ata","Provável",0,8,0,0,"CSA"
"367","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2019/03/29/391192f2c104011047dcb18e6855dd72_FORMATO.png",37798,1,285,"ata","Provável",0,9,0,0,"Internacional"
"368","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,1,341,"gol","Contundido",0,3,0,0,"CSA"
"369","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2018/05/21/c953437a71c9cd2f1052eaf9d828bd6d_FORMATO.png",101484,1,284,"mei","Nulo",0,4,0,0,"Grêmio"
"370","Lohan dos Santos Freire","lohan","Lohan ","https://s.glbimg.com/es/sde/f/2019/03/23/4bcea9423bdc6ce6b7c3f5173ca6c009_FORMATO.png",82609,1,341,"ata","Nulo",0,1,0,0,"CSA"
"371","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,1,284,"zag","Nulo",0,1,0,0,"Grêmio"
"372","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,1,284,"zag","Nulo",0,2,0,0,"Grêmio"
"373","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,1,341,"lat","Provável",0,4,0,0,"CSA"
"374","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,1,285,"lat","Nulo",0,4,0,0,"Internacional"
"375","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/01/7ba9fc3298c891f49883dbcec0d4fd60_FORMATO.png",42499,1,285,"lat","Nulo",0,5,0,0,"Internacional"
"376","Bruno Edgar Silva Almeida","bruno-ramires","Bruno Ramires","https://s.glbimg.com/es/sde/f/2019/03/23/10a59cd060887aaea6d902edd828545f_FORMATO.png",89924,1,341,"mei","Provável",0,3,0,0,"CSA"
"377","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,1,285,"mei","Nulo",0,6,0,0,"Internacional"
"378","Jhonnatan Guimarães Saraiva Teixeira","jhonnatan","Jhonnatan ","https://s.glbimg.com/es/sde/f/2019/03/23/1024c58d36a070d148db67a24270baa1_FORMATO.png",84039,1,341,"mei","Nulo",0,3,0,0,"CSA"
"379","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,1,285,"mei","Nulo",0,10,0,0,"Internacional"
"380","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,1,285,"mei","Provável",0,11,0,0,"Internacional"
"381","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,1,285,"mei","Nulo",0,6,0,0,"Internacional"
"382","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2019/03/23/70bbe919f0366ddc8bfed57df94afcc3_FORMATO.png",91264,1,341,"mei","Provável",0,5,0,0,"CSA"
"383","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,1,285,"gol","Provável",0,11,0,0,"Internacional"
"384","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2019/03/23/79529c1f985665187fd2266b0f3d797e_FORMATO.png",99574,1,341,"ata","Nulo",0,4,0,0,"CSA"
"385","Gerson José Laurentino Júnior","gerson-junior","Gerson Júnior","https://s.glbimg.com/es/sde/f/2019/03/23/78b41c44bdc88eb897869188f13f3715_FORMATO.png",104824,1,341,"ata","Nulo",0,1,0,0,"CSA"
"386","Dawhan Fran Urano da Purificação Oliveira","dawhan","Dawhan","https://s.glbimg.com/es/sde/f/2019/03/23/6be5b8e0ec5727594d30e1a2b17e8f16_FORMATO.png",97780,1,341,"mei","Provável",0,4,0,0,"CSA"
"387","Lucca Carvalho Mota","lucca-motta","Lucca Motta","https://s.glbimg.com/es/sde/f/2019/03/23/1170b7d14dac67883683c62d15f6f3c5_FORMATO.png",104090,1,341,"mei","Nulo",0,1,0,0,"CSA"
"388","Igo Gabriel Santos Pereira","igo","Igo","https://s.glbimg.com/es/sde/f/2019/03/23/7e728851fa1878378a93b877a8fb1a5c_FORMATO.png",104991,1,341,"gol","Nulo",0,1,0,0,"CSA"
"389","Rony Fernandes da Silva","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/23/e134f25651f836736bddd86cf4caf5a7_FORMATO.png",101040,1,341,"zag","Nulo",0,2,0,0,"CSA"
"390","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,1,285,"ata","Nulo",0,6,0,0,"Internacional"
"391","Mauro Silva do Nascimento Junior","mauro-silva","Mauro Silva","https://s.glbimg.com/es/sde/f/2019/03/23/bcdcffbc9a6e9b331460f7e5e17eada9_FORMATO.png",90817,1,341,"mei","Nulo",0,2,0,0,"CSA"
"392","Gerson Guimarães Ferreira Júnior","gerson","Gerson","https://s.glbimg.com/es/sde/f/2019/03/23/6a9c243299be70830e878c88cccbdd1d_FORMATO.png",104089,1,341,"zag","Nulo",0,4,0,0,"CSA"
"393","Juan Silveira dos Santos","juan","Juan","https://s.glbimg.com/es/sde/f/2018/05/04/a27fb246da3d1abe49c7f9865bfc827e_FORMATO.png",36540,1,262,"zag","Nulo",0,4,0,0,"Flamengo"
"394","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,1,285,"gol","Contundido",0,7,0,0,"Internacional"
"395","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2019/04/01/2d65f81c421ad5f0c7141f9b4f6d8144_FORMATO.jpeg",40006,1,262,"tec","Provável",0,10,0,0,"Flamengo"
"396","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,1,285,"mei","Provável",0,9,0,0,"Internacional"
"397","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,1,285,"ata","Nulo",0,13,0,0,"Internacional"
"398","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,1,262,"zag","Nulo",0,7,0,0,"Flamengo"
"399","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,1,285,"ata","Provável",0,10,0,0,"Internacional"
"400","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png",38909,1,262,"mei","Provável",0,13,0,0,"Flamengo"
"401","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2019/03/28/6eee81c6632f3c0ab6ecbf2d31ee012a_FORMATO.jpeg",72362,1,285,"mei","Nulo",0,7,0,0,"Internacional"
"402","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png",82634,1,285,"mei","Contundido",0,5,0,0,"Internacional"
"403","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,1,262,"mei","Provável",0,14,0,0,"Flamengo"
"404","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,1,262,"lat","Provável",0,8,0,0,"Flamengo"
"405","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,1,285,"zag","Nulo",0,5,0,0,"Internacional"
"406","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2019/03/31/8395ab8009b30a8824537853e315112a_FORMATO.jpeg",83438,1,285,"ata","Nulo",0,4,0,0,"Internacional"
"407","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,1,262,"lat","Nulo",0,5,0,0,"Flamengo"
"408","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,1,262,"ata","Nulo",0,9,0,0,"Flamengo"
"409","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2019/03/29/640d511884279db90f11e5446270556b_FORMATO.png",83772,1,285,"ata","Nulo",0,6,0,0,"Internacional"
"410","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,1,285,"zag","Nulo",0,4,0,0,"Internacional"
"411","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,1,262,"gol","Nulo",0,6,0,0,"Flamengo"
"412","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2019/04/02/a11c4bf462a664c8caa62ed7ada7143e_FORMATO.png",73800,1,262,"zag","Provável",0,10,0,0,"Flamengo"
"413","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,1,285,"lat","Provável",0,6,0,0,"Internacional"
"414","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png",78415,1,262,"ata","Nulo",0,7,0,0,"Flamengo"
"415","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2019/03/29/d567e4033e024dd2c71420f70c7bdeb0_FORMATO.jpeg",87679,1,285,"ata","Nulo",0,6,0,0,"Internacional"
"416","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/02/04/69a4dab4e0502e19060694319e05b613_FORMATO.png",87863,1,262,"mei","Nulo",0,15,0,0,"Flamengo"
"417","Leonardo Campos Duarte da Silva","leo-duarte","Léo Duarte","https://s.glbimg.com/es/sde/f/2018/05/04/ee1f02d44cf27eea6302d6696a7ca975_FORMATO.png",94214,1,262,"zag","Provável",0,8,0,0,"Flamengo"
"418","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,1,262,"mei","Provável",0,8,0,0,"Flamengo"
"419","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,1,262,"gol","Nulo",0,3,0,0,"Flamengo"
"420","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,1,262,"mei","Nulo",0,4,0,0,"Flamengo"
"421","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,1,262,"ata","Nulo",0,6,0,0,"Flamengo"
"422","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,1,262,"mei","Contundido",0,5,0,0,"Flamengo"
"423","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2019/02/04/4bfcf10cc3ec96b81a4b471740f98d33_FORMATO.png",101592,1,262,"zag","Nulo",0,2,0,0,"Flamengo"
"424","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,1,262,"gol","Nulo",0,4,0,0,"Flamengo"
"425","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,1,262,"zag","Nulo",0,1,0,0,"Flamengo"
"426","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,1,262,"ata","Nulo",0,2,0,0,"Flamengo"
"427","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,1,285,"ata","Nulo",0,5,0,0,"Internacional"
"428","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,1,285,"tec","Provável",0,8,0,0,"Internacional"
"429","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,1,262,"lat","Nulo",0,5,0,0,"Flamengo"
"430","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,1,277,"mei","Nulo",0,2,0,0,"Santos"
"431","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,1,285,"gol","Nulo",0,2,0,0,"Internacional"
"432","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,1,285,"lat","Nulo",0,3,0,0,"Internacional"
"433","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/05/04/26a67180b8114a860a9e6f9c54cdebd4_FORMATO.png",100065,1,262,"ata","Nulo",0,3,0,0,"Flamengo"
"434","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2019/01/12/8e67053c9b09d8623f5bc8a95d080e50_FORMATO.png",101596,1,262,"ata","Nulo",0,2,0,0,"Flamengo"
"435","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2019/01/16/abb1583848319c4b8205066a626875ed_FORMATO.jpeg",100987,1,285,"mei","Nulo",0,3,0,0,"Internacional"
"436","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2018/04/08/c1cd28e8c43b4edcf47c77241aa2efe3_FORMATO.png",96468,1,285,"gol","Nulo",0,3,0,0,"Internacional"
"437","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2019/01/12/bcd8504dfa5665df52cbd63598c39b3d_FORMATO.png",101594,1,262,"mei","Nulo",0,3,0,0,"Flamengo"
"438","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2018/05/04/092bb0f0452c36118decf2dba0e806a4_FORMATO.png",100125,1,262,"zag","Nulo",0,4,0,0,"Flamengo"
"439","Kleber Augusto Caetano Leite Filho","kleber","Kleber","https://s.glbimg.com/es/sde/f/2018/05/04/3c7fcc093b6dd915834a1c3c3231e0c0_FORMATO.png",100126,1,262,"lat","Nulo",0,2,0,0,"Flamengo"
"440","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png",101315,1,285,"mei","Nulo",0,5,0,0,"Internacional"
"441","Reinier Jesus Carvalho","reinier","Reinier","https://s.glbimg.com/es/sde/f/2019/02/26/a408b122a7bad435686da050ed61909e_FORMATO.jpeg",105068,1,262,"mei","Nulo",0,3,0,0,"Flamengo"
"442","Yago Rafael Valadares Darub","yago-darub","Yago Darub","https://s.glbimg.com/es/sde/f/2019/03/25/ae7074b588af8eb28be002bc63b40b09_FORMATO.png",102686,1,262,"gol","Nulo",0,1,0,0,"Flamengo"
"443","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2019/03/28/83ec5c765fe26cff5158a6e6b1d55061_FORMATO.png",72294,1,277,"gol","Nulo",0,8,0,0,"Santos"
"444","Richard Alexandre Birkhuen Rodrigues","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/20/99b67cac835ffd9dc963e8e7a99a1425_FORMATO.png",102063,1,285,"mei","Nulo",0,1,0,0,"Internacional"
"445","Carlos Miguel dos Santos Pereira","carlos-miguel","Carlos Miguel","https://s.glbimg.com/es/sde/f/2019/01/16/19c53afdf31e7711880daeb8ffccef54_FORMATO.jpeg",104084,1,285,"gol","Nulo",0,1,0,0,"Internacional"
"446","Pedro Lucas Schwaizer","pedro-lucas","Pedro Lucas","https://s.glbimg.com/es/sde/f/2019/01/16/c9f4620588de79e571e82ab72160fa3f_FORMATO.jpeg",104087,1,285,"ata","Nulo",0,4,0,0,"Internacional"
"447","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2019/03/31/6e7c3ccf2b41d3531fe94552d1786ffa_FORMATO.jpeg",104086,1,285,"zag","Nulo",0,1,0,0,"Internacional"
"448","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,1,277,"lat","Provável",0,9,0,0,"Santos"
"449","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,1,277,"mei","Nulo",0,4,0,0,"Santos"
"450","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2019/03/28/2438d7ca6b16c454a1fc9ccb45ec389d_FORMATO.png",73974,1,277,"mei","Provável",0,5,0,0,"Santos"
"451","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,1,277,"ata","Provável",0,10,0,0,"Santos"
"452","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,1,277,"ata","Nulo",0,6,0,0,"Santos"
"453","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2019/03/28/1fb1aeab02e0006889fbd9ef7a4dd6e0_FORMATO.png",78248,1,277,"zag","Provável",0,8,0,0,"Santos"
"454","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,1,277,"zag","Nulo",0,7,0,0,"Santos"
"455","Vinícius de Souza Costa","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/26/a514a8787d2c34f1210e22825eabfc2c_FORMATO.png",105199,1,262,"mei","Nulo",0,2,0,0,"Flamengo"
"456","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/03/29/52188ffb1316a2e09ed8b05910c0ece5_FORMATO.png",82411,1,277,"mei","Provável",0,11,0,0,"Santos"
"457","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,1,277,"mei","Provável",0,17,0,0,"Santos"
"458","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,1,277,"lat","Nulo",0,3,0,0,"Santos"
"459","Agenor Detofol","agenor","Agenor","https://s.glbimg.com/es/sde/f/2019/02/07/5bc67b6e873541db0ac4d59d79d727be_FORMATO.png",71724,1,266,"gol","Nulo",0,3,0,0,"Fluminense"
"460","Fabricio Rodrigues da Silva Ferreira","bill","Bill","https://s.glbimg.com/es/sde/f/2019/03/26/72599168f208c77a0fcbc5f5c1bd7fb4_FORMATO.png",105272,1,262,"ata","Nulo",0,1,0,0,"Flamengo"
"461","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,1,277,"gol","Nulo",0,2,0,0,"Santos"
"462","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,1,266,"gol","Nulo",0,2,0,0,"Fluminense"
"463","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/03/28/371fcd3fb36680a3802878489cf97949_FORMATO.png",90569,1,277,"mei","Nulo",0,3,0,0,"Santos"
"464","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,1,277,"mei","Nulo",0,7,0,0,"Santos"
"465","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/03/28/bdf3fa23d6e966f82d05545786798984_FORMATO.jpeg",88065,1,277,"lat","Dúvida",0,10,0,0,"Santos"
"466","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,1,266,"gol","Provável",0,8,0,0,"Fluminense"
"467","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/01/31/71ce0cd3c3a891c34efe3f14dc7c917a_FORMATO.png",80318,1,266,"lat","Nulo",0,4,0,0,"Fluminense"
"468","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2019/03/21/d608f479e030bba9eaacc9453619b564_FORMATO.png",61985,1,266,"mei","Nulo",0,8,0,0,"Fluminense"
"469","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2019/03/21/153f5cacc7a34ba4806328a24f5a1750_FORMATO.png",38632,1,266,"zag","Provável",0,6,0,0,"Fluminense"
"470","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,1,277,"zag","Nulo",0,6,0,0,"Santos"
"471","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,1,277,"lat","Nulo",0,3,0,0,"Santos"
