"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","PP","RB","A","SG","CV","DD","GS","DP","FT","GC"
"626","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,34,276,"zag","Provável",0.6,7.86,0.21,3.64,"São Paulo",5,43,4,10,24,1,1,35,NA,36,1,12,NA,NA,NA,NA,NA,NA
"627","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/01/14/819c40f79c6d36a3a715ac4cc0e6ddba_FORMATO.jpeg",68920,34,275,"ata","Provável",1.7,17.86,-0.42,5.45,"Palmeiras",4,27,24,28,102,6,7,78,NA,13,4,NA,NA,NA,NA,NA,2,NA
"628","Wellington Silva Sanches Aguiar","wellington-nem","Wellington Nem","https://s.glbimg.com/es/sde/f/2019/08/06/eed31b97dfa9c8ecd78df822c04269ab_FORMATO.png",73619,34,266,"ata","Nulo",0,4.78,0,2.18,"Fluminense",2,17,5,13,32,1,NA,9,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"629","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2019/02/27/92700f5dfefdb214d227ca999caedfb3_FORMATO.png",73540,34,265,"ata","Contundido",0,7.6,0,2.02,"Bahia",NA,12,8,5,15,1,3,10,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"630","Luis Otavio Bonilha de Oliveira Santos","nene-bonilha","Nenê Bonilha","https://s.glbimg.com/es/sde/f/2019/07/21/06edeac8d4c973d330e8be3fdad18607_FORMATO.png",73608,34,356,"mei","Nulo",0,2.18,0,0.45,"Fortaleza",1,6,2,3,4,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"631","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2019/05/28/e0cc239d7bd9a209bfdc1fecccf39567_FORMATO.png",68911,34,263,"ata","Provável",7.3,7.07,1.08,2.74,"Botafogo",5,31,11,14,52,7,9,52,NA,7,1,NA,NA,NA,NA,NA,1,NA
"632","Gustavo Alcindo (Alcino)","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/02/18/2d52dcaf120ebbe0826308ada2b51f8d_FORMATO.png",101316,34,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png",101315,34,285,"mei","Nulo",0,3.89,0,1.97,"Internacional",3,14,3,7,9,3,NA,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"634","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2019/07/12/d236ac59751ccacea17719995b9cd8ba_FORMATO.png",68923,34,264,"zag","Provável",1.8,10.65,-0.55,3.9,"Corinthians",4,10,2,8,3,1,4,11,NA,28,1,8,NA,NA,NA,NA,1,NA
"635","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,34,282,"zag","Nulo",4,4.61,0.15,1.71,"Atlético-MG",5,14,2,4,15,1,NA,15,NA,12,NA,1,NA,NA,NA,NA,1,NA
"636","Claudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2019/03/29/fb13c66ae9c72ffe321570f916f5d250_FORMATO.png",101319,34,282,"lat","Nulo",0,7.61,0,4.18,"Atlético-MG",NA,13,1,3,13,NA,2,49,NA,36,4,1,NA,NA,NA,NA,NA,NA
"637","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,34,283,"gol","Nulo",0,3.99,0,2.73,"Cruzeiro",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,5,6,NA,NA,NA
"638","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2019/04/22/a6f002f3b99c385acbafd311e4b3da81_FORMATO.png",68930,34,356,"ata","Nulo",1.2,3.63,0.03,1.38,"Fortaleza",1,19,8,8,23,1,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"639","Matheus Rodrigues do Prado","matheus-prado","Matheus Prado","https://s.glbimg.com/es/sde/f/2019/09/19/66d00f70b24d3490bd0381420c5c189d_FORMATO.png",101375,34,341,"mei","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2019/03/27/9bfae7e4b63cac57b0bc415f46d1ab65_FORMATO.png",68938,34,290,"mei","Nulo",0,4.32,0,1.76,"Goiás",1,16,6,8,15,NA,NA,37,NA,14,1,NA,1,NA,NA,NA,NA,NA
"641","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2019/03/23/3bc2e1eb0ea72584d6300404b6ae37b1_FORMATO.png",68950,34,341,"zag","Nulo",0,4.15,0,1.68,"CSA",1,9,NA,6,5,NA,NA,4,NA,7,NA,1,NA,NA,NA,NA,NA,1
"642","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/07/08/b382b801cec6400c54c7c9f971b5b35f_FORMATO.png",101422,34,282,"ata","Nulo",0,2.8,0,-0.3,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2019/08/27/593bfd8ab98c93828dfa3825e6c21584_FORMATO.png",101421,34,315,"gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Ricardo Thalheimer","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/03/26/d6db02ce94eb23f6a9e0090158f1d7e8_FORMATO.png",101491,34,314,"zag","Nulo",0,3.18,0,1.59,"Avaí",4,21,2,5,5,NA,3,47,NA,19,NA,7,NA,NA,NA,NA,NA,1
"645","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,34,277,"ata","Suspenso",16.7,10.81,1.32,5.39,"Santos",9,39,19,24,72,7,7,41,NA,29,3,NA,1,NA,NA,NA,2,NA
"646","Luciano Castán da Silva","luciano-castan","Luciano Castán","https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png",68942,34,341,"zag","Provável",2.1,5.33,0.07,1.45,"CSA",9,29,2,3,7,NA,1,46,NA,28,NA,9,NA,NA,NA,NA,NA,1
"647","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2019/05/18/9c926f399fb16f3629089771a4b5a9b6_FORMATO.png",101484,34,293,"mei","Suspenso",-5.1,3.73,-1.94,3.15,"Athlético-PR",5,31,13,7,20,3,4,39,NA,14,4,NA,NA,NA,NA,NA,3,NA
"648","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2019/09/27/574f8047c15ad5c24711c171b1e14ac3_FORMATO.png",101483,34,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,34,283,"mei","Nulo",-0.5,3.67,-0.32,1.48,"Cruzeiro",2,13,5,7,18,NA,2,29,NA,17,2,NA,NA,NA,NA,NA,1,NA
"650","Joelson dos Santos Ferreira Júnior","joelson","Joelson","https://s.glbimg.com/es/sde/f/2019/03/23/55d863f2d8452ddc265570df15a5f65c_FORMATO.png",101512,34,341,"mei","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","João Carlos Heidemann","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2019/03/23/b148048ebdcdc02c79c893ae63f6e80d_FORMATO.png",69010,34,341,"gol","Nulo",0,0.78,0,1.5,"CSA",1,1,NA,NA,1,NA,NA,5,NA,NA,NA,1,1,18,17,NA,NA,NA
"652","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,34,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,34,264,"zag","Provável",-0.8,10.18,-1.43,3.65,"Corinthians",1,25,2,6,13,1,NA,35,NA,29,NA,12,NA,NA,NA,NA,NA,1
"654","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,34,293,"ata","Provável",0,7.81,0,4.24,"Athlético-PR",NA,21,7,17,25,9,7,36,1,16,2,NA,NA,NA,NA,NA,1,NA
"655","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png",69040,34,314,"gol","Provável",1,7.36,-1.15,4.22,"Avaí",3,NA,NA,NA,3,NA,NA,5,NA,NA,NA,8,NA,61,43,NA,NA,NA
"656","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,34,356,"mei","Nulo",0,3.66,0,0.68,"Fortaleza",NA,5,NA,1,7,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"657","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,34,293,"mei","Nulo",0,7.69,0,5.55,"Athlético-PR",2,16,15,9,26,4,NA,19,NA,32,1,NA,NA,NA,NA,NA,NA,NA
"658","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2019/07/08/b55d0e8a8f26380aedc02448bac387cb_FORMATO.png",69041,34,266,"gol","Contundido",0,6.82,0,5.13,"Fluminense",1,1,NA,NA,6,NA,NA,6,NA,NA,NA,7,NA,37,21,NA,NA,NA
"659","João Vitor Lima Gomes","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/07/29/05d3f4bb70d3e41d93b9f96017999f20_FORMATO.png",68987,34,341,"mei","Provável",6.4,6.07,1.15,2.28,"CSA",4,37,1,3,11,NA,1,25,NA,46,NA,NA,1,NA,NA,NA,NA,NA
"660","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2019/09/17/de8685a803460f7315f97750700ea848_FORMATO.png",101573,34,262,"mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,34,293,"gol","Provável",12.2,9.65,-0.1,4.86,"Athlético-PR",1,1,NA,NA,4,NA,NA,21,NA,1,NA,10,NA,32,19,2,NA,NA
"662","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,34,276,"ata","Provável",0,11.83,0,2.7,"São Paulo",3,20,4,12,8,3,9,8,NA,3,NA,NA,NA,NA,NA,NA,1,NA
"663","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2018/08/17/0d62f2b958751f0744942f9328f49c39_FORMATO.png",101574,34,262,"gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2019/04/26/ff9a95bc3d5696feb8d8d55b5b47f12b_FORMATO.png",69051,34,285,"gol","Nulo",0,6.1,0,6.14,"Internacional",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,12,5,NA,NA,NA
"665","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2019/07/08/1f73cdfaf6d211abebbace364f7e2da6_FORMATO.png",69141,34,341,"ata","Provável",5.9,14.64,0.36,3.59,"CSA",5,32,10,14,44,7,13,30,1,14,2,NA,NA,NA,NA,NA,1,NA
"666","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,34,293,"mei","Provável",-0.1,14.67,-1.06,4.4,"Athlético-PR",2,18,20,22,19,4,5,31,NA,14,2,NA,NA,NA,NA,NA,1,NA
"667","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png",69161,34,264,"ata","Provável",0,4.21,0,3.37,"Corinthians",3,10,8,7,15,5,2,21,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"668","Robson Alves de Barros","robson-bambu","Robson Bambu","https://s.glbimg.com/es/sde/f/2019/05/13/b7c71f1c725b014eefb9e6f275824bbd_FORMATO.png",101579,34,293,"zag","Nulo",4.7,4.91,0.31,3.31,"Athlético-PR",1,11,1,2,1,NA,NA,12,NA,4,NA,5,NA,NA,NA,NA,NA,NA
"669","Rodolfo Vicente Gamarra Varela","gamarra","Gamarra","https://s.glbimg.com/es/sde/f/2019/07/08/d5b3fba549a4fd01075274610e2c1fe0_FORMATO.png",69288,34,341,"ata","Nulo",0,5.34,0,0.2,"CSA",NA,2,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"670","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png",70009,34,284,"mei","Nulo",0,4.41,0,1.9,"Grêmio",3,23,2,4,11,2,NA,18,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"671","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,34,263,"mei","Nulo",0,2.8,0,0.47,"Botafogo",NA,5,NA,1,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"672","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2019/08/23/69269a509e22002208076d8511c9258a_FORMATO.png",69177,34,314,"lat","Nulo",0,4.35,0,2.43,"Avaí",5,29,NA,8,21,NA,NA,25,NA,21,2,4,2,NA,NA,NA,NA,NA
"673","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,34,267,"mei","Nulo",0,4.91,0,2.91,"Vasco",4,10,3,12,6,1,NA,11,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
"674","Ramon Ramos Lima","ramon","Ramon",NA,101597,34,262,"lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,34,267,"gol","Nulo",0,3.74,0,1.03,"Vasco",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,8,8,NA,NA,NA
"676","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/1625dafb7038f8b8c6201f97b0f5730d_FORMATO.png",101596,34,262,"ata","Nulo",0,2.86,0,7.2,"Flamengo",NA,2,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"677","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,34,277,"ata","Provável",9.6,18.64,1.06,5.83,"Santos",1,18,19,21,29,13,9,54,NA,30,3,NA,NA,NA,NA,NA,2,NA
"678","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,34,277,"lat","Nulo",0,10.54,0,4.67,"Santos",3,12,6,5,15,NA,1,59,NA,36,1,12,NA,NA,NA,NA,NA,NA
"679","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,34,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,34,264,"zag","Nulo",0,4.68,0,3.53,"Corinthians",1,2,NA,2,8,NA,NA,5,NA,3,NA,1,NA,NA,NA,NA,NA,NA
"681","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,34,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png",70800,34,277,"tec","Provável",8,13.83,0.58,4.77,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2019/04/26/598e69e78ec9ae7d5fe95d527c68781b_FORMATO.png",101592,34,262,"zag","Nulo",0,1.25,0,-0.6,"Flamengo",NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2019/04/26/715d1c48df5b307209cb6157de7d8965_FORMATO.png",101594,34,262,"mei","Nulo",0,2.97,0,0.3,"Flamengo",1,1,NA,NA,NA,NA,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"685","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2019/09/16/2d4b95154813948e3d40f142df60be95_FORMATO.png",101601,34,266,"mei","Nulo",0,1.07,0,-2.5,"Fluminense",1,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,34,354,"mei","Nulo",2.2,3.49,0.4,0.26,"Ceará",2,13,3,1,7,NA,3,14,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"687","Francisco Evanilson de Lima Barbosa","evanilson","Evanilson","https://s.glbimg.com/es/sde/f/2019/09/28/18e0d70a00297107e36a1cf1589d8b3f_FORMATO.png",101606,34,266,"ata","Nulo",0,2.15,0,2.7,"Fluminense",NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"688","Alexandre Rodrigues Soares","xandao","Xandão","https://s.glbimg.com/es/sde/f/2019/03/29/af5d7ba38c3fbcc68c13b5fd2a8dd313_FORMATO.png",101626,34,265,"zag","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/08/22/e9f15056631f4d5c0c2046b0e623bdc2_FORMATO.png",70934,34,356,"zag","Contundido",0,4.96,0,1.43,"Fortaleza",2,10,1,3,11,NA,1,21,NA,6,NA,3,NA,NA,NA,NA,NA,NA
"690","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,34,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Kaique Rocha Lima","kaique-rocha","Kaique Rocha","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,34,277,"zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Jadsom Meemyas de Oliveira da Silva","jadsom-silva","Jadsom Silva","https://s.glbimg.com/es/sde/f/2019/07/19/a7dcf04f6232206e604ceb37a6457e02_FORMATO.png",103695,34,283,"mei","Nulo",0,0.76,0,0,"Cruzeiro",NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Alan Carlos de Paula Dias Filho","alan","Alan","https://s.glbimg.com/es/sde/f/2019/03/26/4ebe446997649a79d3d0d6f81824f76d_FORMATO.png",105395,34,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Lucas Barcelos Damacena","lucas-barcelos","Lucas Barcelos","https://s.glbimg.com/es/sde/f/2019/09/26/9718d0ad28b68829af8d9f99f70f43b9_FORMATO.png",101622,34,266,"ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2019/05/23/0dc006a6698913db3ce69120b8804b8c_FORMATO.png",103700,34,264,"zag","Nulo",0,4.1,0,0.88,"Corinthians",3,5,NA,NA,2,NA,NA,14,NA,8,NA,1,NA,NA,NA,NA,NA,NA
"696","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,34,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","João Pedro Junqueira de Jesus","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2019/10/11/746fddac7c76e3caf57f401cd054b75f_FORMATO.png",104026,34,266,"ata","Nulo",0,6.11,0,3.91,"Fluminense",1,25,18,22,29,4,9,30,NA,16,1,NA,NA,NA,NA,NA,1,NA
"698","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2018/11/30/c499e5770419f38b55930e24444f025e_FORMATO.png",103764,34,275,"ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","André Luiz Ribeiro da Silva","andre","André",NA,104080,34,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Antônio Fialho de Carvalho Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2019/03/30/845cad8021ef58fd85f953cdd5d0fae9_FORMATO.png",103706,34,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2019/03/26/d9fb64d171c0188ebc7f660fe5f388ea_FORMATO.png",104074,34,276,"zag","Nulo",0,3.67,0,3.57,"São Paulo",NA,1,NA,NA,NA,NA,NA,6,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"702","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2019/05/16/b8a0891d626e56bbf0d4c6c82632218e_FORMATO.png",104086,34,285,"zag","Nulo",0,2.43,0,1.88,"Internacional",2,6,1,NA,5,NA,NA,11,NA,4,NA,2,NA,NA,NA,NA,NA,NA
"703","Alessandro Scheppa","alessandro","Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/ca58dd5dc7b75891e8aea6c26aea3064_FORMATO.png",104081,34,263,"mei","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Matheus Bungenstab Stockl","matheus-stockl","Matheus Stockl","https://s.glbimg.com/es/sde/f/2019/03/30/86011c733ddfa6a95f8ce320b63fab21_FORMATO.png",104088,34,282,"zag","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Carlos Miguel dos Santos Pereira","carlos-miguel","Carlos Miguel","https://s.glbimg.com/es/sde/f/2019/04/26/d8ee304d012b001ba32d480ec6788ead_FORMATO.png",104084,34,285,"gol","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2019/04/26/fff0d652b4ac6ce54ef47883b8b15162_FORMATO.png",104085,34,285,"zag","Nulo",0,2.2,0,2.36,"Internacional",3,6,1,2,8,NA,NA,27,NA,11,NA,3,NA,NA,NA,NA,NA,NA
"707","Lucas de Oliveira Teodoro Falcão","falcao","Falcão","https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png",104104,34,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
