"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","FF","A","CA","FD","G","DD","GS","DP","SG","I","PP","FT","CV","GC"
"607","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,16,315,"gol","Provável",5,14.04,-0.03,3.49,"Chapecoense",NA,3,12,NA,NA,NA,NA,NA,NA,26,27,2,4,NA,NA,NA,NA,NA
"608","Ronei Gebing","ronei","Ronei","https://s.glbimg.com/es/sde/f/2017/04/25/fc5cc48d48a258ae6e11966c17fc3fbb_FORMATO.png",98419,16,315,"mei","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,16,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Rondinelli da Silva Vieira ","da-silva","Da Silva","https://s.glbimg.com/es/sde/f/2019/07/12/380d621745973d53ba54bcea8b8a9dbd_FORMATO.png",105836,16,284,"ata","Nulo",0,0.78,0,0.17,"Grêmio",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,16,263,"zag","Nulo",0,1.41,0,2.6,"Botafogo",NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","",105837,16,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","José Natanael da Cruz Oliveira","natan","Natan","https://s.glbimg.com/es/sde/f/2019/05/21/494b28e7553f92faf79555308745d150_FORMATO.png",98497,16,275,"mei","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Daniel Marcos Meira Novaes","daniel-marcos","Daniel Marcos","https://s.glbimg.com/es/sde/f/2019/07/03/816dbc5aa557a83929a50c9ee42fe94c_FORMATO.jpeg",105868,16,264,"lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2019/07/18/6c7a7b500c63cbeedb854741dd824c24_FORMATO.png",105842,16,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","João Pedro Celeri Machado","joao-celeri","João Celeri","https://s.glbimg.com/es/sde/f/2019/07/03/df3e2976f554f7c9bc6610fdaabf10be_FORMATO.jpeg",105866,16,264,"ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2019/07/02/731398bec297fdd7b71603f1da8e4c61_FORMATO.jpeg",105841,16,275,"ata","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Welligton Alexandre da Rocha","welligton-rocha","Welligton Rocha","https://s.glbimg.com/es/sde/f/2019/07/02/843445f395749c41979be87eb844e960_FORMATO.png",105846,16,293,"zag","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2019/07/12/ef3b35e88638d6c7d549f670a28a9668_FORMATO.png",105899,16,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Pablo Marí Villar","pablo-mari","Pablo Marí","https://s.glbimg.com/es/sde/f/2019/07/12/e71c6301fc9b3c012b73664c5daceb1b_FORMATO.png",105897,16,262,"zag","Provável",16.7,7.84,2.96,4.48,"Flamengo",7,NA,8,11,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"621","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2019/02/04/27862dc150d6c7607eebf4e9cc71e83c_FORMATO.png",98569,16,266,"mei","Provável",0,5.65,0,2.16,"Fluminense",21,15,31,24,3,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"622","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2019/04/26/688eee515ba3a5aad11e8f9d0b719f66_FORMATO.png",98515,16,262,"ata","Nulo",0,1.69,0,0.9,"Flamengo",1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Allan Victor Oliveira Mota","allanzinho","Allanzinho","https://s.glbimg.com/es/sde/f/2019/07/12/05fd85c1a9c37ca643ddd1e7deadb017_FORMATO.png",105900,16,277,"ata","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Edson Fernando da Silva Gomes","edson","Edson","",105901,16,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","José Gabriel dos Santos Silva","jose-gabriel","José Gabriel","https://s.glbimg.com/es/sde/f/2019/08/05/1494315b7bded1bb3d9b45481bf2897c_FORMATO.png",105902,16,285,"mei","Nulo",0,0.77,0,-0.2,"Internacional",3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Adriano Firmino dos Santos da Silva","adriano","Adriano","https://s.glbimg.com/es/sde/f/2019/07/18/7327bc4ac782fab746b4699bf840a4ca_FORMATO.png",105906,16,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","José Aldo Soares de Oliveira Filho","jose-aldo","José Aldo","",105903,16,285,"mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,16,356,"mei","Provável",0,4.33,0,3.1,"Fortaleza",2,8,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2019/02/15/7f94dd0a492218c6dcc1fbc02473637c_FORMATO.png",98765,16,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Alisson Fabrício dos Santos Taddei","alisson-taddei","Alisson Taddei","",105907,16,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/05/23/107e15af982bc755cfbd17f0349f4584_FORMATO.png",98706,16,264,"mei","Provável",0,12.87,0,5.49,"Corinthians",2,19,35,8,4,1,NA,9,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"632","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2019/03/28/a16774fba850b0c0dafc5cb1c27fbb4f_FORMATO.png",98794,16,315,"mei","Nulo",0,4.32,0,2.47,"Chapecoense",1,3,11,4,7,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Lucas Camilo Hernández Perdomo","lucas-hernandez","Lucas Hernández","https://s.glbimg.com/es/sde/f/2019/06/05/2e1901899d630ed1bfcc833d35f44ff0_FORMATO.png",98822,16,282,"lat","Nulo",0.7,1.72,0.16,-1.6,"Atlético-MG",9,4,6,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Jonathan Monteiro","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/07/19/d14955febc77d40678412b0b2ba03627_FORMATO.jpeg",105910,16,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,16,293,"ata","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Rômulo Zanre Zwarg","romulo","Rômulo","https://s.glbimg.com/es/sde/f/2019/07/19/3a8cec6f11d20f3f169a8bd151a50723_FORMATO.jpeg",105911,16,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,16,284,"mei","Nulo",0,8.5,0,4.62,"Grêmio",8,10,18,9,7,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Carlos Eduardo Bertolassi da Silva","cadu-silva","Cadu Silva","",105914,16,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Cláudio Vitor Morais de Lima Cruz","claudio-vitor","Cláudio Vitor","https://s.glbimg.com/es/sde/f/2019/02/18/798d0ead220702bf3c3f671330c609e5_FORMATO.png",98888,16,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2019/07/30/eec05aaa83cd22ce06b5bcb0f128f132_FORMATO.png",106002,16,285,"ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Marco Antônio de Oliveira Coelho","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/07/19/e807102cde107d543c2b4cfb4ed8280f_FORMATO.jpeg",105912,16,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Welinton Macedo dos Santos","welinton","Welinton","https://s.glbimg.com/es/sde/f/2019/07/19/22fe3b9be9edad9378b6f5abb5fd5bfe_FORMATO.jpeg",105913,16,283,"ata","Nulo",0,1.29,0,1.5,"Cruzeiro",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"643","João Pedro Costa Contreiras Martins","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/08/09/4b0dffb7d626e3c233ba72f5b9a65261_FORMATO.png",106017,16,267,"ata","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Erik Jorgens de Menezes","erik","Erik","https://s.glbimg.com/es/sde/f/2019/06/22/53c37b9803ae315a6742ebb85bacdccf_FORMATO.png",105838,16,285,"lat","Nulo",3.4,2.05,0.51,2.55,"Internacional",NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2019/08/17/22428bbf637f4e33dd14de3cbc5db111_FORMATO.png",106076,16,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Vanderley Ribeiro Correia Filho","vanderley","Vanderley","https://s.glbimg.com/es/sde/f/2019/08/17/8983f6e4a6bb89ad4e6548972209afc5_FORMATO.png",106077,16,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Breno Washington Rodrigues da Silva","breno","Breno","",106083,16,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2019/06/04/82859093e0dc5964ab48dbe20839b60d_FORMATO.png",79702,16,275,"zag","Nulo",0,6.13,0,2.16,"Palmeiras",7,2,8,6,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"649","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,16,283,"ata","Provável",1.3,6.58,-0.89,2.67,"Cruzeiro",6,9,4,1,3,NA,NA,6,2,NA,NA,NA,NA,2,NA,1,NA,NA
"650","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2019/01/14/ea7db8fa2a3e153ecdfb733b6c70c6c7_FORMATO.jpeg",79887,16,275,"lat","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,16,283,"mei","Provável",-1,3.49,-0.4,1.56,"Cruzeiro",7,10,6,9,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/08/23/b588923de64bd21b19b226c460ebe139_FORMATO.png",80080,16,314,"ata","Provável",-1.3,4.05,-0.55,1.17,"Avaí",21,17,14,1,6,NA,4,2,2,NA,NA,NA,NA,6,NA,1,NA,NA
"653","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2018/09/20/5a17d062d628f6afb59c6f5fbe90043a_FORMATO.jpeg",99119,16,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png",80189,16,265,"zag","Provável",5.4,6.77,0.64,3.1,"Bahia",5,5,32,11,2,NA,NA,1,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
"655","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,16,265,"ata","Nulo",0,9.19,0,2.27,"Bahia",9,6,22,1,11,1,NA,4,2,NA,NA,NA,NA,2,NA,1,1,NA
"656","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,16,341,"gol","Contundido",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","João Paulo Ferreira Lourenço","lourenco","Lourenço","https://s.glbimg.com/es/sde/f/2019/03/26/a10ea3714ffa4fb0caf1a1a80ffd5255_FORMATO.png",99032,16,314,"ata","Provável",4.6,5.65,0.67,3.74,"Avaí",13,26,30,15,7,3,1,7,NA,NA,NA,NA,NA,3,NA,1,NA,NA
"658","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,16,356,"mei","Provável",1.2,7.73,-0.01,2.78,"Fortaleza",7,18,15,3,7,NA,1,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"659","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,16,267,"mei","Provável",1.6,9.62,-0.57,3,"Vasco",9,30,32,14,8,1,2,3,2,NA,NA,NA,NA,NA,1,1,NA,NA
"660","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,16,265,"lat","Nulo",0,3.23,0,0.85,"Bahia",13,2,8,3,NA,NA,3,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"661","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,16,266,"lat","Nulo",0,6.24,0,1.96,"Fluminense",12,5,32,14,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2019/03/26/57b50e0fcaacd6b990cf2a0becd46e62_FORMATO.png",99392,16,290,"ata","Provável",10.2,8.36,1.46,4.06,"Goiás",9,16,31,15,15,NA,1,13,2,NA,NA,NA,NA,7,NA,2,NA,NA
"663","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2019/07/30/6d045d7809171c7ff080a09196c9b11d_FORMATO.png",80287,16,284,"ata","Provável",-2.3,5.69,-1.58,3.55,"Grêmio",16,12,19,8,7,2,4,8,2,NA,NA,NA,NA,3,1,NA,NA,NA
"664","Diego Terra Loureiro","diego","Diego","https://s.glbimg.com/es/sde/f/2019/03/22/0f3250424ddb09fc96bd674ce29f8082_FORMATO.png",99430,16,263,"gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,16,283,"mei","Provável",0,2.85,0,1.13,"Cruzeiro",10,5,19,12,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,16,293,"gol","Nulo",0,1.25,0,1.6,"Athlético-PR",NA,NA,4,NA,NA,NA,NA,NA,NA,3,4,NA,1,NA,NA,NA,NA,NA
"667","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png",80664,16,264,"lat","Suspenso",-5.3,1.67,-1.97,1.34,"Corinthians",7,6,6,4,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA
"668","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,16,275,"mei","Nulo",0,5.08,0,1.3,"Palmeiras",8,3,6,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Matheus Francisco Inácio","matheus-inacio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2019/04/23/0874eaa1c85dea23ae378fbf3d5e1768_FORMATO.png",80394,16,356,"gol","Contundido",0,2,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,16,354,"mei","Provável",0.7,5.95,-1,2.04,"Ceará",23,13,20,32,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Wenderson da Silva Costa Ferreira","wenderson","Wenderson","https://s.glbimg.com/es/sde/f/2019/03/22/bf58078f6d1432c858880bcb9a3adcdc_FORMATO.png",99474,16,263,"mei","Nulo",0,3.4,0,2.9,"Botafogo",NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Wesley Soares Xavier","wesley","Wesley","https://s.glbimg.com/es/sde/f/2019/03/26/c2306740c31403d20520165b9297b553_FORMATO.png",99462,16,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Igor Cássio Vieira dos Santos","igor-cassio","Igor Cássio","https://s.glbimg.com/es/sde/f/2019/03/22/7c87ddae633eb2c51a6c053054e56a1a_FORMATO.png",99661,16,263,"ata","Nulo",0,1.29,0,-0.5,"Botafogo",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2019/01/14/a90df5771f9066a2c5babe59b575790d_FORMATO.jpeg",80692,16,275,"zag","Provável",0,10.61,0,5.5,"Palmeiras",6,6,4,10,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"675","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2019/03/26/4bc605d5a170ce1412fa7c8250432d85_FORMATO.png",80395,16,290,"mei","Nulo",0,2.43,-0.65,1.24,"Goiás",3,6,6,2,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,16,263,"lat","Nulo",0,4.77,0,3.4,"Botafogo",15,7,16,6,NA,1,1,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"677","Franco Matías Di Santo","di-santo","Di Santo","https://s.glbimg.com/es/sde/f/2019/08/06/4b4ee867e422a17af92dd778a5d83993_FORMATO.png",80748,16,282,"ata","Nulo",-0.8,5.93,-2.07,-0.8,"Atlético-MG",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/25/2d0ecae03a030c68b426c28eb59b2222_FORMATO.png",99789,16,266,"ata","Nulo",0,3.14,0,2.3,"Fluminense",2,4,6,4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"679","Pedro Gabriel Pereira Lopes","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/12/21/500d93987dbbc889569e6b638e3cdab5_FORMATO.jpeg",100103,16,293,"ata","Nulo",0,1.1,0,0.7,"Athlético-PR",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/05/22/83cc3161d01d982a7f019f88e1a24064_FORMATO.png",99881,16,267,"zag","Provável",0,7.85,0,3.61,"Vasco",6,7,20,18,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"681","Elosman Euller Silva Cavalcanti","euller","Euller ","https://s.glbimg.com/es/sde/f/2019/08/26/56ef8a5cc4081f9d61e3ae98f42f3795_FORMATO.png",84890,16,341,"lat","Nulo",0.6,3.15,-0.18,0.75,"CSA",2,1,5,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Diego Santos Gama Camilo","biro-biro","Biro Biro","https://s.glbimg.com/es/sde/f/2019/07/10/28265c0a5960ef7125c08e60594b3b70_FORMATO.png",80949,16,263,"ata","Contundido",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,16,284,"zag","Nulo",0,14.86,0,7,"Grêmio",6,7,12,27,3,NA,3,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA
"684","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,16,282,"ata","Provável",0,12.25,0,4.71,"Atlético-MG",8,19,40,19,9,NA,NA,10,3,NA,NA,NA,NA,4,NA,1,NA,NA
"685","Matheus Mascarenhas dos Santos Raimundo","mascarenhas","Mascarenhas","https://s.glbimg.com/es/sde/f/2017/07/25/440c5676c1d5aade1bd6ddf33598e814_FORMATO.png",99721,16,266,"lat","Nulo",0,1.75,0,-2.3,"Fluminense",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,16,290,"mei","Nulo",0,6.58,0,1.79,"Goiás",5,7,12,6,6,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA
"687","Richard Darío Franco Escobar","richard-franco","Richard Franco","https://s.glbimg.com/es/sde/f/2019/07/08/98c83dbd47f71c1647528ee395d26781_FORMATO.png",99802,16,314,"mei","Provável",11.9,6.12,2.47,4.43,"Avaí",7,7,12,10,6,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Luan Martins Pereira","luan-pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2019/03/26/4ea943857c8fd654cdc1fe1f3e802748_FORMATO.png",99900,16,314,"mei","Nulo",-0.3,2.54,-0.28,0.97,"Avaí",7,10,12,8,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
