"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FD","FS","PE","RB","A","CA","FC","FF","FT","GC","I","DD","GS","G","CV","SG","DP","PP"
"559","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png",37281,2,283,"tec","Provável",6.71,9.42,0.67,3.66,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,2,283,"mei","Dúvida",0,6.73,0,2.7,"Cruzeiro",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,2,283,"lat","Dúvida",9.9,7.6,2.67,4.5,"Cruzeiro",NA,3,5,3,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"562","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,2,283,"lat","Provável",0,9,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,2,283,"lat","Nulo",7.1,6.87,0.76,2.45,"Cruzeiro",NA,1,8,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"564","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,2,283,"mei","Nulo",0,4.46,-1.23,0.6,"Cruzeiro",NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,2,283,"mei","Provável",0,3.62,-1.58,-0.25,"Cruzeiro",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,2,283,"ata","Nulo",0,8,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,2,283,"zag","Provável",6,8.39,0.39,6,"Cruzeiro",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"568","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,2,283,"gol","Nulo",0,6,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png",102997,2,315,"mei","Provável",2.9,3.43,0.43,2.9,"Chapecoense",NA,NA,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,2,283,"mei","Provável",4.2,8.33,-0.67,4.2,"Cruzeiro",1,3,6,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,2,283,"ata","Contundido",0,8,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,2,283,"mei","Nulo",1.9,1.43,-0.37,-0.25,"Cruzeiro",NA,NA,5,5,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,2,283,"mei","Nulo",-0.9,3.23,-1.77,-0.9,"Cruzeiro",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,2,283,"mei","Nulo",0,4.34,-1.66,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2019/02/04/d5a1e093c0e8dfd5ead943946e093661_FORMATO.png",90768,2,283,"zag","Nulo",0,5,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png",95352,2,283,"lat","Dúvida",0,6,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,2,283,"ata","Nulo",4,6.08,0.08,4,"Cruzeiro",1,1,1,2,NA,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"578","Rafael Lucas Cardoso Santos","rafael-santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2019/03/28/218f2be6e5fe193939a7c29948a70d4d_FORMATO.png",97907,2,283,"lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,2,283,"zag","Nulo",0,2.22,0,-1.8,"Cruzeiro",NA,1,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"580","Michel Borges De Jesus","michel","Michel","https://s.glbimg.com/es/sde/f/2019/03/28/a3e3e2db3e62bb26d03186bd96da7bed_FORMATO.png",103579,2,283,"mei","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/11/22/3fc8cbbb0eff85d2cfd8e31bd040d110_FORMATO.png",102137,2,283,"gol","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2019/03/28/4a8cc6dc2e1b9cb619a2da8fe306b9da_FORMATO.png",105201,2,283,"ata","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2019/02/06/d982583e35582285e375b0a64a8c7c65_FORMATO.png",93108,2,264,"mei","Nulo",-0.3,3.28,-1.23,0.1,"Corinthians",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,2,283,"mei","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2019/03/23/843c23143eca2d56e0f4bbd3030f4324_FORMATO.png",37333,2,341,"tec","Provável",2.74,3.04,0.91,1.9,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Madson Formagini Caridade","madson","Madson","https://s.glbimg.com/es/sde/f/2019/03/29/4186c23e5fc5c348b06c2e2cbb62ebdc_FORMATO.png",42467,2,341,"mei","Provável",2.6,7.41,0.13,3.05,"CSA",NA,6,6,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Fabrício Barros Santana","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/03/23/1c71c2070af8670cdc9e45e7d111715c_FORMATO.png",61228,2,341,"gol","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Cícero dos Santos Bezerra","didira","Didira","https://s.glbimg.com/es/sde/f/2019/03/23/53d76a1f4b80cf6193e40d704877fbab_FORMATO.png",63178,2,341,"mei","Provável",2.1,5.43,-0.05,2,"CSA",NA,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Carlos Andrade Souza","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/23/f1d152fe2c81a717de8d0f472e57f90d_FORMATO.png",38451,2,341,"lat","Nulo",0,3.61,0,-0.8,"CSA",NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Leandro Rosa Souza","leandro-souza","Leandro Souza","https://s.glbimg.com/es/sde/f/2019/03/23/3bdd0f64b8caf2a1f19db1abc54eb9a6_FORMATO.png",62057,2,341,"zag","Nulo",0,3.62,-1.38,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Luciano Castán da Silva","luciano-castan","Luciano Castán","https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png",68942,2,341,"zag","Provável",4.7,5.26,1.17,2.8,"CSA",NA,NA,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","João Carlos Heidemann","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2019/03/23/b148048ebdcdc02c79c893ae63f6e80d_FORMATO.png",69010,2,341,"gol","Dúvida",0,0.69,0,-6,"CSA",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA
"593","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2019/03/23/3bc2e1eb0ea72584d6300404b6ae37b1_FORMATO.png",68950,2,341,"zag","Contundido",0,6,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Andrés Ramiro Escobar Díaz","manga-escobar","Manga Escobar","https://s.glbimg.com/es/sde/f/2019/03/23/a987d4c478b33ef1a5232e599b5818e8_FORMATO.png",71704,2,341,"ata","Nulo",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Pablo Estifer Armero","armero","Armero","https://s.glbimg.com/es/sde/f/2019/04/04/2cfc8a3c3135cb867a936c86915c1d90_FORMATO.png",68693,2,341,"lat","Provável",0.6,3.15,-0.85,0.6,"CSA",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Cassiano Dias Moreira","cassiano","Cassiano","https://s.glbimg.com/es/sde/f/2019/03/23/a5334bd8099947da6320cfd492ef3519_FORMATO.png",72033,2,341,"ata","Provável",3.2,4.22,0.47,1.8,"CSA",1,5,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"597","Maurício Azevedo Alves","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/03/23/2c3a6bf46567ed434223ed72f1109c0a_FORMATO.png",72071,2,341,"mei","Contundido",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Cristian Óscar Maidana","maidana","Maidana","https://s.glbimg.com/es/sde/f/2019/04/27/0586d9e43db8f29617604df4824cb9d9_FORMATO.png",70820,2,341,"mei","Contundido",0,2.89,-1.11,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Celsonil Santos de Macedo Junior ","celsinho","Celsinho","https://s.glbimg.com/es/sde/f/2019/03/23/8e0cf56b709151b2440313376e51f0c5_FORMATO.png",72494,2,341,"lat","Nulo",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,2,341,"mei","Provável",-0.2,2.08,-0.92,-0.2,"CSA",1,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"601","Jhon Cley Jesus Silva","jhon-cley","Jhon Cley","https://s.glbimg.com/es/sde/f/2019/03/23/5706cc0e143f6dc5b8242d22be55d672_FORMATO.png",78652,2,341,"mei","Nulo",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Pedro Henrique Rosa","pedro-rosa","Pedro Rosa","https://s.glbimg.com/es/sde/f/2019/03/23/0f6289ea024f460da1833ec941b572be_FORMATO.png",79053,2,341,"lat","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,2,341,"gol","Contundido",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Bruno Edgar Silva Almeida","bruno-ramires","Bruno Ramires","https://s.glbimg.com/es/sde/f/2019/03/23/10a59cd060887aaea6d902edd828545f_FORMATO.png",89924,2,341,"mei","Provável",0.7,4.18,0.02,1.85,"CSA",NA,1,2,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,2,341,"lat","Nulo",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2019/03/23/70bbe919f0366ddc8bfed57df94afcc3_FORMATO.png",91264,2,341,"mei","Provável",13,8.94,4.78,7,"CSA",1,1,4,2,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"607","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/04/26/4967faf795743de6fc05492896bb97fb_FORMATO.png",62086,2,262,"lat","Nulo",4.2,5.21,0.21,1.7,"Flamengo",NA,NA,2,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Patrick Fabiano Alves Nóbrega Luz","patrick-fabiano","Patrick Fabiano","https://s.glbimg.com/es/sde/f/2019/03/23/5009c08e2e14b3fc4e2a17576710e6cd_FORMATO.png",80275,2,341,"ata","Nulo",0,6.73,0,1.7,"CSA",NA,1,3,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Victor Wesley dos Santos da Silva","victor-paraiba","Victor Paraíba","https://s.glbimg.com/es/sde/f/2019/03/23/8322008084e66ad377dc12a0eea40cff_FORMATO.png",102457,2,341,"ata","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Joelson dos Santos Ferreira Júnior","joelson","Joelson","https://s.glbimg.com/es/sde/f/2019/03/23/55d863f2d8452ddc265570df15a5f65c_FORMATO.png",101512,2,341,"mei","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2019/03/23/79529c1f985665187fd2266b0f3d797e_FORMATO.png",99574,2,341,"ata","Nulo",0,3.19,0,0.6,"CSA",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2019/03/26/fdeafe06b7b61ec6f750abc3c2ed907a_FORMATO.png",101841,2,290,"mei","Nulo",0,2,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Rony Fernandes da Silva","rony","Rony","https://s.glbimg.com/es/sde/f/2019/03/23/e134f25651f836736bddd86cf4caf5a7_FORMATO.png",101040,2,341,"zag","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,2,341,"zag","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Gerson Guimarães Ferreira Júnior","gerson","Gerson","https://s.glbimg.com/es/sde/f/2019/03/23/6a9c243299be70830e878c88cccbdd1d_FORMATO.png",104089,2,341,"zag","Provável",-0.5,2.5,-0.9,0.2,"CSA",NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2019/04/26/03ca6e190e55bbddf134cff00a44c25c_FORMATO.png",38909,2,262,"mei","Provável",2.4,6.93,-1.53,0.8,"Flamengo",1,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Igo Gabriel Santos Pereira","igo","Igo","https://s.glbimg.com/es/sde/f/2019/03/23/7e728851fa1878378a93b877a8fb1a5c_FORMATO.png",104991,2,341,"gol","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2019/04/23/702e013562021a3045d27ced023c5c4f_FORMATO.png",40006,2,262,"tec","Provável",2.98,10.48,-0.11,4.12,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Gerson José Laurentino Júnior","gerson-junior","Gerson Júnior","https://s.glbimg.com/es/sde/f/2019/03/23/78b41c44bdc88eb897869188f13f3715_FORMATO.png",104824,2,341,"ata","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2019/04/26/51d02738aaf54038d8131123fd325008_FORMATO.png",42501,2,262,"zag","Provável",-1,4.63,-2.37,-1,"Flamengo",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/04/26/36d518358679018a8859dd349da9e91c_FORMATO.png",78435,2,262,"ata","Provável",0,9,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2019/04/23/cfa31f72beaf2822c06932837b119ffa_FORMATO.png",51772,2,262,"mei","Nulo",0.6,13.93,-1.61,4.5,"Flamengo",NA,3,5,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Lohan dos Santos Freire","lohan","Lohan ","https://s.glbimg.com/es/sde/f/2019/03/23/4bcea9423bdc6ce6b7c3f5173ca6c009_FORMATO.png",82609,2,341,"ata","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2019/04/26/cfed24bcffd157785687c5223fdb1106_FORMATO.png",73992,2,262,"lat","Provável",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2019/04/26/ed48caa8134e11a7c39b6c0d1b2146a7_FORMATO.png",73800,2,262,"zag","Nulo",0,7.91,0,1.4,"Flamengo",NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/04/26/f94c6a4ef31e31d35c4b5173db04142b_FORMATO.png",78415,2,262,"ata","Dúvida",0,7,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2019/04/26/c90b6f282ed66e95550b8b12c749706c_FORMATO.png",78086,2,262,"gol","Provável",5,3.6,0.82,1.5,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA
"628","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2019/04/26/91363f5a07b1bf1bd53bc95cb9436ae9_FORMATO.png",85300,2,262,"ata","Dúvida",0,6,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,2,262,"mei","Nulo",11.6,13.75,2.3,6.55,"Flamengo",NA,6,4,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"630","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2019/04/26/24196e5c70d2a4de33babf207cf06539_FORMATO.png",78478,2,262,"mei","Nulo",7.1,14.14,2.41,8,"Flamengo",NA,1,5,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2019/04/26/28247a3afb9c8e95c1956b2bea9f5c5e_FORMATO.png",95802,2,262,"mei","Provável",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2019/04/26/278dd8e05f7d4d91b90be30eb0314576_FORMATO.png",91194,2,262,"gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Leonardo Campos Duarte da Silva","leo-duarte","Léo Duarte","https://s.glbimg.com/es/sde/f/2019/04/26/7cbaac69273796bf05072d8d0b7e6353_FORMATO.png",94214,2,262,"zag","Nulo",1.2,2.56,-1.26,-0.65,"Flamengo",NA,1,1,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2019/04/26/688eee515ba3a5aad11e8f9d0b719f66_FORMATO.png",98515,2,262,"ata","Dúvida",0,1.45,-0.55,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2019/04/26/69ee9fb82966a6aed84c07e074991f1a_FORMATO.png",98333,2,262,"gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2019/04/26/64d0a13b8e06be6354ab0abfb3a8b449_FORMATO.png",97902,2,262,"zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2019/04/26/578ca72e7ea4892017227d6dbfdeeae7_FORMATO.png",92981,2,262,"mei","Provável",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2019/04/26/92bd61710e21808fbbecfb022cfe34e7_FORMATO.png",95738,2,262,"lat","Provável",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
