"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","CV","FF","FT","DD","DP","GS","A","I","GC","PP"
"642","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2019/05/23/637d8e2371145463b7d61a38d9d5ce88_FORMATO.png",100712,33,264,"gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Héctor Ariel Bustamante","bustamante","Bustamante","https://s.glbimg.com/es/sde/f/2019/08/06/709f6c7dc04157eb549acea294843064_FORMATO.png",100425,33,341,"ata","Contundido",0,2.39,0,1.49,"CSA",1,34,4,12,1,17,12,NA,NA,8,NA,NA,NA,NA,1,1,NA,NA
"644","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2019/09/06/d7bd468008cd43653ec137d681d70f3e_FORMATO.png",99915,33,283,"ata","Nulo",0,3.85,0,1.54,"Cruzeiro",NA,3,1,7,NA,7,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"645","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2019/03/28/aa5dd1708e186460f701dd3ce77f0824_FORMATO.png",100652,33,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Matheus Rodrigues do Prado","matheus-prado","Matheus Prado","https://s.glbimg.com/es/sde/f/2019/09/19/66d00f70b24d3490bd0381420c5c189d_FORMATO.png",101375,33,341,"mei","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Ricardo Thalheimer","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/03/26/d6db02ce94eb23f6a9e0090158f1d7e8_FORMATO.png",101491,33,314,"zag","Nulo",0,3.18,0,1.59,"Avaí",4,21,2,5,NA,47,19,7,NA,5,NA,NA,NA,NA,NA,3,1,NA
"648","Claudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2019/03/29/fb13c66ae9c72ffe321570f916f5d250_FORMATO.png",101319,33,282,"lat","Nulo",0,7.61,0,4.18,"Atlético-MG",NA,13,1,13,NA,49,36,1,NA,3,NA,NA,NA,NA,4,2,NA,NA
"649","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2019/08/27/593bfd8ab98c93828dfa3825e6c21584_FORMATO.png",101421,33,315,"gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2019/09/27/574f8047c15ad5c24711c171b1e14ac3_FORMATO.png",101483,33,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Leonardo Barbosa Griggio","leo-griggio","Léo Griggio","",98106,33,282,"zag","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/07/08/b382b801cec6400c54c7c9f971b5b35f_FORMATO.png",101422,33,282,"ata","Nulo",0,2.8,0,-0.3,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2019/05/18/9c926f399fb16f3629089771a4b5a9b6_FORMATO.png",101484,33,293,"mei","Provável",6.5,5.67,0.72,3.56,"Athlético-PR",4,26,13,19,3,32,13,NA,NA,7,3,NA,NA,NA,4,3,NA,NA
"654","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,33,276,"mei","Provável",-2.1,3.61,-0.98,1.57,"São Paulo",2,16,2,11,NA,29,22,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"655","Dalberto Luan Belo","dalberto","Dalberto","https://s.glbimg.com/es/sde/f/2019/09/26/29cf2941e89066b6862d73494bf8de5f_FORMATO.png",97995,33,315,"ata","Nulo",0,2.02,0,0.78,"Chapecoense",1,6,3,1,NA,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"656","Jaderson Flores dos Reis","jaderson","Jaderson","https://s.glbimg.com/es/sde/f/2019/03/30/832c92b15aa34fdde7be9738ca86c863_FORMATO.png",98224,33,293,"mei","Nulo",0,0.76,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2018/08/21/de4ebb4930052513099aefe26a7f4caa_FORMATO.png",100763,33,276,"mei","Nulo",0,0.79,-0.44,0.73,"São Paulo",NA,NA,1,1,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"658","Erick Luis Conrado de Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png",98022,33,293,"mei","Nulo",0,1.46,-0.1,1.3,"Athlético-PR",1,17,4,3,1,12,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"659","Joelson dos Santos Ferreira Júnior","joelson","Joelson","https://s.glbimg.com/es/sde/f/2019/03/23/55d863f2d8452ddc265570df15a5f65c_FORMATO.png",101512,33,341,"mei","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2019/09/17/de8685a803460f7315f97750700ea848_FORMATO.png",101573,33,262,"mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2019/09/06/dbf34ebaef4e5810e0d84de12e286859_FORMATO.png",94976,33,290,"ata","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2019/04/26/69ee9fb82966a6aed84c07e074991f1a_FORMATO.png",98333,33,262,"gol","Nulo",0,2.77,0,-2,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"663","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png",94981,33,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Max Alexandre dos Santos Silva","max","Max","https://s.glbimg.com/es/sde/f/2019/02/27/1742dc16d6ca6bb28a57dbd1123a9069_FORMATO.png",94982,33,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png",94980,33,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Matheus Lucas Jacintho Ferreira","matheus-lucas","Matheus Lucas","https://s.glbimg.com/es/sde/f/2019/09/19/65cd9edd995af75682ea42a1399e9c66_FORMATO.png",95246,33,314,"ata","Nulo",0.5,1.03,-0.07,0.9,"Avaí",NA,3,NA,5,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"667","Jefferson Junio Antonio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2019/08/16/99966209d47d25a71d37b4e2176290ee_FORMATO.png",95220,33,290,"lat","Dúvida",0.5,10.95,0.04,3.8,"Goiás",5,25,3,30,1,64,46,9,NA,7,NA,NA,NA,NA,2,1,NA,NA
"668","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png",95222,33,290,"mei","Provável",-0.1,1.81,0.1,2.17,"Goiás",1,10,1,7,1,8,1,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA
"669","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png",95352,33,283,"lat","Provável",8.3,6.79,-0.55,3.54,"Cruzeiro",2,35,4,20,1,35,30,6,1,4,NA,NA,NA,NA,NA,1,NA,NA
"670","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,33,277,"zag","Nulo",0,6.33,0,3.42,"Santos",3,21,NA,9,NA,15,23,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"671","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png",95464,33,265,"mei","Provável",1.9,9.6,-0.22,2.09,"Bahia",6,100,2,23,NA,81,83,NA,1,11,NA,NA,NA,NA,1,NA,NA,NA
"672","Edson Fernando da Silva Gomes","edson","Edson","",105901,33,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2019/05/09/e71fd15038b4159201c4558cc307a573_FORMATO.png",95335,33,264,"mei","Nulo",0,4.5,0,2.4,"Corinthians",NA,3,NA,7,NA,5,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"674","Maurício Tomazi Pinheiro","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2019/03/26/1f39cc62496e44034c3eeebbdf31abf6_FORMATO.png",96464,33,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,33,276,"lat","Nulo",0,7.99,0,3.98,"São Paulo",3,28,3,9,NA,28,33,7,2,4,NA,NA,NA,NA,2,NA,NA,NA
"676","Evando Spinassé Camillato","evando-camillato","Evando Camillato","https://s.glbimg.com/es/sde/f/2019/10/11/bb63b5c764d98de9117d83e7cf71eb90_FORMATO.png",96454,33,314,"tec","Provável",3.01,6.64,0.38,1.78,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,33,314,"zag","Provável",5.7,1.6,0.69,0.4,"Avaí",2,11,NA,4,NA,16,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","José Gabriel dos Santos Silva","jose-gabriel","José Gabriel","https://s.glbimg.com/es/sde/f/2019/08/05/1494315b7bded1bb3d9b45481bf2897c_FORMATO.png",105902,33,285,"mei","Nulo",0,0.77,0,-0.2,"Internacional",NA,3,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,33,356,"zag","Provável",6.2,4.28,0.71,1.5,"Fortaleza",4,18,1,11,1,44,18,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"680","Jonathan Monteiro","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/07/19/d14955febc77d40678412b0b2ba03627_FORMATO.jpeg",105910,33,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/04/26/ac6062a69b3c066cd610015cd65af6e5_FORMATO.png",96468,33,285,"gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,33,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Adriano Firmino dos Santos da Silva","adriano","Adriano","https://s.glbimg.com/es/sde/f/2019/07/18/7327bc4ac782fab746b4699bf840a4ca_FORMATO.png",105906,33,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","José Natanael da Cruz Oliveira","natan","Natan","https://s.glbimg.com/es/sde/f/2019/05/21/494b28e7553f92faf79555308745d150_FORMATO.png",98497,33,275,"mei","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","José Aldo Soares de Oliveira Filho","jose-aldo","José Aldo","",105903,33,285,"mei","Nulo",0,1.53,0,3.5,"Internacional",NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"686","Lucas Bessa dos Santos Costa","lucas-bessa","Lucas Bessa","https://s.glbimg.com/es/sde/f/2018/01/23/64c94d10451db5a343e890e0255f7c97_FORMATO.jpeg",98494,33,285,"mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,33,263,"zag","Nulo",0,0.89,0,0.33,"Botafogo",NA,2,NA,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Vinícius Teodoro Barreta Melo","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/09/03/e3bed2dbab15d146e8145cdf5110dfe5_FORMATO.png",98496,33,283,"gol","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Alisson Fabrício dos Santos Taddei","alisson-taddei","Alisson Taddei","",105907,33,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,33,293,"ata","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2019/04/26/688eee515ba3a5aad11e8f9d0b719f66_FORMATO.png",98515,33,262,"ata","Nulo",0.4,1.48,0.05,0.44,"Flamengo",NA,3,1,5,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"692","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,33,284,"mei","Nulo",0,1.98,0,1.33,"Grêmio",1,3,3,12,1,8,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"693","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2019/09/16/12ceec5319eba91a016fb4338bc4017a_FORMATO.png",96652,33,266,"mei","Provável",5.8,2.86,-0.28,1.07,"Fluminense",9,55,11,33,NA,71,34,NA,1,16,NA,NA,NA,NA,1,NA,NA,NA
"694","Dyego Rocha Coelho","dyego-coelho","Dyego Coelho","https://s.glbimg.com/es/sde/f/2019/11/04/d9e5788306ab7739f6914563cc3b5ac2_FORMATO.png",98499,33,264,"tec","Provável",5.19,11.85,0.61,4.53,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Rômulo Zanre Zwarg","romulo","Rômulo","https://s.glbimg.com/es/sde/f/2019/07/19/3a8cec6f11d20f3f169a8bd151a50723_FORMATO.jpeg",105911,33,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Jony Alexander González Copete","yony-gonzalez","Yony González","https://s.glbimg.com/es/sde/f/2019/09/16/6e11b752b529568fe0635d0f869f0dfa_FORMATO.png",97080,33,266,"ata","Provável",5.9,13.58,0.16,5.28,"Fluminense",2,39,25,52,5,36,28,NA,NA,41,3,NA,NA,NA,2,5,NA,NA
"697","Marco Antônio de Oliveira Coelho","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/07/19/e807102cde107d543c2b4cfb4ed8280f_FORMATO.jpeg",105912,33,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2019/04/30/813c0919a982172ffb025e8d81021a44_FORMATO.png",97245,33,264,"ata","Dúvida",1.6,2.02,0.32,2.31,"Corinthians",NA,10,2,21,1,16,8,NA,NA,6,NA,NA,NA,NA,1,1,NA,NA
"699","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png",96966,33,315,"ata","Dúvida",-0.5,4.57,-0.19,2.48,"Chapecoense",2,20,3,42,3,27,16,NA,NA,9,1,NA,NA,NA,NA,2,NA,NA
"700","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,33,285,"lat","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Leonardo Thomas Lopes","leo-lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png",96965,33,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Guilherme Mantuan","mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2019/09/20/5ceffae0675962e50b4ea7af1a0d6208_FORMATO.jpeg",97315,33,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2019/02/27/1e02008698bf10ffc8e76014ba5cea5f_FORMATO.png",97520,33,265,"mei","Nulo",-0.3,2.59,-0.4,0.23,"Bahia",NA,4,1,2,NA,8,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"704","Luiz Henrique Pachu Lira","pachu","Pachu","https://s.glbimg.com/es/sde/f/2019/06/11/5d64f4f8e8a449f119b6a195390dae44_FORMATO.png",97352,33,263,"ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,33,356,"tec","Provável",6.94,9.19,0.38,3.48,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Carlos Eduardo Bertolassi da Silva","cadu-silva","Cadu Silva","",105914,33,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Welinton Macedo dos Santos","welinton","Welinton","https://s.glbimg.com/es/sde/f/2019/07/19/22fe3b9be9edad9378b6f5abb5fd5bfe_FORMATO.jpeg",105913,33,283,"ata","Nulo",0,1.29,0,1.5,"Cruzeiro",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"708","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2019/03/29/6db0e64df45a59f76114bfbac69d8b0f_FORMATO.png",97522,33,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2019/05/23/afef447f016eefff05fad8b9101e4ecb_FORMATO.png",97452,33,276,"ata","Nulo",0,1.94,0,0.13,"São Paulo",1,7,1,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2019/09/03/5835bace87a92fc7d3e303920886c724_FORMATO.png",106000,33,285,"mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/fff7f99312b5f26f059e27d7f7b203a5_FORMATO.png",97527,33,356,"ata","Nulo",0.2,2.09,-0.07,0.67,"Fortaleza",NA,2,NA,5,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"712","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2019/08/17/22428bbf637f4e33dd14de3cbc5db111_FORMATO.png",106076,33,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","João Pedro Costa Contreiras Martins","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/08/09/4b0dffb7d626e3c233ba72f5b9a65261_FORMATO.png",106017,33,267,"ata","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2019/09/16/c5d2c137a7f71266770588b3ad4680ba_FORMATO.png",97528,33,266,"zag","Nulo",0,1.78,0,1.88,"Fluminense",2,11,1,2,1,8,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Fernando Rodrigues Caixeta Barbosa","fernando","Fernando","https://s.glbimg.com/es/sde/f/2018/05/07/f73daae77a916904f7cc997667e506ad_FORMATO.png",97543,33,282,"gol","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2019/07/30/eec05aaa83cd22ce06b5bcb0f128f132_FORMATO.png",106002,33,285,"ata","Nulo",0,0.77,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Hiago Corrêa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,33,315,"zag","Provável",0,1.32,0,0.67,"Chapecoense",NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2019/09/03/08ab75a324cfe9cd93220fee828bf4de_FORMATO.png",106159,33,267,"lat","Nulo",1.5,1.07,0.07,1.5,"Vasco",NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2019/03/30/a39638dfbd68303f98264fc322855b6c_FORMATO.png",97619,33,293,"mei","Nulo",0,3.82,0,0.69,"Athlético-PR",NA,10,3,4,NA,19,2,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA
"720","Vanderley Ribeiro Correia Filho","vanderley","Vanderley","https://s.glbimg.com/es/sde/f/2019/08/17/8983f6e4a6bb89ad4e6548972209afc5_FORMATO.png",106077,33,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Dawhan Fran Urano da Purificação Oliveira","dawhan","Dawhan","https://s.glbimg.com/es/sde/f/2019/03/23/6be5b8e0ec5727594d30e1a2b17e8f16_FORMATO.png",97780,33,341,"mei","Provável",0.5,5.59,0.32,1.04,"CSA",7,30,2,10,NA,29,34,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"722","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2019/11/02/64fbe33f1d55aa51cb95d9643e1c87bb_FORMATO.png",106083,33,290,"mei","Nulo",0,1.05,0,0.04,"Goiás",1,13,2,3,NA,2,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"723","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2019/04/26/64d0a13b8e06be6354ab0abfb3a8b449_FORMATO.png",97902,33,262,"zag","Nulo",0,0.73,0,-1.2,"Flamengo",1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
