"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
9,344,83786,TRUE,0.2,1.33,3.75,-0.19,2,4,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
10,344,83786,FALSE,0,1.33,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,344,83786,TRUE,1.9,1.4,4,0.25,1,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
12,344,83786,FALSE,0,1.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,344,83786,FALSE,0,1.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,344,83786,TRUE,11.4,2.51,5.93,1.93,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
15,344,83786,TRUE,5.5,2.81,5.37,-0.56,1,3,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0
16,344,83786,FALSE,0,2.81,5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,344,83786,FALSE,0,2.81,5.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,344,83786,TRUE,5.3,3.04,5.42,0.05,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
19,344,83786,TRUE,5.3,3.23,5.74,0.32,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
20,344,83786,FALSE,0,3.23,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,344,83786,FALSE,0,3.23,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,344,83786,FALSE,0,3.23,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,344,83786,FALSE,0,3.23,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,344,83786,TRUE,3.1,3.22,5.41,-0.33,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
25,344,83786,TRUE,5.1,3.35,5.87,0.46,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,344,83786,TRUE,3.1,3.33,5.6,-0.27,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
27,344,83786,TRUE,0.2,3.13,5.16,-0.44,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
28,344,83786,TRUE,0.6,2.98,5.17,0.01,1,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
29,344,83786,FALSE,0,2.98,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,344,83786,TRUE,-2.8,2.66,4.44,-0.73,0,5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
31,344,83786,FALSE,0,2.66,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,344,83786,FALSE,0,2.66,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,344,83786,TRUE,5.8,2.83,5.93,1.49,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
34,344,83786,FALSE,0,2.83,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,344,83786,FALSE,0,2.83,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,344,83786,TRUE,0.5,2.71,5.01,-0.92,0,3,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0
37,344,83786,TRUE,4.9,2.81,5.9,0.89,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
38,344,83786,FALSE,0,2.81,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,282,85027,FALSE,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,282,85027,FALSE,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,282,85027,TRUE,6.8,6.8,11.62,0.62,1,1,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0
3,282,85027,TRUE,1.2,4,10.49,-1.13,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
4,282,85027,TRUE,-2.1,1.97,9.05,-1.44,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0
5,282,85027,TRUE,3.9,2.45,9.95,0.9,2,3,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0
6,282,85027,TRUE,-1.3,1.7,8.66,-1.29,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7,282,85027,TRUE,-0.1,1.4,8.66,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,282,85027,TRUE,0.2,1.23,8.45,-0.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,282,85027,TRUE,7.2,1.98,9.85,1.4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10,282,85027,TRUE,0,1.76,8.65,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,282,85027,FALSE,0,1.76,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,282,85027,TRUE,8,2.38,9.97,1.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,282,85027,TRUE,2.6,2.4,9.23,-0.74,1,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0
14,282,85027,TRUE,-4.2,1.85,7.91,-1.32,0,3,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0
15,282,85027,TRUE,0.9,1.78,8.75,0.84,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
16,282,85027,FALSE,0,1.78,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,282,85027,FALSE,0,1.78,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,282,85027,FALSE,0,1.78,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,282,85027,TRUE,0,1.65,8.36,-0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,282,85027,TRUE,0,1.54,8.2,-0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,282,85027,TRUE,1.6,1.54,8.55,0.35,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
22,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,282,85027,FALSE,0,1.54,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,316,84887,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,262,91194,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,315,84684,FALSE,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,315,84684,TRUE,2.6,2.6,6.32,0.32,0,2,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0
2,315,84684,TRUE,4.1,3.35,7.57,1.25,2,4,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
3,315,84684,TRUE,2.9,3.2,7.73,0.16,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,315,84684,TRUE,2,2.9,7.62,-0.11,3,7,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0
5,315,84684,TRUE,12,4.72,10.41,2.79,2,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6,315,84684,TRUE,0.8,4.07,8.7,-1.71,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,315,84684,TRUE,1.2,3.66,8.78,0.08,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8,315,84684,TRUE,0.2,3.23,8.42,-0.36,3,5,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
9,315,84684,TRUE,3.5,3.26,9,0.58,1,3,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0
10,315,84684,TRUE,2.2,3.15,8.83,-0.17,1,2,0,0,0,3,0,1,0,1,2,0,0,0,0,0,0,0
11,315,84684,TRUE,-3.3,2.56,7.67,-1.16,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0
12,315,84684,FALSE,0,2.56,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,315,84684,TRUE,0.9,2.42,8.02,0.35,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
14,315,84684,FALSE,0,2.42,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,315,84684,TRUE,4.2,2.56,8.72,0.7,2,5,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
16,315,84684,TRUE,8.9,3.01,9.68,0.96,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
17,315,84684,FALSE,0,3.01,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,315,84684,FALSE,0,3.01,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,315,84684,TRUE,-3.9,2.55,7.59,-2.09,0,2,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0
20,315,84684,FALSE,0,2.55,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,315,84684,FALSE,0,2.55,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,315,84684,TRUE,2.8,2.57,8.52,0.93,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
23,315,84684,TRUE,0.7,2.46,8.11,-0.41,1,4,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
24,315,84684,TRUE,1.2,2.39,8.13,0.02,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,315,84684,FALSE,0,2.39,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,315,84684,FALSE,0,2.39,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,315,84684,FALSE,0,2.39,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,315,84684,FALSE,0,2.39,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,315,84684,TRUE,0.2,2.27,7.8,-0.33,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
30,315,84684,TRUE,0,2.16,7.58,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,315,84684,FALSE,0,2.16,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,315,84684,FALSE,0,2.16,7.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,315,84684,TRUE,0.2,2.07,7.63,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,315,84684,TRUE,0.5,2,7.59,-0.04,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35,315,84684,TRUE,1.6,1.98,7.94,0.35,3,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
36,315,84684,TRUE,4.1,2.07,8.2,0.26,3,4,0,0,1,2,0,0,0,2,4,0,0,0,0,0,0,0
37,315,84684,TRUE,0.1,1.99,7.67,-0.53,5,2,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0
38,315,84684,FALSE,0,1.99,7.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,303,80576,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,303,80576,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,316,80576,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,316,80576,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,316,80576,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,316,80576,TRUE,-1.3,-1.3,3.5,-1.5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
6,316,80576,TRUE,-0.6,-0.95,3.32,-0.18,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0
7,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,316,80576,FALSE,0,-0.95,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,316,80576,TRUE,-1,-0.97,2.74,-0.58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
23,316,80576,TRUE,0,-0.73,2.86,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,316,80576,FALSE,0,-0.73,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,316,80576,FALSE,0,-0.73,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,316,80576,FALSE,0,-0.73,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,316,80576,TRUE,2.8,-0.02,3.32,0.46,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
28,316,80576,TRUE,4.1,0.67,3.6,0.28,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
29,316,80576,TRUE,-1.1,0.42,2.74,-0.86,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
30,316,80576,TRUE,-2.6,0.04,2.37,-0.37,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0
31,316,80576,FALSE,0,0.04,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,316,80576,FALSE,0,0.04,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,316,80576,TRUE,-0.2,0.01,2.72,0.35,1,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
34,316,80576,TRUE,0.5,0.06,2.81,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,316,80576,FALSE,0,0.06,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,316,80576,TRUE,-0.3,0.03,2.64,-0.17,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,316,80576,TRUE,-0.8,-0.04,2.58,-0.06,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
38,316,80576,TRUE,2.2,0.13,3.04,0.46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,275,84848,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,275,84848,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,275,84848,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,275,84848,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,275,84848,TRUE,0,0,3.84,-1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,275,84848,FALSE,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,275,84848,FALSE,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
