"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","I","SG","GC","FT","G","DD","GS","CV","PP","DP"
"636","Jown Anderson Cardona Agudelo","cardona","Cardona","https://s.glbimg.com/es/sde/f/2018/07/03/d51a3a19a638632da422b8c043a3d8c7_FORMATO.png",102849,33,"CEA","mei","Nulo",0.9,3.1,0.53,1.8,"Ceará",2,7,2,4,15,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/09/27/4deb0c24f72bef63b84529f7a2c8aba3_FORMATO.png",102852,33,"VAS","mei","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/05/29/1062a53533bc3381effc250b52595038_FORMATO.png",102719,33,"VAS","mei","Nulo",0,0.74,0,-2.9,"Vasco",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"639","Joriwinnyson Santos dos Anjos Rodrigues","jori","Jori","https://s.glbimg.com/es/sde/f/2018/05/07/74ebf6f155bba3965e6fbdd4d47886ed_FORMATO.png",97453,33,"AME","gol","Contundido",0,8.8,0,1.48,"América-MG",NA,1,NA,1,9,NA,NA,NA,NA,2,NA,NA,NA,10,12,NA,NA,NA
"640","Agustín Doffo","doffo","Doffo","https://s.glbimg.com/es/sde/f/2018/08/03/fe966a22dd530989a1344cf27838ad6d_FORMATO.png",102894,33,"CHA","mei","Provável",5.2,4.61,0.74,4.79,"Chapecoense",4,24,3,36,23,17,NA,14,2,NA,NA,1,3,NA,NA,NA,NA,NA
"641","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2018/09/20/a0f7f5a4cab2aadb8015e478a8433dfc_FORMATO.png",97452,33,"FLU","ata","Nulo",0,2.77,0,2.7,"Fluminense",NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Caio Felipe dos Santos Silva","caio","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,33,"SPO","lat","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Gabriel Barbosa Avelino","gabriel-barbosa","Gabriel Barbosa","https://s.glbimg.com/es/sde/f/2018/07/13/66b3a5d8aeae0fca09f00f1ea7dc8a34_FORMATO.png",102902,33,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,33,"SPO","gol","Provável",7.7,5.79,0.13,4.9,"Sport",NA,NA,NA,2,6,NA,1,NA,NA,4,NA,NA,NA,9,6,NA,NA,NA
"645","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2018/06/28/b5606c7af78b7724cc8806c65fce3f1e_FORMATO.png",98057,33,"ATL","tec","Provável",5.78,11.16,0.77,4.55,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2018/08/22/a2c64eeac368068b590a24a0ee381522_FORMATO.png",102909,33,"SAO","mei","Contundido",0,2.05,0,2.27,"São Paulo",1,13,3,5,9,11,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Mateus William Sabino Silva","sabino","Sabino","https://s.glbimg.com/es/sde/f/2018/07/19/a9beadabcf13c6fbb9e50629b154ed1d_FORMATO.png",102905,33,"AME","zag","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2018/08/22/8dada340d3eace63bb678a5ac94eaaff_FORMATO.png",97520,33,"SAO","mei","Dúvida",0,2.95,0,1.3,"São Paulo",1,6,NA,2,12,2,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"649","Matheus Gabriel Guedes Caetano","matheus-guedes","Matheus Guedes","https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png",100746,33,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Daniel dos Santos Oliveira","daniel","Daniel ","https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png",99461,33,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","José Ricardo Araújo Fernandes","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/09/18/03e7abfdac596735f28f8c3784957b23_FORMATO.png",102911,33,"FLU","mei","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2018/05/18/28524541dbc99ed7fa6cadc1531e6cf9_FORMATO.png",97527,33,"FLU","ata","Nulo",0.7,3.53,-0.09,1.65,"Fluminense",4,12,5,36,16,14,1,11,3,NA,NA,1,NA,NA,NA,1,NA,NA
"653","César Nunes da Costa","cesar","César","https://s.glbimg.com/es/sde/f/2018/09/18/d2e64310e53678e2ab4f1d70a1a6bf88_FORMATO.png",102912,33,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Paulo Ricardo Fales","paulo-fales","Paulo Fales","https://s.glbimg.com/es/sde/f/2018/09/21/5d4b7dbbbe7fc4792115d2aa2174eaf0_FORMATO.png",102914,33,"PAR","zag","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2018/06/05/664e239f7dce6e6497a82d094f42723a_FORMATO.png",97522,33,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Luis Henrique Lima Ferreira","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/06/05/f468a62494928820ad0f8123756afdf3_FORMATO.png",97459,33,"AME","zag","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Matheus Felipe Camargo Iacovelli","iacovelli","Iacovelli","https://s.glbimg.com/es/sde/f/2018/07/16/2fce91a60b69631682b1584fc429beab_FORMATO.png",102903,33,"PAR","ata","Nulo",0,2.48,0,0.85,"Paraná",NA,1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Ruan Marvyn Vital Ferreira","ruan-marvyn","Ruan Marvyn",NA,102915,33,"ATL","zag","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2018/09/20/757d419d1040c909be357a50fb4f34b8_FORMATO.png",97528,33,"FLU","zag","Dúvida",0,2.75,0,1.38,"Fluminense",NA,6,1,2,6,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"660","Gabriel Pereira Minas","gabriel","Gabriel",NA,103311,33,"FLU","mei","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Álvaro Vieira de Oliveira","alvaro","Álvaro","https://s.glbimg.com/es/sde/f/2018/07/20/a7d42e8d9df250812649327ffc9742f8_FORMATO.png",98097,33,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Hiago Correa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,33,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","João Burse","joao-burse","João Burse","https://s.glbimg.com/es/sde/f/2018/07/31/ef2edbb0684ecfeaa78816cca5c39601_FORMATO.png",103006,33,"VIT","tec","Provável",3.83,5.99,-0.46,2.67,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2018/05/07/efc79595752a6acffda52ff4455cbc32_FORMATO.png",97619,33,"ATL","mei","Nulo",0,6.09,0,3.98,"Atlético-MG",1,7,7,6,31,20,2,5,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"665","Gabriel Nascimento Rezende Brazão","gabriel-brazao","Gabriel Brazão","https://s.glbimg.com/es/sde/f/2018/08/07/473f43841ebfd167cb1c79dbbf7b1f67_FORMATO.png",103056,33,"CRU","gol","Nulo",0,3,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,33,"CRU","zag","Contundido",0,6.28,0,1.67,"Cruzeiro",2,12,2,1,15,8,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"667","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2018/08/05/62200f085be5b3ab15f13e3e72be04e7_FORMATO.png",98184,33,"BAH","ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Ilson Cedric Borges de Accacio Lima","cedric","Cedric","https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png",98221,33,"VIT","lat","Nulo",0,3.97,0,4.08,"Vitória",NA,1,NA,NA,8,5,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"669","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,33,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Roger Ibañez da Silva","ibanez","Ibañez","https://s.glbimg.com/es/sde/f/2018/09/20/69ed2b738cbaf148777b6d868df813c9_FORMATO.png",97803,33,"FLU","zag","Contundido",0,4.46,0,2.64,"Fluminense",3,9,2,10,31,18,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"671","Matias Antonini Lui","matias-antonini","Matias Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,33,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,33,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png",98352,33,"ATL","mei","Nulo",4.4,6.69,0.73,2.56,"Atlético-PR",4,27,2,63,45,35,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Mateus Rodrigues Dos Santos ","mateus","Mateus",NA,102957,33,"VIT","lat","Nulo",0,3.57,0,6.1,"Vitória",NA,NA,NA,NA,4,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"675","Erick de Arruda Serafim","erick","Erick","https://s.glbimg.com/es/sde/f/2018/06/28/c1426d2e4418dfcc0731f1ddf753c5bf_FORMATO.png",97810,33,"VIT","ata","Provável",6.5,7.89,0.56,5.17,"Vitória",3,9,11,33,48,24,2,11,2,NA,NA,1,2,NA,NA,NA,NA,NA
"676","Matheus Victor de Araujo Rocha","matheus-rocha","Matheus Rocha","https://s.glbimg.com/es/sde/f/2018/08/31/0de314d9127f9459f3ccdedc86faac1d_FORMATO.png",103077,33,"PAL","lat","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2018/08/15/4c3a02243f71277303220dda6d6448e8_FORMATO.png",103076,33,"SPO","ata","Provável",2,3.06,0.41,3.12,"Sport",NA,8,3,4,10,4,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"678","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2018/08/27/d1cbc6b2bedd39d69f383f2cfc0778b8_FORMATO.png",103088,33,"VIT","zag","Provável",4.8,4.45,0.4,2.77,"Vitória",3,13,NA,7,18,20,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA
"679","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2018/09/19/6be14b67c4a42f80fe1c004ff74e8bb8_FORMATO.png",103295,33,"BAH","mei","Provável",16.1,8.87,2.85,5.01,"Bahia",2,9,4,14,20,15,3,6,1,NA,NA,1,1,NA,NA,NA,NA,NA
"680","Martín Rea Zuccotti","martin-rea","Martín Rea","https://s.glbimg.com/es/sde/f/2018/08/15/112cfc233171e1ce071bc8982b37d432_FORMATO.png",103093,33,"ATL","zag","Nulo",0,6,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,33,"CRU","mei","Nulo",0,1.26,0,-0.17,"Cruzeiro",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Yuri Cesar Santos de Oliveira Silva","yuri","Yuri ",NA,103446,33,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Rodrigo dos Santos Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2018/09/04/d068cd3a6fee7e46073e4b8bccce8590_FORMATO.png",103261,33,"SAO","zag","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Kaio Jorge Pinto Ramos","kaio","Kaio ",NA,103445,33,"SAN","ata","Nulo",0,1.38,0,-0.5,"Santos",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Antony Matheus do Santos","antony","Antony",NA,103455,33,"SAO","ata","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Rafael Bilu Mudesto","rafael-bilu","Rafael Bilu","https://s.glbimg.com/es/sde/f/2018/10/13/e56aeb65fba2f0dec62cbccdaf425921_FORMATO.png",103576,33,"COR","ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Bruno de Andrade Ritter","bruno-ritter","Bruno Ritter","https://s.glbimg.com/es/sde/f/2018/10/18/af227220f3f74a7b8b1a83760f1731a3_FORMATO.png",103490,33,"VAS","mei","Nulo",0,1.96,0,1.15,"Vasco",NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Kendy Renato Ikegami Leira","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/09/18/243b576d1c5afd8bbf4cc3672760fb70_FORMATO.png",103345,33,"CEA","mei","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Lucas de Souza Ventura","nonoca","Nonoca","https://s.glbimg.com/es/sde/f/2018/04/09/f994b05e8cd6aee16ab81f7cc4871c16_FORMATO.png",97856,33,"SPO","mei","Nulo",0,3.06,0,2.43,"Sport",NA,2,NA,4,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Ignácio da Silva Oliveira","ignacio","Ignácio",NA,103523,33,"BAH","zag","Nulo",0,2.22,0,1.5,"Bahia",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Andrey Nunes dos Santos","andrey","Andrey",NA,103559,33,"PAR","ata","Provável",10,3.74,1.45,2.92,"Paraná",1,12,NA,5,4,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"692","Jhemerson Guimarães Gaigher","jhemerson","Jhemerson","https://s.glbimg.com/es/sde/f/2018/03/21/4352f97cb92d8c89a85442b0da6b66fb_FORMATO.png",97863,33,"VIT","mei","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,33,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Vitor Eduardo da Silva Matos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2017/12/02/4d449cbc6b7323b7652ea2ab5c68e8aa_FORMATO.png",97900,33,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2018/03/23/0487d5333c622c87e5ad477567b7ee36_FORMATO.png",97867,33,"SPO","zag","Nulo",0,1.96,0,-0.27,"Sport",1,3,NA,1,13,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo",NA,103645,33,"FLU","ata","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Rafael Lucas Cardoso Santos","rafael-santos","Rafael Santos",NA,97907,33,"CRU","lat","Nulo",0,1.53,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Iago Amaral Borduchi","iago","Iago","https://s.glbimg.com/es/sde/f/2018/04/09/733606405d1966bcc1ea11b6d2790ec5_FORMATO.png",97868,33,"INT","lat","Provável",6.3,11.94,0.88,4.38,"Internacional",7,40,3,13,79,70,1,7,3,13,NA,NA,NA,NA,NA,NA,NA,NA
"699","Dênis De Oliveira Aguiar Junior ","denis","Dênis","https://s.glbimg.com/es/sde/f/2018/11/06/d7c525671eaac3c0317710548f1d3988_FORMATO.png",103662,33,"SAO","gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Felipe Guilherme Moreira Bernardo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/06/05/c3642a3c616e9a283af3bfee7f2dee6b_FORMATO.png",97931,33,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Erick Martins Ferreira Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2018/05/07/88672601deeb050de20d1c18b8a04c9e_FORMATO.png",97930,33,"AME","gol","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Marcos Vinícius da Silva Santos","marcos-vinicius","Marcos Vinícius ","https://s.glbimg.com/es/sde/f/2018/05/17/5821104539e471cb543e8668646b2c01_FORMATO.png",97969,33,"CHA","lat","Nulo",0,2.14,0,3.4,"Chapecoense",NA,3,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Linik Eduardo Santos","linik","Linik","https://s.glbimg.com/es/sde/f/2018/03/21/1b2fe22656db0d2209b8e7ef2717f9a7_FORMATO.png",99545,33,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/07/25/6b15b755bc411ce7d63c908bc84f2fae_FORMATO.png",99574,33,"AME","ata","Nulo",1.4,3.84,0.24,1.28,"América-MG",1,7,3,9,22,8,1,7,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"705","Jean Lucas Figueiredo","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/09/15/77b83b67934e591576df182a91e62652_FORMATO.png",97987,33,"PAR","mei","Nulo",0,0.91,0,-2.5,"Paraná",1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png",100333,33,"SAO","ata","Nulo",0,1.29,0,2.5,"São Paulo",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Jean Carlos de Brito","jean","Jean","https://s.glbimg.com/es/sde/f/2018/07/05/bffb1664849744b4d0766f95b9bbff78_FORMATO.png",99584,33,"SPO","lat","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Patrick William Sá de Oliveira","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png",99595,33,"CEA","zag","Nulo",0,1.12,0,-0.3,"Ceará",1,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo",NA,100844,33,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Bruno Cosendey Lobo Pinto","bruno-cosendey","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2018/09/27/fa6ad7ea560f7cfd705eed2799c9c148_FORMATO.png",99615,33,"VAS","mei","Nulo",0,3.35,0,1.53,"Vasco",NA,11,2,3,20,6,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"711","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,33,"COR","ata","Nulo",0,2.66,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Bruno Bortolini Jackel","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/5343c806a41adb731a9e4da46f95fbb9_FORMATO.png",98420,33,"CHA","lat","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,33,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,33,"CHA","ata","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,33,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Alan de Souza Guimarães","alanzinho","Alanzinho","https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png",100845,33,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,33,"BOT","zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,33,"SAN","ata","Provável",0.8,11.46,0.2,4,"Santos",1,27,15,54,55,14,3,12,1,NA,NA,2,6,NA,NA,NA,NA,NA
