"player_slug","player_id","player_nickname","player_team","player_position","price_cartoletas","score_mean","score_no_cleansheets_mean","diff_home_away_s","n_games","score_mean_home","score_mean_away","shots_x_mean","fouls_mean","RB_mean","PE_mean","A_mean","I_mean","FS_mean","FF_mean","G_mean","DD_mean","DP_mean"
"clayton",81770,"Clayton","265","ata",4.36,0.9,0.9,-0.970625069094535,10,0.44,1.63333333333333,0.7,0.6,0.2,1.5,0,0,0.5,0.3,0.1,0,0
"rossi",81798,"Rossi","285","ata",3.28,1.02592592592593,1.02592592592593,-0.117704222173769,27,1.3,0.883333333333333,0.37037037037037,0.888888888888889,0.481481481481481,1.22222222222222,0.0740740740740741,0.0740740740740741,1.03703703703704,0.185185185185185,0.037037037037037,0,0
"alisson",81845,"Alisson","284","mei",7.11,3.06363636363636,3.06363636363636,1.82829737887527,22,5.22,1.13,0.954545454545455,0.863636363636364,0.818181818181818,1.90909090909091,0.136363636363636,0.0909090909090909,2.13636363636364,0.454545454545455,0.0454545454545455,0,0
"joao-ricardo",81881,"João Ricardo","327","gol",6.49,3.08928571428572,4.16071428571429,-0.716338108521885,28,3.98181818181818,2.18,0,0.0714285714285714,0,0.892857142857143,0,0,0.0714285714285714,0,0,1.42857142857143,0.0357142857142857
"osman",81898,"Osman","315","ata",3.02,1.12307692307692,1.12307692307692,0.344956775534805,13,1.85,0.56,0.538461538461538,0.923076923076923,0.538461538461538,1.38461538461538,0,0.0769230769230769,0.769230769230769,0.230769230769231,0.0769230769230769,0,0
"juninho",82381,"Juninho","327","mei",8.72,3.17941176470588,3.17941176470588,0.328391123672102,34,3.66428571428571,2.40555555555556,0.5,1.64705882352941,2.11764705882353,2.52941176470588,0,0.0294117647058824,0.941176470588235,0.235294117647059,0.117647058823529,0,0
"ze-rafael",82455,"Zé Rafael ","265","mei",18.69,6.646875,6.646875,0.827282184064435,32,7.72352941176471,5.52307692307692,2.3125,2.28125,2.375,2.3125,0.09375,0.15625,3.03125,1.25,0.125,0,0
"calyson",82630,"Calyson","204","mei",2.92,2,2,0.245505530538115,20,2.675,1.57272727272727,1.1,0.85,0.55,1.2,0,0.1,0.95,0.6,0.1,0,0
"patrick",83433,"Patrick","285","mei",17.08,5.70571428571428,5.70571428571428,0.612409942092989,35,6.68235294117647,4.8875,0.971428571428571,1.82857142857143,2.97142857142857,2.08571428571429,0.0857142857142857,0,1.37142857142857,0.514285714285714,0.142857142857143,0,0
"clayson",83817,"Clayson","264","ata",8.5,1.39090909090909,1.39090909090909,-0.241315939118807,22,1.46666666666667,1.28333333333333,0.545454545454545,0.909090909090909,0.681818181818182,1.45454545454545,0.0454545454545455,0.227272727272727,0.954545454545455,0.227272727272727,0.0454545454545455,0,0
"valdo",84509,"Valdo","204","zag",7.22,3.52666666666667,2.19333333333333,0.0482886548667121,15,3.8,2.82,0.333333333333333,0.466666666666667,1.06666666666667,0.733333333333333,0,0,0.6,0.266666666666667,0.0666666666666667,0,0
"lucas-romero",84558,"Lucas Romero","283","mei",6.32,3.35652173913043,3.35652173913043,0.167726469681139,23,3.81,2.85454545454545,0.304347826086957,1.47826086956522,2.78260869565217,1.91304347826087,0,0.0434782608695652,1.1304347826087,0.217391304347826,0,0,0
"nico-lopez",84709,"Nico López","285","ata",15.86,6.146875,6.146875,0.464721393125943,32,6.3375,4.82142857142857,2,1.25,1.09375,2.3125,0.1875,0.40625,1.4375,0.75,0.34375,0,0
"raul-prata",84855,"Raul Prata","292","lat",8.33,3.47619047619048,1.57142857142857,-0.373957732788727,21,4.5125,2.36363636363636,0.285714285714286,1.80952380952381,1.9047619047619,3.42857142857143,0.0476190476190476,0,1.14285714285714,0.19047619047619,0,0,0
"leo-ceara",85607,"Léo Ceará","287","ata",7.87,4.10588235294118,4.10588235294118,1.86008324894685,17,6.05,1.9,2,1.76470588235294,0.470588235294118,1.23529411764706,0,0.411764705882353,2.52941176470588,1.35294117647059,0.294117647058824,0,0
"leo",85626,"Léo","265","lat",9.9,3.25806451612903,1.80645161290323,-0.107108932149908,31,4.32,1.90714285714286,0.483870967741935,1.19354838709677,1.41935483870968,2.03225806451613,0.032258064516129,0.193548387096774,0.806451612903226,0.290322580645161,0,0,0
"borja",86120,"Borja","275","ata",9.54,2.70625,2.70625,0.738748388088285,16,3.8,1.76666666666667,2,1.9375,0.8125,1.9375,0.0625,0.625,0.8125,1.4375,0.1875,0,0
"wanderson",86143,"Wanderson","293","zag",3.64,1.36666666666667,0.0333333333333334,1.10384442349381,15,2.56,0.7125,0.2,1.66666666666667,0.933333333333333,2.06666666666667,0,0.0666666666666667,0.266666666666667,0.133333333333333,0,0,0
"victor-luis",86410,"Victor Luis","275","lat",8.51,4.60909090909091,2.33636363636364,-0.582719728776533,22,4.27777777777778,5.01666666666667,0.681818181818182,1.09090909090909,1.59090909090909,2.31818181818182,0,0.0454545454545455,1.04545454545455,0.409090909090909,0.0454545454545455,0,0
"jandrei",86508,"Jandrei","315","gol",5.65,1.52702702702703,2.82432432432433,-0.347268839357412,37,2.60588235294118,-0.0277777777777778,0,0.0810810810810811,0.027027027027027,0.945945945945946,0,0,0.162162162162162,0,0,0.972972972972973,0.027027027027027
"richardson",86536,"Richardson","204","mei",6.85,3.27777777777778,3.27777777777778,-0.848507559716965,27,3.08333333333333,4.04615384615385,0.62962962962963,2.81481481481481,2.66666666666667,1.77777777777778,0.037037037037037,0.037037037037037,2.51851851851852,0.37037037037037,0,0,0
"richard",86711,"Richard","266","mei",16.29,4.5,4.5,0.00590749477126977,34,4.60625,3.95625,0.617647058823529,1.79411764705882,2.82352941176471,2.02941176470588,0.0294117647058824,0,1.35294117647059,0.323529411764706,0.0882352941176471,0,0
"everton",86757,"Everton","284","ata",16.59,7.31111111111111,7.31111111111111,0.111492502995158,27,7.69375,6.84444444444444,2.77777777777778,1.25925925925926,1.18518518518519,2,0.111111111111111,0.185185185185185,1.7037037037037,1.14814814814815,0.37037037037037,0,0
"matheus-rossetto",86766,"Matheus Rossetto","293","mei",8.54,1.37333333333333,1.37333333333333,0.359083828899952,15,1.71666666666667,0.4,0.4,1.53333333333333,1,2,0,0.133333333333333,0.4,0.2,0.133333333333333,0,0
"raniel",86797,"Raniel","283","ata",6.76,2.54666666666667,2.54666666666667,1.33788681205659,30,4.16428571428571,1,1.2,1.56666666666667,0.566666666666667,0.833333333333333,0.0333333333333333,0.266666666666667,1.6,0.666666666666667,0.133333333333333,0,0
"jose-welison",86859,"José Welison","282","mei",3.71,2.54761904761905,2.54761904761905,-1.43328606680311,21,1.45,3.51666666666667,0.428571428571429,1.9047619047619,2.38095238095238,1.9047619047619,0,0,0.80952380952381,0.333333333333333,0,0,0
"willian-maranhao",87262,"Willian Maranhão","267","mei",1.72,0.753846153846154,0.753846153846154,-1.1684038162066,13,-0.1,1.46666666666667,0.384615384615385,2.84615384615385,1.30769230769231,2,0.153846153846154,0,0.846153846153846,0.0769230769230769,0,0,0
"kannemann",87342,"Kannemann","284","zag",13.31,7.64444444444445,4.58888888888889,0.190361862004841,18,7.13636363636363,9.32,0.277777777777778,1.5,3.66666666666667,0.888888888888889,0,0.0555555555555556,1.27777777777778,0.222222222222222,0,0,0
"gabriel",87393,"Gabriel","282","zag",6.68,2.61904761904762,1.66666666666667,0.0739340727653743,21,3.8625,1.20909090909091,0.380952380952381,0.857142857142857,1.0952380952381,0.904761904761905,0,0,1.0952380952381,0.142857142857143,0,0,0
"neto-moura",87742,"Neto Moura","292","mei",4.85,2.54375,2.54375,-0.358305599798933,16,2.3625,2.4,0.75,0.9375,1.5625,0.875,0,0,0.875,0.3125,0,0,0
"yago",87747,"Yago","287","mei",9.78,3.01923076923077,3.01923076923077,-0.278651723012411,26,2.92,2.80714285714286,1.19230769230769,1.07692307692308,0.923076923076923,2,0.0769230769230769,0.0384615384615385,2.19230769230769,0.769230769230769,0.0769230769230769,0,0
"gustavo-scarpa",87999,"Gustavo Scarpa","275","mei",9.63,3.50833333333333,3.50833333333333,-0.889394512244939,12,2.56,3.6,1.66666666666667,1,0.916666666666667,2.16666666666667,0.0833333333333333,0.0833333333333333,1.16666666666667,1.08333333333333,0.166666666666667,0,0
"angel-romero",88323,"Ángel Romero","264","ata",10.46,4.24814814814815,4.24814814814815,-0.281727461966224,27,4.41538461538462,4.30833333333333,1.07407407407407,1.40740740740741,1.14814814814815,2.85185185185185,0.111111111111111,0.148148148148148,3.22222222222222,0.518518518518518,0.222222222222222,0,0
"aderlan",88423,"Aderlan","327","lat",4.79,3.51739130434783,1.99565217391304,0.366147355582526,23,4.51818181818182,2.37,0.391304347826087,1.82608695652174,2.08695652173913,2.47826086956522,0.0869565217391304,0,0.91304347826087,0.304347826086957,0,0,0
"iago-maidana",89226,"Iago Maidana","282","zag",4.91,2.74782608695652,0.573913043478261,-0.998237037035505,25,2.18181818181818,2.97272727272727,0.608695652173913,1.43478260869565,0.91304347826087,1.47826086956522,0,0.0434782608695652,0.91304347826087,0.478260869565217,0,0,0
"igor-rabello",89493,"Igor Rabello","263","zag",11.25,3.48918918918919,2.13783783783784,-0.0559564519140992,37,4.39473684210526,2.38125,0.513513513513513,0.891891891891892,1.51351351351351,1.97297297297297,0,0.162162162162162,0.783783783783784,0.351351351351351,0.0540540540540541,0,0
"dodi",89883,"Dodi","266","mei",2.68,2.02857142857143,2.02857142857143,-0.218611746210535,14,2.38333333333333,2.15714285714286,0.5,1.64285714285714,1.78571428571429,0.714285714285714,0,0,0.714285714285714,0.357142857142857,0,0,0
"andrigo",89930,"Andrigo","292","mei",4.11,1.00588235294118,1.00588235294118,-0.306485381725885,17,1.07142857142857,1.01111111111111,0.705882352941177,1.11764705882353,0.941176470588235,1.94117647058824,0,0.117647058823529,0.529411764705882,0.352941176470588,0,0,0
"bruno-pacheco",90061,"Bruno Pacheco","315","lat",9.03,4.08620689655172,2.53448275862069,-0.38788411778221,29,3.93333333333333,3.36,0.172413793103448,1.86206896551724,2.13793103448276,2,0.0344827586206897,0,2,0.137931034482759,0,0,0
"david",90309,"David","283","ata",3.47,1.14444444444444,1.14444444444444,0.713521507079094,18,2.28571428571429,0.3,0.833333333333333,0.944444444444444,0.388888888888889,1.77777777777778,0.0555555555555556,0.888888888888889,1.27777777777778,0.5,0.0555555555555556,0,0
"moises",90444,"Moisés","263","lat",8.77,4.25555555555556,2.95925925925926,-0.449486220677348,27,4.45833333333333,3.35384615384615,0.518518518518518,1.92592592592593,2.2962962962963,2.2962962962963,0.0740740740740741,0.037037037037037,1.14814814814815,0.259259259259259,0,0,0
"lucas-fernandes",90899,"Lucas Fernandes","287","ata",7.3,4.20344827586207,4.20344827586207,-1.0338281086691,29,3.52307692307692,4.83571428571429,1.13793103448276,0.758620689655172,1.10344827586207,2.10344827586207,0,0,3.41379310344828,0.620689655172414,0.103448275862069,0,0
"jean",90933,"Jean","276","gol",4.69,1.31,1.11,-1.0138891700253,10,2.7,0.725,0,0.3,0,0.8,0,0,0.3,0,0,0.7,0
"flavio",91102,"Flávio","265","mei",3.01,1.43333333333333,1.43333333333333,-1.00358819361321,18,0.844444444444444,2.1,0.222222222222222,1.66666666666667,1.44444444444444,1.05555555555556,0,0.0555555555555556,0.944444444444444,0.111111111111111,0,0,0
"everaldo",91151,"Everaldo ","266","ata",4.67,3.64545454545455,3.64545454545455,-0.153824529073293,22,4.28181818181818,3.93333333333333,1.13636363636364,1.36363636363636,1.04545454545455,2.45454545454545,0.272727272727273,0.363636363636364,2.18181818181818,0.818181818181818,0.0454545454545455,0,0
"jesiel",91156,"Jesiel","217","zag",4,1.83333333333333,1.27777777777778,-0.0868012929375087,18,1.7625,1.2875,0.222222222222222,0.833333333333333,1.33333333333333,1.77777777777778,0,0,0.388888888888889,0.166666666666667,0,0,0
"arboleda",91573,"Arboleda","276","zag",8.98,3.9,2.1,0.00671016825792643,25,4.43636363636364,3.63333333333333,0.64,1.52,1.56,1.64,0.08,0.2,1.08,0.44,0,0,0
"rony",91607,"Rony","293","ata",9.51,4.28461538461539,4.28461538461539,1.48218457142916,13,5.61666666666667,2.18,1.46153846153846,1.38461538461538,1.07692307692308,0.846153846153846,0.0769230769230769,0.461538461538462,1.69230769230769,0.615384615384615,0.230769230769231,0,0
"igor",91639,"Igor","217","lat",2.7,1.54583333333333,1.12916666666667,-0.869086873032539,24,1.44166666666667,1.61,0.458333333333333,1.29166666666667,1.58333333333333,2.16666666666667,0,0.166666666666667,0.375,0.416666666666667,0,0,0
"adryelson",91664,"Adryelson","292","zag",3.31,3.83,1.83,0.675176647945123,10,4.38,2.13333333333333,0.6,1,0.9,0.9,0,0,0.7,0.5,0.1,0,0
"marlon",91706,"Marlon","266","lat",5.72,2.22727272727273,0.863636363636364,0.0809574657736152,11,1.925,0.716666666666667,0.636363636363636,2,1.72727272727273,4.36363636363636,0.0909090909090909,0.0909090909090909,0.545454545454545,0.454545454545455,0,0,0
"ze-ivaldo",91866,"Zé Ivaldo","293","zag",3.15,2.37222222222222,0.427777777777778,0.078750113685311,18,3.475,2.0625,0.388888888888889,1.72222222222222,0.833333333333333,1.55555555555556,0,0.0555555555555556,0.388888888888889,0.222222222222222,0.0555555555555556,0,0
"arthur",92171,"Arthur","204","ata",4.38,2.175,2.175,0.0853721699502236,28,2.74615384615385,1.94615384615385,1.75,2.07142857142857,0.392857142857143,1.35714285714286,0.0714285714285714,0.321428571428571,0.821428571428571,0.892857142857143,0.142857142857143,0,0
"jonatan-alvez",92377,"Jonatan Álvez","285","ata",6.69,1.80588235294118,1.80588235294118,-2.2143733700502,17,-0.4125,3.12857142857143,1.05882352941176,1.64705882352941,0.529411764705882,1.76470588235294,0,0.352941176470588,1,0.529411764705882,0.235294117647059,0,0
"raul",92496,"Raul","267","mei",2.38,2.37333333333333,2.37333333333333,0.0172595912254064,15,2.9,2.22857142857143,0.266666666666667,1.26666666666667,1.86666666666667,2.13333333333333,0,0,1.66666666666667,0.266666666666667,0,0,0
"douglas",92497,"Douglas","264","mei",4.05,2.825,2.825,0.835283252750125,20,3.96,1.74444444444444,0.75,2.15,2.1,1.7,0.05,0,1.1,0.45,0.05,0,0
"deyverson",92708,"Deyverson","275","ata",4.42,4.64090909090909,4.64090909090909,0.113733299812072,22,5.10909090909091,4.25555555555556,1.40909090909091,1.45454545454545,0.590909090909091,1.5,0.0909090909090909,0.5,2.13636363636364,0.5,0.409090909090909,0,0
"mateus-vital",93108,"Mateus Vital","264","mei",5.36,2.31290322580645,2.31290322580645,-1.30488124246632,31,1.44,3.26428571428571,0.741935483870968,0.451612903225806,0.548387096774194,1.06451612903226,0.032258064516129,0.0967741935483871,1.35483870967742,0.354838709677419,0.0645161290322581,0,0
"andrey",93787,"Andrey","267","mei",9.81,6.476,6.476,0.971301420406864,25,7.39230769230769,4.92,1.8,1.96,2.92,1.96,0.08,0,1.44,1.16,0.16,0,0
"marcinho",93797,"Marcinho","263","lat",7.23,3.290625,2.040625,0.141225169397271,32,4.44117647058823,1.86153846153846,0.75,1.375,1.4375,2.9375,0.125,0.0625,0.5,0.4375,0.03125,0,0
"matheusinho",93886,"Matheusinho","327","mei",3.76,2.45625,2.45625,-1.74231535916571,16,1.75,4.4,0.875,0.5625,0.6875,1.5625,0,0,1,0.5625,0.125,0,0
"matheus-fernandes",94067,"Matheus Fernandes","263","mei",12.63,4.315625,4.315625,0.0595461505170642,32,4.92,4.16875,0.75,1.65625,3.15625,2.09375,0.0625,0.03125,1.1875,0.5,0,0,0
"diego-pituca",94156,"Diego Pituca","277","mei",4.41,2.50666666666667,2.50666666666667,1.11909213253456,30,3.88461538461539,1.13333333333333,0.766666666666667,1.8,1.56666666666667,2.23333333333333,0.133333333333333,0.0333333333333333,1.7,0.733333333333333,0,0,0
"leo-duarte",94214,"Léo Duarte","262","zag",9.76,4.60606060606061,1.87878787878788,-0.740398246284401,33,4.91875,4.24,0.333333333333333,1,1.33333333333333,0.878787878787879,0,0,0.515151515151515,0.212121212121212,0.0303030303030303,0,0
"lucas-paqueta",94930,"Lucas Paquetá","262","mei",20.15,6.521875,6.521875,0.775012029538999,32,8.01428571428571,5.9125,2.46875,2.125,1.875,3.46875,0.03125,0.0625,2.875,1.0625,0.3125,0,0
"juninho",94935,"Juninho","217","lat",2.32,1.8,1.34545454545455,0.106562749997945,11,1.5,1.66,0.636363636363636,1.27272727272727,0.363636363636364,2.45454545454545,0.181818181818182,0,1.63636363636364,0.454545454545455,0,0,0
"marcinho",95332,"Marcinho","293","ata",4.41,3,3,0.489384491567125,22,3.74444444444444,2.18181818181818,1.13636363636364,0.772727272727273,0.681818181818182,2.04545454545455,0.0909090909090909,0.136363636363636,1.68181818181818,0.409090909090909,0.0909090909090909,0,0
"araruna",95660,"Araruna","276","mei",2.96,2.04,2.04,0.376742645606386,10,2.25,0.9,0.2,0.9,1.5,1.7,0.1,0,1,0.1,0,0,0
"gustavo-bochecha",95798,"Gustavo Bochecha","263","mei",3.91,2.41764705882353,2.41764705882353,0.956540460800973,17,3.57777777777778,1.13333333333333,0.764705882352941,1.05882352941176,1.52941176470588,2.17647058823529,0.0588235294117647,0,1.41176470588235,0.647058823529412,0,0,0
"leo-santos",95820,"Léo Santos","264","zag",1.91,2.1,0.85,-0.526800142539492,20,2.57777777777778,1.82222222222222,0.4,1.05,0.8,1.5,0,0,0.75,0.2,0,0,0
"emerson",96870,"Emerson","282","lat",6.58,3.47916666666667,1.8125,-0.333141785992264,26,3.11,3.26666666666667,0.416666666666667,2.5,1.58333333333333,2.75,0.0416666666666667,0,2.08333333333333,0.208333333333333,0.0416666666666667,0,0
"arthur-gomes",96966,"Arthur Gomes","277","ata",2.79,0.918181818181818,0.918181818181818,0.0112051397832005,11,1.04,0.38,0.454545454545455,1.09090909090909,0.272727272727273,1,0.0909090909090909,0,1.27272727272727,0.363636363636364,0,0,0
"wesley-dias",97154,"Wesley Dias","217","mei",2.13,1.3,1.3,-1.16619646411829,16,0.3,1.8625,0.1875,1.5,1.4375,1.875,0,0.0625,1,0.125,0,0,0
"ze-ricardo",97317,"Zé Ricardo","327","mei",1.38,1.26666666666667,1.26666666666667,-0.896794397340968,18,0.788888888888889,1.84285714285714,0.333333333333333,1.94444444444444,1.66666666666667,1.66666666666667,0,0,0.444444444444444,0.333333333333333,0,0,0
"shaylon",97520,"Shaylon","276","mei",2.66,2.06,2.06,-0.126533630526985,10,2.56666666666667,2.16666666666667,0.6,1,0.8,1.7,0,0.2,0.4,0.4,0.2,0,0
"mailson",98034,"Maílson","292","gol",5.49,6.47692307692308,5.70769230769231,-3.34296095919891,13,5.22857142857143,7.15,0,0,0,0.461538461538462,0.0769230769230769,0,0.153846153846154,0,0,1.61538461538462,0.0769230769230769
"bruno-guimaraes",98352,"Bruno Guimarães","293","mei",6.42,2.97586206896552,2.97586206896552,-0.166265968116462,29,3.16666666666667,2.84166666666667,0.413793103448276,1.13793103448276,1.41379310344828,1.75862068965517,0.0689655172413793,0,2.51724137931034,0.310344827586207,0.0344827586206897,0,0
"pedrinho",98706,"Pedrinho","264","mei",4.34,2.63235294117647,2.63235294117647,0.0473537763351952,34,3.08823529411765,2.36,1.5,0.882352941176471,0.852941176470588,2.76470588235294,0.0588235294117647,0.0588235294117647,1.64705882352941,0.941176470588235,0.0294117647058824,0,0
"diego-torres",98794,"Diego Torres","315","mei",5.33,1.41176470588235,1.41176470588235,-0.344325703239673,17,1.52222222222222,1.53333333333333,0.764705882352941,1.11764705882353,0.647058823529412,1.94117647058824,0.0588235294117647,0.0588235294117647,0.294117647058824,0.529411764705882,0.117647058823529,0,0
"ricardo",99881,"Ricardo","267","zag",4.49,1.86153846153846,0.323076923076923,-0.709274581839311,13,1.65,1.51666666666667,0.0769230769230769,1.46153846153846,1.15384615384615,1.15384615384615,0,0.153846153846154,0.692307692307692,0,0,0,0
"chara",99891,"Chará","282","ata",10.47,3.98695652173913,3.98695652173913,0.427681539951869,25,4.7,3.25384615384615,0.695652173913043,1.04347826086957,1.1304347826087,2,0.304347826086957,0.173913043478261,2.17391304347826,0.434782608695652,0.0434782608695652,0,0
"jhonny-lucas",99994,"Jhonny Lucas","217","mei",5.71,1.775,1.775,0.172783312647072,20,1.49,0.525,0.9,2.9,1.55,2.2,0,0.05,1.1,0.5,0.1,0,0
"rodrygo",100651,"Rodrygo","277","ata",13.05,4.23939393939394,4.23939393939394,1.69872581129181,33,5.91875,2.07333333333333,1.3030303030303,1,0.575757575757576,2.15151515151515,0.0909090909090909,0.0303030303030303,2,0.484848484848485,0.242424242424242,0,0
"liziero",100761,"Liziero","276","lat",6.24,3.7,1.91428571428571,-0.554420343029042,28,3.66923076923077,3.69230769230769,0.321428571428571,1.14285714285714,1.25,1.10714285714286,0.0357142857142857,0.0357142857142857,0.964285714285714,0.285714285714286,0.0357142857142857,0,0
"ademir",101314,"Ademir","327","ata",3.42,3.23076923076923,3.23076923076923,0.853530696680107,13,4.35,2.1,1.15384615384615,1.38461538461538,0.923076923076923,1.38461538461538,0.0769230769230769,0.230769230769231,2.46153846153846,0.615384615384615,0.0769230769230769,0,0
"bruno-silva",101422,"Bruno Silva","315","ata",2.91,2.03666666666667,2.03666666666667,0.901966308217755,30,3.22,0.878571428571429,0.733333333333333,1.16666666666667,1.06666666666667,1.86666666666667,0.0666666666666667,0.166666666666667,0.8,0.466666666666667,0.0333333333333333,0,0
"leo-gomes",101585,"Léo Gomes","287","mei",1.54,0.766666666666667,0.766666666666667,0.51315700466359,15,1.42,-0.1875,0.733333333333333,2.93333333333333,1.66666666666667,2.66666666666667,0.0666666666666667,0.133333333333333,0.866666666666667,0.533333333333333,0,0,0
"felipe-jonatan",101708,"Felipe Jonatan","204","lat",3.43,4.90714285714286,2.76428571428571,0.73017124854516,14,6,3.84,0.428571428571429,0.785714285714286,2,1.92857142857143,0,0,1,0.428571428571429,0,0,0
"marrony",101717,"Marrony","267","mei",2.59,2.02,2.02,0.297277970427433,10,2.83333333333333,1.63333333333333,0.5,0.7,0.7,0.6,0,0,0.9,0.2,0.1,0,0
"terans",102878,"Terans","282","mei",3.53,1.8,1.8,-0.208941441823678,17,2.2,1.95555555555556,0.882352941176471,1.52941176470588,0.823529411764706,1.35294117647059,0.0588235294117647,0,0.647058823529412,0.411764705882353,0.0588235294117647,0,0
"mateus-goncalves",103076,"Mateus Gonçalves","292","ata",3.76,2.67857142857143,2.67857142857143,0.24430152030813,14,3.43333333333333,2.33333333333333,0.571428571428571,1.07142857142857,0.642857142857143,1.85714285714286,0.0714285714285714,0.142857142857143,0.714285714285714,0,0.214285714285714,0,0
"lucas-ribeiro",103088,"Lucas Ribeiro","287","zag",3.78,2.78125,0.90625,-1.17502587247151,16,2.4125,3.78333333333333,0,1.375,1.625,1.5625,0,0,0.5625,0,0,0,0
"ramires",103295,"Ramires","265","mei",6.51,4.05333333333333,4.05333333333333,-0.20221427355456,15,4.75714285714286,4.5,1.13333333333333,0.8,1.26666666666667,2,0.2,0.2,1.46666666666667,0.533333333333333,0.0666666666666667,0,0
