"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","FT","G","GC","PE","RB","SG","DD","GS","A","I","DP","CV","PP"
"632","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/09/20/f970b4dfcb039c351e6e0f6bd9a64edb_FORMATO.png",101601,26,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","João Vitor Marques Matos","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2018/05/25/f7aa43a14e20e7aaba628ad5db52b438_FORMATO.png",101603,26,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Guilherme Ribeiro Rend","guilherme-ribeiro","Guilherme Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png",101686,26,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2017/12/02/fefa8b7d5270b00509e86279efdf2c9f_FORMATO.png",100847,26,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Patrick da Silva Ferreira Souza","patrick","Patrick",NA,101598,26,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2017/12/02/e7ddf5812ba39b07d5ce1a4b9475ebd0_FORMATO.png",100848,26,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,26,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2018/05/25/20eec38c9eb77921a12931832e9c6a93_FORMATO.png",101708,26,"CEA","lat","Provável",4.2,1.86,-0.29,4.03,"Ceará",1,1,NA,NA,4,NA,NA,NA,8,6,2,NA,NA,NA,NA,NA,NA,NA
"640","Wildson Silva de Melo","indio","Índio","https://s.glbimg.com/es/sde/f/2018/05/24/b6ae562eeabf7888ad604a5a1cec8fe1_FORMATO.png",95180,26,"SPO","ata","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Bruno Roberto Pereira da Silva","bruno-roberto","Bruno Roberto","https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png",101716,26,"ATL","mei","Nulo",0,0.91,0,1.23,"Atlético-MG",NA,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"642","Ozealisson Santos Gomes","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/6ba58fa136715046b220f0b851bb33bc_FORMATO.png",95210,26,"PAR","lat","Contundido",0,8.21,0,5.43,"Paraná",4,27,2,7,35,1,1,NA,42,54,4,NA,NA,1,NA,NA,NA,NA
"643","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/03/01/0aa7dce50d239b820ad5a5461b488541_FORMATO.png",95332,26,"ATL","ata","Nulo",-0.1,4.25,-0.12,3.47,"Atlético-PR",1,11,12,5,28,NA,1,NA,28,11,NA,NA,NA,1,2,NA,NA,NA
"644","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,26,"ATL","ata","Nulo",0,0.95,0,0.45,"Atlético-MG",NA,3,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"645","Brenner Alves Sabino","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png",101857,26,"INT","ata","Contundido",0,0.77,0,-0.36,"Internacional",2,6,1,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"646","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_FORMATO.png",95464,26,"BAH","mei","Provável",6.2,8.11,0.88,3.06,"Bahia",7,80,5,7,16,NA,NA,NA,34,70,NA,NA,NA,2,NA,NA,NA,NA
"647","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2018/09/27/e88201c8fd87512209d0c8292616dd3a_FORMATO.png",101717,26,"VAS","mei","Nulo",8,3.41,1.53,3.27,"Vasco",1,1,1,1,4,NA,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"648","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2018/07/17/3d354bb2faab384ce4d8a8fd0bf1d81d_FORMATO.png",101718,26,"VAS","mei","Nulo",0,0.81,0,0.75,"Vasco",NA,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"649","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,26,"SPO","lat","Contundido",-0.3,3.55,-0.11,2.17,"Sport",4,27,4,8,17,NA,2,NA,38,9,2,NA,NA,1,2,NA,NA,NA
"650","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png",101719,26,"VAS","zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png",101720,26,"VAS","zag","Nulo",0,1.21,0,1.7,"Vasco",NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"652","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,26,"VIT","mei","Nulo",0,2.27,0,0.72,"Vitória",1,8,1,1,10,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"653","Jhony Douglas Santiago","jhony","Jhony","https://s.glbimg.com/es/sde/f/2018/04/24/8f516a5eac66593e51f9a47beba475a7_FORMATO.png",95484,26,"PAR","mei","Dúvida",-2.5,1.88,-0.87,0,"Paraná",1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"654","João Pedro Soares Borges","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,26,"VAS","gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,26,"BOT","gol","Nulo",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,2,NA,NA,NA,NA,NA
"656","Marcelo Henrique de Sousa Cunha","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg",101722,26,"GRE","ata","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,26,"GRE","ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,26,"PAL","mei","Nulo",7.2,7.86,-0.03,3.22,"Palmeiras",NA,5,2,2,6,NA,1,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA
"659","Matheus Santos Soares","matheus-santos","Matheus Santos","https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png",101725,26,"AME","ata","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Miullen Natha Felicio Carvalho","miullen","Miullen","https://s.glbimg.com/es/sde/f/2018/08/03/785f495d0f7587ff409ca0a211d97fb7_FORMATO.png",101759,26,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,26,"BAH","mei","Provável",6.3,6.39,1.05,2.76,"Bahia",6,12,13,1,28,NA,1,NA,40,17,NA,NA,NA,4,3,NA,NA,NA
"662","Flávio Henrique Alves Almeida Souza","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png",101758,26,"VIT","ata","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Natanael de Sousa Santos Júnior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2018/05/24/21b646566f07fc7201c839a9111aa7ff_FORMATO.png",101797,26,"CHA","ata","Nulo",0,0.88,0,0.65,"Chapecoense",NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2018/08/21/fb1e786aade0f50a19126a6c6e6f56e1_FORMATO.png",95660,26,"SAO","mei","Nulo",0,3.1,0,2,"São Paulo",NA,4,NA,1,8,NA,NA,NA,11,7,NA,NA,NA,1,NA,NA,1,NA
"665","Gonzalo Rodrigo Carneiro Méndez","carneiro","Carneiro","https://s.glbimg.com/es/sde/f/2018/08/22/eebdb32875b11066f569a79c485ec615_FORMATO.png",101796,26,"SAO","ata","Nulo",1.9,3.01,0.21,0.32,"São Paulo",1,3,3,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,26,"COR","lat","Nulo",0,1.22,0,5.1,"Corinthians",NA,3,NA,1,1,NA,NA,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA
"667","Mayksilvan da Silva Ferreira","mayk","Mayk","https://s.glbimg.com/es/sde/f/2018/08/05/8faaa2f4f04e9cbf051f57aa66b849d5_FORMATO.png",101820,26,"BAH","lat","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2018/05/17/581a756aea09480713008d94c61a6653_FORMATO.png",95638,26,"BOT","zag","Nulo",0,5.29,0,0.7,"Botafogo",1,1,NA,NA,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"669","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,26,"BAH","ata","Nulo",0,7.92,0,3.11,"Bahia",NA,18,4,8,23,1,3,NA,17,8,NA,NA,NA,NA,2,NA,NA,NA
"670","Tiago Cunha Rodrigues Serra","tiago-cunha","Tiago Cunha",NA,101877,26,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2018/09/27/0792deea7c4789440918a89d8cfc305e_FORMATO.png",95662,26,"VAS","zag","Nulo",0,5.17,0,8,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"672","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,26,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",NA,9,3,5,10,NA,1,NA,4,3,NA,NA,NA,1,2,NA,NA,NA
"673","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2018/08/22/dfcfcf13233a2441a46c1dc980d16ebf_FORMATO.png",101837,26,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Jonas Gabriel da Silva Nunes","toro","Toró",NA,101885,26,"SAO","ata","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,26,"SAN","ata","Provável",0,8.13,0,4,"Santos",3,13,2,1,6,NA,1,NA,9,7,NA,NA,NA,4,3,NA,NA,NA
"676","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,26,"FLA","lat","Provável",8.3,6.87,0.42,6.7,"Flamengo",NA,9,1,NA,1,NA,NA,NA,14,7,2,NA,NA,4,NA,NA,NA,NA
"677","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png",101911,26,"SAN","mei","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Vitor Hugo Naum Dos Santos","vitor-naum","Vitor Naum","https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_FORMATO.png",101960,26,"ATL","ata","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Richard Alexandre Birkhuen Rodrigues","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/20/99b67cac835ffd9dc963e8e7a99a1425_FORMATO.png",102063,26,"INT","mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,26,"BOT","zag","Nulo",0,4.23,0,3.12,"Botafogo",NA,3,NA,NA,1,NA,NA,NA,3,5,2,NA,NA,NA,NA,NA,NA,NA
"681","Thiago Larghi","thiago-larghi","Thiago Larghi","https://s.glbimg.com/es/sde/f/2018/05/07/881592a84044888fec552539c48ea86d_FORMATO.png",101957,26,"ATL","tec","Provável",3.35,11.47,-0.29,4.63,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/00620626eff639c8dd52b70dfa6e5214_FORMATO.png",95780,26,"BOT","tec","Provável",4.2,9.01,-0.19,3.16,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Maurício Fontana Gomes","mauricio","Maurício",NA,102076,26,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,26,"SAN","mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,26,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,26,"INT","ata","Provável",3.5,5.69,0.59,3.71,"Internacional",4,25,15,15,36,1,5,NA,51,26,NA,NA,NA,NA,7,NA,1,NA
"687","Rodrigo Porto Bezerra","rodrigo-carioca","Rodrigo Carioca","https://s.glbimg.com/es/sde/f/2018/09/21/c6708b5d476ab12b6bf31d612eb496eb_FORMATO.png",102107,26,"PAR","ata","Nulo",0,1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/05/18/d63cc937f9b900831524de387423232e_FORMATO.png",102137,26,"CRU","gol","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2018/05/17/52ed968cab083a8fa9f33af080a80bf4_FORMATO.png",95798,26,"BOT","mei","Dúvida",11.4,5.68,1.56,2.99,"Botafogo",3,10,NA,5,17,NA,NA,NA,22,20,NA,NA,NA,1,NA,NA,NA,NA
"690","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,26,"SAN","ata","Nulo",1.5,5.11,0.12,0.85,"Santos",NA,4,NA,1,5,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA
"691","Matheus Bezerra Lira","matheus-lira","Matheus Lira","https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png",102146,26,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,26,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,26,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2018/05/08/19a612b27e812d8d3695c4af8c78ea9a_FORMATO.png",102253,26,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png",102299,26,"SPO","ata","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Luan Silva dos Santos","luan","Luan","https://s.glbimg.com/es/sde/f/2018/04/13/062b30b6bd6dbb2d2494ef74b7fb3956_FORMATO.png",102295,26,"VIT","mei","Contundido",0,1.5,0,1.57,"Vitória",1,4,NA,3,8,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"697","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png",102302,26,"PAL","ata","Nulo",0,1.23,0,-0.4,"Palmeiras",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,26,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,26,"FLA","gol","Provável",0,3.7,0,-1.3,"Flamengo",NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,3,6,NA,NA,NA,NA,NA
"700","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,26,"GRE","lat","Nulo",0,6.27,0,3.9,"Grêmio",NA,3,1,3,5,NA,NA,NA,7,5,2,NA,NA,NA,1,NA,NA,NA
"701","Ronaldo dos Santos Ramos Filho","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/07/85248a66a7554e40dbdd397512117052_FORMATO.png",102336,26,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,26,"COR","mei","Dúvida",0.4,3.69,0.25,2.14,"Corinthians",2,20,14,15,35,NA,1,NA,68,17,NA,NA,NA,1,2,NA,NA,NA
"703","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,26,"CRU","zag","Provável",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Marcelo Nicolás Benítez","marcelo-benitez","Marcelo Benítez","https://s.glbimg.com/es/sde/f/2018/07/07/e9fe9dcb5968a3169c73bb4550fc9fdb_FORMATO.png",98711,26,"VIT","lat","Nulo",0,5.51,0,4.7,"Vitória",NA,9,1,NA,2,1,NA,NA,12,8,1,NA,NA,NA,NA,NA,NA,NA
"705","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2018/08/08/02153cbcf3561df02154d9b68823fbbd_FORMATO.png",102352,26,"COR","mei","Nulo",-1.5,4.59,-0.63,0.58,"Corinthians",1,13,1,1,5,NA,NA,NA,16,9,NA,NA,NA,NA,NA,NA,NA,NA
"706","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,26,"SAN","zag","Provável",0,5.82,0,4.16,"Santos",3,19,6,5,7,1,1,NA,25,13,9,NA,NA,NA,1,NA,NA,NA
"707","Marcelo de Souza dos Santos Júnior","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/08/15/93e4df8ab578a97af7862e555af261e7_FORMATO.png",102342,26,"CRU","ata","Nulo",0,0.75,0,-0.07,"Cruzeiro",NA,4,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"708","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/07/15/014627951a9b920652b82877cae3a55e_FORMATO.png",78379,26,"CRU","ata","Nulo",0,6.82,0,1.89,"Cruzeiro",1,12,4,6,6,NA,1,NA,14,6,NA,NA,NA,1,3,NA,NA,1
"709","Lucas Ribeiro De Oliveira","macula","Macula","https://s.glbimg.com/es/sde/f/2018/09/18/0816f9f507e897d0d000aab179631ecb_FORMATO.png",102384,26,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,26,"BAH","zag","Dúvida",2.7,2.69,0.12,1.52,"Bahia",2,8,NA,NA,5,NA,1,NA,8,6,NA,NA,NA,NA,NA,NA,NA,NA
"711","Luis David da Conceição Martins","luis-david","Luis David",NA,102413,26,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Leonardo Xavier da Silva","leo-xavier","Léo Xavier","https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png",102553,26,"VIT","zag","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Bruno da Silva Santos","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png",101422,26,"CHA","ata","Nulo",2.5,2.85,0.23,1.87,"Chapecoense",1,26,4,5,21,NA,1,NA,42,23,NA,NA,NA,1,3,NA,NA,NA
