"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","I","PE","RB","CV","FT","GC","SG","DD","GS","PP","DP"
"627","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,18,"BAH","mei","Provável",4.4,18.92,0.02,7.37,"Bahia",1,3,31,17,18,54,2,1,39,40,NA,3,NA,NA,NA,NA,NA,NA
"628","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,18,"CEA","mei","Provável",0.5,1.78,0.1,0.75,"Ceará",NA,NA,1,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"629","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,18,"CHA","ata","Nulo",1.2,3.51,-0.49,1.2,"Chapecoense",NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,18,"CRU","lat","Provável",0.8,4,0.18,1.93,"Cruzeiro",NA,2,9,NA,4,6,NA,NA,29,13,NA,NA,NA,1,NA,NA,NA,NA
"631","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,18,"PAL","mei","Provável",3,7.39,0.11,2.45,"Palmeiras",1,3,26,3,5,15,2,NA,31,19,NA,1,NA,NA,NA,NA,NA,NA
"632","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,18,"COR","mei","Nulo",2.6,3.53,-0.09,1.83,"Corinthians",1,1,13,9,10,26,NA,2,44,9,NA,NA,NA,NA,NA,NA,NA,NA
"633","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,18,"GRE","zag","Nulo",0,16.04,0,8.48,"Grêmio",NA,1,4,NA,3,3,NA,NA,5,25,NA,NA,NA,3,NA,NA,NA,NA
"634","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,18,"PAL","zag","Provável",5.2,5.05,0.01,4.55,"Palmeiras",NA,2,4,1,NA,5,NA,NA,5,8,1,NA,NA,3,NA,NA,NA,NA
"635","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,18,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Juan Matheus Alano Nascimento","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/04/09/42d654e6fb1c2336662be0dad04a9df7_FORMATO.png",98595,18,"INT","mei","Nulo",0,1.83,0,1.02,"Internacional",NA,NA,5,1,2,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"637","Hugo de Souza Nogueira","hugo-souza","Hugo Souza",NA,101574,18,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/17/946ccfbab53e22cbe1e2e81dadb5034e_FORMATO.png",98765,18,"ATL","mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2018/08/08/403dbf41c52f6b7063f9a1d999627b58_FORMATO.png",98794,18,"CHA","mei","Provável",6.3,5.98,1.98,6.3,"Chapecoense",NA,NA,2,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,18,"SPO","mei","Nulo",9.4,9.97,1.46,3.24,"Sport",3,1,6,9,10,23,2,2,46,9,NA,NA,NA,NA,NA,NA,NA,NA
"641","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,18,"SPO","zag","Nulo",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"642","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,18,"GRE","mei","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Valdir de Morais Filho","valdir","Valdir","https://s.glbimg.com/es/sde/f/2017/08/24/f5d33aae8e150792ad4c4f3846276634_FORMATO.png",99016,18,"VAS","tec","Provável",0,7.42,0,1.23,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Romário Guilherme dos Santos","romario","Romário ","https://s.glbimg.com/es/sde/f/2018/04/17/8ccd6c73e107d6537fe357bb0a4d139c_FORMATO.png",80975,18,"CEA","lat","Nulo",0,2.95,0,1.58,"Ceará",NA,1,9,1,NA,6,NA,3,22,12,NA,NA,NA,1,NA,NA,NA,NA
"645","Derlan de Oliveira Bento","derlan","Derlan","https://s.glbimg.com/es/sde/f/2018/07/31/24afd410e27731384e1a8a4db2986220_FORMATO.png",98945,18,"GRE","zag","Nulo",0,1.52,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Riuler de Oliveira Faustino","riuler","Riuler","https://s.glbimg.com/es/sde/f/2018/05/08/d02df5afc866bff4bd57ec2a89b945d3_FORMATO.png",99021,18,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/07/31/54b0bc918aaff0a49aeaae58c6000507_FORMATO.png",81241,18,"VAS","zag","Contundido",0,4.07,0,0.7,"Vasco",NA,1,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"648","Marcelo dos Santos Rosa","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/05/08/38e74b2d891b77e8bf5e2528f09608c3_FORMATO.png",98874,18,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Alexsander Jhonatta de Oliveira Andrade","alexsander","Alexsander","https://s.glbimg.com/es/sde/f/2018/05/08/0c6b57f472519b0ccc3970a86ae1b337_FORMATO.png",99411,18,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,18,"PAL","lat","Provável",8.9,6.46,0.79,2.68,"Palmeiras",NA,2,12,NA,NA,1,NA,1,8,9,NA,NA,NA,3,NA,NA,NA,NA
"651","Edgardo Daniel Orzusa Cáceres","orzusa","Orzusa","https://s.glbimg.com/es/sde/f/2018/08/03/9fe6d520171ca66a71766e405c2f636a_FORMATO.png",99160,18,"CHA","mei","Nulo",0,3.56,0,1,"Chapecoense",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"652","Josué de Oliveira Almeida","josue","Josué","https://s.glbimg.com/es/sde/f/2018/05/02/e08455fd7336e190c23092bc3f442699_FORMATO.png",81543,18,"VIT","zag","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,18,"CHA","lat","Contundido",0,3.74,0,3.08,"Chapecoense",1,1,1,NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,NA,NA,NA,NA
"654","Marcelo Nicolás Benítez","marcelo-benitez","Marcelo Benítez","https://s.glbimg.com/es/sde/f/2018/07/07/e9fe9dcb5968a3169c73bb4550fc9fdb_FORMATO.png",98711,18,"VIT","lat","Provável",0,4,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Gabriel Baralhas","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2018/07/16/28f39d74cf08d7877f7636c358641eb4_FORMATO.png",99440,18,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/07/25/6b15b755bc411ce7d63c908bc84f2fae_FORMATO.png",99574,18,"AME","ata","Nulo",0,4.13,0,2.03,"América-MG",1,1,4,1,4,2,NA,1,9,4,NA,1,NA,NA,NA,NA,NA,NA
"657","Diego Terra Loureiro","diego","Diego","https://s.glbimg.com/es/sde/f/2018/07/31/1acd43a543bac1739692fcd99d2a0f5e_FORMATO.png",99430,18,"BOT","gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Felipe Souza Moreno Sampaio","felipe","Felipe","https://s.glbimg.com/es/sde/f/2018/01/21/2bee05842c9d96fbbae04d80edc9f2fb_FORMATO.png",99425,18,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Linik Eduardo Santos","linik","Linik","https://s.glbimg.com/es/sde/f/2018/03/21/1b2fe22656db0d2209b8e7ef2717f9a7_FORMATO.png",99545,18,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Daniel dos Santos Oliveira","daniel","Daniel ","https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png",99461,18,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Khevin Rodrigo Fraga","khevin","Khevin","https://s.glbimg.com/es/sde/f/2018/05/24/aa909d621dc61944afb0d68fa14e38af_FORMATO.png",99921,18,"CHA","mei","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Jean Carlos de Brito","jean","Jean","https://s.glbimg.com/es/sde/f/2018/07/05/bffb1664849744b4d0766f95b9bbff78_FORMATO.png",99584,18,"SPO","lat","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2017/08/16/34305aca84639e95caaf29addb016bab_FORMATO.png",99918,18,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Bruno Cosendey Lobo Pinto","bruno-cosendey","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2018/04/09/5a3395e38948c1618677cceb1cd1b9cb_FORMATO.png",99615,18,"VAS","mei","Nulo",0,4.32,0,3.05,"Vasco",1,NA,7,2,2,3,1,NA,14,5,NA,NA,NA,NA,NA,NA,NA,NA
"665","Paulo Vitor Fernandes Pereira","paulo-vitor","Paulo Vitor","https://s.glbimg.com/es/sde/f/2018/04/09/aae5ceec7321ea147a67840e2e4b6603_FORMATO.png",99588,18,"VAS","ata","Nulo",0,2.17,0,-0.97,"Vasco",NA,NA,5,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Patrick William Sá de Oliveira","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png",99595,18,"CEA","zag","Nulo",0,1.8,0,1.4,"Ceará",NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"667","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/05/04/26a67180b8114a860a9e6f9c54cdebd4_FORMATO.png",100065,18,"FLA","ata","Provável",0,2.5,0,0.6,"Flamengo",NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","João Carlos Cardoso Santo","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2018/04/13/26a4ba714efafcc43303d908b1da4aac_FORMATO.png",99583,18,"FLU","ata","Nulo",0,0.75,0,0.15,"Fluminense",NA,1,11,2,2,7,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"669","Ezequiel Gonzalo Esperon","esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,18,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Jadson Ailton Oliveira Da Silva Vale","jadson","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,18,"GRE","ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Victor Alexander Da Silva ","vitinho","Vitinho",NA,100898,18,"CRU","lat","Nulo",0,0.95,0,0.5,"Cruzeiro",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2018/05/17/f4995e8da11ffe996033b0ebf06c4a13_FORMATO.png",99915,18,"BOT","ata","Nulo",0,4.69,0,2.17,"Botafogo",1,NA,3,1,3,6,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"673","Jhonny Lucas Flora Barboza ","jhonny-lucas","Jhonny Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/1891e9e504ce289621d56cf6db5ba93d_FORMATO.png",99994,18,"PAR","mei","Nulo",0,3.89,0,1.64,"Paraná",NA,5,25,3,4,10,1,NA,17,15,NA,NA,NA,NA,NA,NA,NA,NA
"674","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2018/04/09/b65f0d2879435e36c4e5348eedb9f8b7_FORMATO.png",99881,18,"VAS","zag","Provável",1.5,3.97,-0.29,1.46,"Vasco",NA,5,11,1,NA,8,NA,2,12,13,NA,NA,NA,2,NA,NA,NA,NA
"675","Kleber Augusto Caetano Leite Filho","kleber","Kleber","https://s.glbimg.com/es/sde/f/2018/05/04/3c7fcc093b6dd915834a1c3c3231e0c0_FORMATO.png",100126,18,"FLA","lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Lucas Soares de Almeida","lucas-soares","Lucas Soares",NA,100158,18,"CRU","lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Pablo Carneiro Freitas","pablo-maldini","Pablo Maldini",NA,100127,18,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2018/01/16/f637cb7f9f0d7c20e5c36f2a36e2efab_FORMATO.jpeg",100084,18,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,18,"ATL","ata","Provável",1.8,10.41,-0.11,5.2,"Atlético-MG",2,NA,1,1,1,14,1,2,11,6,NA,NA,NA,NA,NA,NA,NA,NA
"680","Leonardo da Silva Simas","leonardo-simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2018/05/08/9f9fa35de662c141a4b23af95f99f022_FORMATO.png",99832,18,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/26/296a38c8ac390de71ddde187e3176f6b_FORMATO.png",99789,18,"SAO","ata","Nulo",0,2.24,0,0.97,"São Paulo",NA,NA,1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"682","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,18,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Vander Tavares Silva","vander","Vander",NA,100159,18,"CRU","mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2018/05/04/092bb0f0452c36118decf2dba0e806a4_FORMATO.png",100125,18,"FLA","zag","Nulo",0,4.91,0,7,"Flamengo",NA,1,4,NA,1,2,1,NA,6,12,NA,NA,NA,4,NA,NA,NA,NA
"685","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg",100322,18,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,18,"VIT","lat","Nulo",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2018/05/17/9790a9eb14c2629004e401eb258e2505_FORMATO.png",99903,18,"BOT","ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","José Francisco dos Santos Júnior","junior-brumado","Júnior Brumado","https://s.glbimg.com/es/sde/f/2018/03/21/bd18849356245d84cf422f076a8f1cdf_FORMATO.png",99894,18,"BAH","ata","Nulo",0,3.41,0,1.19,"Bahia",NA,2,12,1,6,7,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA
"689","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png",100333,18,"SAO","ata","Nulo",0,1.29,0,2.5,"São Paulo",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,18,"SAN","ata","Provável",5.3,12.42,0.47,5.33,"Santos",3,1,18,8,8,30,5,1,42,10,NA,1,NA,NA,NA,NA,NA,NA
"691","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/06/30/06bb020b952c06c73bffe368df65fc09_FORMATO.png",63122,18,"VAS","lat","Contundido",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,18,"CHA","mei","Nulo",0,3.37,0,0.25,"Chapecoense",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/05/26/6ec50553602c7380485a79fa43cc7366_FORMATO.png",63422,18,"SAO","mei","Provável",3.4,7.81,-0.02,3.35,"São Paulo",NA,2,23,NA,2,18,NA,NA,20,34,NA,NA,NA,NA,NA,NA,NA,NA
"694","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,18,"PAL","mei","Nulo",0,5.35,-0.95,2.33,"Palmeiras",NA,4,18,4,4,17,1,NA,31,21,NA,1,NA,NA,NA,NA,NA,NA
"695","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,18,"GRE","ata","Nulo",0,8.09,0,1.97,"Grêmio",NA,3,32,5,10,23,3,11,27,9,NA,NA,NA,NA,NA,NA,NA,NA
"696","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,18,"CHA","zag","Provável",-0.3,7.56,-0.12,3.19,"Chapecoense",NA,2,21,NA,3,12,NA,NA,12,24,NA,1,NA,5,NA,NA,NA,NA
"697","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png",100652,18,"SAN","ata","Nulo",0.5,2.25,-0.08,1.06,"Santos",NA,1,2,5,3,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"698","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,18,"AME","lat","Provável",7.4,12,0.4,4.62,"América-MG",1,2,17,5,3,10,1,1,26,14,NA,NA,NA,3,NA,NA,NA,NA
"699","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,18,"AME","zag","Provável",2.2,4.54,0.31,1.13,"América-MG",NA,1,8,1,3,3,NA,1,6,10,NA,NA,1,NA,NA,NA,NA,NA
"700","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,18,"ATL","ata","Dúvida",5.9,4.23,1.01,0.82,"Atlético-PR",NA,3,8,4,8,12,NA,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"701","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,18,"PAR","mei","Nulo",0,4.47,0,0.2,"Paraná",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,18,"ATL","ata","Nulo",5,15.02,-0.08,5.35,"Atlético-MG",3,3,25,4,9,12,2,2,45,48,NA,1,NA,NA,NA,NA,NA,NA
"703","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,18,"CRU","mei","Provável",0,6.35,0,2.33,"Cruzeiro",1,3,15,1,10,4,1,NA,10,12,NA,NA,NA,NA,NA,NA,NA,NA
"704","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes",NA,100741,18,"GRE","lat","Nulo",0,0.95,0,1,"Grêmio",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"705","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,18,"COR","ata","Nulo",0,2.99,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Matheus Gabriel Guedes Caetano","matheus-guedes","Matheus Guedes","https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png",100746,18,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,18,"COR","ata","Nulo",2,7.03,-0.63,2.46,"Corinthians",2,NA,4,1,NA,12,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA
"708","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique",NA,100742,18,"GRE","mei","Provável",4,1.49,0.72,1.23,"Grêmio",NA,1,3,NA,1,2,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA
