"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","G","I","RB","CA","PE","A","SG","DD","FT","GS","CV","GC"
"596","Vitor Correia da Silva","vitor-feijao","Vitor Feijão","https://s.glbimg.com/es/sde/f/2018/03/21/8846f41b2d1509576c92553c947271b8_FORMATO.png",93005,1,"PAR","ata","Nulo",0,4,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/03/21/dabe2b4a217de06ee78763efe55de2f0_FORMATO.png",70360,1,"SAN","ata","Provável",3.6,9.37,-0.63,3.6,"Santos",2,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"598","Guilherme de Melo Silva","minho","Minho","https://s.glbimg.com/es/sde/f/2018/03/21/d701df57b28257da319115f554f52332_FORMATO.png",94719,1,"PAR","ata","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,1,"PAR","lat","Nulo",-0.5,2.41,-1.59,-0.5,"Paraná",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/03/21/e809b7a08c5c888a6245a275eb647cfc_FORMATO.png",101912,1,"SAN","mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Michel Ferreira dos Santos","michel","Michel","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,1,"GRE","mei","Dúvida",1.5,5.17,-0.83,1.5,"Grêmio",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Miguel Angel Borja Hernandez","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,1,"PAL","ata","Provável",0,15,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/03/25/dd9ea56235c4560ee7a1b057397c6134_FORMATO.png",72386,1,"GRE","ata","Nulo",0,5,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,1,"CHA","lat","Nulo",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,1,"SAO","lat","Nulo",0,4,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2018/03/11/aa91f2ba09caaa98df783cd528f1955a_FORMATO.png",38913,1,"SAO","mei","Nulo",0.4,7.85,-3.15,0.4,"São Paulo",1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"607","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/01/12/4dcb779ba72ed335cc606e62151d6a8e_FORMATO.png",50324,1,"SAO","mei","Provável",4.8,8.82,0.82,4.8,"São Paulo",4,1,NA,1,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA
"608","Ozealisson Santos Gomes","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/6ba58fa136715046b220f0b851bb33bc_FORMATO.png",95210,1,"PAR","lat","Nulo",0,3,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Ernandes Dias Luz","ernandes","Ernandes","https://s.glbimg.com/es/sde/f/2018/03/01/a1fac99f61665d003ba57b935365c49a_FORMATO.png",68956,1,"CEA","lat","Provável",0.5,2.41,-0.59,0.5,"Ceará",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"610","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/03/23/0a8f4f4c44dc2395d01ce5f6470ba980_FORMATO.png",89492,1,"BOT","gol","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Jhony Douglas Santiago","jhony","Jhony","https://s.glbimg.com/es/sde/f/2018/03/30/f92c7e5e3b35b0f9a53167837c56385d_FORMATO.jpeg",95484,1,"PAR","mei","Contundido",0,3,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/03/01/e1d42c19d15d02974d5cd40ea90fe86c_FORMATO.png",60825,1,"CEA","ata","Provável",-0.7,5.72,-3.28,-0.7,"Ceará",NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"613","Jhonny Lucas Flora Barboza ","jhonny-lucas","Jhonny Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/1891e9e504ce289621d56cf6db5ba93d_FORMATO.png",99994,1,"PAR","mei","Nulo",0,3,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/03/15/7627259ae04362786097252b9c1b2a0b_FORMATO.png",51194,1,"CEA","zag","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Gabriel Pires de Oliveira","gabriel-pires","Gabriel Pires","https://s.glbimg.com/es/sde/f/2018/03/21/13a5b6a7ba6b442bdc5769461ae475be_FORMATO.png",96559,1,"PAR","mei","Nulo",0,4,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/03/15/9db9fcfc6d2c56a483aacb428f43943d_FORMATO.png",70118,1,"CEA","mei","Nulo",1.9,3.38,0.38,1.9,"Ceará",NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"617","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/03/20/ebae95a9689f94cf75c80c795d4864f0_FORMATO.png",90715,1,"BOT","mei","Contundido",0,5,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/03/15/ae88cb5d16e26374f731749575af56a4_FORMATO.png",50877,1,"CEA","mei","Contundido",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,1,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,1,"BOT","lat","Contundido",0,7,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","Wesley Dias Claudino","wesley-dias","Wesley Dias","https://s.glbimg.com/es/sde/f/2018/03/21/bd01b16a7f9c3c1d4858cc8ada530b69_FORMATO.png",97154,1,"PAR","mei","Provável",0.5,2.41,-0.59,0.5,"Paraná",3,NA,NA,4,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA
"622","Murillo Barbosa Lopes","murillo-lopes","Murillo Lopes","https://s.glbimg.com/es/sde/f/2018/03/21/e2ec7f5249ed4e20ba954475be6bdd08_FORMATO.png",101199,1,"PAR","gol","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,1,"BOT","zag","Provável",9.2,13.92,2.92,9.2,"Botafogo",1,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"624","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/10/215eb247b7b600a36a8316f27fe6b7cc_FORMATO.jpeg",72376,1,"PAR","zag","Nulo",0,5,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Warley Armentano dos Santos","warley","Warley","https://s.glbimg.com/es/sde/f/2018/03/21/7705907f8c2e165833f499e7143111f5_FORMATO.png",102294,1,"PAR","mei","Nulo",0,1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Rodrigo Porto Bezerra","rodrigo-carioca","Rodrigo Carioca","https://s.glbimg.com/es/sde/f/2018/03/21/27386739edf89daf806db47ef25813e6_FORMATO.png",102107,1,"PAR","ata","Nulo",0,1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,1,"SAN","mei","Provável",6.5,7.92,2.92,6.5,"Santos",1,NA,2,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"628","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/03/11/52e391e51311c7369cb27a17c9399207_FORMATO.png",52618,1,"SAO","zag","Provável",0,9,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,1,"SAN","ata","Nulo",0,9,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/03/15/902c9f1aa1d09884c6bd02cd1bc98e80_FORMATO.png",70925,1,"CEA","mei","Provável",0.9,4.06,-0.94,0.9,"Ceará",2,NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"631","Francisco Jackson Menezes da Costa","jackson-caucaia","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2018/03/01/77341756579f4067e7509b70b46695d2_FORMATO.png",70162,1,"CEA","mei","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,1,"SAN","mei","Provável",3.3,7.78,-0.22,3.3,"Santos",1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,1,"SAN","zag","Nulo",0,5,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2018/02/28/6f67a80ba6e92a9f10be76328ba32f5c_FORMATO.png",72294,1,"CEA","gol","Provável",2,6.2,-0.8,2,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA
"635","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,1,"BOT","mei","Provável",3.6,6.61,0.61,3.6,"Botafogo",NA,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"636","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,1,"BOT","zag","Provável",1.6,6.61,-1.39,1.6,"Botafogo",1,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA
"637","Caique da Silva Maria","caique","Caíque","https://s.glbimg.com/es/sde/f/2017/06/16/4d8ec695b7a6792f35e8eb992f9c59ad_FORMATO.png",95831,1,"SAO","ata","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,1,"SAN","mei","Provável",5.5,8.61,1.61,5.5,"Santos",2,1,3,1,NA,NA,3,NA,7,NA,NA,NA,NA,NA,NA,NA
"639","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/19/ce88203b1428eaee35e9c98b35158c40_FORMATO.png",70742,1,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,1,"SPO","lat","Nulo",-1.8,2.2,-2.8,-1.8,"Sport",3,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"641","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/01/34ebb436f266413af2ae741c998ec282_FORMATO.png",71937,1,"CEA","mei","Provável",-0.1,4.06,-1.94,-0.1,"Ceará",NA,NA,1,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA
"642","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,1,"INT","zag","Provável",13.1,13.85,6.85,13.1,"Internacional",2,NA,NA,2,NA,NA,6,NA,3,NA,1,NA,NA,NA,NA,NA
"643","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2018/03/01/212d053449b688cbf5c418199f7d8e8d_FORMATO.png",79437,1,"PAL","tec","Provável",1.45,9.96,-3.04,1.45,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,1,"SAO","mei","Nulo",0,4,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,1,"PAL","zag","Provável",1.7,7.37,-1.63,1.7,"Palmeiras",NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"646","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,1,"INT","ata","Provável",-3,3.44,-4.56,-3,"Internacional",3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"647","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,1,"INT","mei","Provável",8.1,11.09,3.09,8.1,"Internacional",3,1,NA,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA
"648","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,1,"PAL","mei","Nulo",0,7,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Guilherme Bissoli Campos ","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2018/04/13/7570fb8c9ae7d6d15aa60601dbc838e7_FORMATO.png",100762,1,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,1,"PAL","ata","Provável",1.7,8.06,-1.94,1.7,"Palmeiras",3,NA,NA,1,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA
"651","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,1,"INT","lat","Nulo",6.4,7.85,2.85,6.4,"Internacional",2,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA
"652","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,1,"PAL","zag","Nulo",0,5,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,1,"PAL","mei","Nulo",0.2,9.09,-3.91,0.2,"Palmeiras",2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"654","Éder Gabriel Militão","eder-militao","Éder Militão","https://s.glbimg.com/es/sde/f/2017/05/04/a8a8f4eb8075ba4ad4fde3d5d0d6f996_FORMATO.png",99424,1,"SAO","lat","Nulo",6.2,9.78,1.78,6.2,"São Paulo",1,NA,NA,2,NA,NA,2,1,1,NA,1,NA,NA,NA,NA,NA
"655","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,1,"SAN","lat","Nulo",0,11,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/03/01/5164c0cac2482effcc7b73c50d720aaa_FORMATO.png",86972,1,"PAL","zag","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2018/01/16/f637cb7f9f0d7c20e5c36f2a36e2efab_FORMATO.jpeg",100084,1,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,1,"SAO","zag","Nulo",4.1,11.09,-0.91,4.1,"São Paulo",1,NA,NA,1,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA
"659","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2017/09/16/ed8ef66b36eaa70be2d7ff9b56149fdf_FORMATO.png",100333,1,"SAO","ata","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/03/11/773b4a6a965c0fdb7e72df3b40611801_FORMATO.png",99789,1,"SAO","ata","Dúvida",-1,2.76,-2.24,-1,"São Paulo",1,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"661","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/03/15/71710b2656e8b5100f2418af3681c1c5_FORMATO.png",72359,1,"CEA","zag","Provável",2.7,5.99,-0.01,2.7,"Ceará",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"662","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2018/04/13/1b255504597949eb8f15acc1bc6f2707_FORMATO.png",100761,1,"SAO","lat","Provável",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2017/07/25/61d573020cc6247a735d3d6501bb2e75_FORMATO.png",99903,1,"BOT","ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,1,"SAN","zag","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/03/11/d003cdfe10ec42f489d233308e6e8f67_FORMATO.png",78850,1,"SAO","lat","Contundido",0,12,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2017/07/27/f13594ddafc08a318b0eb550350de0b4_FORMATO.png",99915,1,"BOT","ata","Nulo",0,5,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,1,"CEA","lat","Provável",0,4.13,-1.87,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/1483ff1b3cb82fa23bc8625656564b18_FORMATO.png",83257,1,"SAN","ata","Provável",5.8,15.02,-0.98,5.8,"Santos",1,1,6,1,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA
"669","Renato Dirnei Florêncio","renato","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,1,"SAN","mei","Nulo",0,9,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,1,"BOT","lat","Provável",1.1,4.89,-1.11,1.1,"Botafogo",1,NA,NA,3,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA
"671","Petros Mateus dos Santos Araújo","petros","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_FORMATO.png",78891,1,"SAO","mei","Provável",0,10,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,1,"SAO","mei","Provável",5.7,13.57,-0.43,5.7,"São Paulo",1,NA,NA,3,NA,NA,1,NA,6,1,NA,NA,NA,NA,NA,NA
"673","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,1,"PAL","mei","Nulo",0,8,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,1,"SAO","lat","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,1,"SPO","zag","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2017/07/26/d3484768bc48ad214ba1ea35149b30ba_FORMATO.png",83266,1,"SAO","ata","Dúvida",5.4,11.99,-0.01,5.4,"São Paulo",1,1,2,NA,NA,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA
"677","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,1,"SAN","zag","Provável",6.5,12.75,0.75,6.5,"Santos",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
