"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","A","CA","FT","G","I","SG","GC","DD","GS","CV","PP","DP"
"629","Matheus Victor de Araujo Rocha","matheus-rocha","Matheus Rocha","https://s.glbimg.com/es/sde/f/2018/08/31/0de314d9127f9459f3ccdedc86faac1d_FORMATO.png",103077,35,"PAL","lat","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Gabriel Nascimento Resende Brazão","gabriel-brazao","Gabriel Brazão","https://s.glbimg.com/es/sde/f/2018/08/07/473f43841ebfd167cb1c79dbbf7b1f67_FORMATO.png",103056,35,"CRU","gol","Nulo",0,3,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2018/08/15/4c3a02243f71277303220dda6d6448e8_FORMATO.png",103076,35,"SPO","ata","Provável",2.1,3.18,0.02,2.96,"Sport",8,3,NA,5,20,7,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA
"632","João Burse","joao-burse","João Burse","https://s.glbimg.com/es/sde/f/2018/07/31/ef2edbb0684ecfeaa78816cca5c39601_FORMATO.png",103006,35,"VIT","tec","Provável",1.91,5.77,-0.24,2.75,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Mateus Rodrigues Dos Santos ","mateus","Mateus",NA,102957,35,"VIT","lat","Nulo",0,3.57,0,6.1,"Vitória",NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"634","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,35,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,35,"FLU","mei","Suspenso",6.7,15.84,1.59,4.28,"Fluminense",51,7,11,41,69,91,1,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"636","Martín Rea Zuccotti","martin-rea","Martín Rea","https://s.glbimg.com/es/sde/f/2018/08/15/112cfc233171e1ce071bc8982b37d432_FORMATO.png",103093,35,"ATL","zag","Nulo",0,6,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,35,"CRU","mei","Nulo",0,1.26,0,-0.17,"Cruzeiro",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,35,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2018/08/27/d1cbc6b2bedd39d69f383f2cfc0778b8_FORMATO.png",103088,35,"VIT","zag","Provável",-0.3,3.95,-1.29,2.95,"Vitória",16,NA,NA,8,20,23,NA,3,NA,NA,NA,5,NA,NA,NA,1,NA,NA
"640","Kendy Renato Ikegami Leira","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/09/18/243b576d1c5afd8bbf4cc3672760fb70_FORMATO.png",103345,35,"CEA","mei","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,35,"COR","tec","Provável",4.2,10.65,0.17,3.33,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,35,"CEA","ata","Provável",3.6,5.16,0.64,2.29,"Ceará",44,17,21,20,32,10,2,4,1,4,8,NA,NA,NA,NA,NA,1,NA
"643","Kennidy Caetano de Andrade","kennidy","Kennidy","https://s.glbimg.com/es/sde/f/2018/09/21/f9ac8c85f7c1f21c34243bf3a144a43b_FORMATO.png",103444,35,"PAR","lat","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Rodrigo dos Santos Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2018/09/04/d068cd3a6fee7e46073e4b8bccce8590_FORMATO.png",103261,35,"SAO","zag","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,35,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",5,NA,NA,3,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2018/09/19/6be14b67c4a42f80fe1c004ff74e8bb8_FORMATO.png",103295,35,"BAH","mei","Provável",0,6.8,-1.39,4.93,"Bahia",9,6,8,18,23,18,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA
"647","Yuri Cesar Santos de Oliveira Silva","yuri","Yuri ",NA,103446,35,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Kaio Jorge Pinto Ramos","kaio","Kaio ",NA,103445,35,"SAN","ata","Nulo",0,1.38,0,-0.5,"Santos",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,35,"BOT","ata","Nulo",0,0.78,0,0.21,"Botafogo",30,7,9,12,13,5,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,NA
"650","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,35,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,35,"INT","tec","Provável",-0.09,11.87,-1.19,4.67,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Gabriel Pereira Minas","gabriel","Gabriel",NA,103311,35,"FLU","mei","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,35,"VAS","mei","Provável",1.3,2.52,0.15,2.54,"Vasco",13,NA,4,22,29,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,35,"COR","mei","Dúvida",0,3.83,0,2.77,"Corinthians",36,5,9,21,33,41,1,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"655","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,35,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",1,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,8,10,NA,NA,1
"656","Antony Matheus do Santos","antony","Antony",NA,103455,35,"SAO","ata","Nulo",0,1.38,0,2.7,"São Paulo",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,35,"INT","ata","Nulo",0,5.55,0,1.03,"Internacional",17,5,5,15,23,6,NA,7,NA,3,5,NA,NA,NA,NA,NA,NA,NA
"658","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,35,"GRE","mei","Nulo",0,3.03,0,2.48,"Grêmio",5,1,2,10,8,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,35,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,35,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Andrey Nunes dos Santos","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/11/14/4db7bbab143cf41a118876deb0fee2e9_FORMATO.png",103559,35,"PAR","ata","Dúvida",0,1.12,0,1.6,"Paraná",16,NA,1,6,4,6,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"662","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,35,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,35,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,35,"COR","mei","Provável",9.5,6.61,1.16,2.09,"Corinthians",14,8,11,34,31,14,1,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA
"665","Ignácio da Silva Oliveira","ignacio","Ignácio",NA,103523,35,"BAH","zag","Nulo",0,2.22,0,1.5,"Bahia",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo",NA,103645,35,"FLU","ata","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Victor Alexandre de Souza","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/11/14/d2e1cced9103cb661cd800925eff2c10_FORMATO.png",103577,35,"PAR","lat","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,35,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,35,"SAN","zag","Contundido",0,8.12,0,2.36,"Santos",15,5,1,8,16,16,NA,2,NA,NA,1,4,NA,NA,NA,1,NA,NA
"670","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,35,"VIT","zag","Nulo",0,2.94,0,2.72,"Vitória",23,5,6,10,23,13,NA,3,NA,1,NA,7,1,NA,NA,NA,NA,NA
"671","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2018/10/18/be733c5ac82ae60e187e3ee15510b21b_FORMATO.png",92708,35,"PAL","ata","Nulo",0.9,4.24,-0.47,3.72,"Palmeiras",22,11,9,43,28,10,2,4,NA,7,9,NA,NA,NA,NA,1,NA,NA
"672","Rafael Bilu Mudesto","rafael-bilu","Rafael Bilu","https://s.glbimg.com/es/sde/f/2018/10/13/e56aeb65fba2f0dec62cbccdaf425921_FORMATO.png",103576,35,"COR","ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Bruno de Andrade Ritter","bruno-ritter","Bruno Ritter","https://s.glbimg.com/es/sde/f/2018/10/18/af227220f3f74a7b8b1a83760f1731a3_FORMATO.png",103490,35,"VAS","mei","Nulo",0,1.96,0,1.15,"Vasco",NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2018/03/15/85c557dab18f64f74140a33874f07054_FORMATO.png",94980,35,"BAH","ata","Nulo",0,1.6,0,0.5,"Bahia",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Keslley dos Santos Lopes","keslley","Keslley",NA,103704,35,"PAR","lat","Dúvida",3.2,2.13,1.03,1.95,"Paraná",7,NA,1,NA,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"676","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2018/08/21/fb1e786aade0f50a19126a6c6e6f56e1_FORMATO.png",95660,35,"SAO","mei","Nulo",2.7,2.75,0.49,1.57,"São Paulo",6,NA,1,8,14,10,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"677","Dênis De Oliveira Aguiar Junior ","denis","Dênis","https://s.glbimg.com/es/sde/f/2018/11/06/d7c525671eaac3c0317710548f1d3988_FORMATO.png",103662,35,"SAO","gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2018/05/17/bc70303a7836dab8562e73ce0c59fd37_FORMATO.png",93414,35,"BOT","zag","Suspenso",4.5,4.86,0.04,1.63,"Botafogo",47,2,9,19,61,28,NA,12,NA,1,2,9,NA,NA,NA,NA,NA,NA
"679","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,35,"PAR","lat","Provável",3.9,3.35,0.14,1.61,"Paraná",24,1,9,9,48,35,NA,7,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"680","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2018/05/17/52ed968cab083a8fa9f33af080a80bf4_FORMATO.png",95798,35,"BOT","mei","Nulo",0,4.25,0,2.6,"Botafogo",12,2,11,22,34,24,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Luan Ferreira dos Santos","luan-santos","Luan Santos","https://s.glbimg.com/es/sde/f/2018/09/03/78c202f3ae22c727d4894a13a1ff9a12_FORMATO.png",94977,35,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Kaique Rocha Lima","kaique","Kaique","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,35,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2018/06/08/cba36b9e183d6b8a55c6361787adf089_FORMATO.jpeg",86740,35,"CEA","lat","Nulo",0,5.02,0,3.3,"Ceará",6,2,6,4,28,13,NA,1,NA,NA,1,5,NA,NA,NA,NA,NA,NA
"684","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/03/15/c09e808e2c3c8588eda6595422dcb9f6_FORMATO.png",94981,35,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Wildson Silva de Melo","indio","Índio","https://s.glbimg.com/es/sde/f/2018/05/24/b6ae562eeabf7888ad604a5a1cec8fe1_FORMATO.png",95180,35,"SPO","ata","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Luís Fernando Santos da Conceição","luis-fernando","Luís Fernando","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_FORMATO.png",94971,35,"BAH","mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Ozealisson Santos Gomes","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/6ba58fa136715046b220f0b851bb33bc_FORMATO.png",95210,35,"PAR","lat","Nulo",0,8.25,0,5.55,"Paraná",28,2,7,39,50,64,1,4,1,1,1,4,NA,NA,NA,NA,NA,NA
"688","Gabriel Pereira Taliari","bill","Bill","https://s.glbimg.com/es/sde/f/2018/05/15/0617ee23d3f6f13fb4bfcdcb786601b9_FORMATO.png",95131,35,"ATL","ata","Nulo",0,1.43,0,0.73,"Atlético-PR",2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,35,"GRE","ata","Nulo",0,1.34,0,3.2,"Grêmio",NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/03/01/0aa7dce50d239b820ad5a5461b488541_FORMATO.png",95332,35,"ATL","ata","Nulo",5.2,5.13,0.59,2.89,"Atlético-PR",14,14,7,34,39,15,2,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"691","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2018/03/21/5bea6fd938bc4b34ea0ba52b788b8b3a_FORMATO.png",94975,35,"BAH","mei","Contundido",0,1.46,0,0.73,"Bahia",4,1,3,13,15,4,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"692","Patrick de Carvalho Brey","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/01/5df01eaeeaf7a0d6c2326886a6199cbe_FORMATO.png",93482,35,"CRU","lat","Nulo",0,2.2,0,1.3,"Cruzeiro",4,NA,NA,2,6,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"693","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2018/05/17/581a756aea09480713008d94c61a6653_FORMATO.png",95638,35,"BOT","zag","Provável",0,6.43,0,3.28,"Botafogo",3,1,2,6,7,9,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"694","Michael Matias Fracaro","michael","Michael","https://s.glbimg.com/es/sde/f/2018/05/07/b00362ea5028e43dae1152d78fbf5ccc_FORMATO.png",93659,35,"ATL","gol","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Jhony Douglas Santiago","jhony","Jhony","https://s.glbimg.com/es/sde/f/2018/04/24/8f516a5eac66593e51f9a47beba475a7_FORMATO.png",95484,35,"PAR","mei","Nulo",0.1,2.03,0.01,-0.35,"Paraná",4,1,NA,3,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_FORMATO.png",95464,35,"BAH","mei","Provável",4.6,8.29,0.21,3.26,"Bahia",107,7,10,24,53,101,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,35,"GRE","lat","Nulo",0,5.87,0,5.15,"Grêmio",11,1,2,11,18,7,NA,2,NA,3,4,1,NA,NA,NA,NA,NA,NA
"698","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,35,"PAL","ata","Nulo",0,2.44,0,1.52,"Palmeiras",2,2,NA,8,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"699","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2018/09/27/0792deea7c4789440918a89d8cfc305e_FORMATO.png",95662,35,"VAS","zag","Nulo",0,4.07,0,3.7,"Vasco",NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"700","Adenilson Aparecido dos Santos Junior","adenilson","Adenilson","https://s.glbimg.com/es/sde/f/2018/09/05/fec9455e8e403751254fdc2da09ffe2b_FORMATO.png",93677,35,"SPO","mei","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Arthur José Gregio","sananduva","Sananduva",NA,93678,35,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Felipe Gustavo Domingos","felipe","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,35,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2018/09/20/4bb1c1cdec48550cc143114afcc58805_FORMATO.png",93791,35,"FLU","mei","Nulo",0,2.47,0,1.5,"Fluminense",3,NA,1,4,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,35,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Caio Monteiro Costa","caio-monteiro","Caio Monteiro","https://s.glbimg.com/es/sde/f/2018/09/27/535d1be6446915f8de685279a6430f6d_FORMATO.png",93789,35,"VAS","ata","Nulo",1.5,4.29,-0.27,3.41,"Vasco",6,2,4,11,9,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"706","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,35,"VAS","mei","Provável",5.1,8.89,0.06,6.19,"Vasco",39,10,24,33,44,62,2,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"707","Robert Ayrton Piris Da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,35,"FLA","mei","Nulo",0,5.11,-0.32,1.21,"Flamengo",14,NA,1,2,9,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/00620626eff639c8dd52b70dfa6e5214_FORMATO.png",95780,35,"BOT","tec","Provável",5.35,9.59,0.04,3.44,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Caique da Silva Maria","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/08/21/7bb29a0298d98e6fee209a846989d67c_FORMATO.png",95831,35,"SAO","ata","Nulo",0,1.15,0,2,"São Paulo",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Lucas Oliveira de França","lucas-franca","Lucas França","https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png",93869,35,"CRU","gol","Nulo",0,3,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_FORMATO.png",95820,35,"COR","zag","Provável",4.4,3.02,0.39,1.97,"Corinthians",18,4,3,12,24,15,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
