"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","FT","G","PE","RB","DD","DP","GS","SG","CA","CV","I","GC","PP"
"632","Pedro Gomes Bortoluzo","pedro-bortoluzo","Pedro Bortoluzo","https://s.glbimg.com/es/sde/f/2018/09/04/08e0c0a0414e51df482079c108b9d382_FORMATO.png",99041,27,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Edgardo Daniel Orzusa Cáceres","orzusa","Orzusa","https://s.glbimg.com/es/sde/f/2018/08/03/9fe6d520171ca66a71766e405c2f636a_FORMATO.png",99160,27,"CHA","mei","Nulo",0,3.56,0,1,"Chapecoense",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Alexsander Jhonatta de Oliveira Andrade","alexsander","Alexsander","https://s.glbimg.com/es/sde/f/2018/05/08/0c6b57f472519b0ccc3970a86ae1b337_FORMATO.png",99411,27,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Diego Terra Loureiro","diego","Diego","https://s.glbimg.com/es/sde/f/2018/07/31/1acd43a543bac1739692fcd99d2a0f5e_FORMATO.png",99430,27,"BOT","gol","Nulo",0,1.98,0,5,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"636","Gabriel Baralhas","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2018/07/16/28f39d74cf08d7877f7636c358641eb4_FORMATO.png",99440,27,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Daniel dos Santos Oliveira","daniel","Daniel ","https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png",99461,27,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Luiz Henrique Beserra dos Santos","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2018/09/04/8faa5c06d04fcf63cbbe6913818173e3_FORMATO.png",99627,27,"BAH","mei","Nulo",0,4,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Linik Eduardo Santos","linik","Linik","https://s.glbimg.com/es/sde/f/2018/03/21/1b2fe22656db0d2209b8e7ef2717f9a7_FORMATO.png",99545,27,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/07/25/6b15b755bc411ce7d63c908bc84f2fae_FORMATO.png",99574,27,"AME","ata","Nulo",0.6,3.67,0.16,1.21,"América-MG",1,4,2,6,5,1,NA,18,4,NA,NA,NA,NA,1,NA,2,NA,NA
"641","Felipe Souza Moreno Sampaio","felipe","Felipe","https://s.glbimg.com/es/sde/f/2018/01/21/2bee05842c9d96fbbae04d80edc9f2fb_FORMATO.png",99425,27,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Jadson Ailton Oliveira Da Silva Vale","jadson","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,27,"GRE","ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Bruno Cosendey Lobo Pinto","bruno-cosendey","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2018/09/27/fa6ad7ea560f7cfd705eed2799c9c148_FORMATO.png",99615,27,"VAS","mei","Nulo",-0.9,3.46,-0.3,2.17,"Vasco",1,7,2,2,3,NA,1,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Patrick William Sá de Oliveira","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png",99595,27,"CEA","zag","Nulo",0,1.12,0,-0.3,"Ceará",NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"645","Ezequiel Gonzalo Esperon","esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,27,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Emerson Aparecido Leite de Souza Junior","emerson","Emerson","https://s.glbimg.com/es/sde/f/2018/05/02/e6ac5064048c2847351bacf000cd76bd_FORMATO.png",96870,27,"ATL","lat","Provável",11.3,7.01,1.67,4.33,"Atlético-MG",NA,28,2,4,31,NA,1,30,25,NA,NA,NA,5,4,NA,NA,NA,NA
"647","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/08/21/993c919329907447bdfe72defc7eced9_FORMATO.png",99789,27,"SAO","ata","Nulo",0,2.24,0,0.97,"São Paulo",NA,1,1,2,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA
"648","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2018/09/27/8b63cdcb68dc035fb9be678fc9c4b4e7_FORMATO.png",99881,27,"VAS","zag","Nulo",0,4.55,0,1.78,"Vasco",NA,11,1,NA,8,NA,NA,12,13,NA,NA,NA,3,5,NA,2,NA,NA
"649","José Ricardo Barbosa Ribeiro Drumond","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/66c84fb19bfc8dcb826762a661f9205d_FORMATO.png",97317,27,"AME","mei","Nulo",2.7,1.72,0.02,1.5,"América-MG",NA,6,NA,3,3,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2018/05/23/5475c0938368ee4b155ff28fbba435d6_FORMATO.png",96966,27,"SAN","ata","Nulo",0,2.41,0,0.56,"Santos",1,2,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"651","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,27,"INT","lat","Nulo",0,4.07,0,4.5,"Internacional",NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"652","Luiz Henrique Pachu Lira","pachu","Pachu","https://s.glbimg.com/es/sde/f/2018/05/17/24cdb04412dd6d812b54821d4a8054bf_FORMATO.png",97352,27,"BOT","ata","Nulo",0,2.55,0,2.7,"Botafogo",NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Guilherme Mantuan","mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2018/05/18/53d5b5f3442929a93b052228d4f4dd8f_FORMATO.png",97315,27,"COR","lat","Nulo",0,5.11,0,3.76,"Corinthians",NA,23,NA,3,24,NA,NA,41,33,NA,NA,NA,3,1,NA,1,NA,NA
"654","Wesley Dias Claudino","wesley-dias","Wesley Dias","https://s.glbimg.com/es/sde/f/2018/03/21/bd01b16a7f9c3c1d4858cc8ada530b69_FORMATO.png",97154,27,"PAR","mei","Nulo",0,0.77,0,0.08,"Paraná",NA,11,NA,1,11,NA,NA,12,4,NA,NA,NA,NA,1,NA,1,NA,NA
"655","Deivid Anacleto de Souza","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/09/04/2a00922f8aced657801b4b073689d6aa_FORMATO.png",97155,27,"PAR","ata","Provável",-1.5,1.66,-0.59,0,"Paraná",NA,3,NA,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"656","Gabriel Vinícius de Oliveira Furtado","gabriel-furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,27,"PAL","mei","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2018/09/04/b1e08ad08aa0c33054b6c23b40023cca_FORMATO.png",97321,27,"PAR","mei","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2018/09/20/a0f7f5a4cab2aadb8015e478a8433dfc_FORMATO.png",97452,27,"FLU","ata","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Luis Henrique Lima Ferreira","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/06/05/f468a62494928820ad0f8123756afdf3_FORMATO.png",97459,27,"AME","zag","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2018/08/22/8dada340d3eace63bb678a5ac94eaaff_FORMATO.png",97520,27,"SAO","mei","Nulo",0,2.95,0,1.3,"São Paulo",NA,6,NA,1,2,NA,2,12,2,NA,NA,NA,NA,1,NA,1,NA,NA
"661","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2018/06/05/664e239f7dce6e6497a82d094f42723a_FORMATO.png",97522,27,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2018/09/20/757d419d1040c909be357a50fb4f34b8_FORMATO.png",97528,27,"FLU","zag","Nulo",0,3.74,0,2.12,"Fluminense",NA,4,1,NA,2,NA,NA,4,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"663","Joriwinnyson Santos dos Anjos Rodrigues","jori","Jori","https://s.glbimg.com/es/sde/f/2018/05/07/74ebf6f155bba3965e6fbdd4d47886ed_FORMATO.png",97453,27,"AME","gol","Nulo",0,8.8,0,1.48,"América-MG",NA,1,NA,NA,1,NA,NA,9,NA,10,NA,12,2,NA,NA,NA,NA,NA
"664","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,27,"CRU","zag","Nulo",0,6.33,0,1.7,"Cruzeiro",NA,12,2,1,1,1,NA,12,7,NA,NA,NA,2,2,NA,NA,NA,NA
"665","Hiago Correa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,27,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2018/05/18/28524541dbc99ed7fa6cadc1531e6cf9_FORMATO.png",97527,27,"FLU","ata","Nulo",0,4,0,2.12,"Fluminense",1,9,5,8,30,1,NA,14,14,NA,NA,NA,NA,4,NA,3,NA,NA
"667","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2018/03/23/0487d5333c622c87e5ad477567b7ee36_FORMATO.png",97867,27,"SPO","zag","Nulo",0,1.96,0,-0.27,"Sport",NA,3,NA,1,1,NA,NA,13,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"668","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2018/05/07/efc79595752a6acffda52ff4455cbc32_FORMATO.png",97619,27,"ATL","mei","Nulo",0,5.95,0,4.19,"Atlético-MG",2,7,6,3,5,1,3,31,19,NA,NA,NA,NA,1,NA,NA,NA,NA
"669","Lucas de Souza Ventura","nonoca","Nonoca","https://s.glbimg.com/es/sde/f/2018/04/09/f994b05e8cd6aee16ab81f7cc4871c16_FORMATO.png",97856,27,"SPO","mei","Nulo",0,2.96,0,3.7,"Sport",NA,2,NA,NA,1,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Iago Amaral Borduchi","iago","Iago","https://s.glbimg.com/es/sde/f/2018/04/09/733606405d1966bcc1ea11b6d2790ec5_FORMATO.png",97868,27,"INT","lat","Provável",5.7,11.89,0.54,4.83,"Internacional",1,29,3,6,10,NA,NA,60,52,NA,NA,NA,13,6,NA,2,NA,NA
"671","Jhemerson Guimarães Gaigher","jhemerson","Jhemerson","https://s.glbimg.com/es/sde/f/2018/03/21/4352f97cb92d8c89a85442b0da6b66fb_FORMATO.png",97863,27,"VIT","mei","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Roger Ibañez da Silva","ibanez","Ibañez","https://s.glbimg.com/es/sde/f/2018/09/20/69ed2b738cbaf148777b6d868df813c9_FORMATO.png",97803,27,"FLU","zag","Provável",6.3,5.94,0.96,2.92,"Fluminense",NA,3,1,3,8,NA,NA,23,16,NA,NA,NA,2,2,NA,NA,NA,NA
"673","Erick de Arruda Serafim","erick","Erick","https://s.glbimg.com/es/sde/f/2018/06/28/c1426d2e4418dfcc0731f1ddf753c5bf_FORMATO.png",97810,27,"VIT","ata","Dúvida",0,6.32,0,3.85,"Vitória",NA,9,6,6,19,NA,2,26,11,NA,NA,NA,NA,3,NA,2,NA,NA
"674","Erick Martins Ferreira Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2018/05/07/88672601deeb050de20d1c18b8a04c9e_FORMATO.png",97930,27,"AME","gol","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Vitor Eduardo da Silva Matos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2017/12/02/4d449cbc6b7323b7652ea2ab5c68e8aa_FORMATO.png",97900,27,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,27,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Jean Lucas Figueiredo","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/09/15/77b83b67934e591576df182a91e62652_FORMATO.png",97987,27,"PAR","mei","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Marcos Vinícius da Silva Santos","marcos-vinicius","Marcos Vinícius ","https://s.glbimg.com/es/sde/f/2018/05/17/5821104539e471cb543e8668646b2c01_FORMATO.png",97969,27,"CHA","lat","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Caio Felipe dos Santos Silva","caio","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,27,"SPO","lat","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2018/08/05/62200f085be5b3ab15f13e3e72be04e7_FORMATO.png",98184,27,"BAH","ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png",101421,27,"CHA","gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2018/06/28/b5606c7af78b7724cc8806c65fce3f1e_FORMATO.png",98057,27,"ATL","tec","Provável",0.37,9.68,-1.11,4.12,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,27,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,27,"SPO","gol","Nulo",0,5.2,0,5.6,"Sport",1,NA,NA,NA,NA,NA,NA,2,NA,4,NA,2,2,NA,NA,NA,NA,NA
"685","Ilson Cedric Borges de Accacio Lima","cedric","Cedric","https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png",98221,27,"VIT","lat","Nulo",0,3.97,0,4.08,"Vitória",NA,1,NA,1,NA,NA,NA,8,5,NA,NA,NA,3,NA,NA,NA,NA,NA
"686","Álvaro Vieira de Oliveira","alvaro","Álvaro","https://s.glbimg.com/es/sde/f/2018/07/20/a7d42e8d9df250812649327ffc9742f8_FORMATO.png",98097,27,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png",98352,27,"ATL","mei","Nulo",1.4,5.8,-0.45,2.04,"Atlético-PR",NA,21,NA,4,46,NA,NA,31,27,NA,NA,NA,NA,3,NA,NA,NA,NA
"688","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,27,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,27,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,27,"CHA","ata","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Bruno Bortolini Jackel","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/5343c806a41adb731a9e4da46f95fbb9_FORMATO.png",98420,27,"CHA","lat","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,27,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2018/04/24/40342104df0af7d7d4501ca775f4197b_FORMATO.png",98569,27,"PAR","mei","Nulo",1.5,4.73,0.18,1.94,"Paraná",3,16,4,11,21,NA,NA,47,26,NA,NA,NA,NA,2,NA,3,NA,NA
"694","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,27,"FLA","ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/05/04/df072b66382b41b7f73cd8db00006b61_FORMATO.png",98517,27,"FLA","mei","Nulo",0,1.05,0,-0.08,"Flamengo",NA,10,1,NA,6,NA,NA,9,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"696","Juan Matheus Alano Nascimento","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/04/09/42d654e6fb1c2336662be0dad04a9df7_FORMATO.png",98595,27,"INT","mei","Nulo",0,2,0,1.2,"Internacional",NA,6,1,4,2,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2018/08/08/403dbf41c52f6b7063f9a1d999627b58_FORMATO.png",98794,27,"CHA","mei","Provável",-0.4,5.65,0.14,2.45,"Chapecoense",1,9,1,4,3,1,2,21,5,NA,NA,NA,NA,2,NA,1,NA,NA
"698","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,27,"BOT","zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Felipe Guilherme Moreira Bernardo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/06/05/c3642a3c616e9a283af3bfee7f2dee6b_FORMATO.png",97931,27,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,27,"ATL","ata","Provável",8,10.79,1.23,3.69,"Atlético-MG",4,12,3,4,29,NA,1,28,11,NA,NA,NA,NA,1,NA,3,NA,NA
"701","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/09/03/e0930336daf900b7753094d97c05ff41_FORMATO.png",98765,27,"CHA","mei","Nulo",0,0.99,0,1.55,"Chapecoense",NA,2,1,NA,2,NA,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"702","Marcelo Nicolás Benítez","marcelo-benitez","Marcelo Benítez","https://s.glbimg.com/es/sde/f/2018/07/07/e9fe9dcb5968a3169c73bb4550fc9fdb_FORMATO.png",98711,27,"VIT","lat","Nulo",0,5.51,0,4.7,"Vitória",NA,9,1,NA,2,1,NA,12,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"703","José Francisco dos Santos Júnior","junior-brumado","Júnior Brumado","https://s.glbimg.com/es/sde/f/2018/03/21/bd18849356245d84cf422f076a8f1cdf_FORMATO.png",99894,27,"BAH","ata","Nulo",0,2.95,0,1.11,"Bahia",NA,12,1,7,7,NA,1,6,4,NA,NA,NA,NA,2,NA,5,NA,NA
"704","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2018/05/17/f4995e8da11ffe996033b0ebf06c4a13_FORMATO.png",99915,27,"BOT","ata","Nulo",0,4.56,0,1.96,"Botafogo",1,3,1,3,8,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Khevin Rodrigo Fraga","khevin","Khevin","https://s.glbimg.com/es/sde/f/2018/05/24/aa909d621dc61944afb0d68fa14e38af_FORMATO.png",99921,27,"CHA","mei","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2018/05/17/9790a9eb14c2629004e401eb258e2505_FORMATO.png",99903,27,"BOT","ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Jhonny Lucas Flora Barboza ","jhonny-lucas","Jhonny Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/1891e9e504ce289621d56cf6db5ba93d_FORMATO.png",99994,27,"PAR","mei","Nulo",0,3.56,0,1.05,"Paraná",NA,36,4,5,11,NA,1,24,21,NA,NA,NA,NA,7,NA,NA,NA,NA
"708","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,27,"COR","mei","Nulo",2.3,4.05,0.36,2.15,"Corinthians",1,21,14,19,36,NA,1,71,17,NA,NA,NA,NA,2,NA,2,NA,NA
"709","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/05/04/26a67180b8114a860a9e6f9c54cdebd4_FORMATO.png",100065,27,"FLA","ata","Nulo",-1.5,1.98,-0.46,0.86,"Flamengo",NA,7,3,3,3,NA,NA,4,4,NA,NA,NA,NA,NA,NA,2,NA,NA
"710","Pablo Carneiro Freitas","pablo-maldini","Pablo Maldini",NA,100127,27,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Kleber Augusto Caetano Leite Filho","kleber","Kleber","https://s.glbimg.com/es/sde/f/2018/05/04/3c7fcc093b6dd915834a1c3c3231e0c0_FORMATO.png",100126,27,"FLA","lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Lucas Soares de Almeida","lucas-soares","Lucas Soares",NA,100158,27,"CRU","lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
