"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","CV","FF","I","FD","DD","GS","DP","A","FT","GC","PP"
"641","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,36,"PAR","ata","Nulo",0,2.1,0,0.48,"Paraná",1,7,6,NA,4,3,NA,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA
"642","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,36,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/08/22/915c56c34a9df8f498cac86eb7ef2f2e_FORMATO.png",87679,36,"SAO","ata","Dúvida",-0.5,4.92,-0.48,1.6,"São Paulo",1,30,13,4,10,2,NA,NA,4,3,6,NA,NA,NA,NA,1,NA,NA
"644","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,36,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,36,"CRU","ata","Provável",15.8,14.74,1.88,5.92,"Cruzeiro",2,7,8,3,8,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,NA,NA
"646","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,36,"COR","mei","Provável",4.7,4.98,0.42,2.66,"Corinthians",2,27,55,1,89,28,NA,NA,30,2,18,NA,NA,NA,2,NA,NA,NA
"647","Juan Matheus Alano Nascimento","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/04/09/42d654e6fb1c2336662be0dad04a9df7_FORMATO.png",98595,36,"INT","mei","Nulo",-1.2,1.56,-0.95,1.35,"Internacional",NA,7,3,NA,12,8,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"648","Wesley Dias Claudino","wesley-dias","Wesley Dias","https://s.glbimg.com/es/sde/f/2018/03/21/bd01b16a7f9c3c1d4858cc8ada530b69_FORMATO.png",97154,36,"PAR","mei","Provável",1.7,1.39,-0.73,1.19,"Paraná",1,19,14,NA,22,17,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA
"649","Guilherme Mantuan","mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2018/05/18/53d5b5f3442929a93b052228d4f4dd8f_FORMATO.png",97315,36,"COR","lat","Nulo",0,5.11,0,3.76,"Corinthians",1,23,24,NA,41,33,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"650","José Ricardo Barbosa Ribeiro Drumond","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/66c84fb19bfc8dcb826762a661f9205d_FORMATO.png",97317,36,"AME","mei","Provável",0,0.89,0,1.26,"América-MG",3,28,8,NA,26,26,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,36,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2018/08/08/403dbf41c52f6b7063f9a1d999627b58_FORMATO.png",98794,36,"CHA","mei","Provável",-2,4.72,-0.94,1.37,"Chapecoense",4,11,4,2,29,8,NA,NA,8,1,1,NA,NA,NA,1,1,NA,NA
"653","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,36,"GRE","mei","Provável",0,7.51,0,3.01,"Grêmio",3,21,16,3,59,33,NA,NA,4,NA,3,NA,NA,NA,2,NA,NA,1
"654","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,36,"VIT","zag","Nulo",0,3.67,0,2.78,"Vitória",2,7,1,NA,7,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/09/03/e0930336daf900b7753094d97c05ff41_FORMATO.png",98765,36,"CHA","mei","Nulo",0,0.99,0,1.55,"Chapecoense",1,2,2,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"656","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2018/11/14/3ec50920828e79b36c365cf8acb0905d_FORMATO.png",97321,36,"PAR","mei","Dúvida",1.7,1.54,0.42,-0.28,"Paraná",2,8,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,36,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,36,"ATL","lat","Provável",0,6.66,0,3.33,"Atlético-MG",6,37,44,4,74,32,10,1,6,5,2,NA,NA,NA,1,NA,NA,1
"659","Marcelo Nicolás Benítez","marcelo-benitez","Marcelo Benítez","https://s.glbimg.com/es/sde/f/2018/07/07/e9fe9dcb5968a3169c73bb4550fc9fdb_FORMATO.png",98711,36,"VIT","lat","Provável",3.1,5.05,0.15,4.66,"Vitória",3,17,6,NA,23,16,2,NA,2,NA,2,NA,NA,NA,2,1,NA,NA
"660","Ánderson Daniel Plata Guillén","plata","Plata","https://s.glbimg.com/es/sde/f/2018/08/15/e5c84107ae73d82ddbf8e716b4feacc7_FORMATO.png",98841,36,"ATL","ata","Nulo",0,4.77,0,2.7,"Atlético-PR",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"661","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,36,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2018/09/12/d6f04c6283e5b7fb8302f422d4f8a5fd_FORMATO.png",98832,36,"GRE","mei","Provável",3.8,3.45,-0.03,3.12,"Grêmio",NA,7,18,1,11,10,NA,NA,6,1,4,NA,NA,NA,NA,NA,NA,NA
"663","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,36,"BOT","mei","Provável",0.4,9.12,-0.55,4.5,"Botafogo",2,26,41,3,76,22,NA,NA,27,1,21,NA,NA,NA,6,1,NA,NA
"664","Gabriel Vinícius de Oliveira Furtado","gabriel-furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,36,"PAL","mei","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,36,"SAO","zag","Provável",1.7,9.32,-2.08,4.02,"São Paulo",6,29,25,NA,38,37,8,NA,11,5,5,NA,NA,NA,2,NA,NA,NA
"666","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,36,"SPO","zag","Provável",-0.3,2.8,-0.33,3.14,"Sport",1,5,5,1,9,4,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,36,"COR","ata","Nulo",0,4.28,0,1.36,"Corinthians",3,40,18,4,16,4,NA,NA,14,14,4,NA,NA,NA,NA,1,NA,NA
"668","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,36,"ATL","ata","Provável",4.7,8.68,0.02,3.72,"Atlético-PR",NA,11,14,2,8,13,NA,NA,3,4,8,NA,NA,NA,NA,NA,NA,NA
"669","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,36,"BAH","lat","Nulo",4.9,4.13,-0.01,3.91,"Bahia",NA,5,4,NA,10,8,3,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA
"670","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,36,"CRU","mei","Provável",0,8.45,0,2.64,"Cruzeiro",2,17,25,3,63,15,NA,NA,15,9,19,NA,NA,NA,NA,NA,NA,NA
"671","Wesley Natã Wachholz","wesley-nata","Wesley Natã","https://s.glbimg.com/es/sde/f/2017/05/12/fce48bd03ed5fc3766df076094758576_FORMATO.png",91743,36,"CHA","ata","Nulo",0,1.5,0,-0.1,"Chapecoense",NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2018/05/24/9044ae83ee33699eea7c94bb59f6da14_FORMATO.png",38279,36,"CHA","ata","Provável",3.1,9.15,0.21,2.59,"Chapecoense",7,53,37,5,49,12,NA,NA,29,9,6,NA,NA,NA,2,NA,NA,NA
"673","Marcelo dos Santos Rosa","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/05/08/38e74b2d891b77e8bf5e2528f09608c3_FORMATO.png",98874,36,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,36,"FLU","lat","Nulo",0,3.58,0,1.09,"Fluminense",5,14,5,NA,43,17,2,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA
"675","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,36,"PAR","lat","Provável",-0.6,2.62,-0.73,1.51,"Paraná",7,24,9,NA,50,35,2,NA,9,2,1,NA,NA,NA,NA,NA,NA,NA
"676","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,36,"COR","mei","Provável",-2.4,6.49,-0.16,2.34,"Corinthians",1,13,11,4,81,5,NA,NA,9,4,7,NA,NA,NA,5,1,NA,NA
"677"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,36,"BOT","mei","Nulo",0,1.38,0,-0.03,"Botafogo",NA,5,3,NA,8,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"678","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,36,"CHA","mei","Provável",-0.8,3.71,-0.77,1.96,"Chapecoense",3,28,28,NA,50,46,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"679","Fernando Leal Fonseca","fernando-leal","Fernando Leal","https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_FORMATO.png",38350,36,"AME","gol","Nulo",0,3.09,0,4.4,"América-MG",NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,36,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,36,"GRE","mei","Nulo",0,3.03,0,2.48,"Grêmio",1,5,10,NA,8,11,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"682","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,36,"ATL","lat","Provável",0,3.95,0,4.48,"Atlético-PR",NA,12,8,NA,17,8,3,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA
"683","Luiz Henrique Pachu Lira","pachu","Pachu","https://s.glbimg.com/es/sde/f/2018/05/17/24cdb04412dd6d812b54821d4a8054bf_FORMATO.png",97352,36,"BOT","ata","Nulo",0,2.55,0,2.7,"Botafogo",NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"684","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2018/03/01/db4db4f56d8eb08a1b14d7d283c884e6_FORMATO.png",38394,36,"ATL","zag","Nulo",5,8.98,0.35,3.47,"Atlético-PR",2,25,17,2,18,13,8,NA,6,NA,1,NA,NA,NA,NA,1,1,NA
"685","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,36,"CRU","mei","Nulo",5,7.43,0.33,2.56,"Cruzeiro",NA,13,41,NA,31,20,NA,NA,3,4,5,NA,NA,NA,1,NA,NA,NA
"686","Derlan de Oliveira Bento","derlan","Derlan","https://s.glbimg.com/es/sde/f/2018/07/31/24afd410e27731384e1a8a4db2986220_FORMATO.png",98945,36,"GRE","zag","Nulo",0,1.52,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,36,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2018/09/20/a0f7f5a4cab2aadb8015e478a8433dfc_FORMATO.png",97452,36,"FLU","ata","Nulo",0,2.77,0,2.7,"Fluminense",NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,36,"ATL","zag","Dúvida",0,4.22,0,2.76,"Atlético-PR",5,20,7,1,25,14,7,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA
"690","Riuler de Oliveira Faustino","riuler","Riuler","https://s.glbimg.com/es/sde/f/2018/05/08/d02df5afc866bff4bd57ec2a89b945d3_FORMATO.png",99021,36,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,36,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2018/09/27/fb8938214d4d9f30a8ecf66092c2f6dc_FORMATO.png",38505,36,"VAS","zag","Provável",10.5,7.67,1.98,1.96,"Vasco",4,14,11,NA,15,17,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"693","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,36,"AME","mei","Nulo",1.2,8.46,0.01,3.68,"América-MG",1,8,15,1,19,15,NA,NA,7,1,2,NA,NA,NA,NA,1,NA,NA
"694","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2018/10/18/be733c5ac82ae60e187e3ee15510b21b_FORMATO.png",92708,36,"PAL","ata","Provável",8.5,5.52,1.28,3.92,"Palmeiras",4,23,45,8,29,10,NA,1,10,10,11,NA,NA,NA,2,NA,NA,NA
"695","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,36,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,36,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Willian Lanes de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/07/dec8edfba101fd4ea107b0749fd0e6cf_FORMATO.png",38506,36,"AME","zag","Contundido",0,5,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Elias Lira Nogueira Junior ","elias","Elias","https://s.glbimg.com/es/sde/f/2018/09/12/7611a5bada11e1caea4cac58a32db3e8_FORMATO.png",99034,36,"SPO","lat","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,36,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Joriwinnyson Santos dos Anjos Rodrigues","jori","Jori","https://s.glbimg.com/es/sde/f/2018/05/07/74ebf6f155bba3965e6fbdd4d47886ed_FORMATO.png",97453,36,"AME","gol","Contundido",0,8.8,0,1.48,"América-MG",NA,1,1,NA,9,NA,2,NA,NA,NA,NA,10,12,NA,NA,NA,NA,NA
"701","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,36,"COR","mei","Dúvida",4.7,5.9,-0.71,2.17,"Corinthians",NA,14,38,2,32,16,NA,NA,11,3,8,NA,NA,NA,1,1,NA,NA
"702","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,36,"BAH","zag","Nulo",0,2.88,0,2.13,"Bahia",2,8,6,NA,18,7,2,NA,2,1,NA,NA,NA,NA,1,1,NA,NA
"703","Luis Henrique Lima Ferreira","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/06/05/f468a62494928820ad0f8123756afdf3_FORMATO.png",97459,36,"AME","zag","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,36,"VIT","zag","Provável",-6.6,1.91,-1.03,2.23,"Vitória",4,26,11,1,25,15,7,NA,6,2,5,NA,NA,NA,NA,NA,2,NA
"705","Eder Luis de Oliveira","eder-luis","Eder Luis","https://s.glbimg.com/es/sde/f/2018/05/02/632e0449b03de2d0c40106ac608a3b24_FORMATO.png",38508,36,"CEA","ata","Nulo",0,3.17,0,0.64,"Ceará",NA,6,10,NA,10,4,NA,NA,2,5,3,NA,NA,NA,NA,NA,NA,NA
"706","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,36,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Pedro Gomes Bortoluzo","pedro-bortoluzo","Pedro Bortoluzo","https://s.glbimg.com/es/sde/f/2018/09/04/08e0c0a0414e51df482079c108b9d382_FORMATO.png",99041,36,"SAO","ata","Nulo",-0.3,1.49,-0.51,-0.3,"São Paulo",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"708","Edgardo Daniel Orzusa Cáceres","orzusa","Orzusa","https://s.glbimg.com/es/sde/f/2018/08/03/9fe6d520171ca66a71766e405c2f636a_FORMATO.png",99160,36,"CHA","mei","Nulo",0,2.78,0,0.35,"Chapecoense",NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2018/05/17/bc70303a7836dab8562e73ce0c59fd37_FORMATO.png",93414,36,"BOT","zag","Nulo",0,4.86,0,1.63,"Botafogo",12,47,19,1,61,28,9,NA,9,2,2,NA,NA,NA,NA,NA,NA,NA
"710","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,36,"SAN","zag","Contundido",0,8.12,0,2.36,"Santos",2,15,8,NA,16,16,4,1,1,1,5,NA,NA,NA,NA,NA,NA,NA
"711","Sergio Ismael Díaz Velázquez","sergio-diaz","Sergio Díaz","https://s.glbimg.com/es/sde/f/2018/08/08/ed176f5741d22ea3a8dee3ac452d88ca_FORMATO.png",94010,36,"COR","ata","Nulo",0,3.54,0,-0.2,"Corinthians",NA,1,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Alexsander Jhonatta de Oliveira Andrade","alexsander","Alexsander","https://s.glbimg.com/es/sde/f/2018/05/08/0c6b57f472519b0ccc3970a86ae1b337_FORMATO.png",99411,36,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,36,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2018/06/05/664e239f7dce6e6497a82d094f42723a_FORMATO.png",97522,36,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2018/08/22/8dada340d3eace63bb678a5ac94eaaff_FORMATO.png",97520,36,"SAO","mei","Dúvida",-0.9,2.79,-1.31,1.82,"São Paulo",1,7,4,2,16,8,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"716","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,36,"CEA","ata","Provável",1.4,4.79,-0.37,2.26,"Ceará",4,47,21,4,33,10,NA,NA,22,9,19,NA,NA,NA,2,1,NA,1
"717","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,36,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Felipe Souza Moreno Sampaio","felipe","Felipe","https://s.glbimg.com/es/sde/f/2018/01/21/2bee05842c9d96fbbae04d80edc9f2fb_FORMATO.png",99425,36,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,36,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",NA,5,3,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Adenilson Aparecido dos Santos Junior","adenilson","Adenilson","https://s.glbimg.com/es/sde/f/2018/09/05/fec9455e8e403751254fdc2da09ffe2b_FORMATO.png",93677,36,"SPO","mei","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
