"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","SG","FS","FC","RB","FT","PE","A","CA","FD","FF","I","G","CV","DD","DP","GS","GC","PP"
"614","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,21,"VIT","mei","Provável",1.2,0.85,0.09,0.01,"Vitória",NA,6,20,12,NA,23,NA,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"615","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,21,"VIT","mei","Contundido",0,2.08,0,1.6,"Vitória",NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,21,"BOT","gol","Nulo",0,3.28,0,4.12,"Botafogo",2,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,10,1,9,NA,NA
"617","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,21,"FLA","ata","Nulo",0,3.84,0,1.3,"Flamengo",NA,12,10,7,NA,3,1,2,3,4,3,NA,NA,NA,NA,NA,NA,NA
"618","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,21,"VIT","mei","Nulo",0,4.44,0,-0.73,"Vitória",NA,2,9,2,NA,4,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"619","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,21,"BOT","zag","Suspenso",4.7,10.88,1.33,3.16,"Botafogo",5,16,18,28,NA,36,NA,3,2,8,5,2,NA,NA,NA,NA,1,NA
"620","Andrigo Oliveira de Araujo","andrigo","Andrigo","https://s.glbimg.com/es/sde/f/2018/04/09/eb909473a1499ceb91cd8c466f192cfd_FORMATO.png",89930,21,"SPO","mei","Nulo",1.5,4.52,-0.09,1.27,"Sport",NA,5,5,5,NA,15,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA
"621","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,21,"FLU","mei","Provável",6.7,3.6,0.78,1.49,"Fluminense",NA,6,8,12,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,21,"CHA","lat","Provável",-1.2,6.29,-1.26,3.5,"Chapecoense",4,31,26,35,NA,35,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"623","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,21,"PAR","ata","Nulo",-1,5,-0.44,2.07,"Paraná",NA,14,10,3,NA,16,NA,1,4,7,3,1,NA,NA,NA,NA,NA,NA
"624","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,21,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Jaílson Marques Siqueira","jailson","Jailson","https://s.glbimg.com/es/sde/f/2018/05/18/4e64b752d2f135b28900d7f530851452_FORMATO.png",90290,21,"GRE","mei","Provável",0,4.29,0,2.24,"Grêmio",NA,9,17,24,NA,23,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"626","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,21,"BOT","lat","Provável",0,6.84,0,4.21,"Botafogo",3,18,26,35,NA,26,NA,1,3,3,NA,NA,1,NA,NA,NA,NA,NA
"627","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,21,"CHA","zag","Contundido",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,21,"INT","zag","Nulo",0,2.49,0,0.8,"Internacional",NA,NA,1,2,NA,4,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"629","Yuri Oliveira Lima","yuri","Yuri","https://s.glbimg.com/es/sde/f/2018/05/23/856314c68a6f7eba3ca8d400d6ad5828_FORMATO.png",90569,21,"SAN","mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,21,"SAN","ata","Suspenso",-2.5,8.64,-0.92,1.57,"Santos",NA,20,24,11,NA,17,1,3,2,12,3,1,NA,NA,NA,NA,1,NA
"631","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/07/09/6f23fe4142820e492d8419c0b9de3f03_FORMATO.png",90303,21,"GRE","mei","Nulo",0,3.08,-0.92,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,21,"CRU","ata","Nulo",0,3.39,0,0.55,"Cruzeiro",NA,11,4,4,NA,11,NA,1,2,1,7,NA,NA,NA,NA,NA,NA,NA
"633","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,21,"BOT","mei","Provável",8.4,4.99,0.99,1.68,"Botafogo",NA,23,12,11,1,21,1,4,5,13,7,NA,NA,NA,NA,NA,NA,NA
"634","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,21,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,21,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,1,17,NA,NA
"636","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,21,"VIT","ata","Nulo",5.8,6.29,0.7,2.98,"Vitória",NA,29,6,9,3,22,NA,NA,5,4,NA,1,NA,NA,NA,NA,NA,NA
"637","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,21,"SPO","lat","Nulo",0,3.86,0,7.7,"Sport",1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,21,"VIT","gol","Provável",13.7,6.46,1.46,6.61,"Vitória",3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,21,NA,13,NA,NA
"639","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,21,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",NA,4,20,51,3,25,4,4,10,5,1,NA,NA,NA,NA,NA,NA,NA
"640","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,21,"FLU","ata","Nulo",0,2.22,0,1.2,"Fluminense",NA,6,3,6,NA,8,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"641","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,21,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,21,"BOT","mei","Provável",2.3,9.65,-0.75,4.76,"Botafogo",NA,27,12,20,1,46,3,1,14,17,1,2,NA,NA,NA,NA,NA,NA
"643","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/08/17/bb3071bb9f364ccce2ec37f1126a877d_FORMATO.png",91156,21,"ATL","zag","Contundido",0,3.27,0,1.71,"Atlético-MG",1,3,8,11,NA,11,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"644","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,21,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,21,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,21,"GRE","ata","Nulo",3.5,3.75,0.61,3.55,"Grêmio",NA,14,6,14,1,16,NA,1,1,2,2,2,NA,NA,NA,NA,NA,NA
"647","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,21,"PAR","ata","Provável",-0.8,3.18,-0.22,1.48,"Paraná",NA,6,6,3,NA,4,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"648","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,21,"SAO","gol","Nulo",0,5.73,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"649","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,21,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,21,"FLA","mei","Nulo",0,5.3,0,3.67,"Flamengo",NA,1,1,2,NA,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"651","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,21,"SAO","zag","Nulo",0,8.93,0,3.27,"São Paulo",4,15,23,21,NA,20,1,4,2,8,3,NA,NA,NA,NA,NA,NA,NA
"652","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,21,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,21,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,21,"PAR","lat","Provável",5.2,3.71,0.82,2.57,"Paraná",2,4,12,19,NA,23,NA,3,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"655","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,21,"BAH","lat","Nulo",0,2.64,0,0.7,"Bahia",NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,21,"SPO","zag","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,21,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,21,"BAH","mei","Nulo",0,3.35,0,1.91,"Bahia",NA,6,5,12,NA,4,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"659"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,21,"BOT","mei","Nulo",0,1.56,0.01,0.04,"Botafogo",NA,3,4,2,NA,8,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"660","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,21,"VIT","zag","Nulo",0,4.18,0,2.95,"Vitória",1,1,3,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,21,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,21,"ATL","zag","Provável",1.8,3.7,-0.98,2.62,"Atlético-PR",5,6,18,13,NA,18,NA,5,1,3,1,1,NA,NA,NA,NA,NA,NA
"663","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,21,"FLU","lat","Nulo",0,4.7,0,2,"Fluminense",2,4,12,16,NA,33,NA,3,1,4,1,NA,NA,NA,NA,NA,NA,NA
"664","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,21,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,21,"ATL","ata","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,21,"AME","mei","Nulo",0,9.58,0,4.38,"América-MG",NA,12,4,14,NA,16,NA,NA,1,7,NA,1,NA,NA,NA,NA,NA,NA
"667","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,21,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,21,"BAH","zag","Nulo",3.9,3.84,0.62,2.35,"Bahia",1,5,3,6,1,10,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"669","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,21,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,21,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,21,"CEA","ata","Provável",-4,3.14,-0.56,0.95,"Ceará",NA,10,23,5,NA,14,NA,3,6,11,5,1,NA,NA,NA,NA,NA,NA
"672","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,21,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,21,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",NA,1,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,8,1,10,NA,NA
"674","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,21,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",NA,3,5,4,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Gabriel Félix dos Santos","gabriel-felix","Gabriel Félix","https://s.glbimg.com/es/sde/f/2018/04/09/1d85c758ea942cdf25ad4709d3c7ccb8_FORMATO.png",92057,21,"VAS","gol","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,21,"INT","tec","Provável",4.62,12.33,-0.06,5.31,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,21,"BOT","ata","Nulo",8.8,2.09,1.33,0.18,"Botafogo",NA,10,24,4,NA,13,NA,2,6,8,NA,1,2,NA,NA,NA,NA,NA
"678","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,21,"INT","ata","Dúvida",-0.1,6.16,-0.12,1.65,"Internacional",NA,7,10,1,NA,9,NA,3,1,3,2,2,NA,NA,NA,NA,NA,NA
"679","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/06/05/3f7d7431cd8ea25054bb708fd59fdaaf_FORMATO.png",92496,21,"VAS","mei","Provável",1.6,1.98,-0.15,2.07,"Vasco",NA,6,3,6,NA,6,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"680","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,21,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,21,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,21,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,21,"COR","mei","Suspenso",0.2,3.33,-0.31,1.96,"Corinthians",NA,8,18,17,NA,17,1,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"684","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,21,"COR","mei","Nulo",-0.3,4.99,-0.01,1.93,"Corinthians",NA,16,5,8,1,21,1,NA,4,7,2,1,NA,NA,NA,NA,NA,NA
"685","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,21,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2018/08/08/403dbf41c52f6b7063f9a1d999627b58_FORMATO.png",98794,21,"CHA","mei","Nulo",2,5.39,0.06,3,"Chapecoense",NA,2,2,NA,NA,6,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA
"687","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,21,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,21,"VIT","zag","Nulo",0,2.75,0,2.78,"Vitória",4,6,17,10,NA,16,NA,1,3,5,NA,1,NA,NA,NA,NA,1,NA
"689","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,21,"PAL","ata","Nulo",2.4,3.34,0.51,2.63,"Palmeiras",NA,10,8,2,NA,12,1,2,6,2,NA,3,NA,NA,NA,NA,NA,NA
"690","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,21,"PAR","lat","Nulo",0,1.85,0,0.77,"Paraná",NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"691","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,21,"SAN","zag","Provável",7.9,8.17,1.06,1.98,"Santos",3,8,13,15,NA,14,NA,2,3,1,1,NA,1,NA,NA,NA,NA,NA
"692","Arthur José Gregio","sananduva","Sananduva",NA,93678,21,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png",93785,21,"VAS","lat","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/04/09/9e684dbb91ebc1768eec75fafdeedb21_FORMATO.png",93787,21,"VAS","mei","Provável",10.3,9.47,1.16,8.35,"Vasco",NA,20,25,39,NA,18,2,2,5,17,NA,3,NA,NA,NA,NA,NA,NA
