"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","I","PE","RB","SG","GC","DD","GS","CV","PP","DP"
"639","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2018/07/25/9aef615051b5ea6607236311d0d26c91_FORMATO.png",42491,28,"ATL","lat","Nulo",4.7,5,1.07,1.1,"Atlético-PR",NA,1,1,NA,NA,3,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA
"640","Lucas de Souza Ventura","nonoca","Nonoca","https://s.glbimg.com/es/sde/f/2018/04/09/f994b05e8cd6aee16ab81f7cc4871c16_FORMATO.png",97856,28,"SPO","mei","Nulo",0,2.96,0,3.7,"Sport",NA,NA,2,NA,NA,1,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA
"641","Hiago Correa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,28,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,28,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",4,4,20,10,5,4,3,NA,1,25,51,NA,NA,NA,NA,NA,NA,NA
"643","Jhemerson Guimarães Gaigher","jhemerson","Jhemerson","https://s.glbimg.com/es/sde/f/2018/03/21/4352f97cb92d8c89a85442b0da6b66fb_FORMATO.png",97863,28,"VIT","mei","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,28,"COR","lat","Nulo",0,10.43,0,4.11,"Corinthians",2,3,12,2,2,14,NA,NA,NA,51,21,4,NA,NA,NA,NA,NA,NA
"645","Erick de Arruda Serafim","erick","Erick","https://s.glbimg.com/es/sde/f/2018/06/28/c1426d2e4418dfcc0731f1ddf753c5bf_FORMATO.png",97810,28,"VIT","ata","Provável",4.4,6.29,-0.03,3.9,"Vitória",NA,3,9,7,7,22,NA,2,2,33,13,NA,NA,NA,NA,NA,NA,NA
"646","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,28,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2018/03/23/0487d5333c622c87e5ad477567b7ee36_FORMATO.png",97867,28,"SPO","zag","Nulo",0,1.96,0,-0.27,"Sport",NA,1,3,NA,1,1,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA
"648","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,28,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"649","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,28,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,28,"PAR","ata","Nulo",0,3.18,0,1.48,"Paraná",NA,1,6,5,2,6,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
"651","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,28,"GRE","ata","Dúvida",0,3.29,0,2.65,"Grêmio",NA,1,8,1,2,16,1,2,3,18,17,NA,NA,NA,NA,NA,NA,NA
"652","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,28,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Iago Amaral Borduchi","iago","Iago","https://s.glbimg.com/es/sde/f/2018/04/09/733606405d1966bcc1ea11b6d2790ec5_FORMATO.png",97868,28,"INT","lat","Provável",0.6,10.86,-1.03,4.66,"Internacional",1,6,32,3,6,10,NA,NA,2,63,54,13,NA,NA,NA,NA,NA,NA
"654","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,28,"SPO","zag","Nulo",0,4.47,0,1.9,"Sport",NA,3,11,2,1,9,NA,NA,NA,19,19,5,NA,NA,NA,NA,NA,NA
"655","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,28,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,28,"FLA","zag","Nulo",0,6.81,0,2.89,"Flamengo",NA,NA,2,NA,1,2,NA,NA,1,7,8,3,NA,NA,NA,1,NA,NA
"657","Vitor Eduardo da Silva Matos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2017/12/02/4d449cbc6b7323b7652ea2ab5c68e8aa_FORMATO.png",97900,28,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Luiz Felipe Scolari","luiz-felipe-scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png",43618,28,"PAL","tec","Provável",7.14,14.85,0.41,5.88,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Bryan Alfredo Cabezas Segura","cabezas","Cabezas","https://s.glbimg.com/es/sde/f/2018/09/20/259b65dec04b4e9b652a9df4d7d2437f_FORMATO.png",94785,28,"FLU","ata","Nulo",0,7,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Michel Fernandes Bastos","michel-bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2018/05/24/0126c46938216c0c50c04a26ea95c336_FORMATO.png",37607,28,"SPO","mei","Provável",8,5.65,-0.14,2.87,"Sport",1,1,13,3,11,11,1,3,1,27,5,NA,NA,NA,NA,NA,NA,NA
"661","Erick Martins Ferreira Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2018/05/07/88672601deeb050de20d1c18b8a04c9e_FORMATO.png",97930,28,"AME","gol","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,28,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,28,"FLA","ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Charles Rigon Matos","charles","Charles","https://s.glbimg.com/es/sde/f/2018/04/09/5b69cf49021eaeb9e4ade25dc2614887_FORMATO.png",96342,28,"INT","mei","Nulo",1.2,4.05,-0.95,1.2,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"665","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,28,"FLU","gol","Provável",5,6.12,1.05,3.14,"Fluminense",NA,2,NA,NA,NA,6,NA,NA,NA,16,1,9,NA,37,32,NA,NA,NA
"666","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,28,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_FORMATO.png",95464,28,"BAH","mei","Provável",0.9,7.21,-0.17,2.89,"Bahia",2,7,89,6,8,17,NA,NA,NA,36,73,NA,NA,NA,NA,NA,NA,NA
"668","Marcelo Mendonça de Mattos Terra","marcelo-mattos","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2018/09/27/3fac01fce7e7f953d43218deb18d6a96_FORMATO.png",37645,28,"VAS","mei","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Fábio Deivson Lopes Maciel","fabio","Fábio","https://s.glbimg.com/es/sde/f/2018/05/18/d4072db4bdda7615aec2517449afe555_FORMATO.png",37656,28,"CRU","gol","Nulo",0,12.23,0,4.14,"Cruzeiro",NA,NA,NA,NA,NA,1,NA,NA,NA,8,NA,7,NA,29,18,NA,NA,1
"670","Jonathan Cícero Moreira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2018/03/01/fe3cd425e203e34aaf34a6ac98ffc4af_FORMATO.png",37662,28,"ATL","lat","Dúvida",0,10.31,0,4.25,"Atlético-PR",5,3,13,NA,NA,6,NA,1,NA,23,11,7,NA,NA,NA,NA,NA,NA
"671","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/09/27/a1134641ca673f3acc104cd2f49b65e5_FORMATO.png",49674,28,"VAS","lat","Provável",1.1,3.17,-0.27,0.7,"Vasco",NA,2,4,3,2,6,NA,NA,1,19,5,NA,NA,NA,NA,NA,NA,NA
"672","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,28,"FLU","ata","Provável",12.7,6.78,1.68,4.73,"Fluminense",5,NA,9,2,6,20,1,1,1,35,19,NA,NA,NA,NA,NA,NA,NA
"673","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2018/05/07/ef379a2301781917b402af5e2c4b363f_FORMATO.png",37655,28,"AME","ata","Nulo",0,8.9,0,2.23,"América-MG",2,3,31,8,8,14,NA,5,6,31,4,NA,NA,NA,NA,1,NA,NA
"674","Eduardo Luís Abonizio de Souza","edu-dracena","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,28,"PAL","zag","Provável",0,6.15,0,1.62,"Palmeiras",NA,3,10,1,1,12,1,NA,3,8,11,4,1,NA,NA,1,NA,NA
"675","Felipe Guilherme Moreira Bernardo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/06/05/c3642a3c616e9a283af3bfee7f2dee6b_FORMATO.png",97931,28,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Henrique Pacheco de Lima","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png",37694,28,"CRU","mei","Provável",0,7.97,0,2.14,"Cruzeiro",NA,6,18,1,7,16,NA,NA,NA,18,31,NA,1,NA,NA,NA,NA,NA
"677","Marcos Vinícius da Silva Santos","marcos-vinicius","Marcos Vinícius ","https://s.glbimg.com/es/sde/f/2018/05/17/5821104539e471cb543e8668646b2c01_FORMATO.png",97969,28,"CHA","lat","Provável",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Leonardo da Silva Moura","leo-moura","Léo Moura","https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png",37701,28,"GRE","lat","Dúvida",0,12.33,0,5.75,"Grêmio",3,NA,11,NA,NA,12,NA,NA,2,25,19,9,NA,NA,NA,NA,NA,NA
"679","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2018/09/27/0792deea7c4789440918a89d8cfc305e_FORMATO.png",95662,28,"VAS","zag","Nulo",0,5.17,0,8,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"680","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2018/05/18/8e50aae33b3efeecf55378dbf4117454_FORMATO.png",37688,28,"GRE","mei","Provável",4.4,5.83,0.32,2.46,"Grêmio",2,4,24,11,10,20,NA,1,1,38,18,NA,NA,NA,NA,NA,NA,NA
"681","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,28,"FLA","lat","Nulo",0,6.43,0,6.32,"Flamengo",4,NA,10,1,NA,2,NA,NA,NA,16,7,3,NA,NA,NA,NA,NA,NA
"682","Fernando Henrique dos Anjos","fernando-henrique","Fernando Henrique","https://s.glbimg.com/es/sde/f/2018/05/25/7ca44de4ed3f8f7ee66c43bfba93b858_FORMATO.png",37717,28,"CEA","gol","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/08/21/1557114c47ef2c1d046b4c58bca9679e_FORMATO.png",50301,28,"SAO","mei","Contundido",2.5,10.35,0.33,4.05,"São Paulo",6,5,29,6,7,44,NA,5,8,54,14,NA,NA,NA,NA,NA,NA,NA
"684","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,28,"ATL","mei","Nulo",0,6.43,0,1.57,"Atlético-PR",NA,3,13,2,7,16,NA,2,NA,32,7,NA,NA,NA,NA,NA,NA,NA
"685","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,28,"SPO","gol","Nulo",0,5.2,0,5.6,"Sport",1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,4,2,NA,NA,NA
"686","Marcelo Grohe","marcelo-grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2018/05/21/7036067157219fde8e6665b3c05b9ec2_FORMATO.png",37770,28,"GRE","gol","Contundido",-2,13.66,-0.53,4.14,"Grêmio",NA,2,NA,NA,NA,2,NA,NA,NA,5,NA,11,NA,14,9,NA,NA,NA
"687","Marcos Arouca da Silva","arouca","Arouca","https://s.glbimg.com/es/sde/f/2018/07/11/ef4e492b6d4044e2561586e6e85b4a0d_FORMATO.png",37718,28,"VIT","mei","Nulo",0,2.86,0,0.38,"Vitória",NA,3,7,NA,NA,3,NA,NA,1,9,9,NA,NA,NA,NA,NA,NA,NA
"688","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,28,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Rodrigo Sebastián Aguirre Soto","aguirre","Aguirre","https://s.glbimg.com/es/sde/f/2018/03/20/9cd75343345103675cac81ed0919a099_FORMATO.png",92474,28,"BOT","ata","Nulo",0,0.98,0,0.32,"Botafogo",NA,2,26,7,9,11,NA,1,NA,13,5,NA,NA,NA,NA,2,NA,NA
"690","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/00620626eff639c8dd52b70dfa6e5214_FORMATO.png",95780,28,"BOT","tec","Provável",3.57,8.96,-0.32,3.28,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Jean Lucas Figueiredo","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/09/15/77b83b67934e591576df182a91e62652_FORMATO.png",97987,28,"PAR","mei","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,28,"CHA","mei","Nulo",1,6.04,0,3.57,"Chapecoense",NA,3,28,4,8,38,NA,2,NA,33,37,NA,NA,NA,NA,NA,NA,NA
"693","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,28,"ATL","mei","Dúvida",0,6.77,0,3.09,"Atlético-MG",NA,5,24,NA,1,21,NA,NA,NA,25,41,NA,NA,NA,NA,NA,NA,NA
"694","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/08/21/fd7a44dceed6227c047b9edf09ed14f8_FORMATO.png",50324,28,"SAO","mei","Provável",9.5,10.35,1.42,3.93,"São Paulo",NA,8,45,5,13,28,NA,1,3,32,68,NA,NA,NA,NA,NA,NA,NA
"695","Edimo Ferreira Campos","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/20/385b92c43915864d5dc2e6674796a3f6_FORMATO.png",37792,28,"CEA","mei","Provável",0,2.7,0,0.31,"Ceará",NA,2,30,1,2,9,NA,NA,1,23,15,NA,NA,NA,NA,NA,NA,NA
"696","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2018/03/21/a86272bc4c138764ec439dd44ecf8dbd_FORMATO.png",38001,28,"BAH","gol","Nulo",0,4.09,0,2.15,"Bahia",NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,4,NA,10,11,NA,NA,NA
"697","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2018/05/17/52ed968cab083a8fa9f33af080a80bf4_FORMATO.png",95798,28,"BOT","mei","Provável",2,4.31,-0.18,2.89,"Botafogo",1,4,12,1,9,19,NA,NA,NA,29,23,NA,NA,NA,NA,NA,NA,NA
"698","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,28,"PAL","ata","Contundido",0,2.44,0,1.52,"Palmeiras",NA,NA,2,2,NA,8,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA
"699","Maicosuel Reginaldo de Matos","maicosuel","Maicosuel","https://s.glbimg.com/es/sde/f/2018/07/24/17fe7bc2ac257ab3acf49cc465103f82_FORMATO.png",37851,28,"PAR","mei","Contundido",0,2.37,0,0.5,"Paraná",NA,NA,2,1,1,4,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA
"700","Álvaro Vieira de Oliveira","alvaro","Álvaro","https://s.glbimg.com/es/sde/f/2018/07/20/a7d42e8d9df250812649327ffc9742f8_FORMATO.png",98097,28,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Caio Felipe dos Santos Silva","caio","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,28,"SPO","lat","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,28,"GRE","lat","Nulo",0,3.77,0,2.64,"Grêmio",NA,3,17,NA,1,6,NA,NA,1,15,13,4,NA,NA,NA,NA,NA,NA
"703","Danilo Gabriel de Andrade","danilo","Danilo","https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_FORMATO.png",38067,28,"COR","mei","Provável",0.5,2.65,0.02,0.63,"Corinthians",NA,NA,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"704","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2018/06/28/b5606c7af78b7724cc8806c65fce3f1e_FORMATO.png",98057,28,"ATL","tec","Provável",8.65,10.98,1.3,4.44,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2018/05/07/89dec4f38d1a0c8584e115128f412fcf_FORMATO.png",37798,28,"CRU","ata","Nulo",0,7.53,0,3.98,"Cruzeiro",1,2,6,6,14,16,2,2,2,17,13,NA,NA,NA,NA,NA,NA,NA
"706","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2018/08/05/62200f085be5b3ab15f13e3e72be04e7_FORMATO.png",98184,28,"BAH","ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Robert Ayrton Piris Da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,28,"FLA","mei","Nulo",-0.5,5.43,-0.34,1.34,"Flamengo",NA,2,14,NA,1,2,NA,NA,NA,9,16,NA,NA,NA,NA,NA,NA,NA
"708","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_FORMATO.png",95820,28,"COR","zag","Nulo",0.1,2.19,-1.51,2.25,"Corinthians",NA,NA,6,3,NA,7,NA,NA,NA,14,8,3,NA,NA,NA,NA,NA,NA
"709","Rafael Santiago Gonçalves","rafael-grampola","Rafael Grampola","https://s.glbimg.com/es/sde/f/2018/08/02/cd538946a9fb6711e44baf4de32943e4_FORMATO.png",95803,28,"PAR","ata","Nulo",0,3.03,0,1.87,"Paraná",NA,1,18,3,7,17,NA,1,4,10,6,NA,NA,NA,NA,NA,NA,NA
"710","Severino dos Ramos Durval da Silva","durval","Durval","https://s.glbimg.com/es/sde/f/2018/05/24/c59507e546eedc9b6c3f1a4a8f3291eb_FORMATO.png",38100,28,"SPO","zag","Nulo",0,4.3,0,2.52,"Sport",NA,NA,8,NA,2,6,NA,NA,1,10,7,4,NA,NA,NA,1,NA,NA
"711","Jefferson de Oliveira Galvão","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2018/05/17/79d40929e5229e61e98f574de745d4e5_FORMATO.png",38109,28,"BOT","gol","Contundido",0,8.15,0,2.46,"Botafogo",1,NA,NA,NA,NA,1,NA,NA,NA,7,NA,2,NA,16,16,NA,NA,NA
"712","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,28,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Renan Brito Soares","renan","Renan","https://s.glbimg.com/es/sde/f/2018/05/25/456537a12ae5b4ddcd1be287aa642b72_FORMATO.png",37899,28,"CEA","gol","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,28,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,28,"PAL","gol","Nulo",0,8.8,0,0.35,"Palmeiras",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA
"716","Ilson Cedric Borges de Accacio Lima","cedric","Cedric","https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png",98221,28,"VIT","lat","Nulo",0,3.97,0,4.08,"Vitória",NA,NA,1,NA,1,NA,NA,NA,NA,8,5,3,NA,NA,NA,NA,NA,NA
"717","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png",98352,28,"ATL","mei","Nulo",9.3,7.08,1.28,2.39,"Atlético-PR",1,3,21,NA,4,48,NA,NA,NA,35,30,NA,NA,NA,NA,NA,NA,NA
"718","Caique da Silva Maria","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/08/21/7bb29a0298d98e6fee209a846989d67c_FORMATO.png",95831,28,"SAO","ata","Nulo",0,1.15,0,2,"São Paulo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
