"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","GC","I","PI","SG","DD","DP","GS","CV","PP"
"611","Welington Damascena Santos","wellington","Wellington ","https://s.glbimg.com/es/sde/f/2019/12/07/c9de64dc6e4e157739fb08d0cba45a7b_FORMATO.png",106824,23,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,23,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,23,275,"mei","Provável",10.8,7.17,1.17,4,17,"275",1,1,37,22,8,11,21,1,2,NA,NA,90,NA,NA,NA,NA,NA,NA
"614","João Victor Gomes da Silva","gomes","Gomes","https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png",107109,23,262,"mei","Nulo",0,1.94,0,5.2,1,"Flamengo",NA,1,6,4,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"615","Gabriel Rodrigues Noga","gabriel-noga","Gabriel Noga","https://s.glbimg.com/es/sde/f/2020/09/24/3fff46cdd51ae4c51550bdc35b8b98fe_FORMATO.png",107107,23,262,"zag","Nulo",0,0.78,0,-0.35,2,"Flamengo",NA,1,2,1,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"616","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,23,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/11/20/9b79dad8501053b0a57fe5ff580c9d84_FORMATO.png",107112,23,262,"ata","Nulo",0,1.84,0,1.23,6,"Flamengo",NA,1,1,7,1,1,7,NA,1,NA,2,6,NA,NA,NA,NA,NA,NA
"618","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,23,280,"zag","Provável",9.3,5.48,1.01,2.86,16,"280",1,NA,26,21,1,4,9,NA,NA,NA,NA,36,4,NA,NA,NA,NA,NA
"619","Christian Kendji Wagatsuma Ferreira","kazu","Kazu","https://s.glbimg.com/es/sde/f/2020/03/02/b1d4de6073f4457edbe7fd9443a4622d_FORMATO.png",107137,23,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,23,266,"mei","Nulo",0,6,0,2.84,16,"266",NA,5,26,23,5,12,50,NA,1,NA,1,71,NA,NA,NA,NA,NA,NA
"621","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,23,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,23,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2020/10/13/4e771210e49b104092cac2a09476bbd1_FORMATO.png",61149,23,266,"ata","Provável",2.2,4.77,-1.29,2.96,5,"266",NA,NA,5,5,2,NA,8,NA,1,NA,2,11,NA,NA,NA,NA,NA,NA
"624","Orlando Arcanjo Valnier","orlando","Orlando","https://s.glbimg.com/es/sde/f/2020/11/27/fabedb9256b7e86724a18fbe62ad83b6_FORMATO.png",107184,23,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,23,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Léo Matias Baiersdorf Linck","leo-linck","Léo Linck","https://s.glbimg.com/es/sde/f/2020/01/21/92721dbb7773acddb51581d786249881_FORMATO.png",107183,23,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Marcelo José de Lima Filho","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2020/11/17/c38f3a49ed42bc3774b07f733769277b_FORMATO.jpeg",107238,23,275,"ata","Nulo",0,1.36,0,2.7,1,"275",NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"628","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,23,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Iago André Pires de Oliveira","iago","Iago","https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png",107194,23,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,23,265,"ata","Suspenso",0,8.66,0,3.9,16,"265",1,2,10,15,18,16,20,1,3,NA,5,58,NA,NA,NA,NA,NA,1
"631","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,23,285,"mei","Provável",-0.3,2.45,-0.08,0.07,18,"285",NA,3,6,5,4,3,11,NA,NA,NA,3,75,NA,NA,NA,NA,NA,NA
"632","Leandro Matheus dos Anjos Conceição de Oliveira","leandro","Leandro","https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg",107222,23,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Helderson Tavares Santos","helder","Helder","https://s.glbimg.com/es/sde/f/2020/11/17/cbb586aa88b4625db7eb4e394b179cb6_FORMATO.jpeg",107230,23,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Daniel Silva Santos","daniel-silva","Daniel Silva","https://s.glbimg.com/es/sde/f/2020/11/30/313bcf6aa188239c2d9efa9204866adb_FORMATO.png",110709,23,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,23,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,23,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,23,275,"mei","Nulo",1.5,1.68,0.05,1.05,10,"275",NA,3,13,5,1,5,6,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
"638","Vanderlan Barbosa da Silva","vanderlan","Vanderlan","https://s.glbimg.com/es/sde/f/2020/11/13/824abafe2a62f60ca700c03cd4b85b95_FORMATO.png",107236,23,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Taylon Vinícius dos Santos Carvalho","taylon","Taylon","https://s.glbimg.com/es/sde/f/2020/11/21/c34862fdbad30ea90aab95cb0d0c387d_FORMATO.png",107250,23,290,"lat","Nulo",0,2.66,0,4,1,"290",NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA
"640","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,23,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,23,280,"lat","Nulo",5.8,4.57,0.85,1.78,18,"280",NA,4,32,26,2,13,10,NA,NA,NA,1,164,4,NA,NA,NA,NA,NA
"642","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,23,280,"gol","Nulo",0,4.47,0,0.75,6,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,4,1,9,NA,NA
"643","Higor Gabriel Fernandes Alves","higor","Higor","https://s.glbimg.com/es/sde/f/2020/09/28/d5b189fb235bef5c9a534ba19078842e_FORMATO.png",107371,23,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,23,290,"ata","Nulo",0,4.52,0,1.54,7,"290",NA,1,1,7,2,7,6,NA,1,NA,3,22,NA,NA,NA,NA,NA,NA
"645","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,23,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Abel Fernando Moreira Ferreira","abel-ferreira","Abel Ferreira","https://s.glbimg.com/es/sde/f/2020/11/03/183844106bb1f78efb7a628315b4b01a_FORMATO.png",110506,23,275,"tec","Provável",8.62,12.48,1.45,4.98,4,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,23,277,"lat","Provável",2.1,7.25,0.23,2.09,18,"Santos",NA,3,31,28,2,9,20,NA,NA,NA,2,117,4,NA,NA,NA,NA,NA
"648","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,23,280,"lat","Nulo",0,1,0,0.17,13,"280",NA,1,13,9,1,1,1,NA,NA,NA,2,58,1,NA,NA,NA,1,NA
"649","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,23,284,"mei","Nulo",0,4.67,0,1.09,10,"284",2,2,7,10,1,3,12,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA
"650","Alyson José da Motta","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/11/14/c9b0f1297c6448108c23501a0fb56859_FORMATO.png",110561,23,290,"ata","Nulo",0,2.85,0,6.6,1,"290",1,NA,1,1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"651","João Marcos Lima Candido","joao-marcos","João Marcos","https://s.glbimg.com/es/sde/f/2020/11/26/e0cc30ed92eef839494f97ab8f82d118_FORMATO.png",107267,23,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Calebe Gonçalves Ferreira da Silva","calebe","Calebe","https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png",109461,23,282,"mei","Nulo",0,0.85,0,0.55,2,"282",NA,NA,1,5,NA,2,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"653","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,23,267,"lat","Nulo",-0.7,3.86,-0.98,3.06,8,"267",1,3,8,8,1,2,14,NA,NA,NA,NA,33,3,NA,NA,NA,NA,NA
"654","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,23,292,"mei","Nulo",0,4.55,0,2.35,15,"292",2,1,5,5,7,8,6,NA,2,NA,NA,92,NA,NA,NA,NA,NA,NA
"655","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,23,290,"mei","Nulo",0,3.12,0,0.42,9,"290",NA,3,12,15,NA,2,7,1,NA,NA,1,23,NA,NA,NA,NA,NA,NA
"656","Daniel Cabral de Oliveira","daniel-cabral","Daniel Cabral","https://s.glbimg.com/es/sde/f/2020/10/26/bdf760a76845c8c7297360206a79edc1_FORMATO.png",110465,23,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,23,284,"gol","Nulo",0,8.97,0,2.47,16,"284",NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,90,5,13,NA,14,NA,NA
"658","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/11/e9da062d8d871c42bec83c2f50387e58_FORMATO.png",62128,23,293,"ata","Nulo",1.1,3.09,0.16,0.34,9,"293",NA,NA,1,3,1,3,4,NA,NA,NA,1,15,NA,NA,NA,NA,NA,NA
"659","Sávio Moreira de Oliveira","savio","Sávio","https://s.glbimg.com/es/sde/f/2020/09/02/d3593dad92d54a666c9472d1db672cf0_FORMATO.png",109463,23,282,"ata","Nulo",0,0.99,0,1,6,"282",NA,NA,2,2,3,2,5,NA,NA,NA,1,22,NA,NA,NA,NA,NA,NA
"660","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,23,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Toko Filipe Batucissa António","toko-filipe","Toko Filipe","https://s.glbimg.com/es/sde/f/2020/11/06/b2bc9d693d4771919a7a78c8665933a5_FORMATO.png",110557,23,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","André Trindade da Costa Neto","andre","André","https://s.glbimg.com/es/sde/f/2020/08/11/8470af121134d1416824bede8711b287_FORMATO.png",107498,23,266,"mei","Provável",3.1,1.2,0.1,0.42,4,"266",NA,2,8,5,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"663","Mateus Nascimento Soares","nascimento","Nascimento","https://s.glbimg.com/es/sde/f/2020/09/18/31881e6934bd7992520c805afcd53221_FORMATO.png",107372,23,266,"mei","Nulo",2.8,1.31,0.31,2.8,1,"266",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"664","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,23,293,"mei","Provável",-0.4,0.76,-0.02,-0.93,17,"293",NA,8,16,35,1,4,7,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA
"665","Paulo Victor da Costa Miranda Alves","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2020/02/27/74ddc254a8569f1942f11d75089de911_FORMATO.png",107373,23,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,23,294,"lat","Nulo",0,5.57,0,2.64,21,"Coritiba",3,2,22,19,1,7,25,NA,1,NA,5,181,5,NA,NA,NA,NA,NA
"667","Paulo Mazoti Azevedo","paulo-mazoti","Paulo Mazoti","https://s.glbimg.com/es/sde/f/2020/11/12/99598f4bfbc2ddb8a6e4a7774fa54fca_FORMATO.png",110602,23,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Wisney Junio Dias Carvalho","wisney","Wisney","https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png",107374,23,266,"lat","Nulo",0,2.64,0,2.45,2,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"669"," João Paulo Silveira dos Santos","joao-paulo-silveira","João Paulo Silveira","https://s.glbimg.com/es/sde/f/2020/11/14/96c3922c9fd3203d80b8ec43ef6a23c0_FORMATO.png",107453,23,356,"zag","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,23,354,"mei","Nulo",0,0.83,0,-0.47,3,"354",NA,1,1,2,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"671","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,23,267,"zag","Nulo",0,4.16,0,5.6,1,"267",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA
"672","Marino Hinestroza Angulo","marino","Marino","https://s.glbimg.com/es/sde/f/2020/11/11/7f4b5ee056975411b2a2ad4cf74693f2_FORMATO.png",110598,23,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,23,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,23,263,"mei","Nulo",0,1,0,1,1,"263",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,23,266,"mei","Nulo",-0.5,4.24,-0.23,1.97,15,"266",2,2,16,8,2,3,8,NA,1,NA,NA,52,NA,NA,NA,NA,NA,NA
"676","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,23,263,"zag","Nulo",0,1.1,0,0.38,5,"263",NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"677","Elivelton Guedes Alves da Silva","elivelton","Elivelton ","https://s.glbimg.com/es/sde/f/2020/09/30/3afdcde41a6b5186c650158eb6ddb9d2_FORMATO.png",107515,23,263,"lat","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Wendel Lessa de Macedo Gonçalves","wendel","Wendel","https://s.glbimg.com/es/sde/f/2020/09/30/efbf80afd762b35124cdf263fd02a3a2_FORMATO.png",107519,23,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,23,277,"ata","Nulo",0,1.15,0,0.86,10,"Santos",NA,1,1,11,1,1,11,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA
"680","Pedro Henrique Nunes Silva","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png",107541,23,292,"zag","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Brayan Diogo Ijorski Kruger","brayan","Brayan","https://s.glbimg.com/es/sde/f/2020/10/22/e9923abcd8ad10bf88a809bf02bbd405_FORMATO.png",110416,23,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,23,294,"ata","Nulo",0,1.29,0,-0.55,2,"Coritiba",NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"683","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,23,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,23,294,"lat","Nulo",0,2.68,0,2.26,11,"Coritiba",NA,NA,20,16,1,2,10,NA,NA,NA,1,44,3,NA,NA,NA,1,NA
"685","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,23,290,"lat","Nulo",0,2.61,0,2.14,11,"290",NA,4,32,16,1,2,11,NA,NA,NA,1,53,1,NA,NA,NA,NA,NA
"686","Gustavo Mantuan","gustavo-mantuan","Gustavo Mantuan","https://s.glbimg.com/es/sde/f/2020/10/06/5747ef4308b1b0b58fbf4534b72b3b56_FORMATO.png",110270,23,264,"mei","Contundido",0,2.9,0,1.7,3,"264",NA,NA,4,4,1,1,4,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"687","Emerson Fabiano Kerber Júnior","emerson-junior","Emerson Júnior","https://s.glbimg.com/es/sde/f/2020/11/24/761d9353281e11362a025a163d079687_FORMATO.png",107740,23,285,"gol","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,23,354,"lat","Nulo",-0.1,2.32,-1.45,1.17,6,"354",NA,3,13,9,NA,2,8,NA,NA,NA,2,51,1,NA,NA,NA,NA,NA
"689","Leonardo de Matos Cruz","leo-matos","Léo Matos","https://s.glbimg.com/es/sde/f/2020/11/05/c691cbfaec7f0b947c51a8cf861340a1_FORMATO.png",37866,23,267,"lat","Provável",-0.3,4.83,-1.24,1.7,4,"267",NA,2,2,9,1,2,4,NA,1,NA,NA,45,1,NA,NA,NA,NA,NA
"690","Lucas Henrique Mazetti","mazetti","Mazetti","https://s.glbimg.com/es/sde/f/2020/07/20/26ac5244263f4361626dec1a58304e3e_FORMATO.png",107741,23,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,23,267,"mei","Nulo",0.4,2.59,-0.02,1.62,5,"267",1,NA,2,NA,NA,1,3,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
"692","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,23,285,"zag","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
