"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","A","DD","GS","SG","FT","PP","CV","DP","GC"
"597","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,29,356,"zag","Provável",0,4.19,0,1.69,15,"356",5,17,17,2,3,14,NA,NA,50,NA,NA,NA,4,NA,NA,NA,NA,NA
"598","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,29,263,"ata","Dúvida",1.2,2.53,0.11,1.18,9,"263",1,4,11,1,2,9,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Antonio Javier Galeano Ferreira","galeano","Galeano","https://s.glbimg.com/es/sde/f/2021/01/05/41cfb3f99bfa68692f9dc460876c6fa2_FORMATO.png",108713,29,276,"ata","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Danilo Alves da Silva","danilo","Danilo","",107981,29,373,"zag","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Geilson Cerqueira Almeida","geilson","Geilson","https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png",107882,29,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Cauê Vinicius dos Santos","caue","Cauê","https://s.glbimg.com/es/sde/f/2020/09/15/07d411e831c63fa81f7f5ce687416942_FORMATO.png",104664,29,264,"ata","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2020/08/31/fb5f96034ec98cf83f561f397865ca64_FORMATO.png",104994,29,277,"zag","Nulo",0,2.11,0,2.33,9,"Santos",NA,15,1,1,NA,4,NA,NA,17,NA,NA,NA,1,NA,NA,NA,NA,NA
"604","Renyer Luan de Oliveira Damasceno","renyer","Renyer","https://s.glbimg.com/es/sde/f/2020/07/16/a63e9e4595449a48f9b4160c4eec1045_FORMATO.png",107954,29,277,"ata","Nulo",0,3,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,29,293,"mei","Nulo",0,3.46,0,0.47,10,"293",2,10,7,NA,NA,1,NA,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA
"606","Odair Marciano de Oliveira Filho","odair","Odair","",108745,29,373,"zag","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,29,267,"ata","Nulo",0,2.28,0,0,6,"267",1,2,3,1,1,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Matheus Alvarenga de Oliveira","davo","Davó","https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png",105533,29,264,"ata","Nulo",0,1.96,0,3.7,4,"264",1,1,4,2,2,2,2,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Bruno Henrique Marques Torres","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/03/09/00d433696e95850a16f0592920caea21_FORMATO.png",105111,29,277,"ata","Nulo",-0.3,3.68,-0.55,3.88,6,"Santos",NA,7,11,2,2,7,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,29,293,"lat","Provável",7.3,5.18,0.45,2.58,12,"293",2,21,14,NA,2,3,NA,NA,73,NA,NA,NA,5,NA,NA,NA,NA,NA
"611","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,29,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,29,354,"zag","Nulo",0,3.37,0,3.01,8,"354",NA,6,3,1,NA,3,NA,NA,32,1,NA,NA,3,NA,NA,NA,NA,NA
"613","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,29,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,29,354,"mei","Nulo",0,3.18,0,0.33,7,"354",NA,2,5,NA,1,2,NA,3,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"615","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,29,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Vinícius Goes Barbosa de Souza","vina","Vina","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,29,354,"mei","Provável",9.7,11.58,1.16,6.51,21,"354",3,11,16,23,28,19,9,4,187,6,NA,NA,NA,1,1,NA,NA,NA
"617","Luiz Henrique André Rosa da Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/08/11/4a5576c976d8d907bed2a36ae3e556bb_FORMATO.png",109282,29,266,"ata","Nulo",0,2.47,0,1.9,17,"266",NA,17,9,2,9,5,1,3,36,1,NA,NA,NA,NA,NA,NA,NA,NA
"618","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2020/11/21/5b68f879cc5309f1cde0c8843b3ea453_FORMATO.png",105201,29,292,"ata","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Érick Alexander Pluas Vera","pluas","Pluas","https://s.glbimg.com/es/sde/f/2020/11/13/94c2dc22284d7c8c2c9fbfa1e9959b2e_FORMATO.png",109323,29,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,29,267,"gol","Provável",7.8,9.33,-0.03,3.08,24,"267",NA,NA,NA,NA,NA,5,NA,NA,186,NA,25,32,8,NA,NA,NA,2,NA
"621","Henrique Vermudt","henrique-vermudt","Henrique Vermudt","https://s.glbimg.com/es/sde/f/2020/03/03/935e5497d5d03ac1eefea34e909731cf_FORMATO.png",104504,29,294,"mei","Nulo",0,1.75,0,0.73,3,"Coritiba",NA,3,NA,NA,NA,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,29,290,"zag","Provável",1,6.11,-1.32,3.38,19,"290",3,32,15,1,3,16,1,NA,40,NA,NA,NA,7,NA,NA,NA,NA,1
"623","João Vitor Cézar do Prado","joao-vitor","João Vitor","",109261,29,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,29,285,"zag","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,29,293,"mei","Nulo",-0.8,2.45,-0.17,-0.19,11,"293",1,3,9,NA,2,3,NA,3,32,NA,NA,NA,NA,1,NA,NA,NA,NA
"626","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2020/10/06/1e5d2511be625adda18aa1b5728bdabb_FORMATO.png",71549,29,263,"ata","Provável",3.2,3.31,-0.02,1.6,4,"263",NA,4,4,1,2,8,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,29,354,"zag","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Lucas Alisson da Silva Santos","lucas-alisson","Lucas Alisson","https://s.glbimg.com/es/sde/f/2021/01/06/9014226f1fc24f3907a42780e4bae0cb_FORMATO.png",109265,29,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Victor Hugo Baptista Mafra","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/11/13/34baa7b12bdf6a2ef09299749bfeae30_FORMATO.png",109326,29,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Jean Carlos Quiñónez Preciado","quinonez","Quiñonez","https://s.glbimg.com/es/sde/f/2020/11/11/ca052c606a273c2ab77e153f2cc17ae5_FORMATO.png",109324,29,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2021/01/04/088106b3bde8cb0db9be7889fd3c61fe_FORMATO.png",109404,29,265,"ata","Nulo",3.5,1.37,0.59,1.75,2,"265",1,3,2,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,29,275,"gol","Nulo",11.1,9.53,0.55,2.6,22,"275",NA,1,NA,NA,NA,1,NA,NA,191,NA,17,19,9,NA,NA,NA,NA,NA
"633","Antonio Kennedy Sousa de Almeida","kennedy","Kennedy","https://s.glbimg.com/es/sde/f/2021/01/09/69378c479b670c9467d3ec5e62920c02_FORMATO.png",109347,29,356,"gol","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,29,275,"zag","Nulo",0,11.15,0,3.29,16,"275",3,27,21,2,5,15,1,9,52,1,NA,NA,6,NA,NA,1,NA,NA
"635","Sammuel Queiroz de Freitas","sammuel","Sammuel","https://s.glbimg.com/es/sde/f/2021/01/09/9acbc1d6ad7d752ede4c10240c12380a_FORMATO.png",109341,29,356,"lat","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,29,356,"ata","Nulo",0.9,4.42,-0.08,1.82,22,"356",3,16,17,5,15,28,1,4,45,1,NA,NA,NA,NA,NA,NA,NA,NA
"637","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2020/08/11/d3bc0d5856387f3aab09b5c23bc2f805_FORMATO.png",105612,29,266,"mei","Nulo",0,1.75,0,0.43,4,"266",NA,1,1,NA,1,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,29,267,"ata","Provável",14.6,11.77,2.29,3.9,22,"267",3,33,20,6,14,54,3,4,94,2,NA,NA,NA,2,NA,1,NA,NA
"639","Helber Ítalo dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png",109395,29,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,29,265,"mei","Nulo",0.4,0.77,-0.01,-0.17,7,"265",2,5,8,1,NA,5,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,29,264,"mei","Nulo",0,0.78,0,-1.77,3,"264",2,1,8,NA,1,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,29,266,"ata","Nulo",0,6.61,0,2.74,22,"266",NA,20,9,4,6,7,3,1,67,3,NA,NA,NA,NA,NA,NA,NA,NA
"643","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,29,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,1,1,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"644","João Vitor Lopes da Silva","joao-lopes","João Lopes","https://s.glbimg.com/es/sde/f/2020/02/27/4012f0571b348cc8555fa38f0282b94b_FORMATO.png",105629,29,266,"gol","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Gabriel Henrique Chavoni Fornari","gabriel-fornari","Gabriel Fornari","https://s.glbimg.com/es/sde/f/2020/02/28/f5ff9ab054efe72d23d82168d514f99c_FORMATO.png",105636,29,293,"zag","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,29,275,"ata","Nulo",7.7,6.55,0.92,3.11,16,"275",1,20,16,2,3,14,3,2,50,2,NA,NA,NA,NA,NA,NA,NA,NA
"647","Rafael Navarro Leal","rafael-navarro","Rafael Navarro","https://s.glbimg.com/es/sde/f/2020/07/20/893ac0fe6c55a42b91ef4744f6ca7d4b_FORMATO.png",105770,29,263,"ata","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Raul Gustavo Pereira Bicalho","raul-gustavo","Raul Gustavo","https://s.glbimg.com/es/sde/f/2020/09/07/6ef42a43a591123de1b0e724686af4fd_FORMATO.png",109389,29,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Maurício Magalhães Prado","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2020/11/05/764235c95a2022213c0c091c00cbb5e0_FORMATO.png",105647,29,285,"mei","Nulo",0,6.72,0,4.13,4,"285",NA,2,2,1,NA,5,1,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"650","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,29,275,"mei","Nulo",-1,5.4,-0.65,3.01,21,"275",8,49,30,5,15,42,NA,4,168,5,NA,NA,NA,NA,NA,NA,NA,NA
"651","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,29,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Michel Custódio Gonçalves de Sousa","michel","Michel","https://s.glbimg.com/es/sde/f/2020/10/26/059f2158e6b54d1f4629ebbda8f9570f_FORMATO.png",105809,29,373,"zag","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2020/08/12/413605a6cf625e33f90ce5b7af595cf0_FORMATO.png",105807,29,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,29,264,"zag","Nulo",0,2.05,0,0.57,7,"264",3,6,6,NA,NA,1,NA,NA,35,NA,NA,NA,3,NA,NA,1,NA,NA
"655","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,29,275,"ata","Contundido",0,6.73,0,4.59,13,"275",2,16,16,9,11,22,2,4,49,2,NA,NA,NA,2,NA,NA,NA,NA
"656","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,29,284,"ata","Nulo",0,1.74,0,1.4,7,"284",NA,4,2,2,2,8,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Leonardo Borges da Silva","leonardo-borges","Leonardo Borges","https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png",105839,29,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,29,275,"mei","Nulo",0,0.79,0,0.1,8,"275",1,2,5,NA,5,1,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,29,285,"zag","Nulo",0,0.77,0,-1,1,"285",1,1,2,1,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Fabricio do Nascimento Biato","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/11/30/09f85c2c1fe3a2f2b6838539c51afd95_FORMATO.png",103765,29,275,"ata","Nulo",0,1.54,0,1.6,1,"275",NA,NA,1,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Pedro Henrique Rodrigues Bicalho","pedro-bicalho","Pedro Bicalho","https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg",103777,29,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2020/10/31/2d48ba4a777a29e1dda705093ee62984_FORMATO.png",105841,29,263,"ata","Contundido",0,2.09,0,-5.6,1,"263",NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"663","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,29,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,29,293,"zag","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Igor Morais Carvalho","igor","Igor","https://s.glbimg.com/es/sde/f/2020/09/29/76f776e501b44c536be796644b94eb72_FORMATO.png",105887,29,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Denilson Rodrigues Roldão","denilson","Denilson","https://s.glbimg.com/es/sde/f/2020/10/04/0e3d68c778426e447bda7cfe1987508c_FORMATO.png",104025,29,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Glauber Ramos da Silva","glauber-ramos","Glauber Ramos","https://s.glbimg.com/es/sde/f/2020/08/21/ef5dbd585acdc16883bc521435428889_FORMATO.png",109638,29,290,"tec","Provável",2.21,5.62,-0.03,4.24,7,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,29,277,"mei","Nulo",0,1.02,0,1.44,7,"Santos",1,4,4,1,2,1,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,29,265,"mei","Nulo",0,1.25,0,0.76,9,"265",2,9,3,NA,1,12,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,29,280,"lat","Nulo",0,0.78,0,0.14,14,"280",1,13,9,1,1,1,NA,2,61,NA,NA,NA,1,NA,NA,1,NA,NA
"671","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,29,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Sávio Moreira de Oliveira","savio","Sávio","https://s.glbimg.com/es/sde/f/2020/09/02/d3593dad92d54a666c9472d1db672cf0_FORMATO.png",109463,29,282,"ata","Nulo",0,0.99,0,1,6,"282",NA,2,2,3,2,5,NA,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","",109618,29,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Calebe Gonçalves Ferreira da Silva","calebe","Calebe","https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png",109461,29,282,"mei","Nulo",0,0.83,0,0.35,4,"282",NA,1,6,NA,3,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,29,277,"ata","Nulo",0,0.95,0,0.62,12,"Santos",2,2,14,1,1,14,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,29,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,29,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Marino Hinestroza Angulo","marino","Marino","https://s.glbimg.com/es/sde/f/2020/11/11/7f4b5ee056975411b2a2ad4cf74693f2_FORMATO.png",110598,29,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
