"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","PI","SG","FD","FS","DD","GS","FF","G","I","FT","CV","GC","DP","PP"
"537","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,6,285,"lat","Nulo",0,5.33,0,5.3,1,"Internacional",NA,NA,1,1,12,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,6,264,"lat","Provável",3,11.69,-0.17,2.73,3,"Corinthians",NA,NA,10,5,30,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"539","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,6,275,"ata","Nulo",-2.1,1.73,-0.95,-0.4,2,"Palmeiras",NA,1,1,2,5,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"540","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,6,275,"lat","Contundido",0,8.07,0,2.35,4,"Palmeiras",NA,NA,9,7,39,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"541","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,6,285,"mei","Nulo",0,2.1,0,1.53,3,"Internacional",1,NA,2,4,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2020/02/27/68f7bbcf97cceeca373d56392e1eb5f7_FORMATO.png",77809,6,285,"ata","Contundido",0,3.36,0,-0.03,3,"Internacional",NA,NA,1,3,11,NA,2,5,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"543","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,6,293,"mei","Contundido",0,11.85,0,2.47,4,"Athlético-PR",NA,NA,NA,5,16,NA,1,10,NA,NA,6,NA,NA,1,NA,NA,NA,NA
"544","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,6,285,"zag","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,6,275,"gol","Provável",-3,8.23,-1.31,-0.02,4,"Palmeiras",NA,NA,NA,NA,31,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"546","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/03/09/71bcf1e425e67e81c290c3dd92ade61c_FORMATO.png",70916,6,275,"lat","Dúvida",8.3,9.67,1.48,5.8,4,"Palmeiras",NA,NA,18,4,22,1,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"547","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,6,275,"zag","Provável",0.8,12.38,-0.54,3.82,4,"Palmeiras",NA,NA,6,5,12,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"548","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,6,275,"lat","Dúvida",0,7.4,0,4.1,2,"Palmeiras",NA,NA,7,NA,11,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"549","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,6,293,"ata","Nulo",0,7.3,0,2.1,5,"Athlético-PR",1,NA,3,2,9,NA,NA,6,NA,NA,3,NA,2,NA,NA,NA,NA,NA
"550","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/03/03/7a5d281294e2881a3be2bf6a652bf10c_FORMATO.png",100322,6,293,"zag","Nulo",0,3,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,6,285,"gol","Provável",3.8,11.42,0.18,2.03,6,"Internacional",NA,1,NA,NA,68,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"552","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/07/09/c6467d8fea8b15bb8f1a144c0d1aede5_FORMATO.png",86485,6,282,"ata","Provável",0,8.45,0,1.38,5,"Atlético-MG",NA,NA,5,6,45,NA,4,5,NA,NA,2,NA,5,1,NA,NA,NA,NA
"553","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,6,292,"ata","Suspenso",0,0.81,0,-2.2,3,"Sport",NA,1,1,1,3,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA
"554","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,6,276,"lat","Provável",0,14.92,0,7.58,4,"São Paulo",1,2,12,7,44,2,2,8,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"555","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,6,276,"mei","Provável",1.7,1.69,0.41,-0.12,5,"São Paulo",NA,1,3,8,19,NA,2,1,NA,NA,3,NA,2,NA,NA,NA,NA,NA
"556","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,6,285,"zag","Provável",4.6,12.58,-0.18,4.87,6,"Internacional",NA,1,11,8,38,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,6,276,"mei","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,6,267,"zag","Contundido",0,3.51,0,2.4,2,"Vasco",NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,6,262,"ata","Dúvida",12.3,13.71,1.23,6.8,6,"Flamengo",NA,2,3,3,38,NA,8,8,NA,NA,10,3,3,1,NA,NA,NA,NA
"560","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,6,267,"zag","Provável",2.3,14.87,-0.92,5.38,5,"Vasco",NA,NA,13,5,16,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/02/28/9509fbe6e9d228ecfb9441a53f39fc18_FORMATO.png",87228,6,282,"lat","Provável",0,16.49,0,4.82,5,"Atlético-MG",1,NA,9,5,62,2,4,1,NA,NA,5,NA,1,NA,NA,NA,NA,NA
"562","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,6,285,"mei","Provável",1.8,2.63,0.28,1.46,5,"Internacional",NA,NA,9,6,15,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"563","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,6,267,"gol","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2020/08/17/0e567592573809f02b9880554b15c431_FORMATO.png",101647,6,267,"zag","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,6,262,"mei","Provável",0.3,16.58,-1.27,4.36,5,"Flamengo",NA,NA,9,5,49,NA,4,4,NA,NA,3,1,NA,1,NA,NA,NA,NA
"566","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,6,267,"ata","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,6,267,"lat","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,6,276,"ata","Nulo",5,4.3,0.3,5,1,"São Paulo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,6,290,"lat","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,6,275,"ata","Provável",1.7,10.64,0.01,1.42,5,"Palmeiras",NA,1,9,13,24,NA,2,12,NA,NA,2,NA,2,NA,NA,NA,NA,NA
"571","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,6,275,"lat","Nulo",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,6,262,"ata","Suspenso",-3.7,11.48,-1.77,2.1,6,"Flamengo",1,3,7,15,34,NA,3,19,NA,NA,3,NA,2,1,NA,NA,NA,NA
"573","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,6,277,"mei","Provável",2,5.65,0.24,1.13,6,"Santos",NA,NA,9,6,55,NA,2,12,NA,NA,3,NA,1,NA,NA,NA,NA,1
"574","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,6,267,"mei","Nulo",0,4.67,0,2.43,4,"Vasco",NA,1,10,4,16,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"575","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,6,275,"mei","Nulo",0.3,5.06,0.64,0.52,5,"Palmeiras",NA,1,10,2,14,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"576","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2019/01/14/e85d3259b80c8d878e2b07eae90749ee_FORMATO.jpeg",94509,6,275,"mei","Contundido",0,8.78,0,5.1,2,"Palmeiras",NA,NA,3,6,7,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"577","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,6,285,"mei","Nulo",0,6,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,6,275,"mei","Provável",0.9,3.79,-1.52,3.04,5,"Palmeiras",NA,NA,9,11,26,NA,NA,5,NA,NA,1,1,NA,1,NA,NA,NA,NA
"579","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,6,285,"mei","Provável",-1.4,4.59,-0.61,1.52,6,"Internacional",1,NA,13,16,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,6,285,"mei","Provável",14.1,9.12,2.55,5.02,5,"Internacional",NA,1,19,12,34,NA,3,7,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"581","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,6,285,"gol","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,6,275,"gol","Nulo",0,3.06,0,-3.1,1,"Palmeiras",NA,NA,NA,NA,11,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"583","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,6,285,"mei","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,6,275,"mei","Provável",-0.6,4.6,-0.61,2.82,5,"Palmeiras",1,1,9,3,35,NA,1,11,NA,NA,3,NA,4,NA,NA,NA,NA,NA
"585","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,6,275,"zag","Nulo",0,5.49,0,0.7,1,"Palmeiras",NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,6,290,"lat","Provável",0,2.99,0,2.23,4,"Goiás",NA,1,10,6,11,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"587","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,6,275,"mei","Provável",0.8,4.52,0.26,0.08,5,"Palmeiras",NA,1,4,4,39,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"588","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,6,275,"ata","Nulo",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,6,276,"mei","Contundido",0,13.99,0,5.85,4,"São Paulo",NA,NA,13,6,48,NA,1,12,NA,NA,5,1,2,NA,NA,NA,NA,NA
"590","Alexandre de Almeida da Silva Junior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,6,267,"mei","Nulo",1.7,2.71,-0.29,1.7,1,"Vasco",NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"591","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,6,292,"mei","Provável",5.1,4.33,0.33,5.1,1,"Sport",NA,NA,5,1,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,6,292,"mei","Provável",1.9,4.08,0.24,1.15,6,"Sport",NA,1,17,14,39,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"593","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,6,267,"zag","Contundido",0,6,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,6,290,"mei","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,6,292,"lat","Provável",4.5,10.46,0.18,3.83,6,"Sport",NA,NA,21,3,50,NA,1,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"596","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,6,267,"lat","Contundido",0,7,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,6,292,"mei","Nulo",0.8,4,-1,0.8,1,"Sport",NA,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,6,275,"ata","Contundido",0,2,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,6,292,"mei","Nulo",0.9,2.56,0.09,0.5,3,"Sport",NA,NA,3,3,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"600","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2020/02/27/d5b995944c7d11fd5c7b2acaca3fa3f8_FORMATO.png",86842,6,292,"ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Elton Rodrigues Brandão","elton","Elton","https://s.glbimg.com/es/sde/f/2020/02/27/ac1ef4d59993ff8aa8d21020834a05ec_FORMATO.png",38588,6,292,"ata","Provável",-0.8,12.02,-1.01,2.95,6,"Sport",NA,1,1,7,25,NA,3,1,NA,NA,7,2,8,1,NA,NA,NA,NA
"602","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,6,280,"ata","Nulo",0,5.12,0,1.17,3,"Bragantino",NA,NA,1,NA,3,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"603","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2020/07/28/e95902a65fad3f184265acdc8e406087_FORMATO.png",89224,6,280,"mei","Nulo",0.2,3.64,-0.38,0.55,2,"Bragantino",NA,NA,2,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,6,292,"gol","Nulo",0,6,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,6,292,"zag","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,6,292,"lat","Provável",1.8,6.99,-0.3,2.23,6,"Sport",1,NA,14,11,70,NA,1,7,NA,NA,4,NA,2,NA,NA,NA,NA,NA
"607","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,6,292,"zag","Provável",0,2.7,0,-0.2,5,"Sport",NA,3,5,9,13,NA,NA,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"608","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,6,280,"mei","Provável",1.9,3.93,-0.42,1.98,5,"Bragantino",NA,3,17,11,23,NA,NA,7,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"609","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,6,280,"zag","Nulo",0,3.16,0,1.1,2,"Bragantino",NA,NA,2,2,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,6,292,"lat","Contundido",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,6,280,"mei","Provável",0,3.99,0,0.02,5,"Bragantino",NA,3,5,10,26,NA,2,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"612","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,6,292,"zag","Provável",1.6,5.23,0.26,1.68,6,"Sport",NA,2,9,9,33,NA,NA,5,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"613","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,6,292,"ata","Nulo",0.6,5.47,-1.53,0.6,1,"Sport",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,6,280,"ata","Provável",-0.4,3.18,-0.38,0.93,6,"Bragantino",NA,NA,3,6,41,NA,2,7,NA,NA,6,NA,2,NA,NA,NA,NA,NA
"615","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,6,280,"gol","Nulo",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
