"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","G","PI","CV","FD","SG","FT","I","A","DD","DP","GS","GC","PP"
"565","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,16,285,"mei","Dúvida",-0.2,2.23,-1,1.17,12,"285",1,29,16,1,9,NA,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,16,282,"lat","Provável",10.7,17.69,0.68,5.07,15,"282",1,25,20,12,11,2,147,NA,10,5,NA,1,2,NA,NA,NA,NA,NA
"567","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,16,276,"mei","Nulo",0,2,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,16,275,"mei","Provável",8.2,6.64,1.28,4.08,12,"275",1,29,17,7,16,1,63,NA,6,NA,1,NA,1,NA,NA,NA,NA,NA
"569","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,16,356,"lat","Dúvida",0,4.91,0,2.94,10,"356",2,9,13,1,4,2,43,NA,2,3,NA,2,NA,NA,NA,NA,NA,NA
"570","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,16,275,"mei","Nulo",-1.1,4.34,-0.42,0.58,13,"275",2,19,11,1,6,NA,31,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA
"571","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,16,275,"ata","Provável",10.4,7.24,1.89,5.02,7,"275",1,8,8,3,7,3,20,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA
"572","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,16,356,"lat","Nulo",0,7.79,0,3.18,13,"356",1,12,10,1,10,1,44,1,2,5,NA,1,1,NA,NA,NA,NA,NA
"573","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,16,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,16,267,"mei","Nulo",0,2.66,0,0.57,10,"267",2,18,15,2,20,NA,36,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,16,285,"zag","Nulo",0,0.77,0,-1,1,"285",1,1,2,NA,1,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,16,275,"ata","Nulo",0,4.25,0,3.24,10,"275",2,8,9,7,16,NA,31,NA,7,NA,2,4,2,NA,NA,NA,NA,NA
"577","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,16,285,"mei","Contundido",0,5.49,0,1.91,10,"285",1,22,17,2,11,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,16,267,"mei","Contundido",0,3.39,0,2.57,3,"267",NA,2,NA,1,2,NA,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"579","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,16,284,"lat","Nulo",1.7,7.97,0.23,3.25,11,"284",NA,26,9,5,12,NA,69,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
"580","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,16,262,"mei","Contundido",0,18.58,0,6.36,9,"Flamengo",NA,16,10,7,10,3,97,NA,7,NA,1,NA,2,NA,NA,NA,NA,NA
"581","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,16,267,"zag","Provável",0,13.42,0,3.6,10,"267",1,24,10,NA,14,NA,42,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"582","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,16,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,16,262,"ata","Provável",-0.6,11.1,-0.8,3.67,10,"Flamengo",5,9,21,5,26,2,57,NA,4,NA,1,4,3,NA,NA,NA,NA,NA
"584","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,16,276,"ata","Nulo",0,3.33,0,1.75,4,"276",NA,1,NA,1,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"585","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,16,275,"lat","Provável",4.8,7.95,0.48,2.14,10,"275",1,29,14,1,10,NA,95,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"586","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,16,264,"mei","Dúvida",5.2,6.01,-0.07,2.73,10,"264",NA,23,11,3,13,NA,26,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,16,280,"gol","Provável",0.8,0.78,0.01,-1.32,10,"280",NA,NA,NA,NA,2,NA,82,NA,NA,NA,NA,NA,NA,6,NA,15,NA,NA
"588","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,16,262,"gol","Provável",1.7,2.01,0.67,1.38,4,"Flamengo",NA,NA,NA,NA,NA,NA,15,NA,NA,1,NA,NA,NA,2,NA,3,NA,NA
"589","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,16,280,"ata","Provável",14.7,15.12,1.54,4.89,14,"280",2,25,15,10,23,5,132,NA,8,NA,NA,4,1,NA,NA,NA,NA,1
"590","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,16,275,"mei","Nulo",0,4.1,0,0.71,11,"275",3,16,14,2,18,NA,90,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"591","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,16,356,"mei","Nulo",0,2.58,0,0.75,10,"356",NA,10,12,2,4,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,16,275,"gol","Provável",-1.8,6.7,-1.5,-0.05,11,"275",NA,NA,NA,NA,1,NA,69,NA,NA,2,NA,NA,NA,5,NA,12,NA,NA
"593","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2020/08/17/0e567592573809f02b9880554b15c431_FORMATO.png",101647,16,267,"zag","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,16,280,"mei","Nulo",2.5,2.04,0.04,2.5,1,"280",NA,1,NA,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,16,275,"lat","Nulo",3.2,1.94,1.16,-0.65,2,"275",1,3,3,NA,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,16,280,"ata","Nulo",0,11.88,0,3,14,"280",1,15,11,15,32,NA,111,NA,8,NA,1,2,2,NA,NA,NA,NA,1
"597","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,16,280,"zag","Nulo",2.7,3.36,0.06,1.22,5,"280",1,9,1,1,1,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,16,292,"lat","Nulo",0,8.5,0,2.19,10,"292",NA,26,6,3,16,NA,77,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,16,356,"ata","Provável",0,8.73,0,3.07,15,"356",2,11,7,10,31,2,55,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA
"600","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,16,280,"lat","Provável",5.1,9.04,0.62,2.21,14,"280",1,46,32,4,13,NA,136,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA
"601","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,16,267,"zag","Provável",0,3.37,0,1.75,11,"267",1,15,5,NA,9,NA,58,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"602","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,16,280,"zag","Provável",0,7.46,-0.12,2.82,16,"280",2,32,14,4,8,2,53,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"603","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,16,293,"mei","Nulo",0,9.63,0,0.92,6,"293",NA,2,7,6,11,NA,37,NA,2,NA,1,2,NA,NA,NA,NA,NA,1
"604","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,16,280,"lat","Nulo",0,0.9,0,-3,1,"280",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,16,280,"zag","Nulo",0,0.93,0,-0.4,4,"280",1,8,5,NA,2,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,16,275,"zag","Contundido",0,4.74,0,1.65,11,"275",3,20,9,2,4,NA,39,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"607","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,16,280,"mei","Contundido",0,4.54,0,1,9,"280",3,8,13,7,7,NA,37,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA
"608","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,16,292,"mei","Nulo",0,1.38,0,-0.4,1,"292",NA,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,16,267,"gol","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,16,275,"zag","Provável",0,12.03,0,3.28,9,"275",1,11,13,3,9,1,26,NA,1,2,NA,3,1,NA,NA,NA,NA,NA
"611","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,16,292,"ata","Provável",9.9,7.77,1.44,3.47,14,"292",5,27,19,6,54,2,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,16,356,"ata","Provável",0,4.39,0,1.19,14,"356",3,13,30,11,16,1,46,NA,2,NA,NA,6,1,NA,NA,NA,NA,NA
"613","Robson José Brilhante Martins","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/07/28/24d96e13fa7243a3ebaa5bf8a94bcdfd_FORMATO.png",97461,16,280,"ata","Nulo",0,2.03,0,1.46,5,"280",NA,3,3,1,1,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"614","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,16,276,"ata","Nulo",0,6,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,16,280,"ata","Contundido",0,11.12,0,5.76,12,"280",NA,6,7,9,14,5,35,NA,5,NA,2,4,2,NA,NA,NA,NA,1
"616","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,16,280,"mei","Suspenso",0,3.53,0,-2.05,2,"280",NA,2,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,16,275,"lat","Nulo",0,5.83,0,2.09,7,"275",1,17,7,1,4,NA,47,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"618","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,16,356,"mei","Provável",0,3.72,0,1.75,13,"356",4,29,20,3,22,1,58,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2020/08/11/93a36fa67c35580ef4e99cac7a12dff1_FORMATO.png",103088,16,285,"zag","Nulo",0,4,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,16,373,"ata","Provável",8.3,5.01,1.25,2.41,13,"373",1,8,11,5,17,1,63,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA
"621","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,16,280,"mei","Contundido",0,3,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/03/03/7a5d281294e2881a3be2bf6a652bf10c_FORMATO.png",100322,16,293,"zag","Nulo",0,3,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,16,275,"mei","Dúvida",-0.8,9.33,-0.39,3.19,11,"275",3,16,22,6,28,2,35,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"624","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg",72389,16,290,"ata","Nulo",0,3.2,0,1.13,7,"290",1,4,4,4,10,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,16,280,"lat","Nulo",0,1.13,0,0.23,4,"280",NA,2,1,1,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,16,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,16,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",1,15,11,7,18,NA,98,NA,6,NA,NA,1,1,NA,NA,NA,NA,1
"628","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,16,280,"mei","Provável",2.4,3.9,-0.47,2.82,14,"280",2,25,13,7,7,1,68,NA,4,NA,2,2,1,NA,NA,NA,NA,NA
"629","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,16,275,"gol","Nulo",0,1.35,0,-3.33,3,"275",1,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA
"630","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,16,292,"gol","Provável",-10.7,1.95,-2.05,-0.71,9,"292",2,NA,NA,NA,NA,NA,114,NA,NA,1,NA,NA,NA,9,NA,16,NA,NA
"631","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,16,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,16,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,16,275,"ata","Provável",0.7,10.38,-0.11,3.55,11,"275",1,6,12,5,12,4,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,16,267,"lat","Contundido",0,7,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,16,275,"zag","Nulo",0,4,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,16,276,"mei","Provável",0,11.37,0,2.95,8,"276",1,17,17,8,19,1,94,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"637","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,16,356,"zag","Nulo",0,1.67,0,1.38,9,"356",3,5,6,2,3,NA,17,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"638","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,16,267,"lat","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,16,275,"ata","Dúvida",2.4,10.48,0.3,3.86,14,"275",NA,6,9,11,14,4,25,NA,3,NA,NA,5,2,NA,NA,NA,NA,1
"640","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,16,294,"mei","Contundido",0,7,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,16,276,"lat","Provável",0,15.85,0,5.67,11,"276",3,27,16,4,9,3,146,NA,6,4,NA,NA,1,NA,NA,NA,NA,NA
"642","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,16,262,"gol","Nulo",0,3.38,0,1.2,4,"Flamengo",NA,NA,NA,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA
"643","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,16,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,16,292,"mei","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,16,292,"mei","Nulo",0.6,2.97,-0.04,0.67,6,"292",2,10,8,1,5,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,16,292,"gol","Nulo",0,1.89,0,0.27,6,"292",1,1,1,NA,1,NA,54,NA,NA,NA,NA,NA,NA,6,NA,8,NA,NA
