"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","G","GC","PI","SG","I","DD","GS","FT","DP","PP"
"627","Thiago Fernandes Rodrigues","thiago-fernandes","Thiago Fernandes","https://s.glbimg.com/es/sde/f/2020/11/20/66c1200dc3dc38310c832f78a4b99752_FORMATO.png",104282,32,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Igor Torres da Silva","igor-torres","Igor Torres","https://s.glbimg.com/es/sde/f/2020/10/18/52a78392e1a77e08ad5522dbd79cf15c_FORMATO.png",110303,32,356,"ata","Nulo",0,1.02,0,1.5,2,"356",NA,NA,NA,3,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"629","Carlos Eduardo Barbosa da Silva","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/11/13/49a1d2e2ca5634f62915c578c786cac8_FORMATO.png",106965,32,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Roberson de Arruda Alves","roberson","Roberson","https://s.glbimg.com/es/sde/f/2020/11/19/a5b8dd2097e33dc8b83c68a99a5ec143_FORMATO.png",68835,32,373,"ata","Nulo",0,4.53,0,2.78,5,"373",NA,NA,NA,3,3,NA,NA,4,1,NA,6,NA,NA,NA,NA,1,NA,NA
"631","Gabriel Novaes Fernandes","gabriel-novaes","Gabriel Novaes","https://s.glbimg.com/es/sde/f/2020/11/20/60f9cb402b72de8476cb75904456b9be_FORMATO.png",109639,32,265,"ata","Nulo",1,3.15,0.21,1.53,8,"265",NA,NA,NA,6,8,1,NA,5,1,NA,10,NA,1,NA,NA,NA,NA,NA
"632","Lucas Henrique Mazetti","mazetti","Mazetti","https://s.glbimg.com/es/sde/f/2020/07/20/26ac5244263f4361626dec1a58304e3e_FORMATO.png",107741,32,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Sandro Diego de Moraes Bueno","sandrinho","Sandrinho","https://s.glbimg.com/es/sde/f/2020/10/19/14d518f6be4f84fbfafc67c540db981e_FORMATO.png",110373,32,290,"ata","Nulo",0,0.79,0,-1.25,2,"290",NA,1,NA,NA,3,1,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"634","Jean Carlos Batista","jean","Jean","https://s.glbimg.com/es/sde/f/2020/11/22/ca40715bc97a6033fd8420acae2dee00_FORMATO.png",110640,32,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2020/11/21/5b68f879cc5309f1cde0c8843b3ea453_FORMATO.png",105201,32,292,"ata","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Victor Hugo Baptista Mafra","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/11/13/34baa7b12bdf6a2ef09299749bfeae30_FORMATO.png",109326,32,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Diego Churín Puyo","churin","Churín","https://s.glbimg.com/es/sde/f/2020/10/26/a511db6b41f5552de55575d62a217d3c_FORMATO.png",98289,32,284,"ata","Nulo",0,9.08,0,3.33,10,"284",1,NA,NA,9,13,NA,4,15,2,NA,29,NA,2,NA,NA,1,NA,NA
"638","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,32,354,"ata","Nulo",0,5.56,0.05,1.53,6,"354",NA,NA,NA,NA,4,1,1,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"639","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2020/08/28/603f9c40a4384779d4bf795d27336987_FORMATO.png",104500,32,280,"ata","Nulo",0,5.07,0,2.12,11,"280",1,1,NA,9,5,1,NA,12,1,NA,14,NA,NA,NA,NA,NA,NA,NA
"640","Fabricio do Nascimento Biato","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/11/30/09f85c2c1fe3a2f2b6838539c51afd95_FORMATO.png",103765,32,275,"ata","Nulo",-0.6,1.13,-0.41,0.5,2,"275",NA,NA,NA,NA,3,NA,1,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"641","Daniel Cabral de Oliveira","daniel-cabral","Daniel Cabral","https://s.glbimg.com/es/sde/f/2020/10/26/bdf760a76845c8c7297360206a79edc1_FORMATO.png",110465,32,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Lucimário Bezerra da Silva","lucimario","Lucimário","https://s.glbimg.com/es/sde/f/2020/11/23/6fc87d72e162be59c0d5454f9582e1ce_FORMATO.png",104129,32,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Gabriel Baralhas dos Santos","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2020/10/20/d1b6cda28d3190a8ba17446d082ac2ab_FORMATO.png",99440,32,373,"mei","Nulo",0,3.73,-0.87,2.45,2,"373",NA,NA,NA,5,1,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"644","Vinícius de Azevedo Barcellos","vinicius-barcellos","Vinícius Barcellos",NA,110672,32,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Hugo Lorenzo Quintana Escobar","hugo-quintana","Hugo Quintana","https://s.glbimg.com/es/sde/f/2020/11/13/dfc0e142e8ca35446d4734d550689686_FORMATO.png",105947,32,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Érick Alexander Pluas Vera","pluas","Pluas","https://s.glbimg.com/es/sde/f/2020/11/13/94c2dc22284d7c8c2c9fbfa1e9959b2e_FORMATO.png",109323,32,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Adriano Reis Nantes Junior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/11/13/bad72c6c05837e40c4d297eb099510c9_FORMATO.png",110604,32,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Leonardo de Matos Cruz","leo-matos","Léo Matos","https://s.glbimg.com/es/sde/f/2020/11/05/c691cbfaec7f0b947c51a8cf861340a1_FORMATO.png",37866,32,267,"lat","Provável",3.2,5.6,0.96,1.64,12,"267",2,7,NA,13,25,5,4,8,1,NA,125,3,1,NA,NA,NA,NA,NA
"649","Taylon Vinícius dos Santos Carvalho","taylon","Taylon","https://s.glbimg.com/es/sde/f/2020/11/21/c34862fdbad30ea90aab95cb0d0c387d_FORMATO.png",107250,32,290,"lat","Nulo",-2.2,1.73,-0.56,0.8,3,"290",NA,1,NA,3,6,NA,NA,1,NA,NA,11,1,NA,NA,NA,NA,NA,NA
"650","Welington Damascena Santos","wellington","Wellington ","https://s.glbimg.com/es/sde/f/2019/12/07/c9de64dc6e4e157739fb08d0cba45a7b_FORMATO.png",106824,32,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Luis Francisco Grando","chico","Chico","https://s.glbimg.com/es/sde/f/2020/10/29/ad8a8e68f1dce70d212df37ec08ea32a_FORMATO.png",50446,32,290,"zag","Nulo",0,2.84,0,-0.13,3,"290",NA,2,NA,2,1,1,1,2,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"652","Vinícius Balieiro Lourenço de Carvalho","vinicius-balieiro","Vinícius Balieiro","https://s.glbimg.com/es/sde/f/2020/12/14/c894d17e830d2643cde89f86ad4858f0_FORMATO.png",110605,32,277,"mei","Nulo",0,3.83,0,2.54,5,"Santos",1,1,NA,12,9,NA,NA,6,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"653","Cristiano Pereira de Oliveira ","cristiano","Cristiano","https://s.glbimg.com/es/sde/f/2020/10/28/5a938ee3441b2001445e97d9f027ad70_FORMATO.png",102145,32,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Nicolas Miguel Morsch","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/11/24/7e2bdadbf80e322a2565aa10af6d9082_FORMATO.png",107752,32,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Bruno Henrique Marques Torres","bruno-marques","Bruno Marques","https://s.glbimg.com/es/sde/f/2020/03/09/00d433696e95850a16f0592920caea21_FORMATO.png",105111,32,277,"ata","Nulo",0,4.24,0.04,3.61,9,"Santos",NA,NA,NA,7,13,3,3,8,3,NA,10,NA,2,NA,NA,NA,NA,NA
"656","Gabriel Cordeiro Pirani","gabriel-pirani","Gabriel Pirani","https://s.glbimg.com/es/sde/f/2020/11/14/08353344752fbeb7692e9eb14bbd734d_FORMATO.png",110607,32,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2020/07/20/7b0e0156fc1cd2d84d7b0e0e46ddd001_FORMATO.png",106000,32,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Ângelo Gabriel Borges Damaceno","angelo","Ângelo","https://s.glbimg.com/es/sde/f/2020/10/27/cdac724fefd8631ee759121d235c0362_FORMATO.png",110415,32,277,"ata","Nulo",0,0.78,0,0.15,4,"Santos",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"659","Brayan Diogo Ijorski Kruger","brayan","Brayan","https://s.glbimg.com/es/sde/f/2020/10/22/e9923abcd8ad10bf88a809bf02bbd405_FORMATO.png",110416,32,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Antonio Javier Galeano Ferreira","galeano","Galeano","https://s.glbimg.com/es/sde/f/2021/01/05/41cfb3f99bfa68692f9dc460876c6fa2_FORMATO.png",108713,32,276,"ata","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,32,277,"mei","Nulo",-2.7,1.46,-0.82,1.03,3,"Santos",NA,1,NA,6,3,NA,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"662","Antonio Mikael Rodrigues Brito","mikael-doka","Mikael Doka","",110606,32,277,"lat","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Léo Matias Baiersdorf Linck","leo-linck","Léo Linck","https://s.glbimg.com/es/sde/f/2020/01/21/92721dbb7773acddb51581d786249881_FORMATO.png",107183,32,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Reinaldo Nascimento Satorno","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png",104420,32,293,"ata","Nulo",0,2.2,0,0.77,9,"293",NA,NA,NA,9,11,NA,2,9,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
"665","João Vitor Moreira Dos Santos","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/11/16/40bab31e5f13f21221d786968d347c5f_FORMATO.png",110623,32,294,"ata","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Vinícius Rayan Pereira dos Santos","rayan","Rayan","https://s.glbimg.com/es/sde/f/2020/11/04/ec2f7a7f5a8c8b3cb8176140d78b31ca_FORMATO.png",106880,32,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,32,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Vanderson de Oliveira Campos","vanderson","Vanderson","https://s.glbimg.com/es/sde/f/2020/07/19/24a0d42c1091b86fce08bf917f0cb817_FORMATO.png",107750,32,284,"lat","Nulo",0,3.25,0,4.55,2,"284",NA,1,NA,6,3,NA,NA,1,1,NA,19,NA,NA,NA,NA,NA,NA,NA
"669","Dalberto Luan Belo","dalberto","Dalberto","https://s.glbimg.com/es/sde/f/2020/11/20/22165cdbf4a8d2ab347cd89ef88552b4_FORMATO.png",97995,32,292,"ata","Provável",2.4,3.98,0.48,2.22,9,"292",NA,NA,NA,4,17,7,7,9,1,NA,40,NA,8,NA,NA,2,NA,NA
"670","Benjamín Kuscevic Jaramillo","kuscevic","Kuscevic","https://s.glbimg.com/es/sde/f/2020/11/05/474301b42de21f3723694c3a39533818_FORMATO.png",98619,32,275,"zag","Nulo",0,6.46,0,5.08,4,"275",NA,1,NA,9,4,1,NA,5,NA,NA,14,2,NA,NA,NA,1,NA,NA
"671","Jemerson de Jesus Nascimento","jemerson","Jemerson","https://s.glbimg.com/es/sde/f/2020/11/06/e198e31fd420c974a4af352bc0fd0a4d_FORMATO.png",84263,32,264,"zag","Contundido",0,6.89,0,5.65,2,"264",NA,NA,NA,2,2,NA,1,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA
"672","Gustavo Adolfo Torres Grueso","gustavo-torres","Gustavo Torres","https://s.glbimg.com/es/sde/f/2020/11/27/ace62345e6a036076f14fdccadcaf5c0_FORMATO.png",101413,32,267,"ata","Nulo",0,4.51,0,1.34,8,"267",1,1,NA,8,12,2,7,3,NA,NA,33,NA,1,NA,NA,NA,NA,NA
"673"," João Paulo Silveira dos Santos","joao-paulo-silveira","João Paulo Silveira","https://s.glbimg.com/es/sde/f/2020/11/14/96c3922c9fd3203d80b8ec43ef6a23c0_FORMATO.png",107453,32,356,"zag","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Caio Vidal Rocha","caio","Caio","https://s.glbimg.com/es/sde/f/2020/07/20/e986424fc26888b6bd9ec0673a9a6b5d_FORMATO.png",107745,32,285,"ata","Provável",0,4.54,0,3.54,8,"285",NA,3,NA,6,14,2,2,31,2,NA,32,NA,NA,NA,NA,1,NA,NA
"675","Emerson Fabiano Kerber Júnior","emerson-junior","Emerson Júnior","https://s.glbimg.com/es/sde/f/2020/11/24/761d9353281e11362a025a163d079687_FORMATO.png",107740,32,285,"gol","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2020/11/17/9fdf11f57baeb28d97181c41f210d7a5_FORMATO.png",86770,32,356,"mei","Nulo",0.2,4.56,-0.07,0.13,6,"356",NA,1,NA,5,8,1,2,3,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
"677","Murilo Gomes Barreto Neto","murilo","Murilo","https://s.glbimg.com/es/sde/f/2020/11/24/2921071a7cd4ff8857a5a839aad0fa4f_FORMATO.png",107755,32,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Jonathan Renato Barbosa","jonathan-cafu","Jonathan Cafu","https://s.glbimg.com/es/sde/f/2020/11/09/72663d168227b1d3b1e97197fb92447a_FORMATO.png",78580,32,264,"ata","Nulo",0,4.67,0,1.85,2,"264",NA,NA,NA,3,1,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"679","Sivaldo de Jesus Santos Junior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2020/11/18/fc9de62a0fce79ca40875ef8cd6b7d04_FORMATO.png",110626,32,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Eduardo Jesús Vargas Rojas","vargas","Vargas","https://s.glbimg.com/es/sde/f/2020/11/09/cb8b9463d4eb0ae15c7d51da96d5d3ac_FORMATO.png",69102,32,282,"ata","Provável",0.2,9.05,-0.5,4.08,8,"282",1,1,NA,8,4,5,8,8,1,NA,37,NA,6,NA,NA,2,NA,NA
"681","Leandro Matheus dos Anjos Conceição de Oliveira","leandro","Leandro","https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg",107222,32,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Matheus Sousa Pereira","pereira","Pereira","https://s.glbimg.com/es/sde/f/2020/11/13/9dbc967183974e31afd1cefae91b83a9_FORMATO.png",97711,32,373,"zag","Provável",0,5.26,0,4.29,7,"373",NA,3,NA,12,5,1,1,5,1,NA,10,3,NA,NA,NA,NA,NA,NA
"683","Vinicius Augusto Tobias da Silva","vinicius-tobias","Vinicius Tobias","https://s.glbimg.com/es/sde/f/2020/11/24/ecf4bcd928424500d31efe161887e297_FORMATO.png",110688,32,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Mateus Oliveira Mendes","mateus","Mateus","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg",110624,32,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Helderson Tavares Santos","helder","Helder","https://s.glbimg.com/es/sde/f/2020/11/17/cbb586aa88b4625db7eb4e394b179cb6_FORMATO.jpeg",107230,32,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Isaque Storoli Gavioli","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/11/18/cefca6722a542a9e72a0dc92197d4752_FORMATO.png",104413,32,282,"zag","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Maximiliano Ezequiel Zalazar","maxi-salazar","Maxi Salazar","https://s.glbimg.com/es/sde/f/2020/11/24/dd71a83fb1643a92885b65d1a63f4131_FORMATO.png",110689,32,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Toko Filipe Batucissa António","toko-filipe","Toko Filipe","https://s.glbimg.com/es/sde/f/2020/11/06/b2bc9d693d4771919a7a78c8665933a5_FORMATO.png",110557,32,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Luiz Filipe dos Reis Silva","luiz-filipe","Luiz Filipe","https://s.glbimg.com/es/sde/f/2020/11/18/a895ebab07255b916c4b4d3a9cb185eb_FORMATO.png",110632,32,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Ewerthon Diógenes Da Silva","ewerthon","Ewerthon","https://s.glbimg.com/es/sde/f/2020/11/13/642cb05f0d1e57898ef6cc10c4d2b5ed_FORMATO.png",106082,32,292,"lat","Nulo",3,2.96,0.59,1.66,5,"292",NA,NA,NA,2,2,NA,NA,1,NA,NA,22,2,2,NA,NA,NA,NA,NA
"691","Wesley Hudson da Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/11/18/c584984893d30e750f7f99ec6d38df17_FORMATO.png",110631,32,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","Vinicius Silveira de Mello","vinicius-silveira","Vinicius Silveira","https://s.glbimg.com/es/sde/f/2020/11/24/3bff6c9ad26c04233fd3a10fff1e149e_FORMATO.png",110687,32,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Guilherme Santos da Silva","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/11/18/d5f12cbaf0d8e5ee09d052dfbdefeb22_FORMATO.png",104414,32,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Alyson José da Motta","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/11/14/c9b0f1297c6448108c23501a0fb56859_FORMATO.png",110561,32,290,"ata","Nulo",0,2.85,0,6.6,1,"290",1,NA,NA,1,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"695","João Victor Tavares de Souza","joao-tavares","João Tavares","https://s.glbimg.com/es/sde/f/2020/11/24/ed75ccc81ae843b476ae9b659862e9a7_FORMATO.png",110690,32,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Samuel Conceição Toscas","samuel-toscas","Samuel Toscas","https://s.glbimg.com/es/sde/f/2020/11/18/1163b4f1970ede4aecf64d87d2bb2d4f_FORMATO.png",110630,32,282,"lat","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,32,290,"ata","Nulo",0,1.28,0,2.3,1,"290",NA,NA,NA,2,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"698","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2020/11/17/b1766906a83be062261db4d6584d9d49_FORMATO.png",68834,32,373,"mei","Nulo",0,4.1,0,0.1,2,"373",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"699","Juan Pablo Ramírez Velásquez","juan-ramirez","Juan Ramírez","https://s.glbimg.com/es/sde/f/2020/11/09/553d2db14c27c2687128bf0290f0347b_FORMATO.png",97062,32,265,"ata","Provável",0.5,3.3,0.45,3.11,7,"265",1,2,NA,3,14,1,5,15,2,NA,39,NA,NA,NA,NA,NA,NA,NA
"700","Alan Pereira Empereur","alan-empereur","Alan Empereur","https://s.glbimg.com/es/sde/f/2020/11/09/0f9a49104e8f171fcf62eecc85255e66_FORMATO.png",88033,32,275,"zag","Nulo",-2.9,5.34,-1.15,2.8,6,"275",NA,2,NA,6,8,NA,NA,2,NA,NA,22,4,NA,NA,NA,NA,NA,NA
"701","César Ignacio Pinares Tamayo","pinares","Pinares","https://s.glbimg.com/es/sde/f/2020/11/09/b3356c651dec1138df6cbc163f286172_FORMATO.png",100107,32,284,"mei","Nulo",0,6.1,0.2,2.19,7,"284",1,NA,NA,1,4,1,3,5,1,NA,28,NA,NA,NA,NA,NA,NA,NA
"702","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2020/11/18/ca2aeafe986346def55b188fb4e765b1_FORMATO.png",81898,32,294,"ata","Nulo",0,3.19,0,0.47,3,"Coritiba",NA,NA,NA,3,1,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"703","Talison Ruan da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2020/11/18/4a4704afaded7aeb0ad7245025a2f2ae_FORMATO.png",104415,32,282,"lat","Nulo",0,3.18,0,5.1,1,"282",NA,NA,NA,6,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"704","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2020/11/10/0f92efccde1103a2d235bd9cb9fa4deb_FORMATO.png",40006,32,285,"tec","Provável",3.1,11.26,-0.45,4.03,12,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2020/11/10/d68199419ff143b307ce4d3ea8cbbbaf_FORMATO.png",37333,32,373,"tec","Provável",6.88,9.92,0.48,3.8,11,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,32,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Mycael Pontes Moreira","mycael","Mycael","https://s.glbimg.com/es/sde/f/2020/11/27/7f6f086c28337ecefbe6fe7db99ab649_FORMATO.png",110698,32,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
