"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","G","I","PI","DD","DP","GS","SG","CV","FT","GC","PP"
"593","Davi Machado dos Santos Araújo","davi-araujo","Davi Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png",109626,21,263,"ata","Nulo",0.4,1.16,-0.37,1.1,7,"263",NA,1,6,8,2,1,13,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
"594","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,21,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,21,264,"mei","Suspenso",-4,0.78,-0.67,-1.77,3,"264",NA,2,1,8,NA,1,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"596","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,21,275,"ata","Dúvida",1,9.82,0.09,2.94,19,"275",2,NA,6,13,5,12,19,4,7,34,NA,NA,NA,NA,NA,NA,NA,1
"597","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,21,262,"mei","Nulo",0,1.53,0,-0.2,1,"Flamengo",NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"598","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,21,267,"ata","Nulo",0,2.69,0,2.02,8,"267",1,1,5,6,NA,3,7,1,1,23,NA,NA,NA,NA,NA,NA,NA,NA
"599","Andrés Felipe Amaya Rivera","amaya","Amaya","https://s.glbimg.com/es/sde/f/2020/08/27/59cb0b98d374cdf0746d033b062e58a1_FORMATO.png",109656,21,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/09/18/d91238c5e040d15b0c5835c7ca195014_FORMATO.png",109573,21,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,21,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/10/13/ab56e0f62becb4789a793cc57049dda2_FORMATO.png",107112,21,294,"ata","Nulo",0.5,1.84,0.36,1.23,6,"Coritiba",NA,1,1,7,1,1,7,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA
"603","Ronald Eugenio de Carvalho","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/09/12/1bacb8a07309ad193ebc313bce31a3eb_FORMATO.png",109860,21,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Marcelo Alves Santos","marcelo-alves","Marcelo Alves","https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png",104050,21,267,"zag","Provável",11.5,3.72,2.05,3.3,5,"267",NA,NA,11,7,NA,NA,1,NA,NA,15,NA,NA,NA,2,NA,NA,NA,NA
"605","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,21,275,"zag","Contundido",0,7.76,0,3.73,8,"275",NA,3,24,9,NA,1,8,NA,NA,35,NA,NA,NA,3,NA,NA,NA,NA
"606","Breno Henrique Vasconcelos Lopes","breno-lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2020/11/11/302a126478ca4f8021cea45f7b024205_FORMATO.png",93988,21,275,"ata","Provável",-1,3.43,-1.57,-1,1,"275",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Ricardo Manuel Andrade Silva Sá Pinto","ricardo-sa-pinto","Ricardo Sá Pinto","https://s.glbimg.com/es/sde/f/2020/10/27/09390969de443470c5eaf0f134f150a0_FORMATO.png",79658,21,267,"tec","Provável",7.68,8.56,1.46,3.88,3,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,21,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,21,285,"ata","Dúvida",1.1,2.44,-0.95,2.21,7,"285",NA,1,1,8,4,1,1,2,1,11,NA,NA,NA,NA,NA,NA,NA,NA
"610","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,21,280,"tec","Nulo",3.41,7.45,0.15,3.24,14,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Jadson Cristiano Silva de Morais","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/11/11/9cd8c17f449c11311b6d55fdc1c818b4_FORMATO.png",90428,21,267,"zag","Nulo",6,5.15,2.15,6,1,"267",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"612","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,21,354,"ata","Nulo",-0.1,5.27,-0.45,0.3,2,"354",NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"613","Guilherme Henrique da Silva","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/09/15/3a237516c85f8d22f8b1a2ae1e636a1a_FORMATO.png",109689,21,266,"lat","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2019/03/22/4f209e6f74df9776da75f4a35ed2b28f_FORMATO.png",101073,21,263,"zag","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,21,356,"zag","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,21,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Marcelo Augusto Oliveira Chamusca","marcelo-chamusca","Marcelo Chamusca","https://s.glbimg.com/es/sde/f/2019/04/18/bb15f1b6f0431b9df73151cf80c33cb7_FORMATO.png",37319,21,356,"tec","Provável",2.95,7.29,-0.27,2.95,1,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Alyson José da Motta","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/11/14/c9b0f1297c6448108c23501a0fb56859_FORMATO.png",110561,21,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,21,284,"ata","Nulo",0,5.09,0,2.53,18,"284",1,NA,11,12,8,13,11,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA
"620","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,21,264,"zag","Provável",0.7,5.04,0.08,2.76,5,"264",NA,NA,5,4,1,NA,1,NA,NA,9,NA,NA,NA,2,NA,NA,NA,NA
"621","João Fernando Monteiro Siqueira","joao-fernando","João Fernando","https://s.glbimg.com/es/sde/f/2020/09/01/7263507a2ac5cfecff6f8e555a1932dc_FORMATO.png",104079,21,262,"gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","César Ignacio Pinares Tamayo","pinares","Pinares","https://s.glbimg.com/es/sde/f/2020/11/09/b3356c651dec1138df6cbc163f286172_FORMATO.png",100107,21,284,"mei","Nulo",0,7,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Alan Pereira Empereur","alan-empereur","Alan Empereur","https://s.glbimg.com/es/sde/f/2020/11/09/0f9a49104e8f171fcf62eecc85255e66_FORMATO.png",88033,21,275,"zag","Nulo",0,6,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,21,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Carlos Enrique Rentería Olaya","renteria","Rentería","https://s.glbimg.com/es/sde/f/2020/09/03/4ae8e1b8d3d89d5ea0410c49475f3c68_FORMATO.png",95356,21,263,"mei","Nulo",0,5.31,0,0.96,8,"263",NA,1,10,8,2,1,4,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"626","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,21,284,"zag","Nulo",0,0.77,0,0,2,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Ramón Ángel Díaz","ramon-diaz","Ramón Díaz","https://s.glbimg.com/es/sde/f/2020/11/09/b76997e68be02c35a0ffb2941209c60f_FORMATO.png",92075,21,263,"tec","Nulo",2.25,7.07,-0.64,2.25,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,21,294,"mei","Dúvida",0,0.86,0,-0.31,12,"Coritiba",NA,3,10,14,1,5,5,NA,1,30,NA,NA,NA,NA,1,NA,NA,NA
"629","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,21,277,"mei","Nulo",0,2.44,0,0.81,9,"Santos",NA,1,9,8,1,2,6,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
"630","Leandro Miguel Fernández","leandro-fernandez","Leandro Fernández","https://s.glbimg.com/es/sde/f/2020/09/04/82a78869a31f588ee0291f918d0ad936_FORMATO.png",93303,21,285,"ata","Nulo",1.2,6.42,0.26,1.92,4,"285",1,1,NA,5,3,6,5,NA,3,22,NA,NA,NA,NA,NA,NA,NA,NA
"631","Geilson Cerqueira Almeida","geilson","Geilson","https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png",107882,21,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Laércio Soldá","laercio","Laércio","https://s.glbimg.com/es/sde/f/2020/10/13/cc2746f464476a7f9908dbc251d225ff_FORMATO.png",82564,21,277,"zag","Nulo",0,2.69,0,0.82,4,"Santos",NA,NA,6,7,NA,2,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"633","Gabriel Baralhas dos Santos","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2020/10/20/d1b6cda28d3190a8ba17446d082ac2ab_FORMATO.png",99440,21,373,"mei","Nulo",0,4.6,0,4.9,1,"373",NA,NA,5,1,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"634","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,21,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"635","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,21,280,"ata","Nulo",8.8,14.83,1.04,5.51,18,"280",1,3,29,17,11,14,29,8,4,172,NA,NA,NA,NA,NA,NA,NA,1
"636","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,21,292,"mei","Provável",0.6,3.51,0.07,1.76,18,"292",NA,2,26,16,6,2,29,NA,2,46,NA,NA,NA,NA,NA,NA,NA,NA
"637","Renan Victor da Silva","renan","Renan","https://s.glbimg.com/es/sde/f/2020/09/15/5345f1ee7a9264d591c66046094e68b7_FORMATO.png",109963,21,275,"lat","Provável",7.8,2.27,1.49,3.35,2,"275",NA,NA,4,2,NA,NA,NA,NA,NA,13,NA,NA,NA,1,NA,NA,NA,NA
"638","Leonardo Roque Albano Gil","leo-gil","Léo Gil","https://s.glbimg.com/es/sde/f/2020/10/20/f7a798f150be1b7d8d66fc4986be3fab_FORMATO.png",102506,21,267,"mei","Provável",8.9,6.2,1.95,3.93,3,"267",2,1,2,3,NA,1,8,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"639","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,21,290,"ata","Provável",2.2,4.33,-0.13,2.33,11,"290",NA,NA,15,12,4,5,18,NA,1,37,NA,NA,NA,NA,NA,1,NA,NA
"640","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,21,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","João Victor Gomes da Silva","gomes","Gomes","https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png",107109,21,262,"mei","Nulo",0,1.94,0,5.2,1,"Flamengo",NA,1,6,4,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA
"642","Ângelo Gabriel Borges Damaceno","angelo","Ângelo","https://s.glbimg.com/es/sde/f/2020/10/27/cdac724fefd8631ee759121d235c0362_FORMATO.png",110415,21,277,"ata","Nulo",0,0.98,0,0.35,2,"Santos",NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"643","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,21,267,"mei","Nulo",0,3.79,0,1.25,12,"267",1,NA,10,9,1,6,7,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA
"644","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,21,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,21,276,"ata","Nulo",0,3.01,0,1.93,3,"276",1,NA,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"646","Paulo Mazoti Azevedo","paulo-mazoti","Paulo Mazoti","https://s.glbimg.com/es/sde/f/2020/11/12/99598f4bfbc2ddb8a6e4a7774fa54fca_FORMATO.png",110602,21,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2020/10/20/b1c01f38bddf4e54ae2b51d649a3dd2e_FORMATO.png",80363,21,290,"mei","Provável",-0.4,4.94,-0.62,1.86,5,"290",NA,1,15,7,1,NA,4,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA
"648","Brayan Diogo Ijorski Kruger","brayan","Brayan","https://s.glbimg.com/es/sde/f/2020/10/22/e9923abcd8ad10bf88a809bf02bbd405_FORMATO.png",110416,21,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Diego Churín Puyo","churin","Churín","https://s.glbimg.com/es/sde/f/2020/10/26/a511db6b41f5552de55575d62a217d3c_FORMATO.png",98289,21,284,"ata","Dúvida",9.8,10.84,1.56,5.97,3,"284",1,NA,3,5,NA,1,3,1,1,4,NA,NA,NA,NA,NA,1,NA,NA
"650","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,21,293,"mei","Nulo",0,3.59,0,1.95,8,"293",NA,NA,1,5,3,3,8,1,2,29,NA,NA,NA,NA,NA,1,NA,NA
"651","Raul Gustavo Pereira Bicalho","raul-gustavo","Raul Gustavo","https://s.glbimg.com/es/sde/f/2020/09/07/6ef42a43a591123de1b0e724686af4fd_FORMATO.png",109389,21,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Juan Pablo Ramírez Velásquez","indio-ramirez","Índio Ramírez","https://s.glbimg.com/es/sde/f/2020/11/09/553d2db14c27c2687128bf0290f0347b_FORMATO.png",97062,21,265,"ata","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,21,354,"mei","Provável",0.1,12.22,-0.82,4.73,19,"354",3,2,58,32,9,15,36,1,6,117,NA,NA,NA,NA,NA,1,NA,NA
"654","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2020/11/10/0f92efccde1103a2d235bd9cb9fa4deb_FORMATO.png",40006,21,285,"tec","Provável",1.58,10.57,-2.02,1.58,1,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Igor Torres da Silva","igor-torres","Igor Torres","https://s.glbimg.com/es/sde/f/2020/10/18/52a78392e1a77e08ad5522dbd79cf15c_FORMATO.png",110303,21,356,"ata","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2020/11/13/5d86a6b2ee058b154f671d3ef3a2f161_FORMATO.png",100847,21,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,21,277,"ata","Nulo",0,0.97,0.04,0.84,9,"Santos",NA,1,1,10,1,1,8,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"658","Federico Matías Javier Zaracho","zaracho","Zaracho","https://s.glbimg.com/es/sde/f/2020/10/19/41b058a9a8c68dc92fe626989ecf6a3e_FORMATO.png",100079,21,282,"mei","Dúvida",2.4,9.91,-0.98,2.9,4,"282",NA,NA,4,4,1,1,1,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"659","Eduardo Jesús Vargas Rojas","vargas","Vargas","https://s.glbimg.com/es/sde/f/2020/11/09/cb8b9463d4eb0ae15c7d51da96d5d3ac_FORMATO.png",69102,21,282,"ata","Provável",5.3,9.74,-0.26,5.3,1,"282",1,1,1,NA,NA,2,2,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA
"660","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2020/11/03/5017d907e4b43c79caf908b5d32626b2_FORMATO.png",37281,21,265,"tec","Nulo",3.78,7.25,-0.11,3.03,9,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Derick Fernando da Silva","derick","Derick ","https://s.glbimg.com/es/sde/f/2020/09/08/24438480d9271c4a4a3cf8954098d02b_FORMATO.png",109830,21,277,"zag","Nulo",0,0.77,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,21,275,"mei","Nulo",0,1.63,0,1,9,"275",NA,2,10,3,1,4,3,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"663","Natan Bernardo de Souza","natan","Natan","https://s.glbimg.com/es/sde/f/2020/09/21/f0d9224327f2b48738ff94bbb145695c_FORMATO.png",107110,21,262,"zag","Suspenso",-2.6,3.75,-1.47,3.55,7,"Flamengo",1,3,14,5,1,2,2,1,NA,25,NA,NA,NA,1,NA,NA,NA,NA
"664","Hugo Gonçalves Ferreira Neto","hugo","Hugo","https://s.glbimg.com/es/sde/f/2020/09/01/92a0fea7045605b2258385813fe03b68_FORMATO.png",109668,21,263,"lat","Nulo",0,2.01,0,4.9,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"665","Pedro Acácio Monteiro da Silva","pedro-acacio","Pedro Acácio","https://s.glbimg.com/es/sde/f/2020/11/13/69366e96b4b4ee5d80ac0100f82850bb_FORMATO.png",110603,21,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2020/11/13/4a17daa520fd623ffa34480bdabdead6_FORMATO.png",38311,21,292,"mei","Provável",0,3.71,-0.15,0.4,4,"292",NA,NA,2,2,NA,NA,3,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"667","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,21,280,"zag","Contundido",0,3.36,0,1.22,5,"280",NA,1,9,1,NA,1,1,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"668","Guilherme da Silva Gonçalves","guilherme-bala","Guilherme Bala","https://s.glbimg.com/es/sde/f/2020/09/21/3521934731499931c541f253e2b6acc8_FORMATO.png",105318,21,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Igor Marques Paciência Cardoso","igor-formiga","Igor Formiga","https://s.glbimg.com/es/sde/f/2020/09/15/7f27f40ad90d38e340989d3076982f60_FORMATO.png",106708,21,264,"lat","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,21,285,"lat","Nulo",0,10.51,0,3.39,14,"285",2,1,33,31,1,5,4,NA,2,141,NA,NA,NA,6,NA,NA,NA,NA
"671","Daniel Cabral de Oliveira","daniel-cabral","Daniel Cabral","https://s.glbimg.com/es/sde/f/2020/10/26/bdf760a76845c8c7297360206a79edc1_FORMATO.png",110465,21,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2020/11/10/d68199419ff143b307ce4d3ea8cbbbaf_FORMATO.png",37333,21,373,"tec","Provável",3.85,7.8,0.12,3.85,1,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/10/09/a19dcb4146524e5dd0aae98743c0b8f3_FORMATO.png",38315,21,293,"mei","Nulo",0,5,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
