"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","G","I","A","FT","DP","GC","PP"
"603","Iago André Pires de Oliveira","iago","Iago","https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png",107194,28,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Pedro Felipe De Faria Rangel","pedro-rangel","Pedro Rangel","https://s.glbimg.com/es/sde/f/2020/11/30/4e23db7254caf320d53e78d8566d93c5_FORMATO.png",110708,28,266,"gol","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2020/02/28/b712535c02755e644522c63bcfa813af_FORMATO.png",104634,28,265,"lat","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,28,290,"lat","Nulo",1,1.92,0.14,2.09,9,"290",NA,NA,3,NA,9,3,2,8,8,2,1,NA,NA,NA,NA,NA,NA,NA
"607","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,28,267,"mei","Nulo",0.2,2.13,-0.29,0.67,6,"267",NA,NA,7,NA,14,NA,2,5,7,1,4,NA,NA,NA,NA,NA,NA,NA
"608","Kawan Gabriel da Silva","kawan","Kawan","https://s.glbimg.com/es/sde/f/2019/09/08/a8fc75a1bedde47f33857a4a2b460b64_FORMATO.png",106219,28,293,"mei","Nulo",0,0.72,0,-2.6,1,"293",NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Yuri de Oliveira","yuri-de-oliveira","Yuri de Oliveira","https://s.glbimg.com/es/sde/f/2020/09/24/44a977be355ae4ac44c218ce35daa72a_FORMATO.png",110190,28,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,28,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,28,280,"zag","Nulo",-0.3,2.74,-0.62,0.97,6,"280",NA,NA,1,NA,20,NA,1,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"612","Vinicius Milani Bueno","milani","Milani","https://s.glbimg.com/es/sde/f/2020/09/24/2d3cd30922ec8cb50738decdc8bd86f1_FORMATO.png",110188,28,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,28,263,"ata","Nulo",0,2.42,0,1.18,8,"263",NA,NA,9,NA,9,NA,1,2,10,1,2,1,NA,NA,NA,NA,NA,NA
"614","Otávio Ataide da Silva","otavio","Otávio","https://s.glbimg.com/es/sde/f/2020/09/24/8cbc0bff17eaf390ffb3ae97064a3cd9_FORMATO.png",110189,28,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,28,285,"lat","Nulo",0,6.04,0,4.85,10,"285",1,NA,13,NA,72,3,3,28,12,2,1,NA,NA,4,NA,NA,NA,NA
"616","César Ignacio Pinares Tamayo","pinares","Pinares","https://s.glbimg.com/es/sde/f/2020/11/09/b3356c651dec1138df6cbc163f286172_FORMATO.png",100107,28,284,"mei","Nulo",0.6,6.64,-0.81,4.03,4,"284",NA,NA,4,NA,17,NA,NA,1,2,1,2,1,NA,1,NA,NA,NA,NA
"617","Samuel Conceição Toscas","samuel-toscas","Samuel Toscas","https://s.glbimg.com/es/sde/f/2020/11/18/1163b4f1970ede4aecf64d87d2bb2d4f_FORMATO.png",110630,28,282,"lat","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Gabriel Martins Rodrigues","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2020/07/19/37d941ad25a0ec00d5342f5f5f70df7f_FORMATO.png",106322,28,290,"lat","Nulo",0,2.23,0,2.9,3,"290",NA,NA,NA,NA,3,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Wesley Hudson da Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/11/18/c584984893d30e750f7f99ec6d38df17_FORMATO.png",110631,28,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Gabriel Baralhas dos Santos","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2020/10/20/d1b6cda28d3190a8ba17446d082ac2ab_FORMATO.png",99440,28,373,"mei","Nulo",0,4.6,0,4.9,1,"373",NA,NA,NA,NA,4,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"621","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,28,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","João Victor Vaz Lopes Pinto","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/09/30/3709478ac932eba7f079543c8389eafb_FORMATO.png",110235,28,263,"ata","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,28,267,"mei","Provável",4,3.15,0.87,0.67,12,"267",2,NA,25,NA,42,NA,2,20,18,1,2,NA,NA,NA,NA,NA,NA,NA
"624","Christian Henrique Mora De Oliveira Silva","christian","Christian","https://s.glbimg.com/es/sde/f/2020/09/28/0003493891d36cb8e16cf815e5da38e0_FORMATO.png",110210,28,266,"ata","Nulo",0,0.78,0,0,1,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,28,263,"mei","Suspenso",-0.5,5.91,-0.12,2.71,24,"263",NA,NA,38,NA,126,NA,6,40,36,5,15,4,3,NA,NA,NA,NA,NA
"626","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,28,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2020/07/20/7b0e0156fc1cd2d84d7b0e0e46ddd001_FORMATO.png",106000,28,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Vinícius Rayan Pereira dos Santos","rayan","Rayan","https://s.glbimg.com/es/sde/f/2020/11/04/ec2f7a7f5a8c8b3cb8176140d78b31ca_FORMATO.png",106880,28,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Ramon César Cirino","ramon-cesar","Ramon César","https://s.glbimg.com/es/sde/f/2020/12/05/c98e4dec52733659cdb6951558654d06_FORMATO.png",110725,28,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Dhouglas Francisco de Souza Rodrigues","dhouglas","Dhouglas","https://s.glbimg.com/es/sde/f/2020/09/25/1818bb4633cf442d563554d960f49f84_FORMATO.png",110207,28,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Gustavo Mantuan","gustavo-mantuan","Gustavo Mantuan","https://s.glbimg.com/es/sde/f/2020/10/06/5747ef4308b1b0b58fbf4534b72b3b56_FORMATO.png",110270,28,264,"mei","Contundido",0,2.9,0,1.7,3,"264",NA,NA,4,NA,9,NA,NA,4,4,1,1,NA,NA,NA,NA,NA,NA,NA
"632","João Victor da Silva Oliveira","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2020/10/26/74ad0d23d97711ec775e160e95618bf5_FORMATO.png",110258,28,293,"lat","Nulo",0,1.07,0,1.03,3,"293",NA,NA,3,NA,4,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Igor Marques Paciência Cardoso","igor-formiga","Igor Formiga","https://s.glbimg.com/es/sde/f/2020/09/15/7f27f40ad90d38e340989d3076982f60_FORMATO.png",106708,28,264,"lat","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,28,267,"lat","Nulo",4.8,4.88,0.29,2.98,15,"267",NA,NA,14,NA,86,4,3,31,17,3,2,NA,1,1,NA,NA,NA,NA
"635","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,28,265,"ata","Nulo",0,2.19,0,1.23,13,"265",NA,NA,7,NA,16,NA,1,2,6,1,8,1,3,NA,1,NA,NA,NA
"636","Sandro Diego de Moraes Bueno","sandrinho","Sandrinho","https://s.glbimg.com/es/sde/f/2020/10/19/14d518f6be4f84fbfafc67c540db981e_FORMATO.png",110373,28,290,"ata","Nulo",0,0.77,0,-3,1,"290",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"637","Leonardo Alves Chú Franco","leo-chu","Léo Chú","https://s.glbimg.com/es/sde/f/2020/03/02/485559baefe71f75a76a1d43fe678c8e_FORMATO.png",106820,28,354,"ata","Provável",0.8,2.94,0.24,3.96,11,"354",NA,NA,10,NA,54,NA,2,20,9,2,7,1,7,4,NA,NA,NA,NA
"638","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,28,285,"mei","Nulo",0,1.54,0,1.21,7,"285",NA,NA,1,NA,13,NA,1,2,7,NA,1,1,2,1,NA,NA,NA,NA
"639","Gabriel Rodrigues Noga","gabriel-noga","Gabriel Noga","https://s.glbimg.com/es/sde/f/2020/09/24/3fff46cdd51ae4c51550bdc35b8b98fe_FORMATO.png",107107,28,262,"zag","Nulo",0,0.78,0,-0.35,2,"Flamengo",NA,NA,1,NA,7,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Welington Damascena Santos","wellington","Wellington ","https://s.glbimg.com/es/sde/f/2019/12/07/c9de64dc6e4e157739fb08d0cba45a7b_FORMATO.png",106824,28,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Igor Torres da Silva","igor-torres","Igor Torres","https://s.glbimg.com/es/sde/f/2020/10/18/52a78392e1a77e08ad5522dbd79cf15c_FORMATO.png",110303,28,356,"ata","Nulo",2.2,1.21,0.21,2.2,1,"356",NA,NA,NA,NA,3,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Carlos Eduardo Barbosa da Silva","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/11/13/49a1d2e2ca5634f62915c578c786cac8_FORMATO.png",106965,28,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Danilo Gomes Magalhães","danilo-gomes","Danilo Gomes","https://s.glbimg.com/es/sde/f/2020/11/19/873fa1fcb351fcd70fb14f5d8cac13de_FORMATO.png",106826,28,373,"ata","Nulo",0,1.38,0,1.34,5,"373",NA,NA,3,NA,9,NA,NA,7,2,NA,2,NA,3,NA,NA,NA,NA,NA
"644","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,28,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Ângelo Gabriel Borges Damaceno","angelo","Ângelo","https://s.glbimg.com/es/sde/f/2020/10/27/cdac724fefd8631ee759121d235c0362_FORMATO.png",110415,28,277,"ata","Nulo",0,0.81,0,0.2,3,"Santos",NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,28,276,"mei","Nulo",1.3,1.73,0.21,0.52,5,"276",NA,NA,3,NA,6,NA,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"647","Daniel Cabral de Oliveira","daniel-cabral","Daniel Cabral","https://s.glbimg.com/es/sde/f/2020/10/26/bdf760a76845c8c7297360206a79edc1_FORMATO.png",110465,28,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,28,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,28,292,"ata","Nulo",0,2.1,0,0.95,4,"292",NA,NA,2,NA,5,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"650","Caio Henrique Ribas Dias de Araújo","caio-ribas","Caio Ribas","https://s.glbimg.com/es/sde/f/2020/12/06/6515c9b7080362ce444d17251a24b453_FORMATO.png",110726,28,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Brayan Diogo Ijorski Kruger","brayan","Brayan","https://s.glbimg.com/es/sde/f/2020/10/22/e9923abcd8ad10bf88a809bf02bbd405_FORMATO.png",110416,28,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","João Victor Gomes da Silva","gomes","Gomes","https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png",107109,28,262,"mei","Nulo",0,2.38,0,3.07,3,"Flamengo",NA,NA,5,NA,8,NA,2,12,13,NA,NA,NA,NA,NA,2,NA,NA,NA
"653","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,28,292,"lat","Nulo",0,3.25,0,2.38,15,"292",NA,NA,1,NA,109,3,1,20,10,1,1,NA,NA,2,2,NA,NA,NA
"654","Abel Fernando Moreira Ferreira","abel-ferreira","Abel Ferreira","https://s.glbimg.com/es/sde/f/2020/11/03/183844106bb1f78efb7a628315b4b01a_FORMATO.png",110506,28,275,"tec","Provável",0,12.89,0,4.87,8,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Hugo Gonçalves Ferreira Neto","hugo","Hugo","https://s.glbimg.com/es/sde/f/2020/09/01/92a0fea7045605b2258385813fe03b68_FORMATO.png",109668,28,263,"lat","Nulo",0,2.01,0,4.9,1,"263",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Natan Bernardo de Souza","natan","Natan","https://s.glbimg.com/es/sde/f/2020/09/21/f0d9224327f2b48738ff94bbb145695c_FORMATO.png",107110,28,262,"zag","Provável",0.7,4.23,-0.55,3.17,11,"Flamengo",NA,NA,4,NA,37,2,3,18,10,1,3,1,NA,1,1,NA,NA,NA
"657","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,28,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Guilherme Henrique da Silva","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/09/15/3a237516c85f8d22f8b1a2ae1e636a1a_FORMATO.png",109689,28,266,"lat","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Rubens Antônio Dias","rubens","Rubens","https://s.glbimg.com/es/sde/f/2020/12/06/85dfc877a78cf5eacc94003570347d75_FORMATO.png",110727,28,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,28,282,"mei","Nulo",0,2,0,-1.77,4,"282",1,NA,NA,NA,14,NA,2,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"661","Toko Filipe Batucissa António","toko-filipe","Toko Filipe","https://s.glbimg.com/es/sde/f/2020/11/06/b2bc9d693d4771919a7a78c8665933a5_FORMATO.png",110557,28,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Andrey Rafael Quintino dos Santos","andrey-quintino","Andrey Quintino","https://s.glbimg.com/es/sde/f/2020/12/08/59017f331a1f6a2dc1dc2f3fbd62f761_FORMATO.png",110744,28,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Luan Patrick Wiedthauper","luan-patrick","Luan Patrick","https://s.glbimg.com/es/sde/f/2020/02/28/28c6a5315c325c2abe37899978a526e9_FORMATO.png",106835,28,293,"zag","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Alyson José da Motta","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/11/14/c9b0f1297c6448108c23501a0fb56859_FORMATO.png",110561,28,290,"ata","Nulo",0,2.85,0,6.6,1,"290",NA,NA,1,NA,2,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
"665","Victor Hugo Zorzenoni","victor-zorzenoni","Victor Zorzenoni","https://s.glbimg.com/es/sde/f/2020/12/11/e8bc649c9d87c9b24ac508b4022b00f1_FORMATO.png",110770,28,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Fernando Pileggi","fernando","Fernando","https://s.glbimg.com/es/sde/f/2020/12/12/4147a1219bec259c921a7963c24f5449_FORMATO.png",110772,28,277,"lat","Nulo",0,1.19,0,1.1,1,"Santos",NA,NA,4,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Gabriel Teixeira Aragão","gabriel-teixeira","Gabriel Teixeira","https://s.glbimg.com/es/sde/f/2020/12/10/ec5256fd97bd088186d35206f3b4df85_FORMATO.png",110760,28,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Marino Hinestroza Angulo","marino","Marino","https://s.glbimg.com/es/sde/f/2020/11/11/7f4b5ee056975411b2a2ad4cf74693f2_FORMATO.png",110598,28,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","John Kennedy Batista de Souza","john-kennedy","John Kennedy","https://s.glbimg.com/es/sde/f/2020/12/10/f2c23f26691c22426aa9acf9688d1d50_FORMATO.png",110759,28,266,"ata","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Pedro Acácio Monteiro da Silva","pedro-acacio","Pedro Acácio","https://s.glbimg.com/es/sde/f/2020/11/13/69366e96b4b4ee5d80ac0100f82850bb_FORMATO.png",110603,28,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Kevin Malthus de Sousa Ribeiro","kevin-malthus","Kevin Malthus","https://s.glbimg.com/es/sde/f/2020/12/08/a7d50f41dfaaaeaccfed23ba3881da09_FORMATO.png",110745,28,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,28,276,"ata","Provável",-1,6.26,-3.6,5.44,19,"276",NA,NA,30,NA,33,NA,4,11,15,13,14,8,5,1,1,NA,NA,NA
"673","Paulo Mazoti Azevedo","paulo-mazoti","Paulo Mazoti","https://s.glbimg.com/es/sde/f/2020/11/12/99598f4bfbc2ddb8a6e4a7774fa54fca_FORMATO.png",110602,28,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Marco Antônio Amorim de Oliveira Montes","marcao","Marcão","https://s.glbimg.com/es/sde/f/2020/12/13/6cf188c290671bdbe31dab76f9bc6be0_FORMATO.png",110775,28,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Maximiliano Ezequiel Zalazar","maxi-salazar","Maxi Salazar","https://s.glbimg.com/es/sde/f/2020/11/24/dd71a83fb1643a92885b65d1a63f4131_FORMATO.png",110689,28,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,28,263,"ata","Nulo",0,1.85,0,1.5,1,"263",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Pablo Gabriel Sousa Alves","pablo","Pablo","https://s.glbimg.com/es/sde/f/2020/12/26/222bc23ca24413d5526304b873d2a94a_FORMATO.png",110832,28,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,28,284,"mei","Nulo",0,2.32,0,0.15,2,"284",NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,28,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Luiz Felipe Silvério Silva","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/12/29/0d7ad1195cfee21d1099241897689b64_FORMATO.png",110833,28,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","William dos Santos Silva","william","William","https://s.glbimg.com/es/sde/f/2021/01/06/3f2f8fa62093e5b34bd0770fab5f50a3_FORMATO.png",110884,28,356,"ata","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,28,267,"zag","Contundido",0,6.91,0,2.57,14,"267",NA,NA,7,NA,39,4,2,21,10,1,4,NA,NA,NA,NA,NA,NA,NA
"683","Adriano Reis Nantes Junior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/11/13/bad72c6c05837e40c4d297eb099510c9_FORMATO.png",110604,28,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
