,atletas.nome,atletas.slug,atletas.apelido,atletas.foto,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,G,I,PI,A,FT,SG,DD,GS,CV,DP,GC,PP
243,Tiago Pagnussat,tiago,Tiago ,https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png,79042,10,354,zag,Provável,7.9,7.31,1.19,4.32,6,Ceará,1,15,5,NA,1,6,NA,NA,34,NA,NA,3,NA,NA,NA,NA,NA,NA
244,Víctor Danilo Cantillo Jiménez,cantillo,Cantillo,https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png,85315,10,264,mei,Nulo,0.2,5.66,-0.05,1.52,9,Corinthians,1,8,8,2,3,9,NA,NA,26,1,NA,NA,NA,NA,NA,NA,NA,NA
245,José Rogério de Oliveira Melo,rogerio,Rogério,https://s.glbimg.com/es/sde/f/2020/08/31/ef8bbe5f855514c0e2f7ff55805eed3e_FORMATO.png,73540,10,292,ata,Provável,4.4,4.77,0.8,2.45,2,Sport,1,1,2,NA,NA,5,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
246,Ruy Franco de Almeida Junior,ruy,Ruy,https://s.glbimg.com/es/sde/f/2020/03/02/f90b7a44cb9268d4fc3db1a3eee935fe_FORMATO.png,82939,10,294,mei,Nulo,0,2.83,0,-0.27,3,Coritiba,1,2,1,NA,NA,2,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,Leandro Carvalho da Silva,leandro-carvalho,Leandro Carvalho,https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png,88669,10,354,ata,Provável,1.2,5.27,0.45,1.59,7,Ceará,2,12,6,2,4,9,NA,1,35,1,NA,NA,NA,NA,1,NA,NA,NA
248,Mateus da Silva Vital Assumpção,mateus-vital,Mateus Vital,https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png,93108,10,264,mei,Nulo,10.2,6.52,2.07,2.17,6,Corinthians,1,2,1,2,NA,8,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,Giovanni Piccolomo,giovanni,Giovanni,https://s.glbimg.com/es/sde/f/2020/03/02/1f3f60104216f17477b2f31c3b23ac5e_FORMATO.png,79432,10,294,mei,Provável,-0.9,2.94,-0.57,0.5,2,Coritiba,NA,NA,1,1,NA,3,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Bruno Méndez Cittadini,bruno-mendez,Bruno Méndez,https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png,103700,10,264,zag,Nulo,-4,1.7,-1.48,-1.75,2,Corinthians,1,1,2,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Robson dos Santos Fernandes,robson,Robson,https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png,84817,10,294,ata,Provável,8.2,8.44,0.3,4.11,10,Coritiba,1,12,11,3,10,22,2,7,45,NA,2,NA,NA,NA,NA,NA,NA,NA
252,Richard Cândido Coelho,richard,Richard,https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png,86711,10,293,mei,Nulo,0,2.27,0,0.56,7,Athlético-PR,1,9,9,1,1,4,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,Bruno de Jesus Pacheco,bruno-pacheco,Bruno Pacheco,https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png,90061,10,354,lat,Provável,4.4,7.74,1.38,3.11,8,Ceará,NA,20,16,NA,NA,10,NA,NA,71,NA,NA,4,NA,NA,1,NA,NA,NA
254,Fernando Pereira do Nascimento,fernando-sobral,Fernando Sobral,https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png,84428,10,354,mei,Provável,3,12.48,0.04,5.48,10,Ceará,1,36,19,5,7,23,NA,4,58,3,NA,NA,NA,NA,NA,NA,NA,NA
255,Leonardo Rodrigues dos Santos,leo-santos,Léo Santos,https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png,95820,10,264,zag,Nulo,0,2,0,0,0,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,Walce da Silva Costa Filho,walce,Walce,https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png,104074,10,276,zag,Contundido,0,4,0,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,Matheus de Sales Cabral,matheus-sales,Matheus Sales,https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png,89285,10,294,mei,Nulo,0,4.51,0,2.25,6,Coritiba,NA,13,8,NA,NA,13,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Thiago Ferreira Lopes,thiago-lopes,Thiago Lopes,https://s.glbimg.com/es/sde/f/2020/03/03/b788fe92546ae0ee21f6330f4aa7ad45_FORMATO.png,92225,10,294,mei,Dúvida,0,3,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,Luciano da Rocha Neves,luciano,Luciano,https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png,80287,10,276,ata,Nulo,-0.7,7.73,-1.73,5.29,8,São Paulo,2,14,12,2,2,12,3,1,31,1,1,NA,NA,NA,NA,NA,NA,NA
260,Willian Klaus,klaus,Klaus,https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png,90846,10,354,zag,Contundido,0,4.13,0,-0.3,1,Ceará,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Wellissol Santos de Oliveira ,wellissol,Wellissol ,https://s.glbimg.com/es/sde/f/2020/03/03/30ce289f3d8f28f763b6b3ca32c3027a_FORMATO.png,94718,10,294,ata,Nulo,0,1.1,0,-0.07,4,Coritiba,2,3,5,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,Guilherme Vicentini Castellani,guilherme,Guilherme,https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png,108539,10,264,gol,Nulo,0,1,0,0,0,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,Giovanni Augusto Oliveira Cardoso,giovanni-augusto,Giovanni Augusto,https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png,68938,10,294,mei,Nulo,0.8,4.57,-0.02,0.86,5,Coritiba,NA,2,2,NA,NA,9,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,Lucas Piton Crivellaro,lucas-piton,Lucas Piton,https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png,105584,10,264,lat,Nulo,3.4,4.12,0.33,2.22,5,Corinthians,1,9,3,1,1,5,NA,NA,39,1,NA,NA,NA,NA,NA,NA,NA,NA
265,Guilherme da Trindade Dubas,guilherme-biro,Guilherme Biro,https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png,107555,10,294,ata,Dúvida,0,2,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,Renê dos Santos Júnior,rene-junior,Renê Júnior,https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png,73281,10,294,mei,Nulo,0,1.6,0,-0.7,3,Coritiba,NA,4,5,NA,1,2,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA
267,Paulo Roberto Valoura Júnior,juninho,Juninho,https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png,71937,10,356,mei,Provável,9.2,4.69,1.65,2.52,9,Fortaleza,3,18,16,1,8,12,1,NA,80,1,NA,NA,NA,NA,NA,NA,NA,NA
268,Bruno Ferreira Melo,bruno-melo,Bruno Melo,https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png,84339,10,356,lat,Nulo,-0.1,3.92,-0.16,2.15,8,Fortaleza,2,8,11,2,1,4,1,2,35,NA,NA,2,NA,NA,NA,NA,NA,NA
269,William Oliveira dos Santos,william-oliveira,William Oliveira,https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png,94297,10,354,mei,Dúvida,0,1.68,0,0.16,5,Ceará,3,5,8,NA,3,8,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,Frederico Chaves Guedes,fred,Fred,https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png,38162,10,266,ata,Nulo,0,2.99,0,1.06,5,Fluminense,2,1,4,NA,1,5,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,Matheus Alvarenga de Oliveira,davo,Davó,https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png,105533,10,264,ata,Nulo,0,2,0,0,0,Corinthians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Júlio César Jacobi,julio-cesar,Júlio César,https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png,49673,10,284,gol,Nulo,0,4,0,0,0,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Rafael da Silva Francisco,rafinha,Rafinha,https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png,38421,10,294,mei,Contundido,0,7,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Éderson Alves Ribeiro Silva,ederson,Éderson,https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png,73446,10,356,ata,Nulo,0,2.59,0,-0.8,2,Fortaleza,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Rodrigo Júnior Paula Silva,digao,Digão,https://s.glbimg.com/es/sde/f/2020/08/11/81d3b25879cf4905a5152581b71402f8_FORMATO.png,68886,10,266,zag,Provável,-0.1,4.91,-1.33,4.05,4,Fluminense,1,6,5,NA,2,2,1,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA
276,Geovane Henrique Pereira de Souza,geovane,Geovane,https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png,96349,10,294,lat,Nulo,0,3,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,Gabriel Santana Pinto,gabriel,Gabriel,https://s.glbimg.com/es/sde/f/2020/01/21/85aa563c123a60bd623ab6053d632f1d_FORMATO.png,73515,10,294,mei,Contundido,0,5.15,0,2.1,1,Coritiba,NA,2,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,José Romário Silva de Souza,romarinho,Romarinho,https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png,84523,10,356,ata,Provável,0.3,8.47,-0.13,3.62,10,Fortaleza,1,9,4,4,9,15,2,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,Matheus Ferraz Pereira,matheus-ferraz,Matheus Ferraz,https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png,38632,10,266,zag,Nulo,0,6,0,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,Vinicius Moreira de Lima,lima,Lima,https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png,96340,10,354,mei,Nulo,0.9,5.01,-0.08,1.78,7,Ceará,3,9,5,2,NA,8,1,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,Wanderley Monteiro dos Santos Júnior,wanderley,Wanderley,https://s.glbimg.com/es/sde/f/2020/03/02/adc66f01748817e502445b3f068f8106_FORMATO.png,38449,10,294,ata,Nulo,0,3.26,0,0.5,1,Coritiba,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,Luis Otavio Bonilha de Oliveira Santos,nene-bonilha,Nenê Bonilha,https://s.glbimg.com/es/sde/f/2020/03/06/40e51b15a020287ac0c09403de6a9214_FORMATO.png,73608,10,356,mei,Nulo,0,3,0,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,David Braz de Oliveira Filho,david-braz,David Braz,https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png,50317,10,284,zag,Provável,3,8.41,-0.27,3.54,7,Grêmio,NA,8,4,2,2,4,NA,NA,22,NA,NA,3,NA,NA,NA,NA,NA,NA
284,Lucas Silva Borges,lucas-silva,Lucas Silva,https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png,79701,10,284,mei,Nulo,0,4.94,0,1.51,8,Grêmio,2,12,7,NA,4,14,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,Igor de Carvalho Julião,igor-juliao,Igor Julião,https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png,81951,10,266,lat,Nulo,0,2.99,0,1.62,5,Fluminense,3,11,13,1,2,10,NA,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA
286,Bruno Cortês Barbosa,bruno-cortez,Bruno Cortez,https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png,72079,10,284,lat,Provável,2,10.4,-0.74,3.79,9,Grêmio,1,22,10,NA,1,10,NA,1,62,NA,NA,4,NA,NA,NA,NA,NA,NA
287,Paulo Victor Mileo Vidotti,paulo-victor,Paulo Victor,https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png,68873,10,284,gol,Nulo,0,7.25,0,6.85,2,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,3,1,NA,NA,NA,NA
288,Luiz Rhodolfo Dini Gaioto,rhodolfo,Rhodolfo,https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png,42501,10,294,zag,Dúvida,1,4.64,0.02,1.92,6,Coritiba,NA,9,2,NA,NA,3,NA,NA,30,NA,NA,1,NA,NA,NA,NA,NA,NA
289,Nathan Otávio Ribeiro,nathan-ribeiro,Nathan Ribeiro,https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png,102607,10,294,zag,Nulo,0,3,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Vinícius dos Santos de Oliveira Paiva,vinicius,Vinícius,https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png,105998,10,267,ata,Nulo,0,2.54,0,-0.2,2,Vasco,1,NA,1,1,NA,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Marcos Felipe de Freitas Monteiro,marcos-felipe,Marcos Felipe ,https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png,85004,10,266,gol,Nulo,0,0.77,0,-1.3,3,Fluminense,NA,NA,NA,NA,NA,1,NA,NA,34,1,NA,NA,1,5,NA,NA,NA,NA
292,Rafael Ramos de Lima,rafael-lima,Rafael Lima,https://s.glbimg.com/es/sde/f/2020/03/02/7e3f655d162981305619e91d2d72d345_FORMATO.png,50361,10,294,zag,Nulo,0,3,0,0,0,Coritiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,Gabriel Fortes Chaves,gabriel-pec,Gabriel Pec,https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png,106199,10,267,mei,Nulo,0,2.88,0,1.43,3,Vasco,1,5,5,1,1,5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,José Sabino Chagas Monteiro,sabino,Sabino,https://s.glbimg.com/es/sde/f/2020/03/03/c40f55b88cf1db157380eee4013c9828_FORMATO.png,104075,10,294,zag,Provável,2.2,7.45,-0.36,4.36,10,Coritiba,NA,14,4,NA,2,8,3,1,55,NA,1,2,NA,NA,NA,NA,1,NA
295,Alerrandro Barra Mansa Realino de Souza,alerrandro,Alerrandro,https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png,101715,10,280,ata,Provável,7.6,11.26,1.41,5.76,8,Bragantino,NA,4,5,3,6,10,4,3,23,NA,1,NA,NA,NA,NA,NA,NA,NA
296,Alisson Euler de Freitas Castro,alisson,Alisson,https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png,81845,10,284,mei,Provável,2.4,11.45,-1.27,6.14,9,Grêmio,NA,16,5,11,10,19,1,2,89,2,1,NA,NA,NA,NA,NA,NA,NA
297,Pablo Dyego da Silva Rosa,pablo-dyego,Pablo Dyego,https://s.glbimg.com/es/sde/f/2020/08/31/f7dd32a701b0a6198b97fcfb050814fa_FORMATO.png,86444,10,266,ata,Contundido,0,2,0,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,Tiago Rodrigues dos Reis,tiago-reis,Tiago Reis,https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png,104678,10,267,ata,Nulo,0,3,0,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,Carlos Emiliano Pereira,carlinhos,Carlinhos,https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png,63194,10,356,lat,Provável,-1.2,5.45,-1.25,2.52,5,Fortaleza,1,9,7,NA,NA,4,NA,NA,29,NA,NA,2,NA,NA,NA,NA,NA,NA
300,Igor Jesus Maciel da Cruz,igor-jesus,Igor Jesus,https://s.glbimg.com/es/sde/f/2020/03/03/c8f7399669dc0f941ccc95229f9e768f_FORMATO.png,104528,10,294,ata,Suspenso,-1.2,1.9,-0.61,0.92,10,Coritiba,NA,8,13,2,4,23,NA,3,29,NA,NA,NA,NA,NA,1,NA,NA,NA
301,Leonardo Gomes da Conceição Silva,leonardo,Leonardo,https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png,86973,10,284,lat,Nulo,0,6,0,0,0,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,Yago Felipe da Costa Rocha,yago-felipe,Yago Felipe,https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png,87747,10,266,mei,Nulo,1.8,3.37,-0.34,1.35,7,Fluminense,NA,6,7,1,3,10,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,Rodolfo Filemon de Oliveira da Silva,rodolfo-filemon,Rodolfo Filemon,https://s.glbimg.com/es/sde/f/2020/03/03/58a5f1fedb37779403b28bf802247d46_FORMATO.png,97925,10,294,zag,Dúvida,0,0.77,0,-0.99,7,Coritiba,4,4,10,NA,NA,NA,NA,NA,29,NA,NA,2,NA,NA,1,NA,NA,NA
304,William Matheus da Silva,william-matheus,William Matheus,https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png,62130,10,294,lat,Provável,1.4,5.19,-0.81,3.18,10,Coritiba,NA,11,11,1,2,13,1,2,100,2,NA,2,NA,NA,NA,NA,NA,NA
305,Jackson de Souza,jackson,Jackson,https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png,70934,10,356,zag,Contundido,0,3.81,0,1.58,5,Fortaleza,2,8,5,NA,1,4,NA,NA,14,NA,NA,1,NA,NA,NA,NA,NA,NA
306,Thaciano Mickael da Silva,thaciano,Thaciano,https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png,87470,10,284,mei,Nulo,0,5.18,0,1.88,5,Grêmio,1,2,5,1,3,2,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,Wellington Alves da Silva,wellington-silva,Wellington Silva,https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png,68895,10,266,ata,Provável,3,3.83,0.47,1.95,8,Fluminense,3,7,5,NA,2,19,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,Tiago Pereira da Silva,tiago-orobo,Tiago Orobó,https://s.glbimg.com/es/sde/f/2020/07/16/4eb953e4438fcf9e228753c1ca7b4e48_FORMATO.png,87477,10,356,ata,Nulo,0,2.05,0,0.5,4,Fortaleza,NA,2,3,1,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,Eduardo Gabriel Aquino Cossa,pepe,Pepê,https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png,91201,10,284,ata,Nulo,0,13.86,0,7.03,6,Grêmio,NA,8,3,6,5,13,2,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA
310,Werley Ananias da Silva,werley,Werley,https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png,62974,10,267,zag,Nulo,0,4,0,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,Lucas Ribamar Lopes dos Santos Bibiano,ribamar,Ribamar,https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png,94068,10,267,ata,Provável,11.1,6.28,2.2,2.25,7,Vasco,1,2,5,2,1,2,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,Bruno dos Santos Nazário,bruno-nazario,Bruno Nazário,https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png,81776,10,263,mei,Provável,8.3,8.32,1.33,3.14,9,Botafogo,NA,9,13,7,7,12,1,NA,72,1,NA,NA,NA,NA,NA,NA,NA,NA
313,Antônio Josenildo Rodrigues de Oliveira,rodrigues,Rodrigues,https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png,91251,10,284,zag,Nulo,0,2.42,0,2.65,2,Grêmio,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA
314,Ignácio da Silva Oliveira,ignacio,Ignácio,https://s.glbimg.com/es/sde/f/2020/07/23/0308ff1c9b877ec30d7af71867c8e6f1_FORMATO.png,103523,10,265,zag,Nulo,0,2,0,0,0,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,Gabriel Dias de Oliveira,gabriel-dias,Gabriel Dias,https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png,88368,10,356,lat,Suspenso,-4,5.76,-1.81,2.42,9,Fortaleza,NA,9,7,NA,1,7,NA,1,25,1,NA,3,NA,NA,1,NA,NA,NA
316,Marcelo Oliveira Ferreira,marcelo-oliveira,Marcelo Oliveira,https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png,50328,10,284,zag,Nulo,0,3,0,0,0,Grêmio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,Patrick Machado Ferreira ,patrick,Patrick,https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png,99918,10,284,mei,Nulo,0,2.74,0,-0.5,1,Grêmio,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,Muriel Gustavo Becker,muriel,Muriel,https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png,69041,10,266,gol,Provável,1.1,4.12,-0.38,1.47,7,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,1,7,8,NA,NA,NA,NA
319,David Correa da Fonseca,david,David,https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png,90309,10,356,ata,Provável,0,2.94,0.11,0.67,10,Fortaleza,2,11,24,NA,8,12,NA,5,33,1,NA,NA,NA,NA,NA,NA,NA,NA
320,Andrés Nicolas D'Alessandro,d-alessandro,D'Alessandro,https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png,62023,10,285,mei,Provável,1,3.48,0.15,0.74,8,Internacional,1,3,1,3,3,7,NA,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,Bruno César Zanaki,bruno-cesar,Bruno César,https://s.glbimg.com/es/sde/f/2020/08/17/679cc051b3529d05424bb6ea6e411411_FORMATO.png,52558,10,267,mei,Nulo,-0.1,3.73,-0.6,0.92,6,Vasco,NA,2,1,2,2,4,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,Saulo Ferreira Silva Nascimento,saulo,Saulo,https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png,89492,10,263,gol,Nulo,0,2,0,0,0,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,Jonathan Doin,paulo-miranda,Paulo Miranda,https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png,68817,10,284,zag,Nulo,0,3.45,0,5.1,1,Grêmio,NA,1,NA,NA,NA,NA,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA
