"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DD","GS","PI","A","CA","DS","FC","FF","FS","FD","G","I","SG","CV","FT","GC","PP","DP"
"544","Elton Rodrigues Brandão","elton","Elton","https://s.glbimg.com/es/sde/f/2020/02/27/ac1ef4d59993ff8aa8d21020834a05ec_FORMATO.png",38588,4,292,"ata","Provável",1.1,13.03,-0.56,3.93,4,"Sport",NA,NA,16,NA,1,NA,4,3,1,2,2,6,NA,NA,1,NA,NA,NA
"545","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2019/08/17/22428bbf637f4e33dd14de3cbc5db111_FORMATO.png",106076,4,290,"lat","Nulo",0,0.74,0,0,1,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,4,276,"mei","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,4,267,"zag","Contundido",0,6,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2020/01/21/3e0e71a35bbe2b295b386c4161ad312c_FORMATO.png",101585,4,293,"mei","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,4,276,"ata","Contundido",0,4,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,4,276,"mei","Nulo",-1.6,1.27,-0.54,-0.67,3,"São Paulo",NA,NA,7,NA,1,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"551","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/09/e668c34b12d73fe5187d89ac5832cb0f_FORMATO.png",107259,4,290,"mei","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Jan Carlos Hurtado Anchico","hurtado","Hurtado","https://s.glbimg.com/es/sde/f/2020/08/10/4caa9bb8cdb68baacc574baef760d095_FORMATO.png",105301,4,280,"ata","Nulo",0,3,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2020/07/16/22ba4b897e968cd7dbb56980e24ac623_FORMATO.png",101422,4,282,"ata","Nulo",1.5,1.95,-0.05,1.5,1,"Atlético-MG",NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Kawan Gabriel da Silva","kawan","Kawan","https://s.glbimg.com/es/sde/f/2019/09/08/a8fc75a1bedde47f33857a4a2b460b64_FORMATO.png",106219,4,293,"mei","Nulo",0,0.72,0,-2.6,1,"Athlético-PR",NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,4,276,"ata","Contundido",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2014/11/17/b0ed905da88cdd7b18ee7f21af74f2e2_FORMATO.jpeg",84674,4,280,"mei","Dúvida",-2.6,2.22,-1.78,-2.6,1,"Bragantino",NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,4,292,"lat","Provável",1.2,6.64,-0.15,1.87,4,"Sport",NA,NA,49,1,NA,8,9,3,5,NA,NA,2,NA,NA,NA,NA,NA,NA
"558","Lucas Ribeiro dos Santos","lucas-ribeiro","Lucas Ribeiro","https://s.glbimg.com/es/sde/f/2020/08/11/93a36fa67c35580ef4e99cac7a12dff1_FORMATO.png",103088,4,285,"zag","Nulo",0,4,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,4,292,"zag","Provável",-2.5,4.97,-2.06,2.17,4,"Sport",NA,NA,22,NA,1,3,6,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"560","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/07/18/dc546a92462d1feac57d96bf930566b0_FORMATO.png",72389,4,290,"ata","Dúvida",0.4,3.12,-0.88,0.4,1,"Goiás",NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,4,267,"lat","Dúvida",8,4.43,2.24,3.95,2,"Vasco",NA,NA,6,NA,NA,2,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"562","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,4,356,"mei","Nulo",1.9,2.07,0.07,1.9,1,"Fortaleza",NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,4,292,"ata","Contundido",0,7,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,4,262,"ata","Nulo",0,7.03,0,0.7,1,"Flamengo",NA,NA,4,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/06/30/9c54302726f51c2c4e11e97e02ad1329_FORMATO.jpeg",108385,4,280,"zag","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","",109618,4,373,"gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2020/02/27/a27d34b34c785990b4b69811b1f635eb_FORMATO.png",63058,4,292,"mei","Suspenso",-0.1,4.21,-0.38,0.7,4,"Sport",NA,NA,19,NA,3,9,9,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"568","Franco Rodrigo Fragapane","fragapane","Fragapane","https://s.glbimg.com/es/sde/f/2020/08/13/6d413c7af901ddd4a2d29351eab858a8_FORMATO.png",79262,4,356,"ata","Nulo",1.3,2.02,0.07,0.35,2,"Fortaleza",NA,NA,3,NA,NA,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"569","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,4,292,"mei","Nulo",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,4,284,"mei","Nulo",0,6,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,4,264,"ata","Nulo",11.5,4.2,3.2,11.5,1,"Corinthians",NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"572","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,4,292,"zag","Provável",-3.6,2.39,-1.26,-0.3,4,"Sport",NA,NA,10,NA,2,3,8,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"573","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png",73421,4,290,"zag","Provável",1.9,6.54,-0.83,2.8,3,"Goiás",NA,NA,19,NA,2,3,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"574","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2019/07/16/854eb848da41f2f6d32cdacb338e5e87_FORMATO.png",37655,4,290,"ata","Provável",0,8,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,4,356,"ata","Nulo",14.1,5.55,4.05,3.62,4,"Fortaleza",NA,NA,12,1,NA,1,5,4,4,NA,1,2,NA,NA,NA,NA,NA,NA
"576","Daniel Pollo Barioni","daniel-paulista","Daniel Paulista","https://s.glbimg.com/es/sde/f/2016/10/20/0d4249af96be564e80556994f2f1c194_FORMATO.png",92702,4,292,"tec","Provável",0.27,5,-0.41,1.91,4,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,4,290,"lat","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,4,284,"tec","Provável",2.32,12.09,-0.56,4.07,4,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/07/21/f18263366884c75c205afbd2591c28b7_FORMATO.png",101717,4,282,"ata","Dúvida",0.5,11.81,-2.41,7.72,4,"Atlético-MG",NA,NA,6,NA,NA,6,5,1,2,6,2,NA,NA,NA,1,NA,NA,NA
"580","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,4,292,"mei","Nulo",0,3.12,0,0.3,1,"Sport",NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,4,293,"ata","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2019/03/26/fe739f243bade6f12e5c9c35c3c7661d_FORMATO.png",104500,4,280,"ata","Nulo",8.9,5.66,1.66,8.9,1,"Bragantino",NA,NA,1,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"583","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/07/16/9b9e2a7cb09b999c3aec125d9bc4b49a_FORMATO.png",62121,4,284,"gol","Nulo",-3.2,8.34,-2.01,3.23,3,"Grêmio",1,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"584","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,4,292,"ata","Suspenso",-1.5,0.75,-0.29,-3.75,2,"Sport",NA,NA,2,NA,1,NA,1,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA
"585","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2019/06/24/cbda8f092e0daeeced8c17ddd80151b5_FORMATO.png",69345,4,262,"lat","Nulo",0,10,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,4,284,"ata","Contundido",-1.2,10.01,-0.94,2.4,3,"Grêmio",NA,NA,22,NA,1,4,7,4,5,1,1,NA,NA,NA,NA,NA,1,NA
"587","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,4,292,"gol","Provável",0.4,2.63,-0.34,0.18,4,"Sport",4,6,43,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,4,354,"zag","Nulo",0,1,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,4,292,"mei","Dúvida",0.8,3.91,-0.08,1.05,4,"Sport",NA,NA,23,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,4,284,"zag","Nulo",2.2,11.59,-0.74,5.87,3,"Grêmio",NA,NA,25,NA,1,13,5,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"591","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,4,292,"lat","Nulo",0.4,9.41,-0.39,3.38,4,"Sport",NA,NA,35,NA,NA,14,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2020/02/27/d5b995944c7d11fd5c7b2acaca3fa3f8_FORMATO.png",86842,4,292,"ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,4,292,"zag","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,4,285,"ata","Contundido",0,20.81,0,11.2,3,"Internacional",NA,NA,15,1,NA,2,7,3,5,1,3,3,NA,NA,1,NA,NA,NA
"595","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,4,292,"mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Elias Lira Nogueira Júnior ","elias-lira","Elias Lira","https://s.glbimg.com/es/sde/f/2020/07/20/8d3ed365f45f18bd46f6f1219bc5b1c5_FORMATO.png",99034,4,292,"lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,4,276,"mei","Dúvida",0,4.44,0,0,1,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,4,285,"lat","Provável",4.4,10.81,0.59,4.25,4,"Internacional",NA,NA,36,NA,1,10,11,3,NA,1,NA,1,3,NA,NA,NA,NA,NA
"599","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,4,285,"mei","Provável",5.6,9.89,0.82,2.95,4,"Internacional",NA,NA,27,NA,NA,7,9,2,5,2,NA,1,NA,NA,2,NA,NA,NA
"600","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,4,292,"lat","Contundido",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,4,284,"lat","Nulo",0,9,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Eduardo Germán Coudet","eduardo-coudet","Eduardo Coudet","https://s.glbimg.com/es/sde/f/2020/07/19/4514b24c3a8147be213e4e8d4297a97c_FORMATO.png",94853,4,285,"tec","Provável",5.09,12.19,0.66,4.81,4,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,4,292,"mei","Nulo",1.2,4.65,-0.27,3.2,3,"Sport",NA,NA,11,NA,1,5,1,2,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"604","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,4,292,"mei","Dúvida",0,2.9,0,0,1,"Sport",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,4,276,"zag","Contundido",0,4,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,4,373,"mei","Dúvida",0.3,4.25,-0.49,2.13,3,"Atlético-GO",NA,NA,28,NA,1,6,1,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"607","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,4,292,"mei","Nulo",0,4,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,4,280,"gol","Nulo",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,4,275,"ata","Provável",1.6,10.57,-0.47,4.2,3,"Palmeiras",NA,NA,6,NA,NA,3,4,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"610","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,4,292,"ata","Nulo",0.4,2.12,-0.06,-0.15,4,"Sport",NA,NA,1,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,4,275,"mei","Dúvida",-1.3,7.49,-1.11,-0.23,3,"Palmeiras",NA,NA,15,NA,NA,2,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,4,292,"mei","Provável",0.4,12.07,-0.73,3.98,4,"Sport",NA,NA,18,NA,NA,NA,2,5,11,1,1,NA,NA,NA,NA,NA,NA,NA
"613","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,4,275,"ata","Nulo",0.4,8.72,-0.48,-0.33,3,"Palmeiras",NA,NA,5,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,4,280,"ata","Nulo",0,5.12,0,1.17,3,"Bragantino",NA,NA,3,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"615","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,4,280,"lat","Provável",-2.8,3.18,-1.45,1.08,4,"Bragantino",NA,NA,54,NA,1,8,6,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"616","Glauber Ramos da Silva","glauber-ramos","Glauber Ramos","https://s.glbimg.com/es/sde/f/2020/08/21/ef5dbd585acdc16883bc521435428889_FORMATO.png",109638,4,290,"tec","Provável",0,4.65,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,4,267,"gol","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/08/20/647949d36ebae12053e632bfe95815d5_FORMATO.png",99119,4,277,"ata","Nulo",3.3,2.23,1.23,3.3,1,"Santos",NA,NA,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,4,275,"zag","Nulo",0,8,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,4,280,"zag","Dúvida",0,3.94,0,2.8,1,"Bragantino",NA,NA,4,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"621","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2019/03/26/c82451e325c04a87780194f586a25229_FORMATO.png",103261,4,276,"zag","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,4,275,"zag","Nulo",0,4,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
