"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","CA","SG","DD","GS","A","CV","FT","DP","GC","PP"
"534","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,9,263,"ata","Nulo",2.2,2.35,-0.31,1.34,7,"Botafogo",2,1,NA,1,7,NA,1,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"535","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,9,276,"ata","Nulo",2.4,5.43,0.24,4.15,6,"São Paulo",10,8,3,5,18,NA,3,22,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"536","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,9,292,"mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/03/02/2da2700754fb23a9fcc3cbbe28cf447b_FORMATO.png",68696,9,354,"ata","Nulo",0,1.66,0,0,3,"Ceará",NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,9,277,"ata","Nulo",0,3.33,0,0.6,1,"Santos",NA,NA,1,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,9,263,"lat","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,9,354,"lat","Nulo",0,1,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,9,263,"ata","Dúvida",0.2,6.45,-0.27,3.32,8,"Botafogo",12,16,2,5,25,1,5,28,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"542","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,9,356,"mei","Nulo",0,1.19,0,-0.66,5,"Fortaleza",NA,4,NA,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png",70925,9,354,"mei","Nulo",0,2.46,0,-0.3,2,"Ceará",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Leonardo Alves Chú Franco","leo-chu","Léo Chú","https://s.glbimg.com/es/sde/f/2020/03/02/485559baefe71f75a76a1d43fe678c8e_FORMATO.png",106820,9,354,"ata","Nulo",0,2,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,9,263,"lat","Provável",2.4,3.51,-0.15,2.96,5,"Botafogo",12,3,1,1,4,NA,NA,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"546","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,9,356,"mei","Nulo",0,2,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,9,264,"mei","Nulo",0,7.51,0,3.6,7,"Corinthians",7,5,2,4,9,1,NA,34,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"548","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,9,263,"ata","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,9,264,"gol","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,9,277,"mei","Provável",0,8.63,0,1.39,7,"Santos",20,13,NA,NA,13,NA,NA,33,1,NA,NA,NA,1,2,NA,NA,NA,NA
"551","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,9,292,"zag","Provável",1.7,3.05,0.2,0.48,8,"Sport",11,10,NA,1,6,NA,NA,29,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"552","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2020/08/17/26653830802f187c2488014a12698d4a_FORMATO.png",105566,9,267,"lat","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,9,263,"ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,9,290,"ata","Provável",3.9,2.93,0.67,2.4,4,"Goiás",5,5,NA,NA,5,NA,2,24,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"555","Luis Henrique Tomaz de Lima","luis-henrique","Luis Henrique ","https://s.glbimg.com/es/sde/f/2020/07/20/838de214e88e75dcdc13c78f44cb20d1_FORMATO.png",105049,9,263,"ata","Provável",0,4.76,0,2.1,5,"Botafogo",3,2,8,3,4,NA,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,9,290,"ata","Suspenso",-3.3,5.36,-1.45,3.47,6,"Goiás",9,16,1,8,24,1,NA,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,9,267,"gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,9,263,"ata","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,9,290,"gol","Nulo",0,0.86,0,-2.45,2,"Goiás",NA,NA,NA,NA,NA,NA,NA,29,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"560","Nathan Santos de Araújo","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/07/21/ca5ff6fdadd7e67f5ba518c16e0269c5_FORMATO.png",107676,9,267,"lat","Nulo",0,1,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,9,277,"mei","Nulo",0,3.55,0,1.3,4,"Santos",4,3,NA,3,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,9,277,"zag","Provável",0,5.64,0,2.33,8,"Santos",8,NA,NA,1,5,NA,NA,27,NA,2,NA,NA,1,1,NA,NA,NA,NA
"563","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,9,277,"zag","Contundido",0,4.39,0,-0.1,1,"Santos",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,9,277,"ata","Nulo",0,5.84,0,4.2,2,"Santos",4,4,2,1,9,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,9,265,"ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,9,277,"gol","Provável",9.3,9.77,-0.29,8.21,7,"Santos",NA,NA,NA,NA,2,NA,NA,35,NA,2,16,7,NA,NA,NA,NA,NA,NA
"567","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,9,277,"mei","Dúvida",0.2,3.83,-0.18,0.77,8,"Santos",15,10,NA,2,7,NA,1,44,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/08/18/139142ea0c43614330d8cd1d618bcb9c_FORMATO.png",107112,9,262,"ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,9,265,"ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/07/13/6fdc286e70d5425d0b7fbbe41bd2a39c_FORMATO.png",102067,9,264,"mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,9,290,"ata","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,9,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,9,280,"lat","Nulo",0,0.76,0,-1.03,6,"Bragantino",1,6,1,1,1,NA,1,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"574","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,9,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,9,276,"gol","Nulo",0,1,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/03/09/8defb65f5b887931107b7d0de0fccf4b_FORMATO.png",97520,9,276,"mei","Nulo",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Bento Matheus Krepski","bento","Bento","https://s.glbimg.com/es/sde/f/2020/01/21/ab6dea8e1671b6a86c1c7321be69d347_FORMATO.png",105208,9,293,"gol","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/26/437f1eba094908db6a9801aa561406c3_FORMATO.jpeg",104660,9,290,"ata","Provável",8,3.8,1.51,4.62,4,"Goiás",7,8,4,2,8,1,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,9,276,"gol","Nulo",-2,1.1,-0.9,-2,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,9,294,"mei","Nulo",0,0.93,0,-1.43,4,"Coritiba",3,5,NA,NA,3,NA,NA,7,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"581","Luan Patrick Wiedthauper","luan-patrick","Luan Patrick","https://s.glbimg.com/es/sde/f/2020/02/28/28c6a5315c325c2abe37899978a526e9_FORMATO.png",106835,9,293,"zag","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,9,276,"ata","Nulo",0,4,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,9,284,"ata","Provável",3.3,5.2,-0.53,3.1,8,"Grêmio",7,5,6,5,8,1,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/08/04/720702ddd405e876d9f10950de1c6ef2_FORMATO.png",109573,9,266,"mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2020/08/31/fb5f96034ec98cf83f561f397865ca64_FORMATO.png",104994,9,277,"zag","Nulo",2.9,2.19,0.19,2.9,1,"Santos",3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,9,275,"mei","Nulo",0,0.75,0,-3,1,"Palmeiras",NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Diego Henrique Costa Barbosa","diego","Diego ","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,9,276,"zag","Provável",3.2,2.35,0.55,1.22,5,"São Paulo",7,8,NA,2,1,NA,NA,20,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"588","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,9,354,"mei","Nulo",0,1,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,9,356,"zag","Nulo",0,2,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2020/08/31/7dffc611b801a4acf1b89b964333decb_FORMATO.png",103724,9,277,"mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Christian Roberto Alves Cardoso","christian","Christian","https://s.glbimg.com/es/sde/f/2020/02/28/459619b85e3c40ab2998b4b1deef1873_FORMATO.png",104502,9,293,"mei","Provável",0,0.77,0,-0.47,4,"Athlético-PR",3,7,NA,NA,3,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,9,263,"zag","Provável",-0.8,2.62,-0.23,0.77,7,"Botafogo",3,6,1,2,6,NA,NA,34,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"593","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,9,265,"gol","Provável",12,3.77,2.12,7.9,2,"Bahia",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,4,NA,NA,NA,NA,NA,NA
"594","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,9,265,"gol","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,9,293,"mei","Nulo",1.9,4.24,0.23,1.3,2,"Athlético-PR",4,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,9,265,"lat","Nulo",-0.8,0.77,-0.23,-0.8,1,"Bahia",1,3,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,9,285,"zag","Nulo",0,2,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,9,285,"zag","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,9,266,"lat","Provável",8.1,5.3,1.24,5.3,5,"Fluminense",20,6,1,1,12,NA,1,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"600","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,9,265,"zag","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Francisco Vítor Silva Costa","victor-jacare","Victor Jacaré","https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png",101201,9,354,"ata","Nulo",0,7.41,0,2.6,4,"Ceará",NA,5,NA,4,7,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Leonardo Borges da Silva","leonardo-borges","Leonardo Borges","https://s.glbimg.com/es/sde/f/2020/07/26/c3a222558472978d707d1cf23e5f8139_FORMATO.png",105839,9,285,"lat","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,9,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/07/20/9084acbdc2fa8f6a0f4cb02c41701033_FORMATO.png",107746,9,285,"mei","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,9,265,"mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,9,284,"gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,9,285,"zag","Nulo",0,2.32,0,0.9,2,"Internacional",4,5,NA,NA,1,NA,NA,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"608","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,9,284,"lat","Contundido",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,9,263,"ata","Nulo",0,0.77,0,-0.5,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,9,293,"ata","Nulo",0,1,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,9,290,"lat","Nulo",0,2.91,0,2.6,1,"Goiás",2,NA,NA,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/26/263beb42c32d93d9e5717130da44281f_FORMATO.jpeg",84554,9,290,"zag","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
