"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","FT","G","I","A","GC","DP","PP"
"625","João Vitor Moreira Dos Santos","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/11/16/40bab31e5f13f21221d786968d347c5f_FORMATO.png",110623,38,294,"ata","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Dalberto Luan Belo","dalberto","Dalberto","https://s.glbimg.com/es/sde/f/2020/11/20/22165cdbf4a8d2ab347cd89ef88552b4_FORMATO.png",97995,38,292,"ata","Provável",1.4,4.15,-0.38,2.45,14,"292",NA,NA,10,NA,62,NA,1,8,25,8,8,2,3,8,NA,NA,NA,NA
"627","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,38,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Otávio Ataide da Silva","otavio","Otávio","https://s.glbimg.com/es/sde/f/2020/09/24/8cbc0bff17eaf390ffb3ae97064a3cd9_FORMATO.png",110189,38,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,38,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Yuri de Oliveira","yuri-de-oliveira","Yuri de Oliveira","https://s.glbimg.com/es/sde/f/2020/09/24/44a977be355ae4ac44c218ce35daa72a_FORMATO.png",110190,38,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Vanderson de Oliveira Campos","vanderson","Vanderson","https://s.glbimg.com/es/sde/f/2020/07/19/24a0d42c1091b86fce08bf917f0cb817_FORMATO.png",107750,38,284,"lat","Provável",1,2.16,-0.02,2.58,5,"284",NA,NA,5,NA,40,NA,1,10,8,NA,3,NA,1,NA,NA,NA,NA,NA
"632","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2020/11/17/9fdf11f57baeb28d97181c41f210d7a5_FORMATO.png",86770,38,356,"mei","Nulo",0,4.09,-0.13,0.07,8,"356",NA,NA,3,NA,27,NA,1,5,8,1,2,NA,NA,NA,NA,NA,NA,NA
"633","Lázaro Vinicius Marques","lazaro","Lázaro","https://s.glbimg.com/es/sde/f/2020/09/24/37e5fc1f9ead239d4e673aadc291e8db_FORMATO.png",110193,38,262,"ata","Nulo",0,2.35,0,0,1,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Vinicius Milani Bueno","milani","Milani","https://s.glbimg.com/es/sde/f/2020/09/24/2d3cd30922ec8cb50738decdc8bd86f1_FORMATO.png",110188,38,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Caio Vidal Rocha","caio","Caio","https://s.glbimg.com/es/sde/f/2020/07/20/e986424fc26888b6bd9ec0673a9a6b5d_FORMATO.png",107745,38,285,"ata","Provável",5.8,5.15,0.3,3.62,14,"285",NA,NA,42,NA,44,NA,3,11,16,4,9,3,2,NA,NA,NA,NA,NA
"636","Luiz Filipe dos Reis Silva","luiz-filipe","Luiz Filipe","https://s.glbimg.com/es/sde/f/2020/11/18/a895ebab07255b916c4b4d3a9cb185eb_FORMATO.png",110632,38,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/10/09/a19dcb4146524e5dd0aae98743c0b8f3_FORMATO.png",38315,38,293,"mei","Provável",0.8,3.53,-0.4,0.11,9,"293",NA,NA,2,NA,40,NA,NA,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA
"638","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,38,294,"ata","Nulo",0,5.22,0,0.3,7,"Coritiba",NA,NA,10,NA,34,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Laércio Soldá","laercio","Laércio","https://s.glbimg.com/es/sde/f/2020/10/13/cc2746f464476a7f9908dbc251d225ff_FORMATO.png",82564,38,277,"zag","Contundido",0,4.78,0,2.56,13,"Santos",NA,NA,4,NA,59,2,1,26,18,2,6,NA,NA,NA,1,NA,NA,NA
"640","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2020/10/01/9e64684a0ef33c9f748f305214999641_FORMATO.png",78497,38,373,"lat","Provável",-0.8,2.89,-0.11,1.25,17,"373",NA,NA,6,NA,43,4,1,7,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"641","Wesley Hudson da Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/11/18/c584984893d30e750f7f99ec6d38df17_FORMATO.png",110631,38,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2020/11/13/4a17daa520fd623ffa34480bdabdead6_FORMATO.png",38311,38,292,"mei","Nulo",0,3.22,0,0.82,9,"292",NA,NA,4,NA,17,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Sebastián Enrique Salazar Beltrán","salazar","Salazar","https://s.glbimg.com/es/sde/f/2020/10/01/d9e923eb01b5966eb5e072a26be58679_FORMATO.png",91415,38,290,"mei","Nulo",0,4,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Saulo Rodrigues da Silva","saulo-mineiro","Saulo Mineiro","https://s.glbimg.com/es/sde/f/2020/09/24/6ceba057ce17022449326aff9d66b9c0_FORMATO.png",98274,38,354,"ata","Nulo",9.5,4.65,0.47,2.2,17,"354",NA,NA,8,NA,22,NA,1,11,29,2,6,1,4,2,NA,NA,NA,NA
"645","Carlos Eugenio Júnior Tavares dos Santos","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2020/11/13/367591fd75a306390b5722859941a1c2_FORMATO.png",89343,38,292,"lat","Provável",1.2,5.44,-0.78,3.4,19,"292",1,NA,33,NA,115,6,NA,25,20,3,8,NA,NA,1,2,NA,NA,NA
"646","Arthur Henrique Bittencourt","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/01/25/5f0f0047f511d254fd9d18a7ef986daa_FORMATO.png",101173,38,294,"gol","Provável",1.6,1.36,-0.34,4.3,3,"Coritiba",NA,7,1,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Dhouglas Francisco de Souza Rodrigues","dhouglas","Dhouglas","https://s.glbimg.com/es/sde/f/2020/09/25/1818bb4633cf442d563554d960f49f84_FORMATO.png",110207,38,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2020/08/12/413605a6cf625e33f90ce5b7af595cf0_FORMATO.png",105807,38,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,38,264,"zag","Nulo",6,5.69,0.16,3.35,9,"264",1,NA,1,NA,10,6,NA,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"650","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png",90587,38,263,"lat","Nulo",0,1.61,0,0.2,1,"263",NA,NA,NA,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,38,264,"mei","Nulo",0,6.84,0,2.11,16,"264",NA,NA,12,NA,93,NA,1,17,12,4,9,1,1,NA,1,NA,NA,NA
"652","Higor Gabriel Fernandes Alves","higor","Higor","https://s.glbimg.com/es/sde/f/2020/09/28/d5b189fb235bef5c9a534ba19078842e_FORMATO.png",107371,38,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Leandro Matheus dos Anjos Conceição de Oliveira","leandro","Leandro","https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg",107222,38,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Samuel Conceição Toscas","samuel-toscas","Samuel Toscas","https://s.glbimg.com/es/sde/f/2020/11/18/1163b4f1970ede4aecf64d87d2bb2d4f_FORMATO.png",110630,38,282,"lat","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,38,264,"gol","Provável",12,8.74,1.17,1.39,26,"264",1,23,2,34,221,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Mateus Oliveira Mendes","mateus","Mateus","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg",110624,38,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","João Victor da Silva Oliveira","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2020/10/26/74ad0d23d97711ec775e160e95618bf5_FORMATO.png",110258,38,293,"lat","Nulo",0,1.07,0,1.03,3,"293",NA,NA,3,NA,4,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Christian Henrique Mora De Oliveira Silva","christian","Christian","https://s.glbimg.com/es/sde/f/2020/09/28/0003493891d36cb8e16cf815e5da38e0_FORMATO.png",110210,38,266,"ata","Nulo",0,0.78,0,0,1,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Talison Ruan da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2020/11/18/4a4704afaded7aeb0ad7245025a2f2ae_FORMATO.png",104415,38,282,"lat","Nulo",0,3.18,0,5.1,1,"282",NA,NA,NA,NA,4,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Wellington Soares da Silva","wellington-rato","Wellington Rato","https://s.glbimg.com/es/sde/f/2020/10/05/b190d450eb26fdf91906a41bc3070d11_FORMATO.png",82766,38,373,"mei","Dúvida",8.3,4.69,-0.1,3.43,18,"373",NA,NA,23,NA,88,NA,2,20,16,13,13,1,1,2,3,NA,NA,NA
"661","Marcelo José de Lima Filho","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2020/11/17/c38f3a49ed42bc3774b07f733769277b_FORMATO.jpeg",107238,38,275,"ata","Nulo",-0.2,0.97,-0.39,1.25,2,"275",NA,NA,NA,NA,4,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"662","Paulo Victor da Costa Miranda Alves","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2020/02/27/74ddc254a8569f1942f11d75089de911_FORMATO.png",107373,38,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2021/01/09/5336a68c773385a330b61ee664795b87_FORMATO.png",62137,38,356,"tec","Provável",1.23,5.64,0.01,2.52,18,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,38,264,"zag","Provável",5.7,6.85,0.14,3.31,26,"264",NA,NA,16,NA,102,9,3,40,20,1,3,1,1,1,2,1,NA,NA
"665","Roberson de Arruda Alves","roberson","Roberson","https://s.glbimg.com/es/sde/f/2020/11/19/a5b8dd2097e33dc8b83c68a99a5ec143_FORMATO.png",68835,38,373,"ata","Dúvida",1.6,4.63,0.12,2.97,8,"373",NA,NA,7,NA,10,NA,NA,4,6,1,NA,1,2,NA,NA,NA,NA,NA
"666","Sivaldo de Jesus Santos Junior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2020/11/18/fc9de62a0fce79ca40875ef8cd6b7d04_FORMATO.png",110626,38,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Gustavo Silva de Oliveira","gustavo-oliveira","Gustavo Oliveira","https://s.glbimg.com/es/sde/f/2020/11/18/a1a93309a09e937585036cb85c3ee276_FORMATO.png",110633,38,292,"mei","Nulo",0.2,0.77,-0.02,-0.38,4,"292",NA,NA,3,NA,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Wisney Junio Dias Carvalho","wisney","Wisney","https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png",107374,38,266,"lat","Nulo",0,2.64,0,2.45,2,"266",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2020/11/17/b1766906a83be062261db4d6584d9d49_FORMATO.png",68834,38,373,"mei","Nulo",0,2.91,0,-0.77,3,"373",NA,NA,1,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2020/11/18/ca2aeafe986346def55b188fb4e765b1_FORMATO.png",81898,38,294,"ata","Provável",0.7,2.57,-0.01,0.12,5,"Coritiba",NA,NA,NA,NA,22,NA,1,6,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"671","Guilherme Santos da Silva","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/11/18/d5f12cbaf0d8e5ee09d052dfbdefeb22_FORMATO.png",104414,38,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,38,294,"gol","Nulo",0,7.75,0,2.79,33,"Coritiba",1,38,4,46,285,8,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA
"673","Denilson Rodrigues Roldão","denilson","Denilson","https://s.glbimg.com/es/sde/f/2020/10/04/0e3d68c778426e447bda7cfe1987508c_FORMATO.png",104025,38,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Gustavo Mantuan","gustavo-mantuan","Gustavo Mantuan","https://s.glbimg.com/es/sde/f/2020/10/06/5747ef4308b1b0b58fbf4534b72b3b56_FORMATO.png",110270,38,264,"mei","Contundido",0,2.9,0,1.7,3,"264",NA,NA,4,NA,9,NA,NA,4,4,1,1,NA,NA,NA,NA,NA,NA,NA
"675","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,38,354,"ata","Provável",1.8,5.74,-1.18,1.78,11,"354",NA,NA,5,NA,14,NA,NA,NA,7,3,3,NA,2,NA,NA,NA,NA,NA
"676","Igor Torres da Silva","igor-torres","Igor Torres","https://s.glbimg.com/es/sde/f/2020/10/18/52a78392e1a77e08ad5522dbd79cf15c_FORMATO.png",110303,38,356,"ata","Nulo",-0.3,1.28,-0.34,2.87,6,"356",NA,NA,2,NA,15,NA,NA,8,3,2,1,NA,1,NA,NA,NA,NA,NA
"677","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,38,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Leonardo Roque Albano Gil","leo-gil","Léo Gil","https://s.glbimg.com/es/sde/f/2020/11/27/33347b97adda19ccd302fe1f7fa2a03c_FORMATO.png",102506,38,267,"mei","Dúvida",0,5.29,0,2.07,16,"267",NA,NA,28,NA,117,NA,4,24,18,4,5,NA,NA,NA,3,NA,NA,NA
"679","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2020/11/13/a73bd740adb93a9d3545c96e7c4d4c97_FORMATO.png",102299,38,292,"ata","Nulo",1.3,2.73,0.17,1.03,14,"292",NA,NA,3,NA,11,NA,NA,2,2,3,3,NA,1,2,NA,NA,NA,NA
"680","Thiago Fernandes Rodrigues","thiago-fernandes","Thiago Fernandes","https://s.glbimg.com/es/sde/f/2020/11/20/66c1200dc3dc38310c832f78a4b99752_FORMATO.png",104282,38,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Igor Morais Carvalho","igor","Igor","https://s.glbimg.com/es/sde/f/2020/09/29/76f776e501b44c536be796644b94eb72_FORMATO.png",105887,38,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,38,294,"mei","Nulo",0,10.47,0,3.8,23,"Coritiba",NA,NA,42,NA,137,NA,5,64,33,8,18,2,1,1,1,NA,NA,NA
"683","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,38,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Federico Matías Javier Zaracho","zaracho","Zaracho","https://s.glbimg.com/es/sde/f/2020/10/19/41b058a9a8c68dc92fe626989ecf6a3e_FORMATO.png",100079,38,282,"mei","Nulo",-2.1,7.05,-0.57,1.11,10,"282",NA,NA,2,NA,22,NA,1,9,11,1,2,NA,1,NA,NA,NA,NA,NA
"685","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2020/10/13/4e771210e49b104092cac2a09476bbd1_FORMATO.png",61149,38,266,"ata","Provável",1.8,5.11,-1.25,2.9,16,"266",NA,NA,20,NA,60,NA,1,23,20,4,5,NA,3,3,NA,NA,NA,NA
"686","Brayan Damián Lucumí Lucumí","brayan-lucumi","Brayan Lucumí ","https://s.glbimg.com/es/sde/f/2020/11/20/ba8f516874bee59c78902a6aa76ac76a_FORMATO.png",110635,38,294,"ata","Dúvida",0,3.31,0,0.67,3,"Coritiba",NA,NA,1,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"687","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,38,293,"ata","Nulo",0,12.94,0,4.67,13,"293",NA,NA,23,NA,46,NA,1,11,19,7,7,2,4,5,1,NA,NA,NA
"688","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,38,262,"mei","Nulo",0,7.88,0,1.42,30,"Flamengo",NA,NA,14,NA,115,NA,4,55,38,2,11,NA,1,NA,NA,NA,NA,NA
"689","Romildo Del Piage de Souza","romildo","Romildo","https://s.glbimg.com/es/sde/f/2020/09/30/adfe338d662135f7233e4762688716a1_FORMATO.png",107972,38,263,"mei","Nulo",0,1.34,0,1.6,2,"263",NA,NA,3,NA,6,NA,NA,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"690","Welington Damascena Santos","wellington","Wellington ","https://s.glbimg.com/es/sde/f/2019/12/07/c9de64dc6e4e157739fb08d0cba45a7b_FORMATO.png",106824,38,276,"lat","Provável",-3.1,0.77,-0.23,-3.1,1,"276",NA,NA,2,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2020/10/20/b1c01f38bddf4e54ae2b51d649a3dd2e_FORMATO.png",80363,38,290,"mei","Nulo",0,4,0,0.96,16,"290",NA,NA,9,NA,89,NA,5,31,22,2,3,NA,NA,NA,1,NA,NA,NA
"692","Wendel Lessa de Macedo Gonçalves","wendel","Wendel","https://s.glbimg.com/es/sde/f/2020/09/30/efbf80afd762b35124cdf263fd02a3a2_FORMATO.png",107519,38,263,"mei","Nulo",0,0.77,-0.23,0,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,38,262,"mei","Provável",3.1,9.4,0.1,4.62,32,"Flamengo",NA,NA,67,NA,256,NA,5,62,36,10,23,1,6,1,5,NA,NA,NA
"694","Gabriel Novaes Fernandes","gabriel-novaes","Gabriel Novaes","https://s.glbimg.com/es/sde/f/2020/11/20/60f9cb402b72de8476cb75904456b9be_FORMATO.png",109639,38,265,"ata","Nulo",0,3.91,0,2.48,13,"265",NA,NA,10,NA,19,NA,NA,10,9,6,1,NA,2,1,NA,NA,NA,NA
"695","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2020/11/21/5b68f879cc5309f1cde0c8843b3ea453_FORMATO.png",105201,38,292,"ata","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","João Victor Vaz Lopes Pinto","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/09/30/3709478ac932eba7f079543c8389eafb_FORMATO.png",110235,38,263,"ata","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Lucas Henrique Mazetti","mazetti","Mazetti","https://s.glbimg.com/es/sde/f/2020/07/20/26ac5244263f4361626dec1a58304e3e_FORMATO.png",107741,38,285,"lat","Nulo",4.7,1.63,0.63,4.7,1,"285",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Elivelton Guedes Alves da Silva","elivelton","Elivelton ","https://s.glbimg.com/es/sde/f/2020/09/30/3afdcde41a6b5186c650158eb6ddb9d2_FORMATO.png",107515,38,263,"lat","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Mattheus Andrade Gama de Oliveira","mattheus","Mattheus","https://s.glbimg.com/es/sde/f/2020/09/30/38d8d1bd4dd6f381d7dcabac2692be19_FORMATO.png",79023,38,294,"mei","Nulo",0,4.11,0,3.1,10,"Coritiba",NA,NA,10,NA,51,NA,NA,18,7,2,4,1,1,NA,NA,NA,NA,NA
"700","Antonio Javier Galeano Ferreira","galeano","Galeano","https://s.glbimg.com/es/sde/f/2021/01/05/41cfb3f99bfa68692f9dc460876c6fa2_FORMATO.png",108713,38,276,"ata","Nulo",0.9,1.04,0.08,0.9,4,"276",NA,NA,6,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Taylon Vinícius dos Santos Carvalho","taylon","Taylon","https://s.glbimg.com/es/sde/f/2021/02/04/54cbabff1bf709a50369ff91cc4a3204_FORMATO.png",107250,38,290,"lat","Nulo",-1.3,1.96,-0.47,1.12,7,"290",NA,NA,1,NA,22,2,2,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Léo Matias Baiersdorf Linck","leo-linck","Léo Linck","https://s.glbimg.com/es/sde/f/2020/01/21/92721dbb7773acddb51581d786249881_FORMATO.png",107183,38,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Nathan Melo Silva","nathan","Nathan","",107261,38,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Fabricio do Nascimento Biato","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/11/30/09f85c2c1fe3a2f2b6838539c51afd95_FORMATO.png",103765,38,275,"ata","Nulo",0,1.13,0,0.5,2,"275",NA,NA,4,NA,3,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"705","Pablo Thiago Ferreira Thomaz","pablo-thomaz","Pablo Thomaz","https://s.glbimg.com/es/sde/f/2020/09/30/a7b22d74d41827304b8a71b4c57641d3_FORMATO.png",102797,38,294,"ata","Dúvida",-0.5,0.87,-0.14,0.75,12,"Coritiba",NA,NA,6,NA,15,NA,NA,5,2,2,2,NA,NA,1,NA,NA,NA,NA
